Entity,Code,Year,Completion rate in upper secondary education,Normalized  harmonized test scores among all students,Expected years of schooling,Population,World regions according to WB
Spain,ESP,200,,,,5000000.0,
Spain,ESP,300,,,,4750000.0,
Spain,ESP,400,,,,4500000.0,
Spain,ESP,500,,,,4000000.0,
Spain,ESP,600,,,,3500000.0,
Spain,ESP,700,,,,3625000.0,
Spain,ESP,800,,,,3750000.0,
Spain,ESP,900,,,,3875000.0,
Spain,ESP,1000,,,,4000000.0,
Spain,ESP,1100,,,,4500000.0,
Spain,ESP,1200,,,,5500000.0,
Spain,ESP,1300,,,,7500000.0,
Spain,ESP,1400,,,,5500000.0,
Spain,ESP,1500,,,,6500000.0,
Spain,ESP,1600,,,,8500000.0,
Spain,ESP,1700,,,,8000000.0,
Spain,ESP,1710,,,,9027659.0,
Spain,ESP,1720,,,,9278427.0,
Spain,ESP,1730,,,,9536162.0,
Spain,ESP,1740,,,,9801055.0,
Spain,ESP,1750,,,,10073306.0,
Spain,ESP,1760,,,,10353121.0,
Spain,ESP,1770,,,,10640707.0,
Spain,ESP,1780,,,,10936282.0,
Spain,ESP,1790,,,,11240068.0,
Spain,ESP,1800,,,,11500000.0,
Spain,ESP,1801,,,,11534168.0,
Spain,ESP,1802,,,,11568438.0,
Spain,ESP,1803,,,,11602809.0,
Spain,ESP,1804,,,,11637283.0,
Spain,ESP,1805,,,,11671859.0,
Spain,ESP,1806,,,,11706538.0,
Spain,ESP,1807,,,,11741320.0,
Spain,ESP,1808,,,,11776205.0,
Spain,ESP,1809,,,,11811194.0,
Spain,ESP,1810,,,,11846391.0,
Spain,ESP,1811,,,,11881588.0,
Spain,ESP,1812,,,,11916890.0,
Spain,ESP,1813,,,,11952297.0,
Spain,ESP,1814,,,,11987809.0,
Spain,ESP,1815,,,,12023426.0,
Spain,ESP,1816,,,,12059150.0,
Spain,ESP,1817,,,,12094979.0,
Spain,ESP,1818,,,,12130915.0,
Spain,ESP,1819,,,,12175970.0,
Spain,ESP,1820,,,,12230231.0,
Spain,ESP,1821,,,,12293786.0,
Spain,ESP,1822,,,,12366723.0,
Spain,ESP,1823,,,,12449131.0,
Spain,ESP,1824,,,,12532089.0,
Spain,ESP,1825,,,,12615600.0,
Spain,ESP,1826,,,,12699667.0,
Spain,ESP,1827,,,,12784295.0,
Spain,ESP,1828,,,,12869486.0,
Spain,ESP,1829,,,,12955253.0,
Spain,ESP,1830,,,,13041601.0,
Spain,ESP,1831,,,,13128533.0,
Spain,ESP,1832,,,,13216052.0,
Spain,ESP,1833,,,,13304164.0,
Spain,ESP,1834,,,,13392863.0,
Spain,ESP,1835,,,,13482154.0,
Spain,ESP,1836,,,,13572039.0,
Spain,ESP,1837,,,,13662525.0,
Spain,ESP,1838,,,,13753613.0,
Spain,ESP,1839,,,,13845298.0,
Spain,ESP,1840,,,,13937584.0,
Spain,ESP,1841,,,,14030474.0,
Spain,ESP,1842,,,,14123973.0,
Spain,ESP,1843,,,,14218084.0,
Spain,ESP,1844,,,,14312822.0,
Spain,ESP,1845,,,,14408192.0,
Spain,ESP,1846,,,,14504197.0,
Spain,ESP,1847,,,,14600842.0,
Spain,ESP,1848,,,,14698130.0,
Spain,ESP,1849,,,,14790851.0,
Spain,ESP,1850,,,,14878948.0,
Spain,ESP,1851,,,,14962372.0,
Spain,ESP,1852,,,,15041059.0,
Spain,ESP,1853,,,,15114951.0,
Spain,ESP,1854,,,,15189206.0,
Spain,ESP,1855,,,,15263826.0,
Spain,ESP,1856,,,,15338812.0,
Spain,ESP,1857,,,,15414166.0,
Spain,ESP,1858,,,,15489891.0,
Spain,ESP,1859,,,,15561625.0,
Spain,ESP,1860,,,,15629333.0,
Spain,ESP,1861,,,,15692979.0,
Spain,ESP,1862,,,,15752530.0,
Spain,ESP,1863,,,,15807948.0,
Spain,ESP,1864,,,,15863561.0,
Spain,ESP,1865,,,,15919369.0,
Spain,ESP,1866,,,,15975374.0,
Spain,ESP,1867,,,,16031576.0,
Spain,ESP,1868,,,,16087976.0,
Spain,ESP,1869,,,,16146102.0,
Spain,ESP,1870,,,,16205967.0,
Spain,ESP,1871,,,,16267583.0,
Spain,ESP,1872,,,,16330962.0,
Spain,ESP,1873,,,,16396117.0,
Spain,ESP,1874,,,,16461531.0,
Spain,ESP,1875,,,,16527207.0,
Spain,ESP,1876,,,,16593144.0,
Spain,ESP,1877,,,,16659345.0,
Spain,ESP,1878,,,,16725809.0,
Spain,ESP,1879,,,,16796632.0,
Spain,ESP,1880,,,,16871852.0,
Spain,ESP,1881,,,,16951508.0,
Spain,ESP,1882,,,,17035639.0,
Spain,ESP,1883,,,,17124285.0,
Spain,ESP,1884,,,,17213392.0,
Spain,ESP,1885,,,,17302962.0,
Spain,ESP,1886,,,,17392999.0,
Spain,ESP,1887,,,,17483504.0,
Spain,ESP,1888,,,,17574480.0,
Spain,ESP,1889,,,,17663309.0,
Spain,ESP,1890,,,,17749968.0,
Spain,ESP,1891,,,,17834434.0,
Spain,ESP,1892,,,,17916684.0,
Spain,ESP,1893,,,,17996694.0,
Spain,ESP,1894,,,,18077062.0,
Spain,ESP,1895,,,,18157788.0,
Spain,ESP,1896,,,,18238875.0,
Spain,ESP,1897,,,,18320325.0,
Spain,ESP,1898,,,,18402137.0,
Spain,ESP,1899,,,,18492800.0,
Spain,ESP,1900,,,,18592411.0,
Spain,ESP,1901,,,,18701066.0,
Spain,ESP,1902,,,,18818864.0,
Spain,ESP,1903,,,,18945905.0,
Spain,ESP,1904,,,,19073803.0,
Spain,ESP,1905,,,,19202565.0,
Spain,ESP,1906,,,,19332196.0,
Spain,ESP,1907,,,,19462702.0,
Spain,ESP,1908,,,,19594089.0,
Spain,ESP,1909,,,,19726214.0,
Spain,ESP,1910,,,,19859082.0,
Spain,ESP,1911,,,,19992695.0,
Spain,ESP,1912,,,,20127058.0,
Spain,ESP,1913,,,,20262175.0,
Spain,ESP,1914,,,,20398200.0,
Spain,ESP,1915,,,,20535137.0,
Spain,ESP,1916,,,,20672994.0,
Spain,ESP,1917,,,,20811776.0,
Spain,ESP,1918,,,,20951479.0,
Spain,ESP,1919,,,,21105927.0,
Spain,ESP,1920,,,,21275357.0,
Spain,ESP,1921,,,,21460007.0,
Spain,ESP,1922,,,,21660122.0,
Spain,ESP,1923,,,,21875945.0,
Spain,ESP,1924,,,,22093919.0,
Spain,ESP,1925,,,,22314065.0,
Spain,ESP,1926,,,,22536404.0,
Spain,ESP,1927,,,,22760959.0,
Spain,ESP,1928,,,,22987751.0,
Spain,ESP,1929,,,,23214389.0,
Spain,ESP,1930,,,,23440849.0,
Spain,ESP,1931,,,,23667105.0,
Spain,ESP,1932,,,,23893132.0,
Spain,ESP,1933,,,,24118905.0,
Spain,ESP,1934,,,,24346811.0,
Spain,ESP,1935,,,,24576871.0,
Spain,ESP,1936,,,,24809105.0,
Spain,ESP,1937,,,,25043533.0,
Spain,ESP,1938,,,,25280177.0,
Spain,ESP,1939,,,,25514739.0,
Spain,ESP,1940,,,,25747164.0,
Spain,ESP,1941,,,,25977393.0,
Spain,ESP,1942,,,,26205369.0,
Spain,ESP,1943,,,,26431030.0,
Spain,ESP,1944,,,,26658635.0,
Spain,ESP,1945,,,,26888200.0,
Spain,ESP,1946,,,,27119742.0,
Spain,ESP,1947,,,,27353278.0,
Spain,ESP,1948,,,,27588824.0,
Spain,ESP,1949,,,,27827617.0,
Spain,ESP,1950,,,,28077048.0,
Spain,ESP,1951,,,,28214862.0,
Spain,ESP,1952,,,,28406044.0,
Spain,ESP,1953,,,,28632701.0,
Spain,ESP,1954,,,,28857828.0,
Spain,ESP,1955,,,,29089774.0,
Spain,ESP,1956,,,,29323672.0,
Spain,ESP,1957,,,,29569970.0,
Spain,ESP,1958,,,,29849658.0,
Spain,ESP,1959,,,,30140710.0,
Spain,ESP,1960,,,,30404938.0,
Spain,ESP,1961,,,,30699568.0,
Spain,ESP,1962,,,,31040106.0,
Spain,ESP,1963,,,,31379831.0,
Spain,ESP,1964,,,,31741586.0,
Spain,ESP,1965,,,,32110669.0,
Spain,ESP,1966,,,,32465887.0,
Spain,ESP,1967,,,,32820751.0,
Spain,ESP,1968,,,,33170121.0,
Spain,ESP,1969,,,,33496941.0,
Spain,ESP,1970,,,,33812720.0,
Spain,ESP,1971,,,,34157447.0,
Spain,ESP,1972,,,,34539861.0,
Spain,ESP,1973,,,,34926521.0,
Spain,ESP,1974,,,,35361763.0,
Spain,ESP,1975,,,,35795771.0,
Spain,ESP,1976,,,,36176273.0,
Spain,ESP,1977,,,,36551267.0,
Spain,ESP,1978,,,,36904970.0,
Spain,ESP,1979,,,,37230370.0,
Spain,ESP,1980,,,,37537560.0,
Spain,ESP,1981,,,,37812708.0,
Spain,ESP,1982,,,,38047097.0,
Spain,ESP,1983,,,,38253247.0,
Spain,ESP,1984,,,,38437483.0,
Spain,ESP,1985,,,,38601315.0,
Spain,ESP,1986,,,,38735706.0,
Spain,ESP,1987,,,,38852007.0,
Spain,ESP,1988,,,,38952258.0,
Spain,ESP,1989,,,,39029557.0,
Spain,ESP,2024,,,,47910533.0,
Spain,ESP,2025,,,,47889960.0,
Spain,ESP,2026,,,,47850792.0,
Spain,ESP,2027,,,,47802269.0,
Spain,ESP,2028,,,,47748559.0,
Spain,ESP,2029,,,,47685769.0,
Spain,ESP,2030,,,,47610524.0,
Spain,ESP,2031,,,,47523494.0,
Spain,ESP,2032,,,,47433517.0,
Spain,ESP,2033,,,,47344052.0,
Spain,ESP,2034,,,,47252139.0,
Spain,ESP,2035,,,,47154200.0,
Spain,ESP,2036,,,,47049467.0,
Spain,ESP,2037,,,,46940800.0,
Spain,ESP,2038,,,,46830191.0,
Spain,ESP,2039,,,,46714651.0,
Spain,ESP,2040,,,,46591674.0,
Spain,ESP,2041,,,,46463101.0,
Spain,ESP,2042,,,,46327607.0,
Spain,ESP,2043,,,,46187926.0,
Spain,ESP,2044,,,,46041017.0,
Spain,ESP,2045,,,,45879960.0,
Spain,ESP,2046,,,,45708979.0,
Spain,ESP,2047,,,,45529634.0,
Spain,ESP,2048,,,,45342103.0,
Spain,ESP,2049,,,,45140659.0,
Spain,ESP,2050,,,,44928562.0,
Spain,ESP,2051,,,,44712280.0,
Spain,ESP,2052,,,,44480745.0,
Spain,ESP,2053,,,,44229856.0,
Spain,ESP,2054,,,,43969186.0,
Spain,ESP,2055,,,,43702729.0,
Spain,ESP,2056,,,,43418719.0,
Spain,ESP,2057,,,,43121617.0,
Spain,ESP,2058,,,,42824439.0,
Spain,ESP,2059,,,,42521113.0,
Spain,ESP,2060,,,,42210838.0,
Spain,ESP,2061,,,,41892757.0,
Spain,ESP,2062,,,,41566221.0,
Spain,ESP,2063,,,,41240292.0,
Spain,ESP,2064,,,,40914104.0,
Spain,ESP,2065,,,,40590375.0,
Spain,ESP,2066,,,,40271845.0,
Spain,ESP,2067,,,,39956627.0,
Spain,ESP,2068,,,,39644114.0,
Spain,ESP,2069,,,,39337026.0,
Spain,ESP,2070,,,,39035768.0,
Spain,ESP,2071,,,,38741025.0,
Spain,ESP,2072,,,,38453578.0,
Spain,ESP,2073,,,,38173651.0,
Spain,ESP,2074,,,,37903808.0,
Spain,ESP,2075,,,,37644623.0,
Spain,ESP,2076,,,,37397884.0,
Spain,ESP,2077,,,,37163390.0,
Spain,ESP,2078,,,,36942007.0,
Spain,ESP,2079,,,,36729332.0,
Spain,ESP,2080,,,,36524531.0,
Spain,ESP,2081,,,,36327921.0,
Spain,ESP,2082,,,,36139443.0,
Spain,ESP,2083,,,,35956990.0,
Spain,ESP,2084,,,,35778725.0,
Spain,ESP,2085,,,,35605147.0,
Spain,ESP,2086,,,,35436926.0,
Spain,ESP,2087,,,,35273599.0,
Spain,ESP,2088,,,,35109156.0,
Spain,ESP,2089,,,,34941500.0,
Spain,ESP,2090,,,,34774235.0,
Spain,ESP,2091,,,,34611808.0,
Spain,ESP,2092,,,,34453464.0,
Spain,ESP,2093,,,,34295240.0,
Spain,ESP,2094,,,,34136021.0,
Spain,ESP,2095,,,,33974160.0,
Spain,ESP,2096,,,,33811183.0,
Spain,ESP,2097,,,,33645999.0,
Spain,ESP,2098,,,,33475730.0,
Spain,ESP,2099,,,,33302991.0,
Spain,ESP,2100,,,,33127484.0,
United Kingdom,GBR,2010,,0.883765,16.45924,63006482.0,
United Kingdom,GBR,2017,,0.8837607,17.46671,66354473.0,
United Kingdom,GBR,2018,,0.8832746,17.2393,66752473.0,
United Kingdom,GBR,2020,,0.8894982,17.37802,67351860.0,
United Kingdom,GBR,1990,,,13.6414,57367867.0,
United Kingdom,GBR,1991,,,13.91902,57555199.0,
United Kingdom,GBR,1992,,,14.26536,57719273.0,
United Kingdom,GBR,1993,,,14.462315,57861037.0,
United Kingdom,GBR,1994,,,14.65927,58003200.0,
United Kingdom,GBR,1995,,,14.856225,58154632.0,
United Kingdom,GBR,1996,,,15.05318,58298563.0,
United Kingdom,GBR,1997,,,15.250135,58447091.0,
United Kingdom,GBR,1998,,,15.44709,58626822.0,
United Kingdom,GBR,1999,,,15.80357,58838663.0,
United Kingdom,GBR,2000,,,15.99541,59057333.0,
United Kingdom,GBR,2001,,,16.03244,59288095.0,
United Kingdom,GBR,2002,,,16.12564,59540764.0,
United Kingdom,GBR,2003,,,16.10825,59820385.0,
United Kingdom,GBR,2004,,,16.55472,60169964.0,
United Kingdom,GBR,2005,,,16.61336,60596107.0,
United Kingdom,GBR,2006,,,16.03327,61051093.0,
United Kingdom,GBR,2007,,,15.9031,61535859.0,
United Kingdom,GBR,2008,,,16.05382,62027303.0,
United Kingdom,GBR,2009,,,16.22144,62506222.0,
United Kingdom,GBR,2011,,,15.7794,63509285.0,
United Kingdom,GBR,2012,,,15.70308,63960488.0,
United Kingdom,GBR,2013,,,17.67149,64389386.0,
United Kingdom,GBR,2014,,,17.50748,64865914.0,
United Kingdom,GBR,2015,,,17.32837,65382107.0,
United Kingdom,GBR,2016,,,17.39754,65893359.0,
United Kingdom,GBR,2019,,,17.32108,67110958.0,
United Kingdom,GBR,2021,,,17.66814,67668788.0,
United Kingdom,GBR,2022,,,17.81107,68179315.0,
United Kingdom,GBR,2023,,,17.81107,68682965.0,Europe and Central Asia (WB)
United Kingdom,GBR,-10000,,,,2189.0,
United Kingdom,GBR,-9000,,,,3065.0,
United Kingdom,GBR,-8000,,,,4291.0,
United Kingdom,GBR,-7000,,,,6008.0,
United Kingdom,GBR,-6000,,,,6008.0,
United Kingdom,GBR,-5000,,,,6008.0,
United Kingdom,GBR,-4000,,,,6008.0,
United Kingdom,GBR,-3000,,,,27036.0,
United Kingdom,GBR,-2000,,,,81108.0,
United Kingdom,GBR,-1000,,,,212283.0,
United Kingdom,GBR,0,,,,781041.0,
United Kingdom,GBR,100,,,,846786.0,
United Kingdom,GBR,200,,,,895452.0,
United Kingdom,GBR,300,,,,946915.0,
United Kingdom,GBR,400,,,,1001335.0,
United Kingdom,GBR,500,,,,751001.0,
United Kingdom,GBR,600,,,,500667.0,
United Kingdom,GBR,700,,,,500667.0,
United Kingdom,GBR,800,,,,730974.0,
United Kingdom,GBR,900,,,,1216622.0,
United Kingdom,GBR,1000,,,,1702270.0,
United Kingdom,GBR,1100,,,,2562418.0,
United Kingdom,GBR,1200,,,,4533102.0,
United Kingdom,GBR,1300,,,,6328029.0,
United Kingdom,GBR,1400,,,,2903873.0,
United Kingdom,GBR,1500,,,,4205609.0,
United Kingdom,GBR,1600,,,,5006677.0,
United Kingdom,GBR,1700,,,,6762353.0,
United Kingdom,GBR,1710,,,,7251719.0,
United Kingdom,GBR,1720,,,,7747930.0,
United Kingdom,GBR,1730,,,,8251964.0,
United Kingdom,GBR,1740,,,,8764948.0,
United Kingdom,GBR,1750,,,,9288177.0,
United Kingdom,GBR,1760,,,,9823145.0,
United Kingdom,GBR,1770,,,,10371579.0,
United Kingdom,GBR,1780,,,,10935473.0,
United Kingdom,GBR,1790,,,,11517141.0,
United Kingdom,GBR,1800,,,,10750000.0,
United Kingdom,GBR,1801,,,,10866183.0,
United Kingdom,GBR,1802,,,,10983623.0,
United Kingdom,GBR,1803,,,,11102331.0,
United Kingdom,GBR,1804,,,,11222322.0,
United Kingdom,GBR,1805,,,,11343611.0,
United Kingdom,GBR,1806,,,,11466210.0,
United Kingdom,GBR,1807,,,,11590134.0,
United Kingdom,GBR,1808,,,,11715397.0,
United Kingdom,GBR,1809,,,,11842014.0,
United Kingdom,GBR,1810,,,,12325700.0,
United Kingdom,GBR,1811,,,,12826009.0,
United Kingdom,GBR,1812,,,,13468809.0,
United Kingdom,GBR,1813,,,,14263733.0,
United Kingdom,GBR,1814,,,,15105572.0,
United Kingdom,GBR,1815,,,,15997097.0,
United Kingdom,GBR,1816,,,,16941239.0,
United Kingdom,GBR,1817,,,,17941104.0,
United Kingdom,GBR,1818,,,,18999980.0,
United Kingdom,GBR,1819,,,,19925365.0,
United Kingdom,GBR,1820,,,,20706854.0,
United Kingdom,GBR,1821,,,,21333398.0,
United Kingdom,GBR,1822,,,,21793262.0,
United Kingdom,GBR,1823,,,,22073986.0,
United Kingdom,GBR,1824,,,,22358326.0,
United Kingdom,GBR,1825,,,,22646329.0,
United Kingdom,GBR,1826,,,,22938041.0,
United Kingdom,GBR,1827,,,,23233511.0,
United Kingdom,GBR,1828,,,,23532788.0,
United Kingdom,GBR,1829,,,,23823479.0,
United Kingdom,GBR,1830,,,,24105348.0,
United Kingdom,GBR,1831,,,,24378150.0,
United Kingdom,GBR,1832,,,,24641639.0,
United Kingdom,GBR,1833,,,,24895561.0,
United Kingdom,GBR,1834,,,,25152100.0,
United Kingdom,GBR,1835,,,,25411282.0,
United Kingdom,GBR,1836,,,,25673136.0,
United Kingdom,GBR,1837,,,,25937687.0,
United Kingdom,GBR,1838,,,,26204965.0,
United Kingdom,GBR,1839,,,,26428534.0,
United Kingdom,GBR,1840,,,,26607869.0,
United Kingdom,GBR,1841,,,,26742439.0,
United Kingdom,GBR,1842,,,,26831707.0,
United Kingdom,GBR,1843,,,,26875131.0,
United Kingdom,GBR,1844,,,,26918625.0,
United Kingdom,GBR,1845,,,,26962189.0,
United Kingdom,GBR,1846,,,,27005824.0,
United Kingdom,GBR,1847,,,,27049530.0,
United Kingdom,GBR,1848,,,,27093306.0,
United Kingdom,GBR,1849,,,,27161567.0,
United Kingdom,GBR,1850,,,,27254502.0,
United Kingdom,GBR,1851,,,,27371581.0,
United Kingdom,GBR,1852,,,,27513708.0,
United Kingdom,GBR,1853,,,,27681073.0,
United Kingdom,GBR,1854,,,,27849455.0,
United Kingdom,GBR,1855,,,,28018862.0,
United Kingdom,GBR,1856,,,,28189300.0,
United Kingdom,GBR,1857,,,,28360774.0,
United Kingdom,GBR,1858,,,,28533291.0,
United Kingdom,GBR,1859,,,,28719933.0,
United Kingdom,GBR,1860,,,,28920894.0,
United Kingdom,GBR,1861,,,,29136372.0,
United Kingdom,GBR,1862,,,,29366564.0,
United Kingdom,GBR,1863,,,,29611672.0,
United Kingdom,GBR,1864,,,,29858827.0,
United Kingdom,GBR,1865,,,,30108044.0,
United Kingdom,GBR,1866,,,,30359341.0,
United Kingdom,GBR,1867,,,,30612735.0,
United Kingdom,GBR,1868,,,,30868245.0,
United Kingdom,GBR,1869,,,,31134963.0,
United Kingdom,GBR,1870,,,,31413071.0,
United Kingdom,GBR,1871,,,,31702755.0,
United Kingdom,GBR,1872,,,,32004200.0,
United Kingdom,GBR,1873,,,,32317597.0,
United Kingdom,GBR,1874,,,,32634063.0,
United Kingdom,GBR,1875,,,,32953628.0,
United Kingdom,GBR,1876,,,,33276322.0,
United Kingdom,GBR,1877,,,,33602176.0,
United Kingdom,GBR,1878,,,,33931221.0,
United Kingdom,GBR,1879,,,,34250722.0,
United Kingdom,GBR,1880,,,,34560483.0,
United Kingdom,GBR,1881,,,,34860309.0,
United Kingdom,GBR,1882,,,,35149998.0,
United Kingdom,GBR,1883,,,,35429349.0,
United Kingdom,GBR,1884,,,,35710919.0,
United Kingdom,GBR,1885,,,,35994727.0,
United Kingdom,GBR,1886,,,,36280791.0,
United Kingdom,GBR,1887,,,,36569128.0,
United Kingdom,GBR,1888,,,,36859757.0,
United Kingdom,GBR,1889,,,,37163257.0,
United Kingdom,GBR,1890,,,,37479831.0,
United Kingdom,GBR,1891,,,,37809681.0,
United Kingdom,GBR,1892,,,,38153013.0,
United Kingdom,GBR,1893,,,,38510036.0,
United Kingdom,GBR,1894,,,,38870400.0,
United Kingdom,GBR,1895,,,,39234136.0,
United Kingdom,GBR,1896,,,,39601276.0,
United Kingdom,GBR,1897,,,,39971851.0,
United Kingdom,GBR,1898,,,,40345894.0,
United Kingdom,GBR,1899,,,,40718496.0,
United Kingdom,GBR,1900,,,,41089602.0,
United Kingdom,GBR,1901,,,,41459153.0,
United Kingdom,GBR,1902,,,,41827091.0,
United Kingdom,GBR,1903,,,,42193357.0,
United Kingdom,GBR,1904,,,,42562831.0,
United Kingdom,GBR,1905,,,,42935539.0,
United Kingdom,GBR,1906,,,,43311511.0,
United Kingdom,GBR,1907,,,,43690776.0,
United Kingdom,GBR,1908,,,,44073361.0,
United Kingdom,GBR,1909,,,,44417852.0,
United Kingdom,GBR,1910,,,,44723743.0,
United Kingdom,GBR,1911,,,,44990527.0,
United Kingdom,GBR,1912,,,,45217688.0,
United Kingdom,GBR,1913,,,,45404707.0,
United Kingdom,GBR,1914,,,,45592500.0,
United Kingdom,GBR,1915,,,,45781070.0,
United Kingdom,GBR,1916,,,,45970420.0,
United Kingdom,GBR,1917,,,,46160552.0,
United Kingdom,GBR,1918,,,,46352692.0,
United Kingdom,GBR,1919,,,,46487478.0,
United Kingdom,GBR,1920,,,,46564792.0,
United Kingdom,GBR,1921,,,,46584515.0,
United Kingdom,GBR,1922,,,,46546526.0,
United Kingdom,GBR,1923,,,,46450703.0,
United Kingdom,GBR,1924,,,,46355077.0,
United Kingdom,GBR,1925,,,,46259648.0,
United Kingdom,GBR,1926,,,,46164416.0,
United Kingdom,GBR,1927,,,,46069379.0,
United Kingdom,GBR,1928,,,,45974538.0,
United Kingdom,GBR,1929,,,,45944804.0,
United Kingdom,GBR,1930,,,,45980369.0,
United Kingdom,GBR,1931,,,,46081427.0,
United Kingdom,GBR,1932,,,,46248173.0,
United Kingdom,GBR,1933,,,,46480802.0,
United Kingdom,GBR,1934,,,,46714602.0,
United Kingdom,GBR,1935,,,,46949578.0,
United Kingdom,GBR,1936,,,,47185735.0,
United Kingdom,GBR,1937,,,,47423081.0,
United Kingdom,GBR,1938,,,,47661620.0,
United Kingdom,GBR,1939,,,,47890226.0,
United Kingdom,GBR,1940,,,,48108804.0,
United Kingdom,GBR,1941,,,,48317261.0,
United Kingdom,GBR,1942,,,,48515502.0,
United Kingdom,GBR,1943,,,,48703433.0,
United Kingdom,GBR,1944,,,,48892093.0,
United Kingdom,GBR,1945,,,,49081483.0,
United Kingdom,GBR,1946,,,,49271606.0,
United Kingdom,GBR,1947,,,,49462466.0,
United Kingdom,GBR,1948,,,,49654066.0,
United Kingdom,GBR,1949,,,,49851583.0,
United Kingdom,GBR,1950,,,,50121020.0,
United Kingdom,GBR,1951,,,,50346821.0,
United Kingdom,GBR,1952,,,,50496231.0,
United Kingdom,GBR,1953,,,,50727035.0,
United Kingdom,GBR,1954,,,,50958246.0,
United Kingdom,GBR,1955,,,,51176749.0,
United Kingdom,GBR,1956,,,,51400458.0,
United Kingdom,GBR,1957,,,,51655911.0,
United Kingdom,GBR,1958,,,,51935640.0,
United Kingdom,GBR,1959,,,,52226466.0,
United Kingdom,GBR,1960,,,,52538548.0,
United Kingdom,GBR,1961,,,,52884952.0,
United Kingdom,GBR,1962,,,,53272836.0,
United Kingdom,GBR,1963,,,,53652939.0,
United Kingdom,GBR,1964,,,,54009130.0,
United Kingdom,GBR,1965,,,,54359022.0,
United Kingdom,GBR,1966,,,,54676346.0,
United Kingdom,GBR,1967,,,,54973661.0,
United Kingdom,GBR,1968,,,,55240654.0,
United Kingdom,GBR,1969,,,,55456208.0,
United Kingdom,GBR,1970,,,,55663801.0,
United Kingdom,GBR,1971,,,,55890372.0,
United Kingdom,GBR,1972,,,,56079239.0,
United Kingdom,GBR,1973,,,,56188787.0,
United Kingdom,GBR,1974,,,,56224550.0,
United Kingdom,GBR,1975,,,,56220139.0,
United Kingdom,GBR,1976,,,,56201143.0,
United Kingdom,GBR,1977,,,,56175829.0,
United Kingdom,GBR,1978,,,,56175553.0,
United Kingdom,GBR,1979,,,,56218759.0,
United Kingdom,GBR,1980,,,,56282102.0,
United Kingdom,GBR,1981,,,,56304590.0,
United Kingdom,GBR,1982,,,,56292761.0,
United Kingdom,GBR,1983,,,,56332060.0,
United Kingdom,GBR,1984,,,,56451312.0,
United Kingdom,GBR,1985,,,,56606416.0,
United Kingdom,GBR,1986,,,,56751926.0,
United Kingdom,GBR,1987,,,,56886021.0,
United Kingdom,GBR,1988,,,,57026539.0,
United Kingdom,GBR,1989,,,,57182137.0,
United Kingdom,GBR,2024,,,,69138185.0,
United Kingdom,GBR,2025,,,,69551334.0,
United Kingdom,GBR,2026,,,,69931528.0,
United Kingdom,GBR,2027,,,,70293570.0,
United Kingdom,GBR,2028,,,,70642972.0,
United Kingdom,GBR,2029,,,,70971339.0,
United Kingdom,GBR,2030,,,,71286991.0,
United Kingdom,GBR,2031,,,,71587426.0,
United Kingdom,GBR,2032,,,,71868651.0,
United Kingdom,GBR,2033,,,,72142878.0,
United Kingdom,GBR,2034,,,,72405685.0,
United Kingdom,GBR,2035,,,,72656812.0,
United Kingdom,GBR,2036,,,,72898257.0,
United Kingdom,GBR,2037,,,,73125970.0,
United Kingdom,GBR,2038,,,,73348187.0,
United Kingdom,GBR,2039,,,,73564953.0,
United Kingdom,GBR,2040,,,,73774627.0,
United Kingdom,GBR,2041,,,,73980351.0,
United Kingdom,GBR,2042,,,,74181559.0,
United Kingdom,GBR,2043,,,,74380561.0,
United Kingdom,GBR,2044,,,,74572566.0,
United Kingdom,GBR,2045,,,,74753657.0,
United Kingdom,GBR,2046,,,,74925781.0,
United Kingdom,GBR,2047,,,,75089104.0,
United Kingdom,GBR,2048,,,,75241975.0,
United Kingdom,GBR,2049,,,,75380397.0,
United Kingdom,GBR,2050,,,,75504685.0,
United Kingdom,GBR,2051,,,,75616453.0,
United Kingdom,GBR,2052,,,,75715204.0,
United Kingdom,GBR,2053,,,,75797702.0,
United Kingdom,GBR,2054,,,,75868021.0,
United Kingdom,GBR,2055,,,,75921059.0,
United Kingdom,GBR,2056,,,,75956750.0,
United Kingdom,GBR,2057,,,,75982994.0,
United Kingdom,GBR,2058,,,,76002011.0,
United Kingdom,GBR,2059,,,,76010863.0,
United Kingdom,GBR,2060,,,,76010355.0,
United Kingdom,GBR,2061,,,,76011257.0,
United Kingdom,GBR,2062,,,,76015721.0,
United Kingdom,GBR,2063,,,,76018826.0,
United Kingdom,GBR,2064,,,,76020153.0,
United Kingdom,GBR,2065,,,,76022082.0,
United Kingdom,GBR,2066,,,,76025914.0,
United Kingdom,GBR,2067,,,,76033054.0,
United Kingdom,GBR,2068,,,,76037176.0,
United Kingdom,GBR,2069,,,,76040925.0,
United Kingdom,GBR,2070,,,,76049082.0,
United Kingdom,GBR,2071,,,,76059257.0,
United Kingdom,GBR,2072,,,,76068380.0,
United Kingdom,GBR,2073,,,,76067629.0,
United Kingdom,GBR,2074,,,,76057431.0,
United Kingdom,GBR,2075,,,,76045535.0,
United Kingdom,GBR,2076,,,,76038088.0,
United Kingdom,GBR,2077,,,,76028118.0,
United Kingdom,GBR,2078,,,,76010110.0,
United Kingdom,GBR,2079,,,,75986565.0,
United Kingdom,GBR,2080,,,,75956251.0,
United Kingdom,GBR,2081,,,,75926696.0,
