ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,TIPOPERCORSO,PERCORSO,INDIRIZZO,ALUNNIMASCHI,ALUNNIFEMMINE,_source_file,_dataset_id,_extracted_at
202425,CSRA017515,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,4,2,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VAPS012016,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,13,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TVRC02801P,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,1,43,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ALTF080003,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,55,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,KRRI01301V,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO,13,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VRPC03000N,SCUOLA SECONDARIA II GRADO,2,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZIONE COREUTICA,2,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATD14202B,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,10,15,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BSTD024018,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,87,76,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TATD01250D,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,9,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,FORI011018,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,72,23,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ALPM01601Q,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,14,78,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PEPS00101P,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,9,14,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,GERA012036,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",23,6,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PGSD02401C,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARTI FIGURATIVE - GRAFICO-PITTORICO,2,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PAPS016012,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,27,17,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,UDPS012011,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,6,19,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MTTF018018,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,ELETTR. ED ELETTROTEC.- BIENNIO COMUNE,18,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,POSD003019,SCUOLA SECONDARIA II GRADO,1,LICEO,ARTISTICO,ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE,39,150,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PGTF03401P,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTRONICA,7,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BARH120027,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI CULTURALI E DELLO SPETTACOLO,13,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VIPS010007,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,17,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BGPM01302G,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,2,49,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NAPM02000R,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,18,44,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VATF01701B,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,20,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MEPS03000D,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,AUDIOVISIVO MULTIMEDIA,5,40,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SATF06702G,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,TRASPORTI E LOGISTICA - BIENNIO COMUNE,20,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CHRI01801R,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,16,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RERI090019,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,SERVIZI,SERVIZI SOCIO-SANITARI,4,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOTD02101V,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,20,19,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MITF00801P,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,INFORMATICA,40,3,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VASL01000A,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,8,33,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ANPC02101N,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,19,91,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BORI003012,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,23,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MIRC06151B,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,SERVIZI,SERVIZI COMMERCIALI,10,6,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CTPS170002,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,9,26,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RCPM03201X,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,3,33,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PITD03000R,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,6,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PATF02701E,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,9,3,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LITF030009,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,BIOTECNOLOGIE AMBIENTALI,14,10,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BSRA03801X,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",17,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MBTD08401V,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING ART. RELAZIONI INTERNAZIONALI PER IL MARKETING QUADRIENNALE,15,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BTPS04001D,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,13,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,LUPC00101G,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,14,35,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PVRI00701Q,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,31,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CRSL00801R,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,4,8,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PRPC030006,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,8,11,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NASD04000B,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO PITTORICO,7,25,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MBTF098013,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,AUTOMAZIONE,16,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOSD02601L,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,GRAFICA,8,21,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MEPC00101B,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,15,11,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BGRC02901G,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,7,50,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RMSD104015,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO PITTORICO,7,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MNRI00701E,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE IeFP,IeFP,OPERATORE ALLA RIPARAZIONE DEI VEICOLI A MOTORE,10,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VCTF019018,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,MECC. MECCATRON. ENER. - BIENNIO COMUNE,22,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATD05000B,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,5,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,FOTF03000D,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,ELETTR. ED ELETTROTEC.- BIENNIO COMUNE,56,3,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CNPM010004,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,3,48,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATF10000D,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,TELECOMUNICAZIONI,13,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,AVPM06000C,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,2,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RGPC00301G,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,37,28,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VEPC050007,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,38,39,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PIPS00401D,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,13,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SRPC01601E,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,12,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PZRC02152T,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,SERVIZI,SERVIZI COMMERCIALI,17,9,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SVPC00801R,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,23,41,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BAPS38000R,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,38,42,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NATN078016,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,46,43,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ANPC060007,SCUOLA SECONDARIA II GRADO,5,LICEO,CLASSICO,CLASSICO,11,22,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BOTF014019,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,42,18,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,FIPC04000N,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,40,80,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PARH02150G,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,22,19,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SSSD020006,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,2,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BSPS03000P,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,1,10,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SSPM010006,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,14,44,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,FRPC023019,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,6,15,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ENTD00801N,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,3,5,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VBTF003014,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,TELECOMUNICAZIONI,10,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,KRPS02002T,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,8,13,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TOTD003019,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,10,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,APSD018012,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,SCENOGRAFIA,2,3,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PZRA03202X,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",23,5,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BIPS00401B,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,26,22,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BGTF01050C,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,ELETTROTECNICA,7,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VITF010009,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,BIOTECNOLOGIE SANITARIE,22,32,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BSRI03301C,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,25,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MISL011019,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,5,18,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MITD01901V,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,14,11,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,CSTE04601D,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,3,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,ISTD003018,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,7,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MIPS019024,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,28,16,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,AGTD01601X,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,CONDUZIONE DEL MEZZO NAVALE - OPZIONE,14,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RGTF01301B,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,17,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BGSL01000T,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,9,27,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,PGTF003013,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,12,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,FOTB00901X,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,LOGISTICA,9,2,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,SSPM010006,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,13,137,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VRTF014012,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,37,0,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MOTF030004,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,17,12,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NAPS011012,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,28,15,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MOPS080003,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,33,43,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,METD08000A,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,TURISMO,3,19,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NUTF012014,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,CHIMICA E MATERIALI,9,2,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,NAPM43000V,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LINGUISTICO,17,70,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MSTF017019,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,TELECOMUNICAZIONI,19,2,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,VEPM02000G,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,14,47,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,MERI03350G,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",2,4,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,BATD040501,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,9,1,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,TPPS10000Q,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,40,62,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
202425,RGRC013506,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,SERVIZI,ENOGAS. OSPIT. ALBERG. - BIENNIO COMUNE,12,6,ALUSECGRADOINDSTA20242520250831.csv,ALUSECGRADOINDSTA,2026-06-15T01:00:14.098981
