ANNO;AteneoCOD;AteneoNOME;CorsoTIPO;PROVENIENZA;Genere;ISC
2022/2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale;1;M;304
2022/2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;0;F;139
2022/2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;0;M;103
2022/2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;1;F;214
2022/2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;1;M;163
2022/2023;05812;Roma - Università Europea;Laurea;0;F;488
2022/2023;05812;Roma - Università Europea;Laurea;0;M;251
2022/2023;05812;Roma - Università Europea;Laurea;1;F;160
2022/2023;05812;Roma - Università Europea;Laurea;1;M;69
2022/2023;05812;Roma - Università Europea;Laurea Magistrale;0;F;175
2022/2023;05812;Roma - Università Europea;Laurea Magistrale;0;M;75
2022/2023;05812;Roma - Università Europea;Laurea Magistrale;1;F;76
2022/2023;05812;Roma - Università Europea;Laurea Magistrale;1;M;26
2022/2023;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;0;F;444
2022/2023;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;0;M;69
2022/2023;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;1;F;359
2022/2023;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;1;M;30
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;0;F;1601
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;0;M;1776
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;1;F;5570
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;1;M;7442
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;0;F;151
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;0;M;162
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;1;F;582
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;1;M;736
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;0;F;4
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;0;M;11
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;1;F;27
2022/2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;1;M;32
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea;0;F;1903
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea;0;M;2626
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea;1;F;12601
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea;1;M;17904
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;0;F;335
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;0;M;377
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;1;F;2341
2022/2023;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;1;M;2305
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;0;F;1661
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;0;M;1892
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;1;F;5507
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;1;M;5815
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;0;F;618
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;0;M;437
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;1;F;2426
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;1;M;1424
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;0;F;271
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;0;M;276
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;1;F;826
2022/2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;1;M;1161
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;0;F;475
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;0;M;651
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;1;F;1890
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;1;M;2055
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;0;F;464
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;0;M;432
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;1;F;2803
2022/2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;1;M;2236
2022/2023;05817;Roma - Link Campus University;Laurea;0;F;48
2022/2023;05817;Roma - Link Campus University;Laurea;0;M;154
2022/2023;05817;Roma - Link Campus University;Laurea;1;F;58
2022/2023;05817;Roma - Link Campus University;Laurea;1;M;189
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale;0;F;10
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale;0;M;48
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale;1;F;15
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale;1;M;23
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;0;F;21
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;0;M;18
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;1;F;16
2022/2023;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;1;M;8
2022/2023;05818;Roma - Saint Camillus International;Laurea;0;F;174
2022/2023;05818;Roma - Saint Camillus International;Laurea;0;M;120
2022/2023;05818;Roma - Saint Camillus International;Laurea;1;F;200
2022/2023;05818;Roma - Saint Camillus International;Laurea;1;M;124
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale;0;F;41
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale;0;M;23
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale;1;F;202
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale;1;M;114
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;0;F;268
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;0;M;156
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;1;F;725
2022/2023;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;1;M;379
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;0;F;1470
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;0;M;1482
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;1;F;966
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;1;M;1016
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;0;F;503
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;0;M;356
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;1;F;409
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;1;M;375
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;0;F;196
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;0;M;133
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;1;F;55
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;1;M;25
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;0;F;34
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;0;M;18
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;1;F;14
2022/2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;1;M;8
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea;0;F;1107
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea;0;M;1248
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea;1;F;66
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea;1;M;78
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;0;F;258
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;0;M;284
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;1;F;22
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;1;M;26
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;0;F;340
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;0;M;173
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;1;F;6
2022/2023;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;1;M;9
2022/2023;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;0;F;24
2022/2023;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;0;M;10
2022/2023;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;1;F;6
2022/2023;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;1;M;2
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;0;F;252
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;0;M;190
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;1;F;307
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;1;M;309
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;0;F;194
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;0;M;84
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;1;F;355
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;1;M;146
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;0;F;94
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;0;M;76
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;1;F;69
2022/2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;1;M;72
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea;0;F;21808
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea;0;M;18660
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea;1;F;1088
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea;1;M;892
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;0;F;6907
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;0;M;5892
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;1;F;530
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;1;M;537
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;0;F;9168
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;0;M;5104
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;1;F;650
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;1;M;346
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;0;F;624
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;0;M;476
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;1;F;108
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;1;M;50
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;0;F;3455
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;0;M;5305
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;1;F;145
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;1;M;234
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;0;F;860
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;0;M;1025
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;1;F;88
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;1;M;134
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;0;F;445
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;0;M;304
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;1;F;13
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;1;M;10
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;0;F;62
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;0;M;26
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;1;F;12
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;1;M;12
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;0;F;5072
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;0;M;1370
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;1;F;857
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;1;M;218
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;0;F;1419
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;0;M;286
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;1;F;376
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;1;M;89
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;0;F;90
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;0;M;20
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;1;F;22
2022/2023;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;1;M;8
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;0;F;3551
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;0;M;799
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;1;F;85
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;1;M;26
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;0;F;1118
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;0;M;179
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;1;F;62
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;1;M;14
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;0;F;2377
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;0;M;215
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;1;F;112
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;1;M;16
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;0;F;91
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;0;M;12
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;1;F;16
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;1;M;6
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;0;F;6777
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;0;M;4590
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;1;F;300
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;1;M;350
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;0;F;1960
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;0;M;1136
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;1;F;110
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;1;M;65
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;0;F;3743
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;0;M;2443
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;1;F;605
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;1;M;398
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Vecchio Ordinamento;0;F;162
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Vecchio Ordinamento;0;M;88
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Vecchio Ordinamento;1;F;14
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Vecchio Ordinamento;1;M;12
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea;0;F;4682
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea;0;M;6006
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea;1;F;20199
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea;1;M;19740
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;0;F;2824
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;0;M;2263
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;1;F;8492
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;1;M;5575
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;0;F;881
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;0;M;1226
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;1;F;2324
2022/2023;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;1;M;3017
2022/2023;06501;Salerno - Università degli studi;Laurea;0;F;9670
2022/2023;06501;Salerno - Università degli studi;Laurea;0;M;9637
2022/2023;06501;Salerno - Università degli studi;Laurea;1;F;433
2022/2023;06501;Salerno - Università degli studi;Laurea;1;M;386
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale;0;F;2533
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale;0;M;2186
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale;1;F;172
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale;1;M;162
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;4932
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2026
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;321
2022/2023;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;116
2022/2023;06501;Salerno - Università degli studi;Vecchio Ordinamento;0;F;235
2022/2023;06501;Salerno - Università degli studi;Vecchio Ordinamento;0;M;119
2022/2023;06501;Salerno - Università degli studi;Vecchio Ordinamento;1;F;54
2022/2023;06501;Salerno - Università degli studi;Vecchio Ordinamento;1;M;16
2022/2023;06601;L'Aquila - Università degli studi;Laurea;0;F;2814
2022/2023;06601;L'Aquila - Università degli studi;Laurea;0;M;2606
2022/2023;06601;L'Aquila - Università degli studi;Laurea;1;F;2153
2022/2023;06601;L'Aquila - Università degli studi;Laurea;1;M;2835
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale;0;F;830
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale;0;M;732
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale;1;F;570
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale;1;M;546
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1304
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;354
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;722
2022/2023;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;371
2022/2023;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;0;F;77
2022/2023;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;0;M;87
2022/2023;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;1;F;21
2022/2023;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;1;M;23
2022/2023;06701;Teramo - Università degli studi;Laurea;0;F;1164
2022/2023;06701;Teramo - Università degli studi;Laurea;0;M;953
2022/2023;06701;Teramo - Università degli studi;Laurea;1;F;471
2022/2023;06701;Teramo - Università degli studi;Laurea;1;M;282
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale;0;F;255
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale;0;M;163
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale;1;F;79
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale;1;M;64
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;621
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;342
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;265
2022/2023;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;111
2022/2023;06701;Teramo - Università degli studi;Vecchio Ordinamento;0;F;54
2022/2023;06701;Teramo - Università degli studi;Vecchio Ordinamento;0;M;44
2022/2023;06701;Teramo - Università degli studi;Vecchio Ordinamento;1;F;10
2022/2023;06701;Teramo - Università degli studi;Vecchio Ordinamento;1;M;8
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;0;F;4881
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;0;M;3216
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;1;F;3673
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;1;M;1481
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;0;F;1273
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;0;M;678
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;1;F;1347
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;1;M;509
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;0;F;1268
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;0;M;719
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;1;F;1215
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;1;M;730
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;0;F;88
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;0;M;60
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;1;F;34
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;1;M;30
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;0;F;28
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;0;M;1
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;1;F;166
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;1;M;83
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale;1;F;9
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale;1;M;10
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;0;F;12
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;0;M;5
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;1;F;67
2022/2023;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;1;M;79
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea;0;F;1016
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea;0;M;924
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea;1;F;714
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea;1;M;671
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;0;F;283
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;0;M;213
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;1;F;237
2022/2023;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;1;M;210
