Anno;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;CLASSE_ETA;GENERE;PERC_CL-ETA_PERS_TA
2022;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;45 - 54 anni;F;37,9%
2022;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;55 - 64 anni;F;38,6%
2022;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Maggiore di 64 anni;F;1,5%
2022;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Minore di 35 anni;F;7,2%
2022;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;35- 44 anni;F;22,4%
2022;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;45 - 54 anni;F;44,7%
2022;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;55 - 64 anni;F;23,7%
2022;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Maggiore di 64 anni;F;2,0%
2022;05201;Siena - Università degli studi;Toscana;CENTRO;Minore di 35 anni;F;0,2%
2022;05201;Siena - Università degli studi;Toscana;CENTRO;35- 44 anni;F;5,3%
2022;05201;Siena - Università degli studi;Toscana;CENTRO;45 - 54 anni;F;38,3%
2022;05201;Siena - Università degli studi;Toscana;CENTRO;55 - 64 anni;F;53,2%
2022;05201;Siena - Università degli studi;Toscana;CENTRO;Maggiore di 64 anni;F;3,0%
2022;05202;Siena - Università per stranieri;Toscana;CENTRO;Minore di 35 anni;F;3,0%
2022;05202;Siena - Università per stranieri;Toscana;CENTRO;35- 44 anni;F;19,7%
2022;05202;Siena - Università per stranieri;Toscana;CENTRO;45 - 54 anni;F;33,3%
2022;05202;Siena - Università per stranieri;Toscana;CENTRO;55 - 64 anni;F;37,9%
2022;05202;Siena - Università per stranieri;Toscana;CENTRO;Maggiore di 64 anni;F;6,1%
2022;05401;Perugia - Università degli studi;Umbria;CENTRO;Minore di 35 anni;F;0,6%
2022;05401;Perugia - Università degli studi;Umbria;CENTRO;35- 44 anni;F;6,2%
2022;05401;Perugia - Università degli studi;Umbria;CENTRO;45 - 54 anni;F;40,2%
2022;05401;Perugia - Università degli studi;Umbria;CENTRO;55 - 64 anni;F;50,2%
2022;05401;Perugia - Università degli studi;Umbria;CENTRO;Maggiore di 64 anni;F;2,9%
2022;05403;Perugia - Università per stranieri;Umbria;CENTRO;Minore di 35 anni;F;0,0%
2022;05403;Perugia - Università per stranieri;Umbria;CENTRO;35- 44 anni;F;16,3%
2022;05403;Perugia - Università per stranieri;Umbria;CENTRO;45 - 54 anni;F;42,5%
2022;05403;Perugia - Università per stranieri;Umbria;CENTRO;55 - 64 anni;F;36,3%
2022;05403;Perugia - Università per stranieri;Umbria;CENTRO;Maggiore di 64 anni;F;5,0%
2022;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Minore di 35 anni;F;3,3%
2022;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;35- 44 anni;F;10,7%
2022;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;45 - 54 anni;F;37,3%
2022;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;55 - 64 anni;F;48,0%
2022;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Maggiore di 64 anni;F;0,7%
2022;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Minore di 35 anni;F;5,9%
2022;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;35- 44 anni;F;14,7%
2022;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;45 - 54 anni;F;26,7%
2022;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;55 - 64 anni;F;48,9%
2022;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Maggiore di 64 anni;F;3,8%
2022;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Minore di 35 anni;F;3,0%
2022;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;35- 44 anni;F;16,6%
2022;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;45 - 54 anni;F;31,4%
2022;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;55 - 64 anni;F;43,9%
2022;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Maggiore di 64 anni;F;5,1%
2022;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;Minore di 35 anni;F;3,8%
2022;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;35- 44 anni;F;9,6%
2022;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;45 - 54 anni;F;38,5%
2022;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;55 - 64 anni;F;48,1%
2022;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;Maggiore di 64 anni;F;0,0%
2022;05807;Roma - III Università degli studi;Lazio;CENTRO;Minore di 35 anni;F;3,1%
2022;05807;Roma - III Università degli studi;Lazio;CENTRO;35- 44 anni;F;18,8%
2022;05807;Roma - III Università degli studi;Lazio;CENTRO;45 - 54 anni;F;42,8%
2022;05807;Roma - III Università degli studi;Lazio;CENTRO;55 - 64 anni;F;32,9%
2022;05807;Roma - III Università degli studi;Lazio;CENTRO;Maggiore di 64 anni;F;2,4%
2022;06001;Cassino - Università degli studi;Lazio;CENTRO;Minore di 35 anni;F;1,6%
2022;06001;Cassino - Università degli studi;Lazio;CENTRO;35- 44 anni;F;5,5%
2022;06001;Cassino - Università degli studi;Lazio;CENTRO;45 - 54 anni;F;37,0%
2022;06001;Cassino - Università degli studi;Lazio;CENTRO;55 - 64 anni;F;53,5%
2022;06001;Cassino - Università degli studi;Lazio;CENTRO;Maggiore di 64 anni;F;2,4%
2022;06201;Benevento - Università degli studi del Sannio;Campania;SUD;Minore di 35 anni;F;2,7%
2022;06201;Benevento - Università degli studi del Sannio;Campania;SUD;35- 44 anni;F;6,8%
2022;06201;Benevento - Università degli studi del Sannio;Campania;SUD;45 - 54 anni;F;58,9%
2022;06201;Benevento - Università degli studi del Sannio;Campania;SUD;55 - 64 anni;F;28,8%
2022;06201;Benevento - Università degli studi del Sannio;Campania;SUD;Maggiore di 64 anni;F;2,7%
2022;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;Minore di 35 anni;F;9,2%
2022;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;35- 44 anni;F;17,0%
2022;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;45 - 54 anni;F;30,0%
2022;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;55 - 64 anni;F;40,7%
2022;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;Maggiore di 64 anni;F;3,0%
2022;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;Minore di 35 anni;F;15,3%
2022;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;35- 44 anni;F;24,2%
2022;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;45 - 54 anni;F;32,3%
2022;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;55 - 64 anni;F;26,6%
2022;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;Maggiore di 64 anni;F;1,6%
2022;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;Minore di 35 anni;F;5,2%
2022;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;35- 44 anni;F;17,5%
2022;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;45 - 54 anni;F;35,1%
2022;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;55 - 64 anni;F;40,2%
2022;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;Maggiore di 64 anni;F;2,1%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;Minore di 35 anni;F;8,6%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;35- 44 anni;F;16,4%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;45 - 54 anni;F;31,5%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;55 - 64 anni;F;38,2%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;Maggiore di 64 anni;F;5,2%
2022;06501;Salerno - Università degli studi;Campania;SUD;Minore di 35 anni;F;5,4%
2022;06501;Salerno - Università degli studi;Campania;SUD;35- 44 anni;F;19,6%
2022;06501;Salerno - Università degli studi;Campania;SUD;45 - 54 anni;F;40,5%
2022;06501;Salerno - Università degli studi;Campania;SUD;55 - 64 anni;F;32,0%
2022;06501;Salerno - Università degli studi;Campania;SUD;Maggiore di 64 anni;F;2,5%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;Minore di 35 anni;F;3,3%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;35- 44 anni;F;7,4%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;45 - 54 anni;F;27,5%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;55 - 64 anni;F;58,6%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;Maggiore di 64 anni;F;3,3%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;Minore di 35 anni;F;20,0%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;35- 44 anni;F;33,3%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;45 - 54 anni;F;40,0%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;55 - 64 anni;F;6,7%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;Minore di 35 anni;F;0,8%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;35- 44 anni;F;13,6%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;45 - 54 anni;F;46,6%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;55 - 64 anni;F;33,9%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;Maggiore di 64 anni;F;5,1%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;Minore di 35 anni;F;3,0%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;35- 44 anni;F;7,1%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;45 - 54 anni;F;23,7%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;55 - 64 anni;F;59,1%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;Maggiore di 64 anni;F;7,1%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Minore di 35 anni;F;3,3%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;35- 44 anni;F;5,8%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;45 - 54 anni;F;38,3%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;55 - 64 anni;F;49,2%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Maggiore di 64 anni;F;3,3%
2022;07101;Foggia - Università degli studi;Puglia;SUD;Minore di 35 anni;F;0,7%
2022;07101;Foggia - Università degli studi;Puglia;SUD;35- 44 anni;F;13,1%
2022;07101;Foggia - Università degli studi;Puglia;SUD;45 - 54 anni;F;62,1%
2022;07101;Foggia - Università degli studi;Puglia;SUD;55 - 64 anni;F;22,9%
2022;07101;Foggia - Università degli studi;Puglia;SUD;Maggiore di 64 anni;F;1,3%
2022;07201;Bari - Università degli studi;Puglia;SUD;Minore di 35 anni;F;8,6%
2022;07201;Bari - Università degli studi;Puglia;SUD;35- 44 anni;F;15,3%
2022;07201;Bari - Università degli studi;Puglia;SUD;45 - 54 anni;F;35,6%
2022;07201;Bari - Università degli studi;Puglia;SUD;55 - 64 anni;F;37,5%
2022;07201;Bari - Università degli studi;Puglia;SUD;Maggiore di 64 anni;F;3,0%
2022;07202;Bari - Politecnico;Puglia;SUD;Minore di 35 anni;F;14,2%
2022;07202;Bari - Politecnico;Puglia;SUD;35- 44 anni;F;15,8%
2022;07202;Bari - Politecnico;Puglia;SUD;45 - 54 anni;F;37,5%
2022;07202;Bari - Politecnico;Puglia;SUD;55 - 64 anni;F;29,2%
2022;07202;Bari - Politecnico;Puglia;SUD;Maggiore di 64 anni;F;3,3%
2022;07501;Lecce - Università del Salento;Puglia;SUD;Minore di 35 anni;F;1,4%
2022;07501;Lecce - Università del Salento;Puglia;SUD;35- 44 anni;F;9,9%
2022;07501;Lecce - Università del Salento;Puglia;SUD;45 - 54 anni;F;49,1%
2022;07501;Lecce - Università del Salento;Puglia;SUD;55 - 64 anni;F;38,7%
2022;07501;Lecce - Università del Salento;Puglia;SUD;Maggiore di 64 anni;F;0,9%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Minore di 35 anni;F;0,0%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;35- 44 anni;F;11,6%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;45 - 54 anni;F;19,6%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;55 - 64 anni;F;61,6%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Maggiore di 64 anni;F;7,1%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Minore di 35 anni;F;1,5%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;35- 44 anni;F;14,2%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;45 - 54 anni;F;43,1%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;55 - 64 anni;F;37,2%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Maggiore di 64 anni;F;4,0%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Minore di 35 anni;F;4,0%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;35- 44 anni;F;24,2%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;45 - 54 anni;F;33,3%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;55 - 64 anni;F;37,4%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Maggiore di 64 anni;F;1,0%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Minore di 35 anni;F;0,0%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;35- 44 anni;F;9,9%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;45 - 54 anni;F;27,2%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;55 - 64 anni;F;58,0%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Maggiore di 64 anni;F;4,9%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;Minore di 35 anni;F;2,1%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;35- 44 anni;F;13,0%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;45 - 54 anni;F;34,8%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;55 - 64 anni;F;45,4%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;Maggiore di 64 anni;F;4,7%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;Minore di 35 anni;F;2,0%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;35- 44 anni;F;6,9%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;45 - 54 anni;F;38,2%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;55 - 64 anni;F;45,2%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;Maggiore di 64 anni;F;7,7%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;Minore di 35 anni;F;0,0%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;35- 44 anni;F;13,6%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;45 - 54 anni;F;41,9%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;55 - 64 anni;F;41,5%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;Maggiore di 64 anni;F;3,0%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;Minore di 35 anni;F;1,5%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;35- 44 anni;F;14,0%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;45 - 54 anni;F;41,9%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;55 - 64 anni;F;37,5%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;Maggiore di 64 anni;F;5,1%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Minore di 35 anni;F;4,9%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;35- 44 anni;F;13,2%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;45 - 54 anni;F;39,4%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;55 - 64 anni;F;39,4%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Maggiore di 64 anni;F;3,2%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Minore di 35 anni;M;4,3%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;35- 44 anni;M;16,9%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;45 - 54 anni;M;43,1%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;55 - 64 anni;M;33,9%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Maggiore di 64 anni;M;1,9%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Minore di 35 anni;M;7,3%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;35- 44 anni;M;18,0%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;45 - 54 anni;M;39,4%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;55 - 64 anni;M;33,9%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Maggiore di 64 anni;M;1,2%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Minore di 35 anni;M;6,7%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;35- 44 anni;M;14,4%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;45 - 54 anni;M;52,9%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;55 - 64 anni;M;21,2%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Maggiore di 64 anni;M;4,8%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Minore di 35 anni;M;4,2%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;35- 44 anni;M;16,3%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;45 - 54 anni;M;35,4%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;55 - 64 anni;M;41,3%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Maggiore di 64 anni;M;2,8%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Minore di 35 anni;M;4,8%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;35- 44 anni;M;13,3%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;45 - 54 anni;M;49,4%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;55 - 64 anni;M;28,9%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;3,6%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Minore di 35 anni;M;7,7%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;35- 44 anni;M;19,6%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;45 - 54 anni;M;31,8%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;55 - 64 anni;M;38,3%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;2,5%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Minore di 35 anni;M;7,1%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;35- 44 anni;M;20,5%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;45 - 54 anni;M;43,3%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;55 - 64 anni;M;26,8%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;2,2%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Minore di 35 anni;M;7,8%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;35- 44 anni;M;26,5%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;45 - 54 anni;M;43,1%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;55 - 64 anni;M;21,2%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;1,3%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Minore di 35 anni;M;9,0%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;35- 44 anni;M;23,9%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;45 - 54 anni;M;35,8%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;55 - 64 anni;M;29,9%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;1,5%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Minore di 35 anni;M;6,7%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;35- 44 anni;M;18,3%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;45 - 54 anni;M;32,9%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;55 - 64 anni;M;40,9%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;1,2%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Minore di 35 anni;M;11,2%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;35- 44 anni;M;16,4%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;45 - 54 anni;M;31,6%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;55 - 64 anni;M;37,5%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;3,3%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;Minore di 35 anni;M;0,0%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;35- 44 anni;M;16,7%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;45 - 54 anni;M;33,3%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;55 - 64 anni;M;50,0%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Minore di 35 anni;M;6,9%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;35- 44 anni;M;22,4%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;45 - 54 anni;M;39,4%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;55 - 64 anni;M;30,5%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Maggiore di 64 anni;M;0,8%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;Minore di 35 anni;M;9,3%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;35- 44 anni;M;15,9%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;45 - 54 anni;M;38,6%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;55 - 64 anni;M;33,7%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;Maggiore di 64 anni;M;2,4%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;Minore di 35 anni;M;11,9%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;35- 44 anni;M;20,3%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;45 - 54 anni;M;36,7%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;55 - 64 anni;M;28,8%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;Maggiore di 64 anni;M;2,3%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;Minore di 35 anni;M;7,2%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;35- 44 anni;M;10,8%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;45 - 54 anni;M;33,7%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;55 - 64 anni;M;43,4%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;Maggiore di 64 anni;M;4,8%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;Minore di 35 anni;M;7,9%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;35- 44 anni;M;20,7%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;45 - 54 anni;M;37,8%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;55 - 64 anni;M;31,3%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;Maggiore di 64 anni;M;2,3%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;Minore di 35 anni;M;3,0%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;35- 44 anni;M;7,7%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;45 - 54 anni;M;27,8%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;55 - 64 anni;M;57,4%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;Maggiore di 64 anni;M;4,1%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;Minore di 35 anni;M;9,3%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;35- 44 anni;M;14,2%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;45 - 54 anni;M;35,6%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;55 - 64 anni;M;38,1%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;Maggiore di 64 anni;M;2,8%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;Minore di 35 anni;M;0,0%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;35- 44 anni;M;29,7%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;45 - 54 anni;M;43,2%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;55 - 64 anni;M;24,3%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;Maggiore di 64 anni;M;2,7%
2022;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;Minore di 35 anni;M;7,9%
