Decreto Ministeriale;Cod_settore;Settore_Descrizione;Area_Descrizione;FoRD;Area STEM
DM  639/2024 ;MEDS-10/A;MEDS-10/A Gastroenterologia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-10/B;MEDS-10/B Malattie infettive;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-10/C;MEDS-10/C Malattie cutanee e veneree;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-11/A;MEDS-11/A Psichiatria;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-12/A;MEDS-12/A Neurologia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-13/A;MEDS-13/A Chirurgia toracica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-13/B;MEDS-13/B Chirurgia vascolare;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-13/C;MEDS-13/C Chirurgia cardiaca;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-14/A;MEDS-14/A Chirurgia plastica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-14/B;MEDS-14/B Chirurgia pediatrica e infantile;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-14/C;MEDS-14/C Urologia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-15/A;MEDS-15/A Neurochirurgia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-15/B;MEDS-15/B Chirurgia maxillo-facciale;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-16/A;MEDS-16/A Malattie odontostomatologiche;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-17/A;MEDS-17/A Malattie dell’apparato visivo;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-18/A;MEDS-18/A Otorinolaringoiatria;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-18/B;MEDS-18/B Audiologia e foniatria;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-19/A;MEDS-19/A Malattie dell’apparato locomotore;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-19/B;MEDS-19/B Medicina fisica e riabilitativa;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-20/A;MEDS-20/A Pediatria generale e specialistica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-20/B;MEDS-20/B Neuropsichiatria infantile;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-21/A;MEDS-21/A Ginecologia e ostetricia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-22/A;MEDS-22/A Diagnostica per immagini e radioterapia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-22/B;MEDS-22/B Neuroradiologia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-23/A;MEDS-23/A Anestesiologia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-24/A;MEDS-24/A Statistica medica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-24/B;MEDS-24/B Igiene generale e applicata;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-24/C;MEDS-24/C Scienze infermieristiche generali, cliniche, pediatriche e ostetrico- ginecologiche e neonatali;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-25/A;MEDS-25/A Medicina legale;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-25/B;MEDS-25/B Medicina del lavoro;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-26/A;MEDS-26/A Scienze tecniche di medicina di laboratorio;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-26/B;MEDS-26/B Scienze delle professioni sanitarie tecniche diagnostiche, assistenziali e della prevenzione;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-26/C;MEDS-26/C Scienze delle professioni sanitarie della riabilitazione;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-26/D;MEDS-26/D Scienze tecniche mediche e chirurgiche avanzate;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;M-FIL/01;M-FIL/01 FILOSOFIA TEORETICA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-FIL/02;M-FIL/02 LOGICA E FILOSOFIA DELLA SCIENZA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-FIL/03;M-FIL/03 FILOSOFIA MORALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-FIL/04;M-FIL/04 ESTETICA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-FIL/05;M-FIL/05 FILOSOFIA E TEORIA DEI LINGUAGGI;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-FIL/06;M-FIL/06 STORIA DELLA FILOSOFIA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-FIL/07;M-FIL/07 STORIA DELLA FILOSOFIA ANTICA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-FIL/08;M-FIL/08 STORIA DELLA FILOSOFIA MEDIEVALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-GGR/01;M-GGR/01 GEOGRAFIA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-GGR/02;M-GGR/02 GEOGRAFIA ECONOMICO-POLITICA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PED/01;M-PED/01 PEDAGOGIA GENERALE E SOCIALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PED/02;M-PED/02 STORIA DELLA PEDAGOGIA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PED/03;M-PED/03 DIDATTICA E PEDAGOGIA SPECIALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PED/04;M-PED/04 PEDAGOGIA SPERIMENTALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/01;M-PSI/01 PSICOLOGIA GENERALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/02;M-PSI/02 PSICOBIOLOGIA E PSICOLOGIA FISIOLOGICA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/03;M-PSI/03 PSICOMETRIA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/04;M-PSI/04 PSICOLOGIA DELLO SVILUPPO E PSICOLOGIA DELL'EDUCAZIONE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/05;M-PSI/05 PSICOLOGIA SOCIALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/06;M-PSI/06 PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/07;M-PSI/07 PSICOLOGIA DINAMICA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-PSI/08;M-PSI/08 PSICOLOGIA CLINICA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM ottobre 2000;M-STO/01;M-STO/01 STORIA MEDIEVALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/02;M-STO/02 STORIA MODERNA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/03;M-STO/03 STORIA DELL'EUROPA ORIENTALE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/04;M-STO/04 STORIA CONTEMPORANEA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/05;M-STO/05 STORIA DELLA SCIENZA E DELLE TECNICHE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/06;M-STO/06 STORIA DELLE RELIGIONI;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/07;M-STO/07 STORIA DEL CRISTIANESIMO E DELLE CHIESE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/08;M-STO/08 ARCHIVISTICA, BIBLIOGRAFIA E BIBLIOTECONOMIA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;M-STO/09;M-STO/09 PALEOGRAFIA;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;MVET-01/A;MVET-01/A Anatomia veterinaria;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-01/B;MVET-01/B Fisiologia veterinaria;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-02/A;MVET-02/A Patologia generale e anatomia patologica veterinaria;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-02/B;MVET-02/B Ispezione degli alimenti di origine animale;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-03/A;MVET-03/A Malattie infettive degli animali;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-03/B;MVET-03/B Parassitologia e malattie parassitarie degli animali e dell’uomo;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-04/A;MVET-04/A Farmacologia e tossicologia veterinaria;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-04/B;MVET-04/B Clinica medica veterinaria;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-05/A;MVET-05/A Clinica chirurgica veterinaria;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;MVET-05/B;MVET-05/B Clinica ostetrica, ginecologica, andrologica e neonatologia veterinaria;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM  639/2024 ;PAED-01/A;PAED-01/A Pedagogia generale e sociale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PAED-01/B;PAED-01/B Storia della pedagogia e dell’educazione;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PAED-02/A;PAED-02/A Didattica e pedagogia speciale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PAED-02/B;PAED-02/B Pedagogia sperimentale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PEMM-01/A;PEMM-01/A Discipline dello spettacolo;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;PEMM-01/B;PEMM-01/B Cinema, fotografia, radio, televisione e media digitali;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;PEMM-01/C;PEMM-01/C Musicologia e storia della musica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;PEMM-01/D;PEMM-01/D Etnomusicologia;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-01/A;PHIL-01/A Filosofia teoretica;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-02/A;PHIL-02/A Logica e filosofia della scienza;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-02/B;PHIL-02/B Storia della scienza e delle tecniche;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-03/A;PHIL-03/A Filosofia morale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-04/A;PHIL-04/A Estetica;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-04/B;PHIL-04/B Filosofia e teoria dei linguaggi;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-05/A;PHIL-05/A Storia della filosofia;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-05/B;PHIL-05/B Storia della filosofia antica;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHIL-05/C;PHIL-05/C Storia della filosofia medievale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;PHYS-01/A;PHYS-01/A Fisica sperimentale delle interazioni fondamentali e applicazioni;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PHYS-02/A;PHYS-02/A Fisica teorica delle interazioni fondamentali, modelli, metodi matematici e applicazioni;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PHYS-03/A;PHYS-03/A Fisica sperimentale della materia e applicazioni;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PHYS-04/A;PHYS-04/A Fisica teorica della materia, modelli, metodi matematici e applicazioni;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PHYS-05/A;PHYS-05/A Astrofisica, cosmologia e scienza dello spazio;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PHYS-05/B;PHYS-05/B Fisica del sistema Terra, dei pianeti, dello spazio e del clima;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PHYS-06/A;PHYS-06/A Fisica per le scienze della vita, l’ambiente e i beni culturali;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PHYS-06/B;PHYS-06/B Didattica e storia della fisica;02 - Scienze fisiche;01 - Natural sciences;Sì
DM  639/2024 ;PSIC-01/A;PSIC-01/A Psicologia generale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PSIC-01/B;PSIC-01/B Neuropsicologia e neuroscienze cognitive;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PSIC-01/C;PSIC-01/C Psicometria;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PSIC-02/A;PSIC-02/A Psicologia dello sviluppo e dell’educazione;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PSIC-03/A;PSIC-03/A Psicologia sociale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PSIC-03/B;PSIC-03/B Psicologia del lavoro e delle organizzazioni;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PSIC-04/A;PSIC-04/A Psicologia dinamica;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;PSIC-04/B;PSIC-04/B Psicologia clinica;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;SDEA-01/A;SDEA-01/A Discipline demoetnoantropologiche;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;SECS-P/01;SECS-P/01 ECONOMIA POLITICA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/02;SECS P/02 POLITICA ECONOMICA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/03;SECS-P/03 SCIENZA DELLE FINANZE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/04;SECS-P/04 STORIA DEL PENSIERO ECONOMICO;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/05;SECS-P/05 ECONOMETRIA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/06;SECS-P/06 ECONOMIA APPLICATA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/07;SECS-P/07 ECONOMIA AZIENDALE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/08;SECS-P/08 ECONOMIA E GESTIONE DELLE IMPRESE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/09;SECS-P/09 FINANZA AZIENDALE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/10;SECS-P/10 ORGANIZZAZIONE AZIENDALE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/11;SECS-P/11 ECONOMIA DEGLI INTERMEDIARI FINANZIARI;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/12;SECS-P/12 STORIA ECONOMICA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-P/13;SECS-P/13 SCIENZE MERCEOLOGICHE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-S/01;SECS-S/01 STATISTICA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-S/02;SECS-S/02 STATISTICA PER LA RICERCA SPERIMENTALE E TECNOLOGICA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-S/03;SECS-S/03 STATISTICA ECONOMICA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-S/04;SECS-S/04 DEMOGRAFIA;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-S/05;SECS-S/05 STATISTICA SOCIALE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;SECS-S/06;SECS-S/06 METODI MATEMATICI DELL'ECONOMIA E DELLE SCIENZE ATTUARIALI E FINANZIARIE;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;SLAV-01/A;SLAV-01/A Slavistica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;SPAN-01/A;SPAN-01/A Letteratura spagnola;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;SPAN-01/B;SPAN-01/B Lingua e letterature ispano-americane;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;SPAN-01/C;SPAN-01/C Lingua, traduzione e linguistica spagnola;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;SPS/01;SPS/01 FILOSOFIA POLITICA;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/02;SPS/02 STORIA DELLE DOTTRINE POLITICHE;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/03;SPS/03 STORIA DELLE ISTITUZIONI POLITICHE;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/04;SPS/04 SCIENZA POLITICA;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/05;SPS/05 STORIA E ISTITUZIONI DELLE AMERICHE;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/06;SPS/06 STORIA DELLE RELAZIONI INTERNAZIONALI;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/07;SPS/07 SOCIOLOGIA GENERALE;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/08;SPS/08 SOCIOLOGIA DEI PROCESSI CULTURALI E COMUNICATIVI;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/09;SPS/09 SOCIOLOGIA DEI PROCESSI ECONOMICI E DEL LAVORO;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/10;SPS/10 SOCIOLOGIA DELL'AMBIENTE E DEL TERRITORIO;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/11;SPS/11 SOCIOLOGIA DEI FENOMENI POLITICI;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/12;SPS/12 SOCIOLOGIA GIURIDICA, DELLA DEVIANZA E MUTAMENTO SOCIALE;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/13;SPS/13 STORIA E ISTITUZIONI DELL'AFRICA;14 - Scienze politiche e sociali;05 - Social sciences;No
DM ottobre 2000;SPS/14;SPS/14 STORIA E ISTITUZIONI DELL'ASIA;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;STAA-01/A;STAA-01/A Storia dell’Asia occidentale e del Mediterraneo orientale antichi;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/B;STAA-01/B Egittologia e civilta? copta;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/C;STAA-01/C Assiriologia;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/D;STAA-01/D Anatolistica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/E;STAA-01/E Archeologia e storia dell’arte dell’Asia occidentale e del Mediterraneo orientale antichi;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/F;STAA-01/F Archeologia fenicio-punica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/G;STAA-01/G Semitistica - lingue e letterature dell’Etiopia;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/H;STAA-01/H Ebraico;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/I;STAA-01/I Lingue e letterature dell’Africa;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/J;STAA-01/J Storia dei paesi islamici;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/K;STAA-01/K Archeologia e storia dell’arte musulmana;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/L;STAA-01/L Lingua e letteratura araba;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/M;STAA-01/M Armenistica, caucasologia, mongolistica e turcologia;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/N;STAA-01/N Filologia, religioni e storia dell’Iran;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAA-01/O;STAA-01/O Lingua e letteratura neopersiana e storia dell’Iran in epoca islamica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAN-01/A;STAN-01/A Storia greca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAN-01/B;STAN-01/B Storia romana;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;STAT-01/A;STAT-01/A Statistica;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;STAT-01/B;STAT-01/B Statistica per la ricerca sperimentale e tecnologica;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;STAT-02/A;STAT-02/A Statistica economica;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;STAT-03/A;STAT-03/A Demografia;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;STAT-03/B;STAT-03/B Statistica sociale;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;STAT-04/A;STAT-04/A Metodi matematici dell’economia e delle scienze attuariali e finanziarie;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;STEC-01/A;STEC-01/A Storia del pensiero economico;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM  639/2024 ;STEC-01/B;STEC-01/B Storia economica;13 - Scienze economiche e statistiche;05 - Social sciences;No
DM ottobre 2000;VET/01;VET/01 ANATOMIA DEGLI ANIMALI DOMESTICI;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM ottobre 2000;VET/02;VET/02 FISIOLOGIA VETERINARIA;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM ottobre 2000;VET/03;VET/03 PATOLOGIA GENERALE E ANATOMIA PATOLOGICA VETERINARIA;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM ottobre 2000;VET/04;VET/04 ISPEZIONE DEGLI ALIMENTI DI ORIGINE ANIMALE;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM ottobre 2000;VET/05;VET/05 MALATTIE INFETTIVE DEGLI ANIMALI DOMESTICI;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM ottobre 2000;VET/06;VET/06 PARASSITOLOGIA E MALATTIE PARASSITARIE DEGLI ANIMALI;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM ottobre 2000;VET/07;VET/07 FARMACOLOGIA E TOSSICOLOGIA VETERINARIA;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
DM ottobre 2000;VET/08;VET/08 CLINICA MEDICA VETERINARIA;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;No
