Anno;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;Qualifica;GENERE;PERC_QUAL_PERS_TA
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA B;F;39,7%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA C;F;54,0%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA D;F;52,3%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA EP;F;50,0%
2022;06306;Napoli - Seconda Università degli studi;Campania;SUD;DIRETTORE GENERALE;F;100,0%
2022;06501;Salerno - Università degli studi;Campania;SUD;DIRIGENTE II FASCIA;F;0,0%
2022;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA B;F;33,3%
2022;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA C;F;49,8%
2022;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA D;F;57,7%
2022;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA EP;F;50,0%
2022;06501;Salerno - Università degli studi;Campania;SUD;DIRETTORE GENERALE;F;0,0%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA B;F;54,2%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA C;F;63,9%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA D;F;50,7%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;57,1%
2022;06601;L'Aquila - Università degli studi;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;POSIZIONE ECONOMICA C;F;66,7%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;POSIZIONE ECONOMICA D;F;50,0%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;100,0%
2022;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA B;F;65,4%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA C;F;57,7%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA D;F;66,7%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;55,6%
2022;06701;Teramo - Università degli studi;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;DIRIGENTE II FASCIA;F;66,7%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA B;F;54,5%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA C;F;61,3%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA D;F;59,5%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;50,0%
2022;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;DIRIGENTE II FASCIA;F;0,0%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA B;F;35,9%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA C;F;52,0%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA D;F;69,0%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA EP;F;66,7%
2022;07001;Campobasso - Università degli studi del Molise;Molise;SUD;DIRETTORE GENERALE;F;0,0%
2022;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA B;F;51,9%
2022;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA C;F;54,1%
2022;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA D;F;57,5%
2022;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA EP;F;34,8%
2022;07101;Foggia - Università degli studi;Puglia;SUD;DIRETTORE GENERALE;F;100,0%
2022;07201;Bari - Università degli studi;Puglia;SUD;DIRIGENTE II FASCIA;F;20,0%
2022;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA B;F;43,5%
2022;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA C;F;56,4%
2022;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA D;F;63,2%
2022;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA EP;F;57,4%
2022;07201;Bari - Università degli studi;Puglia;SUD;DIRETTORE GENERALE;F;0,0%
2022;07202;Bari - Politecnico;Puglia;SUD;DIRIGENTE II FASCIA;F;100,0%
2022;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA B;F;40,0%
2022;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA C;F;51,2%
2022;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA D;F;46,7%
2022;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA EP;F;29,4%
2022;07202;Bari - Politecnico;Puglia;SUD;DIRETTORE GENERALE;F;0,0%
2022;07501;Lecce - Università del Salento;Puglia;SUD;DIRIGENTE II FASCIA;F;100,0%
2022;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA B;F;37,5%
2022;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA C;F;44,6%
2022;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA D;F;53,7%
2022;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA EP;F;47,1%
2022;07501;Lecce - Università del Salento;Puglia;SUD;DIRETTORE GENERALE;F;0,0%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;DIRIGENTE II FASCIA;F;0,0%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA B;F;31,3%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA C;F;51,4%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA D;F;49,3%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA EP;F;30,0%
2022;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;DIRETTORE GENERALE;F;0,0%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;DIRIGENTE II FASCIA;F;0,0%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA B;F;33,3%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA C;F;45,2%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA D;F;55,0%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA EP;F;53,3%
2022;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;DIRETTORE GENERALE;F;100,0%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA B;F;57,1%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA C;F;51,3%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA D;F;50,0%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA EP;F;50,0%
2022;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;DIRETTORE GENERALE;F;0,0%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA B;F;33,3%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA C;F;48,9%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA D;F;53,6%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA EP;F;55,6%
2022;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;DIRETTORE GENERALE;F;0,0%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;DIRIGENTE II FASCIA;F;0,0%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA B;F;38,6%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA C;F;44,9%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA D;F;55,7%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;F;38,2%
2022;08201;Palermo - Università degli studi;Sicilia;ISOLE;DIRETTORE GENERALE;F;0,0%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;DIRIGENTE II FASCIA;F;40,0%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA B;F;34,7%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA C;F;49,7%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA D;F;57,0%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;F;46,5%
2022;08301;Messina - Università degli studi;Sicilia;ISOLE;DIRETTORE GENERALE;F;0,0%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;DIRIGENTE II FASCIA;F;33,3%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA B;F;33,9%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA C;F;51,0%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA D;F;59,9%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;F;48,7%
2022;08701;Catania - Università degli studi;Sicilia;ISOLE;DIRETTORE GENERALE;F;0,0%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;DIRIGENTE II FASCIA;F;33,3%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA B;F;36,1%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA C;F;54,1%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA D;F;66,7%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA EP;F;47,1%
2022;09001;Sassari - Università degli studi;Sardegna;ISOLE;DIRETTORE GENERALE;F;100,0%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;DIRIGENTE II FASCIA;F;45,5%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA B;F;49,0%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA C;F;63,8%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA D;F;65,6%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA EP;F;64,9%
2022;09201;Cagliari - Università degli studi;Sardegna;ISOLE;DIRETTORE GENERALE;F;0,0%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;DIRIGENTE II FASCIA;M;25,0%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA B;M;35,6%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA C;M;30,7%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA D;M;30,0%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA EP;M;37,3%
2022;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;DIRIGENTE II FASCIA;M;25,0%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA B;M;30,0%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA C;M;47,6%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA D;M;33,0%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;POSIZIONE ECONOMICA EP;M;45,8%
2022;00102;Torino - Politecnico;Piemonte;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;DIRIGENTE II FASCIA;M;66,7%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA B;M;27,3%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA C;M;31,3%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA D;M;35,0%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;POSIZIONE ECONOMICA EP;M;42,1%
2022;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;DIRIGENTE II FASCIA;M;33,3%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA B;M;38,6%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA C;M;34,6%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA D;M;36,3%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;POSIZIONE ECONOMICA EP;M;54,7%
2022;01001;Genova - Università degli studi;Liguria;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;66,7%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;37,0%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;21,4%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;22,5%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;45,0%
2022;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;33,3%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;35,4%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;35,3%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;34,0%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;39,3%
2022;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;62,5%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;38,6%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;32,7%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;41,2%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;60,7%
2022;01502;Milano - Politecnico;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;37,5%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;47,6%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;40,2%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;37,1%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;37,7%
2022;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;66,7%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;50,0%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;19,4%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;27,1%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;42,9%
2022;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;50,0%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;25,8%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;33,2%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;28,4%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;54,2%
2022;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;66,7%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;38,8%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;30,7%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;32,0%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;27,8%
2022;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;100,0%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;10,0%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;22,2%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;0,0%
2022;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;DIRIGENTE II FASCIA;M;100,0%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA B;M;80,0%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA C;M;30,1%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA D;M;35,0%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA EP;M;55,6%
2022;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;DIRIGENTE II FASCIA;M;40,0%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA B;M;43,8%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;31,9%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;32,4%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;47,1%
2022;02301;Verona - Università degli studi;Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;DIRIGENTE II FASCIA;M;50,0%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA B;M;26,5%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;27,9%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;29,2%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;30,6%
2022;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;DIRIGENTE II FASCIA;M;50,0%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;31,3%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;36,5%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;36,8%
2022;02702;Venezia - Università IUAV;Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;DIRIGENTE II FASCIA;M;70,0%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA B;M;41,2%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;36,6%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;39,5%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;39,8%
2022;02801;Padova - Università degli studi;Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;DIRIGENTE II FASCIA;M;60,0%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA B;M;68,2%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C;M;31,0%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D;M;38,1%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;M;31,3%
2022;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;DIRIGENTE II FASCIA;M;50,0%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA B;M;56,8%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C;M;40,2%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D;M;37,7%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;M;50,0%
2022;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;DIRETTORE GENERALE;M;0,0%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C;M;32,7%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D;M;34,0%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;M;33,3%
2022;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;60,0%
2022;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B;M;50,0%
2022;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C;M;35,5%
2022;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D;M;30,8%
2022;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;38,2%
2022;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;33,3%
2022;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B;M;55,6%
2022;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C;M;31,1%
2022;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D;M;28,5%
2022;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;17,9%
2022;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;100,0%
2022;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;33,3%
2022;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B;M;42,2%
2022;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C;M;34,3%
2022;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D;M;33,0%
2022;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;37,6%
2022;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;0,0%
2022;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;0,0%
