AnnoA;ClasseNUMERO;SedeR;ResidenzaR;Isc
2024/2025;LM-40;CALABRIA;REGIONE ESTERA;13
2024/2025;LM-40;TOSCANA;LOMBARDIA;13
2024/2025;LM-41;CALABRIA;LIGURIA;13
2024/2025;LM-43;TOSCANA;LAZIO;13
2024/2025;LM-45;LAZIO;PUGLIA;13
2024/2025;LM-45;EMILIA ROMAGNA;PUGLIA;13
2024/2025;LM-44;PIEMONTE;TOSCANA;13
2024/2025;LM-42;PUGLIA;CALABRIA;13
2024/2025;LM-46;TOSCANA;LAZIO;13
2024/2025;LM-46;EMILIA ROMAGNA;MARCHE;13
2024/2025;LM-46;ABRUZZO;VENETO;13
2024/2025;LM-45;LOMBARDIA;SICILIA;13
2024/2025;LM-4cu;TOSCANA;MOLISE;13
2024/2025;LM-51;LIGURIA;PIEMONTE;13
2024/2025;LM-51;LOMBARDIA;UMBRIA;13
2024/2025;LM-51;CAMPANIA;CALABRIA;13
2024/2025;LM-51;ABRUZZO;SICILIA;13
2024/2025;LM-77;TOSCANA;SARDEGNA;13
2024/2025;LM-77;UMBRIA;MARCHE;13
2024/2025;LM-77;UMBRIA;REGIONE ESTERA;13
2024/2025;LM-77;MARCHE;MOLISE;13
2024/2025;LM-77;PIEMONTE;CAMPANIA;13
2024/2025;LM-78;LOMBARDIA;ABRUZZO;13
2024/2025;LM-78;LAZIO;SICILIA;13
2024/2025;LM-78;LAZIO;UMBRIA;13
2024/2025;LM-78;PIEMONTE;CAMPANIA;13
2024/2025;LM-78;PUGLIA;BASILICATA;13
2024/2025;LM-8;LOMBARDIA;SICILIA;13
2024/2025;LM-80;EMILIA ROMAGNA;VENETO;13
2024/2025;LM-81;EMILIA ROMAGNA;MARCHE;13
2024/2025;LM-8;Provincia autonoma di TRENTO;VENETO;13
2024/2025;LM-81;TOSCANA;LOMBARDIA;13
2024/2025;LM-74;LOMBARDIA;PIEMONTE;13
2024/2025;LM-70;LOMBARDIA;EMILIA ROMAGNA;13
2024/2025;LM-70;MOLISE;MOLISE;13
2024/2025;LM-70;FRIULI VENEZIA GIULIA;VENETO;13
2024/2025;LM-69;UMBRIA;ABRUZZO;13
2024/2025;LM-69;UMBRIA;MARCHE;13
2024/2025;LM-7;VENETO;LOMBARDIA;13
2024/2025;LM-84;TOSCANA;PUGLIA;13
2024/2025;LM-84;TOSCANA;UMBRIA;13
2024/2025;LM-85;EMILIA ROMAGNA;Provincia autonoma di TRENTO;13
2024/2025;LM-84;LAZIO;CAMPANIA;13
2024/2025;LM-85 bis;LOMBARDIA;LIGURIA;13
2024/2025;LM-85 bis;MOLISE;BASILICATA;13
2024/2025;LM-85;PIEMONTE;SICILIA;13
2024/2025;LM-88;UMBRIA;LAZIO;13
2024/2025;LM-89;LAZIO;MOLISE;13
2024/2025;LM-89;TOSCANA;MARCHE;13
2024/2025;LM-87;EMILIA ROMAGNA;CALABRIA;13
2024/2025;LM-86;UMBRIA;UMBRIA;13
2024/2025;LM-87;LOMBARDIA;EMILIA ROMAGNA;13
2024/2025;LM-87;SICILIA;CALABRIA;13
2024/2025;LM-91;Provincia autonoma di TRENTO;VENETO;13
2024/2025;LM-92;LOMBARDIA;SICILIA;13
2024/2025;LM-92;UMBRIA;TOSCANA;13
2024/2025;LM-94;FRIULI VENEZIA GIULIA;TOSCANA;13
2024/2025;LM-94;VENETO;EMILIA ROMAGNA;13
2024/2025;LM-9;FRIULI VENEZIA GIULIA;SICILIA;13
2024/2025;LM-9;TOSCANA;MARCHE;13
2024/2025;LM-91;EMILIA ROMAGNA;VENETO;13
2024/2025;LMR/02;PIEMONTE;LOMBARDIA;13
2024/2025;L-P02;LOMBARDIA;LOMBARDIA;13
2024/2025;LMG/01;VENETO;ABRUZZO;13
2024/2025;LMG/01;PIEMONTE;VENETO;13
2024/2025;LMG/01;PIEMONTE;REGIONE ESTERA;13
2024/2025;LM-Data;Provincia autonoma di TRENTO;VENETO;13
2024/2025;LMG/01;FRIULI VENEZIA GIULIA;PUGLIA;13
2024/2025;LMG/01;MARCHE;LOMBARDIA;13
2024/2025;LMG/01;LIGURIA;LOMBARDIA;12
2024/2025;LM-Data;FRIULI VENEZIA GIULIA;VENETO;12
2024/2025;LM-Data;LOMBARDIA;PIEMONTE;12
2024/2025;LMG/01;CAMPANIA;SICILIA;12
2024/2025;LMG/01;PIEMONTE;LAZIO;12
2024/2025;LMG/01;VENETO;CAMPANIA;12
2024/2025;LMG/01;VENETO;MARCHE;12
2024/2025;LM-90;LAZIO;VENETO;12
2024/2025;LM-9;VENETO;Provincia autonoma di TRENTO;12
2024/2025;LM-9;VENETO;PUGLIA;12
2024/2025;LM-9;FRIULI VENEZIA GIULIA;PUGLIA;12
2024/2025;LM-9;LOMBARDIA;CAMPANIA;12
2024/2025;LM-9;LOMBARDIA;LAZIO;12
2024/2025;LM-94;PIEMONTE;TOSCANA;12
2024/2025;LM-94;LAZIO;ABRUZZO;12
2024/2025;LM-94;FRIULI VENEZIA GIULIA;EMILIA ROMAGNA;12
2024/2025;LM-92;VENETO;FRIULI VENEZIA GIULIA;12
2024/2025;LM-93;CAMPANIA;CAMPANIA;12
2024/2025;LM-92;LOMBARDIA;VENETO;12
2024/2025;LM-92;SARDEGNA;SARDEGNA;12
2024/2025;LM-91;MARCHE;MARCHE;12
2024/2025;L-Sc.Mat.;EMILIA ROMAGNA;LOMBARDIA;12
2024/2025;LM-87;TOSCANA;CALABRIA;12
2024/2025;LM-87;VENETO;PUGLIA;12
2024/2025;LM-88;ABRUZZO;CAMPANIA;12
2024/2025;LM-88;ABRUZZO;LAZIO;12
2024/2025;LM-86;SICILIA;CALABRIA;12
2024/2025;LM-87;CALABRIA;SICILIA;12
2024/2025;LM-85 bis;TOSCANA;PUGLIA;12
2024/2025;LM-89;TOSCANA;SARDEGNA;12
2024/2025;LM-89;TOSCANA;CALABRIA;12
2024/2025;LM-89;TOSCANA;VENETO;12
2024/2025;LM-88;UMBRIA;UMBRIA;12
2024/2025;LM-88;PIEMONTE;TOSCANA;12
2024/2025;LM-88;EMILIA ROMAGNA;PUGLIA;12
2024/2025;LM-89;EMILIA ROMAGNA;ABRUZZO;12
2024/2025;LM-85 bis;LAZIO;SARDEGNA;12
2024/2025;LM-84;LAZIO;TOSCANA;12
2024/2025;LM-84;LAZIO;UMBRIA;12
2024/2025;LM-84;LOMBARDIA;SICILIA;12
2024/2025;LM-84;VENETO;Provincia autonoma di BOLZANO;12
2024/2025;LM-82;LOMBARDIA;LAZIO;12
2024/2025;LM-70;EMILIA ROMAGNA;LAZIO;12
2024/2025;LM-73;SICILIA;SICILIA;12
2024/2025;LM-73;PUGLIA;PUGLIA;12
2024/2025;LM-73;Provincia autonoma di BOLZANO;Provincia autonoma di BOLZANO;12
2024/2025;LM-71;EMILIA ROMAGNA;TOSCANA;12
2024/2025;LM-76;VENETO;MARCHE;12
2024/2025;LM-81;PIEMONTE;VENETO;12
2024/2025;LM-8;LOMBARDIA;LIGURIA;12
2024/2025;LM-79;TOSCANA;REGIONE ESTERA;12
2024/2025;LM-78;SICILIA;CALABRIA;12
2024/2025;LM-78;Provincia autonoma di TRENTO;LOMBARDIA;12
2024/2025;LM-77;VENETO;ABRUZZO;12
2024/2025;LM-77;VENETO;CALABRIA;12
2024/2025;LM-77;MOLISE;CAMPANIA;12
2024/2025;LM-77;MARCHE;UMBRIA;12
2024/2025;LM-77;Provincia autonoma di TRENTO;MARCHE;12
2024/2025;LM-77;TOSCANA;EMILIA ROMAGNA;12
2024/2025;LM-77;TOSCANA;MARCHE;12
2024/2025;LM-77;Provincia autonoma di TRENTO;TOSCANA;12
2024/2025;LM-50;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;LM-4cu;TOSCANA;Provincia autonoma di TRENTO;12
2024/2025;LM-4cu;TOSCANA;VENETO;12
2024/2025;LM-4cu;LAZIO;TOSCANA;12
2024/2025;LM-4cu;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;12
2024/2025;LM-49;LOMBARDIA;PUGLIA;12
2024/2025;LM-46;ABRUZZO;TOSCANA;12
2024/2025;LM-46;ABRUZZO;PIEMONTE;12
2024/2025;LM-46;LIGURIA;LOMBARDIA;12
2024/2025;LM-46;TOSCANA;LIGURIA;12
2024/2025;LM-46;TOSCANA;EMILIA ROMAGNA;12
2024/2025;LM-46;VENETO;LOMBARDIA;12
2024/2025;LM-48;SICILIA;SICILIA;12
2024/2025;LM-42;SARDEGNA;REGIONE ESTERA;12
2024/2025;LM-43;EMILIA ROMAGNA;PUGLIA;12
2024/2025;LM-45;EMILIA ROMAGNA;SICILIA;12
2024/2025;LM-43;TOSCANA;CAMPANIA;12
2024/2025;LM-44;LOMBARDIA;FRIULI VENEZIA GIULIA;12
2024/2025;LM-41;CAMPANIA;LIGURIA;12
2024/2025;LM-40;TOSCANA;CALABRIA;12
2024/2025;LM-40;TOSCANA;SICILIA;12
2024/2025;LM-41;ABRUZZO;Provincia autonoma di TRENTO;12
2024/2025;LM-4;VENETO;SARDEGNA;12
2024/2025;LM-4;VENETO;PIEMONTE;12
2024/2025;LM-4;TOSCANA;EMILIA ROMAGNA;12
2024/2025;LM-40;PIEMONTE;PUGLIA;12
2024/2025;LM-40;PIEMONTE;REGIONE ESTERA;12
2024/2025;LM-39;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;LM-39;EMILIA ROMAGNA;SARDEGNA;12
2024/2025;LM-38;VENETO;LIGURIA;12
2024/2025;LM-39;LAZIO;SICILIA;12
2024/2025;LM-41;LIGURIA;VALLE D'AOSTA;12
2024/2025;LM-41;Provincia autonoma di BOLZANO;REGIONE ESTERA;12
2024/2025;LM-42;EMILIA ROMAGNA;ABRUZZO;12
2024/2025;LM-42;EMILIA ROMAGNA;CAMPANIA;12
2024/2025;LM-41;UMBRIA;SARDEGNA;12
2024/2025;LM-62;ABRUZZO;BASILICATA;12
2024/2025;LM-61;TOSCANA;MARCHE;12
2024/2025;LM-62;LAZIO;PIEMONTE;12
2024/2025;LM-62;LOMBARDIA;LAZIO;12
2024/2025;LM-62;LAZIO;VENETO;12
2024/2025;LM-6;VENETO;FRIULI VENEZIA GIULIA;12
2024/2025;LM-6;TOSCANA;SARDEGNA;12
2024/2025;LM-6;TOSCANA;FRIULI VENEZIA GIULIA;12
2024/2025;LM-6;PIEMONTE;LIGURIA;12
2024/2025;LM-6;VENETO;Provincia autonoma di TRENTO;12
2024/2025;LM-60;EMILIA ROMAGNA;LOMBARDIA;12
2024/2025;LM-6;LAZIO;LOMBARDIA;12
2024/2025;LM-6;LIGURIA;TOSCANA;12
2024/2025;LM-6;LIGURIA;LAZIO;12
2024/2025;LM-6;LOMBARDIA;MARCHE;12
2024/2025;LM-64;PIEMONTE;LOMBARDIA;12
2024/2025;LM-65;VENETO;LIGURIA;12
2024/2025;LM-69;EMILIA ROMAGNA;SICILIA;12
2024/2025;LM-68;CAMPANIA;BASILICATA;12
2024/2025;LM-54;SICILIA;CALABRIA;12
2024/2025;LM-56;Provincia autonoma di TRENTO;REGIONE ESTERA;12
2024/2025;LM-56;LOMBARDIA;MARCHE;12
2024/2025;LM-56;PIEMONTE;LAZIO;12
2024/2025;LM-56;PIEMONTE;LIGURIA;12
2024/2025;LM-56;LAZIO;BASILICATA;12
2024/2025;LM-56;EMILIA ROMAGNA;UMBRIA;12
2024/2025;LM-59;LAZIO;EMILIA ROMAGNA;12
2024/2025;LM-59;EMILIA ROMAGNA;LAZIO;12
2024/2025;LM-56;TOSCANA;LOMBARDIA;12
2024/2025;LM-59;UMBRIA;MARCHE;12
2024/2025;LM-6;CAMPANIA;BASILICATA;12
2024/2025;LM-6;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;12
2024/2025;LM-59;PIEMONTE;CALABRIA;12
2024/2025;LM-59;LAZIO;PIEMONTE;12
2024/2025;LM-51;TOSCANA;LAZIO;12
2024/2025;LM-51;UMBRIA;LIGURIA;12
2024/2025;LM-51;PUGLIA;BASILICATA;12
2024/2025;LM-52;LOMBARDIA;ABRUZZO;12
2024/2025;LM-52;EMILIA ROMAGNA;UMBRIA;12
2024/2025;LM-52;SARDEGNA;REGIONE ESTERA;12
2024/2025;LM-52;UMBRIA;MARCHE;12
2024/2025;LM-52;LOMBARDIA;LAZIO;12
2024/2025;LM-53;PIEMONTE;LIGURIA;12
2024/2025;LM-53;LOMBARDIA;LAZIO;12
2024/2025;LM-54;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;LM-54;LAZIO;ABRUZZO;12
2023/2024;LM-Data;LOMBARDIA;VENETO;12
2023/2024;LMG/01;CALABRIA;SICILIA;12
2023/2024;LMG/01;CAMPANIA;SICILIA;12
2023/2024;LMG/01;MARCHE;VENETO;12
2023/2024;LM-91;PIEMONTE;PIEMONTE;12
2023/2024;LM-92;EMILIA ROMAGNA;PUGLIA;12
2023/2024;LM-94;LAZIO;MARCHE;12
2023/2024;LM-92;VENETO;SARDEGNA;12
2023/2024;LM-93;EMILIA ROMAGNA;SICILIA;12
2023/2024;LM-92;VENETO;PUGLIA;12
2023/2024;LMR/02;LOMBARDIA;LOMBARDIA;12
2023/2024;L-P02;VENETO;LOMBARDIA;12
2023/2024;LMG/01;VENETO;ABRUZZO;12
2023/2024;LMG/01;UMBRIA;BASILICATA;12
2024/2025;L/DS;CAMPANIA;PIEMONTE;12
2024/2025;L/DS;EMILIA ROMAGNA;SARDEGNA;12
2024/2025;L/DS;PIEMONTE;LOMBARDIA;12
2024/2025;L/DS;TOSCANA;VENETO;12
2024/2025;L/DS;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;12
2024/2025;99999;SICILIA;TOSCANA;12
2024/2025;99999;TOSCANA;CAMPANIA;12
2024/2025;99999;TOSCANA;SARDEGNA;12
2024/2025;99999;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;99999;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;12
2024/2025;99999;EMILIA ROMAGNA;SICILIA;12
2024/2025;99999;CAMPANIA;EMILIA ROMAGNA;12
2024/2025;99999;ABRUZZO;MOLISE;12
2024/2025;99999;PIEMONTE;LIGURIA;12
2024/2025;99999;MARCHE;PUGLIA;12
2024/2025;99999;MARCHE;SICILIA;12
2024/2025;99999;MARCHE;EMILIA ROMAGNA;12
2024/2025;99999;LAZIO;LOMBARDIA;12
2023/2024;LM-89;BASILICATA;BASILICATA;12
2023/2024;LM-89;EMILIA ROMAGNA;UMBRIA;12
2023/2024;LM-89;VENETO;LAZIO;12
2023/2024;LM-89;VENETO;SARDEGNA;12
2023/2024;LM-90;VENETO;LOMBARDIA;12
2023/2024;LM-9;VENETO;TOSCANA;12
2023/2024;LM-9;VENETO;PUGLIA;12
2023/2024;LM-9;TOSCANA;LAZIO;12
2023/2024;LM-9;TOSCANA;VENETO;12
2023/2024;LM-9;LOMBARDIA;TOSCANA;12
2023/2024;LM-9;PIEMONTE;MARCHE;12
2023/2024;LM-9;Provincia autonoma di TRENTO;LOMBARDIA;12
2023/2024;LM-9;Provincia autonoma di TRENTO;TOSCANA;12
2023/2024;LM-9;FRIULI VENEZIA GIULIA;CAMPANIA;12
2023/2024;LM-87;EMILIA ROMAGNA;MARCHE;12
2023/2024;LM-87;VENETO;SARDEGNA;12
2023/2024;LM-85 bis;UMBRIA;PIEMONTE;12
2023/2024;LM-85 bis;TOSCANA;EMILIA ROMAGNA;12
2023/2024;LM-87;CALABRIA;SICILIA;12
2023/2024;LM-87;EMILIA ROMAGNA;CALABRIA;12
2023/2024;LM-87;ABRUZZO;BASILICATA;12
2023/2024;LM-85;PIEMONTE;LOMBARDIA;12
2023/2024;LM-85;PIEMONTE;SICILIA;12
2023/2024;LM-85;LAZIO;UMBRIA;12
2023/2024;LM-85;EMILIA ROMAGNA;SICILIA;12
2023/2024;LM-85;VENETO;Provincia autonoma di BOLZANO;12
2023/2024;LM-85 bis;LIGURIA;LOMBARDIA;12
2023/2024;LM-85 bis;PIEMONTE;VALLE D'AOSTA;12
2023/2024;LM-69;EMILIA ROMAGNA;CAMPANIA;12
2023/2024;LM-68;TOSCANA;CAMPANIA;12
2023/2024;LM-68;LAZIO;PUGLIA;12
2023/2024;LM-67;LAZIO;CALABRIA;12
2023/2024;LM-67;EMILIA ROMAGNA;ABRUZZO;12
2023/2024;LM-67;PIEMONTE;SICILIA;12
2023/2024;LM-67;LOMBARDIA;EMILIA ROMAGNA;12
2023/2024;LM-67;MARCHE;CAMPANIA;12
2023/2024;LM-67;MARCHE;BASILICATA;12
2023/2024;LM-67;UMBRIA;SICILIA;12
2023/2024;LM-67;UMBRIA;CALABRIA;12
2023/2024;LM-69;UMBRIA;ABRUZZO;12
2023/2024;LM-7;VENETO;LOMBARDIA;12
2023/2024;LM-70;MOLISE;CAMPANIA;12
2023/2024;LM-71;EMILIA ROMAGNA;CAMPANIA;12
2023/2024;LM-73;BASILICATA;BASILICATA;12
2023/2024;LM-61;TOSCANA;MARCHE;12
2023/2024;LM-61;UMBRIA;MARCHE;12
2023/2024;LM-61;PUGLIA;BASILICATA;12
2023/2024;LM-63;EMILIA ROMAGNA;ABRUZZO;12
2023/2024;LM-63;EMILIA ROMAGNA;PUGLIA;12
2023/2024;LM-63;EMILIA ROMAGNA;SICILIA;12
2023/2024;LM-63;CAMPANIA;BASILICATA;12
2023/2024;LM-62;PIEMONTE;LOMBARDIA;12
2023/2024;LM-62;UMBRIA;UMBRIA;12
2023/2024;LM-62;LOMBARDIA;CAMPANIA;12
2023/2024;LM-63;Provincia autonoma di BOLZANO;Provincia autonoma di TRENTO;12
2023/2024;LM-65;PIEMONTE;TOSCANA;12
2023/2024;LM-65;LOMBARDIA;EMILIA ROMAGNA;12
2023/2024;LM-66;CAMPANIA;CAMPANIA;12
2023/2024;LM-65;VENETO;MARCHE;12
2023/2024;LM-67;ABRUZZO;BASILICATA;12
2023/2024;LM-66;TOSCANA;REGIONE ESTERA;12
2023/2024;LM-77;TOSCANA;SARDEGNA;12
2023/2024;LM-77;TOSCANA;LOMBARDIA;12
2023/2024;LM-77;Provincia autonoma di TRENTO;CAMPANIA;12
2023/2024;LM-77;PIEMONTE;VALLE D'AOSTA;12
2023/2024;LM-76;UMBRIA;UMBRIA;12
2023/2024;LM-76;LOMBARDIA;TOSCANA;12
2023/2024;LM-76;LOMBARDIA;CAMPANIA;12
2023/2024;LM-76;LOMBARDIA;LIGURIA;12
2023/2024;LM-75;LOMBARDIA;LAZIO;12
2023/2024;LM-77;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;12
2023/2024;LM-80;PIEMONTE;LOMBARDIA;12
2023/2024;LM-81;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-8;UMBRIA;UMBRIA;12
2023/2024;LM-78;PIEMONTE;LIGURIA;12
2023/2024;LM-78;VENETO;SICILIA;12
2023/2024;LM-78;TOSCANA;LOMBARDIA;12
2023/2024;LM-84;LAZIO;CAMPANIA;12
2023/2024;LM-84;LAZIO;TOSCANA;12
2023/2024;LM-84;PIEMONTE;SICILIA;12
2023/2024;LM-81;PIEMONTE;LOMBARDIA;12
2023/2024;LM-81;SICILIA;REGIONE ESTERA;12
2023/2024;LM-81;VENETO;LOMBARDIA;12
2023/2024;LM-82;LOMBARDIA;SICILIA;12
2024/2025;L-22;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;12
2024/2025;L-22;CAMPANIA;PUGLIA;12
2024/2025;L-22;LIGURIA;PIEMONTE;12
2024/2025;L-22;LOMBARDIA;CALABRIA;12
2024/2025;L-20;VENETO;Provincia autonoma di BOLZANO;12
2024/2025;L-24;EMILIA ROMAGNA;UMBRIA;12
2024/2025;L-24;EMILIA ROMAGNA;CAMPANIA;12
2024/2025;L-22;PUGLIA;CAMPANIA;12
2024/2025;L-22;UMBRIA;LOMBARDIA;12
2024/2025;L-23;LAZIO;CALABRIA;12
2024/2025;L-23;LOMBARDIA;VENETO;12
2024/2025;L-19;PIEMONTE;PUGLIA;12
2024/2025;L-19;LOMBARDIA;LIGURIA;12
2024/2025;L-2;LAZIO;ABRUZZO;12
2024/2025;L-2;EMILIA ROMAGNA;LIGURIA;12
2024/2025;L-20;LAZIO;FRIULI VENEZIA GIULIA;12
2024/2025;L-2;VENETO;MARCHE;12
2024/2025;L-17;VENETO;Provincia autonoma di BOLZANO;12
2024/2025;L-18;CAMPANIA;SICILIA;12
2024/2025;L-18;LAZIO;FRIULI VENEZIA GIULIA;12
2024/2025;L-18;FRIULI VENEZIA GIULIA;PIEMONTE;12
2024/2025;L-18;MARCHE;LAZIO;12
2024/2025;L-19;LAZIO;EMILIA ROMAGNA;12
2024/2025;L-18;VENETO;ABRUZZO;12
2024/2025;L-18;Provincia autonoma di TRENTO;MARCHE;12
2024/2025;L-18;Provincia autonoma di BOLZANO;LAZIO;12
2024/2025;L-18;Provincia autonoma di BOLZANO;LIGURIA;12
2024/2025;L-17;LAZIO;REGIONE ESTERA;12
2024/2025;L-17;EMILIA ROMAGNA;LOMBARDIA;12
2024/2025;L-16;CAMPANIA;BASILICATA;12
2024/2025;L-16;CAMPANIA;PUGLIA;12
2024/2025;L-16;LAZIO;TOSCANA;12
2024/2025;L-16;LAZIO;UMBRIA;12
2024/2025;L-15;VENETO;EMILIA ROMAGNA;12
2024/2025;L-14;VENETO;Provincia autonoma di BOLZANO;12
2024/2025;L-14;VENETO;SICILIA;12
2024/2025;L-15;CALABRIA;REGIONE ESTERA;12
2024/2025;L-15;LAZIO;PUGLIA;12
2024/2025;L-14;PUGLIA;SICILIA;12
2024/2025;L-14;Provincia autonoma di TRENTO;PUGLIA;12
2024/2025;L-14;UMBRIA;MARCHE;12
2024/2025;L-14;MARCHE;LOMBARDIA;12
2024/2025;L-1;LAZIO;SARDEGNA;12
2024/2025;L-1;LOMBARDIA;ABRUZZO;12
2024/2025;L-1;EMILIA ROMAGNA;CAMPANIA;12
2024/2025;L-1;UMBRIA;TOSCANA;12
2024/2025;L-1;VENETO;CAMPANIA;12
2024/2025;L-1;TOSCANA;PIEMONTE;12
2024/2025;L-10;ABRUZZO;BASILICATA;12
2024/2025;L/SNT2;LAZIO;PIEMONTE;12
2024/2025;L/SNT2;BASILICATA;CAMPANIA;12
2024/2025;L/SNT2;ABRUZZO;BASILICATA;12
2024/2025;L/SNT3;ABRUZZO;MOLISE;12
2024/2025;L/SNT2;LOMBARDIA;LIGURIA;12
2024/2025;L/SNT2;LAZIO;SARDEGNA;12
2024/2025;L/SNT1;CAMPANIA;LAZIO;12
2024/2025;L/SNT1;CAMPANIA;REGIONE ESTERA;12
2024/2025;L/SNT1;LAZIO;EMILIA ROMAGNA;12
2024/2025;L/SNT1;LOMBARDIA;TOSCANA;12
2024/2025;L/SNT1;LAZIO;PIEMONTE;12
2024/2025;L/SNT1;PIEMONTE;BASILICATA;12
2024/2025;L/SNT1;TOSCANA;EMILIA ROMAGNA;12
2024/2025;L/SNT1;TOSCANA;LAZIO;12
2024/2025;L/SNT1;SICILIA;REGIONE ESTERA;12
2024/2025;L-10;PUGLIA;CALABRIA;12
2024/2025;L-10;LOMBARDIA;LAZIO;12
2024/2025;L-10;MARCHE;CAMPANIA;12
2024/2025;L-11;ABRUZZO;CAMPANIA;12
2024/2025;L-10;UMBRIA;SICILIA;12
2024/2025;L-10;VENETO;CALABRIA;12
2024/2025;L-12;ABRUZZO;MARCHE;12
2024/2025;L-11;LAZIO;PIEMONTE;12
2024/2025;L-13;LOMBARDIA;TOSCANA;12
2024/2025;L-13;EMILIA ROMAGNA;MOLISE;12
2024/2025;L-13;LOMBARDIA;CALABRIA;12
2024/2025;L-13;LOMBARDIA;LIGURIA;12
2024/2025;L-13;LIGURIA;LOMBARDIA;12
2024/2025;L-13;VENETO;LAZIO;12
2024/2025;L-14;CAMPANIA;LAZIO;12
2024/2025;L-12;VENETO;ABRUZZO;12
2024/2025;L-12;PIEMONTE;VENETO;12
2024/2025;L-12;LAZIO;REGIONE ESTERA;12
2024/2025;L-12;EMILIA ROMAGNA;LIGURIA;12
2024/2025;LM-20;LOMBARDIA;FRIULI VENEZIA GIULIA;12
2024/2025;LM-21;EMILIA ROMAGNA;MARCHE;12
2024/2025;LM-21;EMILIA ROMAGNA;PUGLIA;12
2024/2025;LM-21;TOSCANA;CAMPANIA;12
2024/2025;LM-21;MOLISE;MOLISE;12
2024/2025;LM-21;LOMBARDIA;PIEMONTE;12
2024/2025;LM-21;TOSCANA;VENETO;12
2024/2025;LM-23;PUGLIA;BASILICATA;12
2024/2025;LM-23;Provincia autonoma di TRENTO;REGIONE ESTERA;12
2024/2025;LM-30;PIEMONTE;MARCHE;12
2024/2025;LM-30;PIEMONTE;FRIULI VENEZIA GIULIA;12
2024/2025;LM-30;PIEMONTE;CALABRIA;12
2024/2025;LM-30;EMILIA ROMAGNA;CAMPANIA;12
2024/2025;LM-3;SICILIA;SICILIA;12
2024/2025;LM-29;LOMBARDIA;CAMPANIA;12
2024/2025;LM-28;PUGLIA;BASILICATA;12
2024/2025;LM-29;PIEMONTE;EMILIA ROMAGNA;12
2024/2025;LM-29;PIEMONTE;UMBRIA;12
2024/2025;LM-24;LOMBARDIA;PUGLIA;12
2024/2025;LM-25;PIEMONTE;EMILIA ROMAGNA;12
2024/2025;LM-25;SICILIA;REGIONE ESTERA;12
2024/2025;LM-37;TOSCANA;CAMPANIA;12
2024/2025;LM-37;VENETO;MARCHE;12
2024/2025;LM-37;LAZIO;TOSCANA;12
2024/2025;LM-35;LOMBARDIA;LAZIO;12
2024/2025;LM-33;PIEMONTE;VALLE D'AOSTA;12
2024/2025;LM-34;LIGURIA;SARDEGNA;12
2024/2025;LM-34;FRIULI VENEZIA GIULIA;SICILIA;12
2024/2025;LM-35;EMILIA ROMAGNA;CALABRIA;12
2024/2025;LM-31;LOMBARDIA;Provincia autonoma di TRENTO;12
2024/2025;LM-31;LAZIO;PUGLIA;12
2024/2025;LM-33;LOMBARDIA;CALABRIA;12
2024/2025;LM-33;LAZIO;UMBRIA;12
2024/2025;LM-33;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;LM-33;CAMPANIA;BASILICATA;12
2024/2025;LM-32;LAZIO;UMBRIA;12
2024/2025;LM-32;MARCHE;PUGLIA;12
2024/2025;LM-32;SARDEGNA;REGIONE ESTERA;12
2024/2025;LM-19;EMILIA ROMAGNA;BASILICATA;12
2024/2025;LM-19;LAZIO;PIEMONTE;12
2024/2025;LM-18;TOSCANA;UMBRIA;12
2024/2025;LM-2;TOSCANA;CALABRIA;12
2024/2025;LM-2;TOSCANA;VENETO;12
2024/2025;LM-2;LAZIO;CAMPANIA;12
2024/2025;LM-16;VENETO;REGIONE ESTERA;12
2024/2025;LM-16;Provincia autonoma di TRENTO;PUGLIA;12
2024/2025;LM-17;EMILIA ROMAGNA;LIGURIA;12
2024/2025;LM-17;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;LM-17;PIEMONTE;LIGURIA;12
2024/2025;LM-17;PIEMONTE;LOMBARDIA;12
2024/2025;LM-17;EMILIA ROMAGNA;UMBRIA;12
2024/2025;LM-17;TOSCANA;ABRUZZO;12
2024/2025;LM-17;VENETO;PUGLIA;12
2024/2025;LM-18;MARCHE;ABRUZZO;12
2024/2025;LM-14;EMILIA ROMAGNA;BASILICATA;12
2024/2025;LM-14;ABRUZZO;LAZIO;12
2024/2025;LM-13;PUGLIA;CALABRIA;12
2024/2025;LM-13;LAZIO;PIEMONTE;12
2024/2025;LM-13;LOMBARDIA;MARCHE;12
2024/2025;LM-16;LOMBARDIA;MARCHE;12
2024/2025;LM-15;EMILIA ROMAGNA;CAMPANIA;12
2024/2025;LM-15;EMILIA ROMAGNA;LOMBARDIA;12
2024/2025;LM-15;EMILIA ROMAGNA;MARCHE;12
