AnnoA;AteneoNOME;AteneoCOD;SESSO;Imm
2014/2015;Palermo;8201;F;3776
2014/2015;Palermo;8201;M;3006
2014/2015;Parma;3401;F;1845
2014/2015;Parma;3401;M;1453
2014/2015;Pavia;1801;F;2113
2014/2015;Pavia;1801;M;1690
2014/2015;Perugia;5401;F;1916
2014/2015;Perugia;5401;M;1608
2014/2015;Perugia Stranieri;5403;F;73
2014/2015;Perugia Stranieri;5403;M;40
2014/2015;Piemonte Orientale;201;F;1429
2014/2015;Piemonte Orientale;201;M;865
2014/2015;Pisa;5001;F;3464
2014/2015;Pisa;5001;M;3659
2014/2015;Reggio Calabria;8001;F;325
2014/2015;Reggio Calabria;8001;M;332
2014/2015;Reggio Calabria - Dante Alighieri;8003;F;113
2014/2015;Reggio Calabria - Dante Alighieri;8003;M;20
2014/2015;Roma  Mercatorum - telematica;5814;F;7
2014/2015;Roma  Mercatorum - telematica;5814;M;22
2014/2015;Roma Biomedico;5808;F;165
2014/2015;Roma Biomedico;5808;M;104
2014/2015;Roma Europea;5812;F;80
2014/2015;Roma Europea;5812;M;41
2014/2015;Roma Foro Italico;5806;F;74
2014/2015;Roma Foro Italico;5806;M;248
2014/2015;Roma La Sapienza;5801;F;8450
2014/2015;Roma La Sapienza;5801;M;6498
2014/2015;Roma Link Campus;5817;F;60
2014/2015;Roma Link Campus;5817;M;118
2014/2015;Roma Luiss;5805;F;636
2014/2015;Roma Luiss;5805;M;784
2014/2015;Roma LUMSA;5803;F;583
2014/2015;Roma LUMSA;5803;M;261
2014/2015;Roma Marconi - telematica;5810;F;283
2014/2015;Roma Marconi - telematica;5810;M;360
2014/2015;Roma San Raffaele - telematica;5816;F;84
2014/2015;Roma San Raffaele - telematica;5816;M;172
2014/2015;Roma Tor Vergata;5802;F;2778
2014/2015;Roma Tor Vergata;5802;M;2615
2014/2015;Roma Tre;5807;F;3033
2014/2015;Roma Tre;5807;M;2179
2014/2015;Roma UNICUSANO - telematica;5815;F;554
2014/2015;Roma UNICUSANO - telematica;5815;M;888
2014/2015;Roma UNINETTUNO - telematica;5813;F;161
2014/2015;Roma UNINETTUNO - telematica;5813;M;320
2014/2015;Roma UNINT;5809;F;176
2014/2015;Roma UNINT;5809;M;39
2014/2015;Roma UNITELMA - telematica;5811;F;47
2014/2015;Roma UNITELMA - telematica;5811;M;57
2014/2015;Rozzano (MI) Humanitas University;1510;F;38
2014/2015;Rozzano (MI) Humanitas University;1510;M;22
2014/2015;Salento;7501;F;1736
2014/2015;Salento;7501;M;1094
2014/2015;Salerno;6501;F;2959
2014/2015;Salerno;6501;M;2316
2014/2015;Sannio;6201;F;489
2014/2015;Sannio;6201;M;479
2014/2015;Sassari;9001;F;1122
2014/2015;Sassari;9001;M;682
2014/2015;Siena;5201;F;1267
2014/2015;Siena;5201;M;908
2014/2015;Siena Stranieri;5202;F;347
2014/2015;Siena Stranieri;5202;M;86
2014/2015;Teramo;6701;F;532
2014/2015;Teramo;6701;M;398
2014/2015;Torino;101;F;6715
2014/2015;Torino;101;M;4272
2014/2015;Torino Politecnico;102;F;1560
2014/2015;Torino Politecnico;102;M;3839
2014/2015;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;1
2014/2015;Trento;2201;F;1544
2014/2015;Trento;2201;M;1487
2014/2015;Trieste;3201;F;1377
2014/2015;Trieste;3201;M;1033
2014/2015;Tuscia;5601;F;814
2014/2015;Tuscia;5601;M;844
2014/2015;Udine;3001;F;1493
2014/2015;Udine;3001;M;1311
2014/2015;Urbino;4101;F;1633
2014/2015;Urbino;4101;M;1035
2014/2015;Venezia Iuav;2702;F;425
2014/2015;Venezia Iuav;2702;M;329
2014/2015;Verona;2301;F;2875
2014/2015;Verona;2301;M;1509
2013/2014;Aosta;701;F;158
2013/2014;Aosta;701;M;72
2013/2014;Bari;7201;F;4896
2013/2014;Bari;7201;M;3195
2013/2014;Bari Politecnico;7202;F;458
2013/2014;Bari Politecnico;7202;M;1037
2013/2014;Basilicata;7601;F;522
2013/2014;Basilicata;7601;M;430
2013/2014;Benevento Giustino Fortunato - telematica;6202;F;13
2013/2014;Benevento Giustino Fortunato - telematica;6202;M;27
2013/2014;Bergamo;1601;F;1883
2013/2014;Bergamo;1601;M;946
2013/2014;Bologna;3701;F;7445
2013/2014;Bologna;3701;M;5818
2013/2014;Bolzano;2101;F;413
2013/2014;Bolzano;2101;M;152
2013/2014;Bra Scienze Gastronomiche;401;F;42
2013/2014;Bra Scienze Gastronomiche;401;M;21
2013/2014;Brescia;1701;F;1259
2013/2014;Brescia;1701;M;1310
2013/2014;Ca' Foscari Venezia;2701;F;2398
2013/2014;Ca' Foscari Venezia;2701;M;1350
2013/2014;Cagliari;9201;F;2139
2013/2014;Cagliari;9201;M;1588
2013/2014;Calabria;7801;F;2325
2013/2014;Calabria;7801;M;1760
2013/2014;Camerino;4302;F;499
2013/2014;Camerino;4302;M;416
2013/2014;Casamassima – LUM G. Degennaro;7203;F;57
2013/2014;Casamassima – LUM G. Degennaro;7203;M;83
2013/2014;Cassino;6001;F;706
2013/2014;Cassino;6001;M;586
2013/2014;Castellanza LIUC;1201;F;82
2013/2014;Castellanza LIUC;1201;M;163
2013/2014;Catania;8701;F;3275
2013/2014;Catania;8701;M;2562
2013/2014;Catanzaro;7901;F;1064
2013/2014;Catanzaro;7901;M;717
2013/2014;Chieti e Pescara;6901;F;2671
2013/2014;Chieti e Pescara;6901;M;1528
2013/2014;Enna KORE;8601;F;661
2013/2014;Enna KORE;8601;M;453
2013/2014;Ferrara;3801;F;1271
2013/2014;Ferrara;3801;M;1058
2013/2014;Firenze;4801;F;4675
2013/2014;Firenze;4801;M;3345
2013/2014;Firenze IUL - telematica;4804;F;1
2013/2014;Foggia;7101;F;955
2013/2014;Foggia;7101;M;557
2013/2014;Genova;1001;F;3000
2013/2014;Genova;1001;M;2589
2013/2014;Insubria;1202;F;1024
2013/2014;Insubria;1202;M;657
2013/2014;L'Aquila;6601;F;1997
2013/2014;L'Aquila;6601;M;1620
2013/2014;Macerata;4301;F;1088
2013/2014;Macerata;4301;M;393
2013/2014;Marche;4201;F;1350
2013/2014;Marche;4201;M;1506
2013/2014;Messina;8301;F;2332
2013/2014;Messina;8301;M;1321
2013/2014;Milano;1501;F;7220
2013/2014;Milano;1501;M;4904
2013/2014;Milano Bicocca;1509;F;3324
2013/2014;Milano Bicocca;1509;M;2291
2013/2014;Milano Bocconi;1503;F;1366
2013/2014;Milano Bocconi;1503;M;1389
2013/2014;Milano Cattolica;1504;F;4494
2013/2014;Milano Cattolica;1504;M;2495
2013/2014;Milano IULM;1505;F;690
2013/2014;Milano IULM;1505;M;272
2013/2014;Milano Politecnico;1502;F;2374
2013/2014;Milano Politecnico;1502;M;5067
2013/2014;Milano San Raffaele;1508;F;172
2013/2014;Milano San Raffaele;1508;M;149
2013/2014;Modena e Reggio Emilia;3601;F;2095
2013/2014;Modena e Reggio Emilia;3601;M;1807
2013/2014;Molise;7001;F;538
2013/2014;Molise;7001;M;448
2013/2014;Napoli Benincasa;6304;F;1002
2013/2014;Napoli Benincasa;6304;M;160
2013/2014;Napoli Federico II;6301;F;6566
2013/2014;Napoli Federico II;6301;M;5560
2013/2014;Napoli L'Orientale;6303;F;1697
2013/2014;Napoli L'Orientale;6303;M;459
2013/2014;Napoli Parthenope;6302;F;1076
2013/2014;Napoli Parthenope;6302;M;1525
2013/2014;Napoli Pegaso - telematica;6307;F;558
2013/2014;Napoli Pegaso - telematica;6307;M;1286
2013/2014;Napoli Vanvitelli;6306;F;1831
2013/2014;Napoli Vanvitelli;6306;M;1468
2013/2014;Novedrate e-Campus - telematica;1301;F;377
2013/2014;Novedrate e-Campus - telematica;1301;M;392
2013/2014;Padova;2801;F;5570
2013/2014;Padova;2801;M;4824
2013/2014;Palermo;8201;F;3711
2013/2014;Palermo;8201;M;2980
2013/2014;Parma;3401;F;1896
2013/2014;Parma;3401;M;1545
2013/2014;Pavia;1801;F;2056
2013/2014;Pavia;1801;M;1702
2013/2014;Perugia;5401;F;1847
2013/2014;Perugia;5401;M;1512
2013/2014;Perugia Stranieri;5403;F;82
2013/2014;Perugia Stranieri;5403;M;38
2013/2014;Piemonte Orientale;201;F;1341
2013/2014;Piemonte Orientale;201;M;818
2013/2014;Pisa;5001;F;3477
2013/2014;Pisa;5001;M;3370
2013/2014;Reggio Calabria;8001;F;426
2013/2014;Reggio Calabria;8001;M;528
2013/2014;Reggio Calabria - Dante Alighieri;8003;F;93
2013/2014;Reggio Calabria - Dante Alighieri;8003;M;19
2013/2014;Roma  Mercatorum - telematica;5814;F;18
2013/2014;Roma  Mercatorum - telematica;5814;M;24
2013/2014;Roma Biomedico;5808;F;174
2013/2014;Roma Biomedico;5808;M;120
2013/2014;Roma Europea;5812;F;81
2013/2014;Roma Europea;5812;M;61
2013/2014;Roma Foro Italico;5806;F;94
2013/2014;Roma Foro Italico;5806;M;229
2013/2014;Roma La Sapienza;5801;F;8093
2013/2014;Roma La Sapienza;5801;M;6243
2013/2014;Roma Link Campus;5817;F;57
2013/2014;Roma Link Campus;5817;M;96
2013/2014;Roma Luiss;5805;F;677
2013/2014;Roma Luiss;5805;M;724
2013/2014;Roma LUMSA;5803;F;595
2013/2014;Roma LUMSA;5803;M;259
2013/2014;Roma Marconi - telematica;5810;F;271
2013/2014;Roma Marconi - telematica;5810;M;406
2013/2014;Roma San Raffaele - telematica;5816;F;55
2013/2014;Roma San Raffaele - telematica;5816;M;121
2013/2014;Roma Tor Vergata;5802;F;2476
2013/2014;Roma Tor Vergata;5802;M;2583
2013/2014;Roma Tre;5807;F;3273
2013/2014;Roma Tre;5807;M;2511
2013/2014;Roma UNICUSANO - telematica;5815;F;314
2013/2014;Roma UNICUSANO - telematica;5815;M;448
2013/2014;Roma UNINETTUNO - telematica;5813;F;162
2013/2014;Roma UNINETTUNO - telematica;5813;M;235
2013/2014;Roma UNINT;5809;F;139
2013/2014;Roma UNINT;5809;M;46
2013/2014;Roma UNITELMA - telematica;5811;F;53
2013/2014;Roma UNITELMA - telematica;5811;M;51
2013/2014;Salento;7501;F;1711
2013/2014;Salento;7501;M;1078
2013/2014;Salerno;6501;F;2811
2013/2014;Salerno;6501;M;2066
2013/2014;Sannio;6201;F;598
2013/2014;Sannio;6201;M;488
2013/2014;Sassari;9001;F;1021
2013/2014;Sassari;9001;M;648
2013/2014;Siena;5201;F;1389
2013/2014;Siena;5201;M;876
2013/2014;Siena Stranieri;5202;F;282
2013/2014;Siena Stranieri;5202;M;61
2013/2014;Teramo;6701;F;489
2013/2014;Teramo;6701;M;385
2013/2014;Torino;101;F;6559
2013/2014;Torino;101;M;4025
2013/2014;Torino Politecnico;102;F;1392
2013/2014;Torino Politecnico;102;M;3727
2013/2014;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;5
2013/2014;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;6
2013/2014;Trento;2201;F;1421
2013/2014;Trento;2201;M;1551
2013/2014;Trieste;3201;F;1446
2013/2014;Trieste;3201;M;1098
2013/2014;Tuscia;5601;F;784
2013/2014;Tuscia;5601;M;797
2013/2014;Udine;3001;F;1493
2013/2014;Udine;3001;M;1342
2013/2014;Urbino;4101;F;1562
2013/2014;Urbino;4101;M;1027
2013/2014;Venezia Iuav;2702;F;392
2013/2014;Venezia Iuav;2702;M;338
2013/2014;Verona;2301;F;2848
2013/2014;Verona;2301;M;1451
2012/2013;Aosta;701;F;140
2012/2013;Aosta;701;M;69
2012/2013;Bari;7201;F;5056
2012/2013;Bari;7201;M;3279
2012/2013;Bari Politecnico;7202;F;420
2012/2013;Bari Politecnico;7202;M;1055
2012/2013;Basilicata;7601;F;512
2012/2013;Basilicata;7601;M;471
2012/2013;Benevento Giustino Fortunato - telematica;6202;F;3
2012/2013;Benevento Giustino Fortunato - telematica;6202;M;16
2012/2013;Bergamo;1601;F;1866
2012/2013;Bergamo;1601;M;1002
2012/2013;Bologna;3701;F;7071
2012/2013;Bologna;3701;M;5803
2012/2013;Bolzano;2101;F;371
2012/2013;Bolzano;2101;M;149
2012/2013;Bra Scienze Gastronomiche;401;F;39
2012/2013;Bra Scienze Gastronomiche;401;M;23
2012/2013;Brescia;1701;F;1223
2012/2013;Brescia;1701;M;1459
2012/2013;Ca' Foscari Venezia;2701;F;2560
2012/2013;Ca' Foscari Venezia;2701;M;1242
2012/2013;Cagliari;9201;F;2121
2012/2013;Cagliari;9201;M;1643
2012/2013;Calabria;7801;F;2409
2012/2013;Calabria;7801;M;1786
2012/2013;Camerino;4302;F;481
2012/2013;Camerino;4302;M;464
2012/2013;Casamassima – LUM G. Degennaro;7203;F;67
2012/2013;Casamassima – LUM G. Degennaro;7203;M;78
2012/2013;Cassino;6001;F;680
2012/2013;Cassino;6001;M;652
2012/2013;Castellanza LIUC;1201;F;113
2012/2013;Castellanza LIUC;1201;M;145
2012/2013;Catania;8701;F;3367
2012/2013;Catania;8701;M;2466
2012/2013;Catanzaro;7901;F;864
2012/2013;Catanzaro;7901;M;584
2012/2013;Chieti e Pescara;6901;F;2908
2012/2013;Chieti e Pescara;6901;M;1570
2012/2013;Enna KORE;8601;F;597
2012/2013;Enna KORE;8601;M;464
2012/2013;Ferrara;3801;F;1230
2012/2013;Ferrara;3801;M;1082
2012/2013;Firenze;4801;F;4680
2012/2013;Firenze;4801;M;3334
2012/2013;Firenze IUL - telematica;4804;F;3
2012/2013;Firenze IUL - telematica;4804;M;1
2012/2013;Foggia;7101;F;942
2012/2013;Foggia;7101;M;588
2012/2013;Genova;1001;F;2960
2012/2013;Genova;1001;M;2407
2012/2013;Insubria;1202;F;937
2012/2013;Insubria;1202;M;719
2012/2013;L'Aquila;6601;F;1926
2012/2013;L'Aquila;6601;M;1583
2012/2013;Macerata;4301;F;964
2012/2013;Macerata;4301;M;452
2012/2013;Marche;4201;F;1227
2012/2013;Marche;4201;M;1402
2012/2013;Messina;8301;F;2580
2012/2013;Messina;8301;M;1573
2012/2013;Milano;1501;F;6533
2012/2013;Milano;1501;M;4533
2012/2013;Milano Bicocca;1509;F;3735
2012/2013;Milano Bicocca;1509;M;2441
2012/2013;Milano Bocconi;1503;F;1395
2012/2013;Milano Bocconi;1503;M;1298
2012/2013;Milano Cattolica;1504;F;4525
2012/2013;Milano Cattolica;1504;M;2498
2012/2013;Milano IULM;1505;F;603
2012/2013;Milano IULM;1505;M;235
2012/2013;Milano Politecnico;1502;F;2378
2012/2013;Milano Politecnico;1502;M;5153
2012/2013;Milano San Raffaele;1508;F;204
2012/2013;Milano San Raffaele;1508;M;124
2012/2013;Modena e Reggio Emilia;3601;F;2022
2012/2013;Modena e Reggio Emilia;3601;M;1807
2012/2013;Molise;7001;F;582
2012/2013;Molise;7001;M;446
2012/2013;Napoli Benincasa;6304;F;985
2012/2013;Napoli Benincasa;6304;M;163
2012/2013;Napoli Federico II;6301;F;6861
2012/2013;Napoli Federico II;6301;M;5621
2012/2013;Napoli L'Orientale;6303;F;1610
2012/2013;Napoli L'Orientale;6303;M;456
2012/2013;Napoli Parthenope;6302;F;1113
2012/2013;Napoli Parthenope;6302;M;1511
2012/2013;Napoli Pegaso - telematica;6307;F;348
2012/2013;Napoli Pegaso - telematica;6307;M;454
2012/2013;Napoli Vanvitelli;6306;F;2123
2012/2013;Napoli Vanvitelli;6306;M;1559
2012/2013;Novedrate e-Campus - telematica;1301;F;277
2012/2013;Novedrate e-Campus - telematica;1301;M;302
2012/2013;Padova;2801;F;5637
2012/2013;Padova;2801;M;4850
2012/2013;Palermo;8201;F;3713
2012/2013;Palermo;8201;M;2794
2012/2013;Parma;3401;F;2133
2012/2013;Parma;3401;M;1592
2012/2013;Pavia;1801;F;2205
2012/2013;Pavia;1801;M;1713
2012/2013;Perugia;5401;F;2499
2012/2013;Perugia;5401;M;1843
2012/2013;Perugia Stranieri;5403;F;87
2012/2013;Perugia Stranieri;5403;M;46
2012/2013;Piemonte Orientale;201;F;1220
2012/2013;Piemonte Orientale;201;M;768
2012/2013;Pisa;5001;F;3409
2012/2013;Pisa;5001;M;3376
2012/2013;Reggio Calabria;8001;F;506
2012/2013;Reggio Calabria;8001;M;624
2012/2013;Reggio Calabria - Dante Alighieri;8003;F;101
2012/2013;Reggio Calabria - Dante Alighieri;8003;M;21
2012/2013;Roma  Mercatorum - telematica;5814;F;11
2012/2013;Roma  Mercatorum - telematica;5814;M;12
2012/2013;Roma Biomedico;5808;F;169
2012/2013;Roma Biomedico;5808;M;116
2012/2013;Roma Europea;5812;F;85
2012/2013;Roma Europea;5812;M;62
2012/2013;Roma Foro Italico;5806;F;80
2012/2013;Roma Foro Italico;5806;M;246
2012/2013;Roma La Sapienza;5801;F;8435
2012/2013;Roma La Sapienza;5801;M;6398
2012/2013;Roma Luiss;5805;F;666
2012/2013;Roma Luiss;5805;M;690
2012/2013;Roma LUMSA;5803;F;600
2012/2013;Roma LUMSA;5803;M;300
2012/2013;Roma Marconi - telematica;5810;F;262
2012/2013;Roma Marconi - telematica;5810;M;348
2012/2013;Roma San Raffaele - telematica;5816;F;74
2012/2013;Roma San Raffaele - telematica;5816;M;162
2012/2013;Roma Tor Vergata;5802;F;2495
2012/2013;Roma Tor Vergata;5802;M;2747
2012/2013;Roma Tre;5807;F;3406
2012/2013;Roma Tre;5807;M;2531
2012/2013;Roma UNICUSANO - telematica;5815;F;294
2012/2013;Roma UNICUSANO - telematica;5815;M;450
2012/2013;Roma UNINETTUNO - telematica;5813;F;171
2012/2013;Roma UNINETTUNO - telematica;5813;M;241
2012/2013;Roma UNINT;5809;F;103
2012/2013;Roma UNINT;5809;M;36
2012/2013;Roma UNITELMA - telematica;5811;F;51
2012/2013;Roma UNITELMA - telematica;5811;M;46
2012/2013;Salento;7501;F;1900
2012/2013;Salento;7501;M;1139
2012/2013;Salerno;6501;F;2873
2012/2013;Salerno;6501;M;2079
2012/2013;Sannio;6201;F;434
2012/2013;Sannio;6201;M;449
2012/2013;Sassari;9001;F;1259
2012/2013;Sassari;9001;M;721
2012/2013;Siena;5201;F;1286
2012/2013;Siena;5201;M;998
2012/2013;Siena Stranieri;5202;F;243
2012/2013;Siena Stranieri;5202;M;53
2012/2013;Teramo;6701;F;448
2012/2013;Teramo;6701;M;319
2012/2013;Torino;101;F;6817
2012/2013;Torino;101;M;4005
2012/2013;Torino Politecnico;102;F;1388
2012/2013;Torino Politecnico;102;M;3263
2012/2013;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;15
2012/2013;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;11
2012/2013;Trento;2201;F;1466
2012/2013;Trento;2201;M;1454
2012/2013;Trieste;3201;F;1468
2012/2013;Trieste;3201;M;1157
2012/2013;Tuscia;5601;F;773
2012/2013;Tuscia;5601;M;702
2012/2013;Udine;3001;F;1577
2012/2013;Udine;3001;M;1337
2012/2013;Urbino;4101;F;1452
2012/2013;Urbino;4101;M;1015
2012/2013;Venezia Iuav;2702;F;408
2012/2013;Venezia Iuav;2702;M;369
2012/2013;Verona;2301;F;2832
2012/2013;Verona;2301;M;1488
2011/2012;Aosta;701;F;133
2011/2012;Aosta;701;M;57
2011/2012;Bari;7201;F;5602
2011/2012;Bari;7201;M;3343
2011/2012;Bari Politecnico;7202;F;383
2011/2012;Bari Politecnico;7202;M;1034
2011/2012;Basilicata;7601;F;540
2011/2012;Basilicata;7601;M;530
2011/2012;Benevento Giustino Fortunato - telematica;6202;F;3
2011/2012;Benevento Giustino Fortunato - telematica;6202;M;9
2011/2012;Bergamo;1601;F;1711
2011/2012;Bergamo;1601;M;1012
2011/2012;Bologna;3701;F;7722
2011/2012;Bologna;3701;M;6030
2011/2012;Bolzano;2101;F;184
2011/2012;Bolzano;2101;M;135
2011/2012;Bra Scienze Gastronomiche;401;F;38
2011/2012;Bra Scienze Gastronomiche;401;M;22
2011/2012;Brescia;1701;F;1264
2011/2012;Brescia;1701;M;1390
2011/2012;Ca' Foscari Venezia;2701;F;2316
2011/2012;Ca' Foscari Venezia;2701;M;1178
2011/2012;Cagliari;9201;F;2307
2011/2012;Cagliari;9201;M;1561
2011/2012;Calabria;7801;F;2500
2011/2012;Calabria;7801;M;1730
2011/2012;Camerino;4302;F;600
2011/2012;Camerino;4302;M;471
2011/2012;Casamassima – LUM G. Degennaro;7203;F;52
2011/2012;Casamassima – LUM G. Degennaro;7203;M;99
2011/2012;Cassino;6001;F;736
2011/2012;Cassino;6001;M;657
2011/2012;Castellanza LIUC;1201;F;106
2011/2012;Castellanza LIUC;1201;M;164
2011/2012;Catania;8701;F;3658
2011/2012;Catania;8701;M;2498
2011/2012;Catanzaro;7901;F;789
2011/2012;Catanzaro;7901;M;546
2011/2012;Chieti e Pescara;6901;F;3035
2011/2012;Chieti e Pescara;6901;M;1616
2011/2012;Enna KORE;8601;F;644
2011/2012;Enna KORE;8601;M;510
2011/2012;Ferrara;3801;F;1333
2011/2012;Ferrara;3801;M;1148
2011/2012;Firenze;4801;F;4569
2011/2012;Firenze;4801;M;3392
2011/2012;Firenze IUL - telematica;4804;F;8
2011/2012;Firenze IUL - telematica;4804;M;2
2011/2012;Foggia;7101;F;1018
2011/2012;Foggia;7101;M;628
2011/2012;Genova;1001;F;3266
2011/2012;Genova;1001;M;2746
2011/2012;Insubria;1202;F;974
2011/2012;Insubria;1202;M;727
2011/2012;L'Aquila;6601;F;1749
2011/2012;L'Aquila;6601;M;1426
2011/2012;Macerata;4301;F;1003
2011/2012;Macerata;4301;M;400
2011/2012;Marche;4201;F;1060
2011/2012;Marche;4201;M;1538
2011/2012;Messina;8301;F;2780
2011/2012;Messina;8301;M;1623
2011/2012;Milano;1501;F;6535
2011/2012;Milano;1501;M;4530
2011/2012;Milano Bicocca;1509;F;4038
2011/2012;Milano Bicocca;1509;M;2531
2011/2012;Milano Bocconi;1503;F;1262
2011/2012;Milano Bocconi;1503;M;1233
2011/2012;Milano Cattolica;1504;F;4730
2011/2012;Milano Cattolica;1504;M;2600
2011/2012;Milano IULM;1505;F;702
2011/2012;Milano IULM;1505;M;264
2011/2012;Milano Politecnico;1502;F;2251
2011/2012;Milano Politecnico;1502;M;4813
2011/2012;Milano San Raffaele;1508;F;215
2011/2012;Milano San Raffaele;1508;M;175
2011/2012;Modena e Reggio Emilia;3601;F;2041
2011/2012;Modena e Reggio Emilia;3601;M;1862
2011/2012;Molise;7001;F;674
2011/2012;Molise;7001;M;512
2011/2012;Napoli Benincasa;6304;F;1053
2011/2012;Napoli Benincasa;6304;M;183
2011/2012;Napoli Federico II;6301;F;7532
2011/2012;Napoli Federico II;6301;M;6169
2011/2012;Napoli L'Orientale;6303;F;1385
2011/2012;Napoli L'Orientale;6303;M;366
2011/2012;Napoli Parthenope;6302;F;1055
2011/2012;Napoli Parthenope;6302;M;1459
2011/2012;Napoli Pegaso - telematica;6307;F;155
2011/2012;Napoli Pegaso - telematica;6307;M;147
2011/2012;Napoli Vanvitelli;6306;F;2121
2011/2012;Napoli Vanvitelli;6306;M;1540
2011/2012;Novedrate e-Campus - telematica;1301;F;357
2011/2012;Novedrate e-Campus - telematica;1301;M;446
2011/2012;Padova;2801;F;5627
2011/2012;Padova;2801;M;4611
2011/2012;Palermo;8201;F;4038
2011/2012;Palermo;8201;M;2960
2011/2012;Parma;3401;F;2116
2011/2012;Parma;3401;M;1737
2011/2012;Pavia;1801;F;2094
2011/2012;Pavia;1801;M;1718
2011/2012;Perugia;5401;F;2364
2011/2012;Perugia;5401;M;1932
2011/2012;Perugia Stranieri;5403;F;126
2011/2012;Perugia Stranieri;5403;M;60
2011/2012;Piemonte Orientale;201;F;1055
2011/2012;Piemonte Orientale;201;M;758
2011/2012;Pisa;5001;F;3703
2011/2012;Pisa;5001;M;3342
2011/2012;Reggio Calabria;8001;F;594
2011/2012;Reggio Calabria;8001;M;712
2011/2012;Reggio Calabria - Dante Alighieri;8003;F;88
2011/2012;Reggio Calabria - Dante Alighieri;8003;M;13
2011/2012;Roma  Mercatorum - telematica;5814;F;11
2011/2012;Roma  Mercatorum - telematica;5814;M;22
2011/2012;Roma Biomedico;5808;F;155
2011/2012;Roma Biomedico;5808;M;110
2011/2012;Roma Europea;5812;F;107
2011/2012;Roma Europea;5812;M;66
2011/2012;Roma Foro Italico;5806;F;97
2011/2012;Roma Foro Italico;5806;M;225
2011/2012;Roma La Sapienza;5801;F;9161
2011/2012;Roma La Sapienza;5801;M;6704
2011/2012;Roma Luiss;5805;F;645
2011/2012;Roma Luiss;5805;M;672
2011/2012;Roma LUMSA;5803;F;653
2011/2012;Roma LUMSA;5803;M;286
2011/2012;Roma Marconi - telematica;5810;F;236
2011/2012;Roma Marconi - telematica;5810;M;285
2011/2012;Roma San Raffaele - telematica;5816;F;41
2011/2012;Roma San Raffaele - telematica;5816;M;78
2011/2012;Roma Tor Vergata;5802;F;2715
2011/2012;Roma Tor Vergata;5802;M;2749
2011/2012;Roma Tre;5807;F;3521
2011/2012;Roma Tre;5807;M;2567
2011/2012;Roma UNICUSANO - telematica;5815;F;296
2011/2012;Roma UNICUSANO - telematica;5815;M;562
2011/2012;Roma UNINETTUNO - telematica;5813;F;663
2011/2012;Roma UNINETTUNO - telematica;5813;M;1001
2011/2012;Roma UNINT;5809;F;98
2011/2012;Roma UNINT;5809;M;44
2011/2012;Roma UNITELMA - telematica;5811;F;111
2011/2012;Roma UNITELMA - telematica;5811;M;111
2011/2012;Salento;7501;F;1890
2011/2012;Salento;7501;M;1095
2011/2012;Salerno;6501;F;3067
2011/2012;Salerno;6501;M;2230
2011/2012;Sannio;6201;F;533
2011/2012;Sannio;6201;M;535
2011/2012;Sassari;9001;F;1238
2011/2012;Sassari;9001;M;689
2011/2012;Siena;5201;F;2355
2011/2012;Siena;5201;M;1544
2011/2012;Siena Stranieri;5202;F;191
2011/2012;Siena Stranieri;5202;M;43
2011/2012;Teramo;6701;F;542
2011/2012;Teramo;6701;M;375
2011/2012;Torino;101;F;6698
2011/2012;Torino;101;M;4067
2011/2012;Torino Politecnico;102;F;1564
2011/2012;Torino Politecnico;102;M;3871
2011/2012;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;22
2011/2012;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;11
2011/2012;Trento;2201;F;1591
2011/2012;Trento;2201;M;1567
2011/2012;Trieste;3201;F;1651
2011/2012;Trieste;3201;M;1215
2011/2012;Tuscia;5601;F;705
2011/2012;Tuscia;5601;M;717
2011/2012;Udine;3001;F;1651
2011/2012;Udine;3001;M;1350
2011/2012;Urbino;4101;F;1586
2011/2012;Urbino;4101;M;941
2011/2012;Venezia Iuav;2702;F;390
2011/2012;Venezia Iuav;2702;M;382
2011/2012;Verona;2301;F;2861
2011/2012;Verona;2301;M;1402
2010/2011;Aosta;701;F;169
2010/2011;Aosta;701;M;53
2010/2011;Bari;7201;F;5730
2010/2011;Bari;7201;M;3427
2010/2011;Bari Politecnico;7202;F;500
2010/2011;Bari Politecnico;7202;M;1307
2010/2011;Basilicata;7601;F;581
2010/2011;Basilicata;7601;M;491
2010/2011;Benevento Giustino Fortunato - telematica;6202;F;14
2010/2011;Benevento Giustino Fortunato - telematica;6202;M;35
2010/2011;Bergamo;1601;F;1712
2010/2011;Bergamo;1601;M;1038
2010/2011;Bologna;3701;F;7253
2010/2011;Bologna;3701;M;5731
2010/2011;Bolzano;2101;F;442
2010/2011;Bolzano;2101;M;209
2010/2011;Bra Scienze Gastronomiche;401;F;32
2010/2011;Bra Scienze Gastronomiche;401;M;35
2010/2011;Brescia;1701;F;1197
2010/2011;Brescia;1701;M;1351
2010/2011;Ca' Foscari Venezia;2701;F;1980
2010/2011;Ca' Foscari Venezia;2701;M;1049
2010/2011;Cagliari;9201;F;2366
