ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA,CAP,average_income_per_capita,income_clean,taxpayers,Track_Type
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,PIAZZA MARCONI 7,95040,C091,CASTEL DI IUDICA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC80300R@istruzione.it,ctic80300r@pec.istruzione.it,www.icscasteldiiudica.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC88800R,I.C. LEONARDO SCIASCIA,CTMM88801T,L. SCIASCIA,VIA PORTELLA DELLA GINESTRA,95045,F250,MISTERBIANCO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC88800R@istruzione.it,Non Disponibile,www.icsciasciamisterbianco.gov.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC8AR00A,"I - I.C. ""FABRIZIO DE ANDRE'""",CTEE8AR07P,VIA CANTAGALLO,VIA CANTAGALLO S/N,95025,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AR00A@istruzione.it,Non Disponibile,icdeandreacisantantonio.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC87500P,IC FRANCESCO PETRARCA - CATANIA,CTEE87501R,"I.C.F. PETRARCA""SANTO GAGLIANO""",VIA GIOVIALE 4,95123,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC87500P@istruzione.it,Non Disponibile,www.istitutocomprensivopetrarca.gov.it,NO,95123,21151.818810386474,700548239.0,33120.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTPC070002,LC SPEDALIERI,CTPC070002,LC SPEDALIERI,PIAZZA ANNIBALE RICCO' S.N.,95124,C351,CATANIA,NORMALE,LICEO CLASSICO,SI,Non Disponibile,CTPC070002@istruzione.it,ctpc070002@pec.istruzione.it,www.liceospedalieri.edu.it,NO,95124,21758.67941040995,236190465.0,10855.0,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC8BQ005,IC T.DI CALCUTTA - SANZIO,CTEE8BQ039,SETTEBELLO NORD,LARGO PITAGORA,95030,L369,TREMESTIERI ETNEO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.cdbelpasso.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTEE803031,Non Disponibile,Non Disponibile,Non Disponibile,C091,CASTEL DI IUDICA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,www.icscasteldiiudica.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8A700P,C.B.CAVOUR - CATANIA,CTMM8A702R,OSPEDALE CANNIZZARO,Non Disponibile,95126,C351,CATANIA,C/O IST. OSPEDALIERO,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC8A700P@istruzione.it,Non Disponibile,www.icblandinipalagonia.it,NO,95126,23583.85132765531,376586938.0,15968.0,Medie
202526,ISOLE,SICILIA,CATANIA,CTIS03800X,I.I.S. FERMI EREDIA,CTRI03801G,IPSIA E.FERMI,VIA PASSO GRAVINA 197,95125,C351,CATANIA,NORMALE,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,CTIS03800X@istruzione.it,Non Disponibile,www.fermieredia.edu.it,NO,95125,24856.823729002113,446875977.0,17978.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AH00E,VESPUCCI - CAPUANA PIRANDELLO,CTEE8AH03P,I.C. A. VESPUCCI - VIA AUTERI,VIA AUTERI 19,95121,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AH00E@istruzione.it,Non Disponibile,www.icvespucci.it,NO,95121,15005.508239789826,502624504.0,33496.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTSD02000E,"LICEO ARTISTICO STATALE ""M.M. LAZZARO""",CTSD02000E,"LICEO ARTISTICO STATALE ""M.M. LAZZARO""",VIA GENERALE AMEGLIO 15,95123,C351,CATANIA,NORMALE,ISTITUTO D'ARTE,SI,Non Disponibile,CTSD02000E@istruzione.it,ctsd02000e@pec.istruzione.it,www.liceoartisticoct.it,NO,95123,21151.818810386474,700548239.0,33120.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AQ00E,I.C. S.VENERINA,CTAA8AQ07N,COSENTINI - VIA NUOVA,PIAZZA COSENTINI 1,95010,I314,SANTA VENERINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AQ00E@istruzione.it,Non Disponibile,www.icsantavenerina.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS001009,I.S. AMARI-RIZZO-PANTANO GIARRE-RIPOSTO,CTRC00151N,SERALE IST PROF PER I SER COMM E TURIS,VIA PIO LA TORRE 1,95018,H325,RIPOSTO,PERCORSO II LIVELLO,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,Non Disponibile,Non Disponibile,https//www.liceoleonardo.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIS04700P,I.S. SECUSIO CALTAGIRONE,CTSD04750X,BONAVENTURA SECUSIO SERALE,VIA EX MATRICE 153,95141,B428,CALTAGIRONE,PERCORSO II LIVELLO,ISTITUTO D'ARTE,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.isfermiguttuso.gov.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC815003,IC GUGLIELMINO - ROSSI,CTAA815054,VIA ARENA,VIA ARENA,95022,A027,ACI CATENA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,http//www.fguglielmino.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC84200B,IC G. MARCONI - PATERNO',CTEE84207Q,VIA PITRE',VIA PITRE'44,95047,G371,PATERNO',NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.marconiscuola.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTAA80301N,Non Disponibile,Non Disponibile,95040,C091,CASTEL DI IUDICA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,www.scuolacasteldiudica.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BF00D,IC S.G. BOSCO - STURZO,CTAA8BF01A,S. GIOVANNI BOSCO,VIA BENEDETTO CROCE,95033,A841,BIANCAVILLA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ICGFAVA.EDU.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC88800R,I.C. LEONARDO SCIASCIA,CTAA88804R,POLIFUNZIONALE,STRADALE S.G. GALERMO,95045,F250,MISTERBIANCO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC88800R@istruzione.it,Non Disponibile,www.icsciasciamisterbianco.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC84500V,IC DON MILANI PATERNO',CTAA84503T,SAN FRANCESCO,VIA AMETISTA S.N (C.DA TRAPPETAZZO),95047,G371,PATERNO',NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.paternodonmilani.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTPM01000E,LICEO STATALE FRANCESCO DE SANCTIS,CTPM01000E,LICEO STATALE FRANCESCO DE SANCTIS,VIA FOGAZZARO18,95047,G371,PATERNO',NORMALE,ISTITUTO MAGISTRALE,SI,Non Disponibile,CTPM01000E@istruzione.it,ctpm01000e@pec.istruzione.it,https//liceodesanctispaterno.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC88900L,IC P. PIO DA PIETRALCINA MISTER,CTAA88901D,G. FALCONE,VIA LENIN,95045,F250,MISTERBIANCO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC88900L@istruzione.it,Non Disponibile,www.icspadrepio-misterbianco.edu.it/,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS03800X,I.I.S. FERMI EREDIA,CTRA03801X,P.DEODATO - PROF. ALBERGHIERO E AGRIC.,VIA DEL BOSCO 43,95125,C351,CATANIA,CONVITTO ANNESSO,IST PROF PER L'AGRICOLTURA E L'AMBIENTE,NO,Non Disponibile,CTIS03800X@istruzione.it,Non Disponibile,www.FERMIEREDIA.IT,NO,95125,24856.823729002113,446875977.0,17978.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTEE803042,"CASTEL DI JUDICA ""MARCONI""",PIAZZA MARCONI 7,95040,C091,CASTEL DI IUDICA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,www.icscasteldiiudica.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8A200G,"I.C. ""CAN. VINCENZO BASCETTA""",CTEE8A201N,STAZIONE,VIA VITT.EMANUELE,95031,A056,ADRANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8A200G@istruzione.it,Non Disponibile,www.ic2adrano.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AH00E,VESPUCCI - CAPUANA PIRANDELLO,CTAA8AH02C,VIA AUTERI,VIA AUTERI,95121,C351,CATANIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AH00E@istruzione.it,Non Disponibile,CT5IC8AH00E,NO,95121,15005.508239789826,502624504.0,33496.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTSL01000A,"LICEO ARTISTICO "" EMILIO GRECO"" CATANIA",CTSL01006L,LICEO ARTISTISCO EMILIO GRECO,VIA ROMA 25,95027,H940,SAN GREGORIO DI CATANIA,NORMALE,LICEO ARTISTICO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.liceoartisticocatania.gov.it,NO,,,,,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIS001009,I.S. AMARI-RIZZO-PANTANO GIARRE-RIPOSTO,CTTL001012,ISTITUTO TECNICO L. RIZZO - N.COLAJANNI,Non Disponibile,95018,H325,RIPOSTO,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.politecnicodelmare.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC8AQ00E,I.C. S.VENERINA,CTAA8AQ03D,COSENTINI LINERA VIA RETTIFILO,VIA RETTIFILO,95010,I314,SANTA VENERINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AQ00E@istruzione.it,Non Disponibile,www.icsantavenerina.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTEE803053,VIA MARTIRI D'UNGHERIA RADDUSA,VIA MARTIRI D'UNGHERIA RADDUSA,95040,H154,RADDUSA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,https//www.icscasteldiiudica.edu.it/,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC85300T,I.C. VITTORINI-S.P.CLARENZA,CTEE853043,PRIMARIA VIA RISORGIMENTO,VIA RISORGIMENTO,95030,I098,SAN PIETRO CLARENZA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC85300T@istruzione.it,Non Disponibile,www.icsvittorini.edu.it/,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTSL01000A,"LICEO ARTISTICO "" EMILIO GRECO"" CATANIA",CTSL01002C,"LICEO ARTISTICO ""E. GRECO""",PIAZZA V. VENETO 41,95030,I202,SANT'AGATA LI BATTIATI,NORMALE,LICEO ARTISTICO,NO,Non Disponibile,CTSL01000A@istruzione.it,Non Disponibile,www.liceoartisticocatania.gov.it,NO,,,,,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC815003,IC GUGLIELMINO - ROSSI,CTAA815021,F. GUGLIELMINO - ACICATENA,VIA DOTT. G. PATANE' 50,95022,A027,ACI CATENA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC815003@istruzione.it,Non Disponibile,http//www.fguglielmino.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC84500V,IC DON MILANI PATERNO',CTIC84500V,IC DON MILANI PATERNO',P.LE CIVILTA' DEL LAVORO 1,95047,G371,PATERNO',NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC84500V@istruzione.it,ctic84500v@pec.istruzione.it,www.paternodonmilani.it/,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AU007,III - I.C. RODARI ACIREALE,CTAA8AU07A,STAZZO,VIA XXI APRILE 100,95024,A028,ACIREALE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AU007@istruzione.it,Non Disponibile,www.3icrodari.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTPM020005,"LICEO STATALE ""G. TURRISI COLONNA""",CTPM020005,"LICEO STATALE ""G. TURRISI COLONNA""",VIA FABIO FILZI 24,95124,C351,CATANIA,NORMALE,ISTITUTO MAGISTRALE,SI,Non Disponibile,CTPM020005@istruzione.it,ctpm020005@pec.istruzione.it,www.turrisicolonna.edu.it,NO,95124,21758.67941040995,236190465.0,10855.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC89000R,IC GABELLI MISTERBIANCO,CTAA89002P,VIA D. GALIMBERTI,VIA D. GALIMBERTI,95045,F250,MISTERBIANCO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC89000R@istruzione.it,Non Disponibile,www.aristidegabelli.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS03800X,I.I.S. FERMI EREDIA,CTTA038504,F.EREDIA CORSO SERALE,VIA DEL BOSCO N.43,95125,C351,CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,CTIS03800X@istruzione.it,Non Disponibile,www.FERMIEREDIA.IT,NO,95125,24856.823729002113,446875977.0,17978.0,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC8A200G,"I.C. ""CAN. VINCENZO BASCETTA""",CTEE8A202P,C.D. III ADRANO,VIA DEI DIRITTI DEL FANCIULLO,95031,A056,ADRANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.IC2ADRANO.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC84700E,IC DE AMICIS - DON MILANI,CTAA84706L,Non Disponibile,Non Disponibile,95036,H175,RANDAZZO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,WWW.ICDEAMICISRANDAZZO.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AU007,III - I.C. RODARI ACIREALE,CTEE8AU03B,M.L.KING - GUARDIA,VIA PATRICA 1,95024,A028,ACIREALE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AU007@istruzione.it,Non Disponibile,www.3icrodari.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTPM03000Q,LICEO STATALE LOMBARDO RADICE,CTPM03001R,LICEO STATALE SEZ. DIST. LOMBARDO RADICE,VIA ZANGRI' 6,95030,E156,GRAVINA DI CATANIA,NORMALE,ISTITUTO MAGISTRALE,NO,Non Disponibile,CTPM03000Q@istruzione.it,Non Disponibile,www.lombardoradicect.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AQ00E,I.C. S.VENERINA,CTEE8AQ01L,CD S. VENERINA - VIA VOLTA,VIA A. VOLTA 65,95010,I314,SANTA VENERINA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AQ00E@istruzione.it,Non Disponibile,www.icsantavenerina.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTAA80306V,VIA ROSSINI,VIA ROSSINI,95040,H154,RADDUSA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,www.icscasteldiiudica.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC85300T,I.C. VITTORINI-S.P.CLARENZA,CTEE853032,PRIMARIA SAN FILIPPO NERI,VIALE FALCONE S.N.,95040,B561,CAMPOROTONDO ETNEO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC85300T@istruzione.it,Non Disponibile,www.icsvittorini.edu.it/,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTAA80304R,C.DI JUDICA - S.M. DELLE GRAZIE,VIA S.MARIA DELLE GRAZIE,95040,C091,CASTEL DI IUDICA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,www.icscasteldiiudica.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTSL01000A,"LICEO ARTISTICO "" EMILIO GRECO"" CATANIA",CTSL01000A,"LICEO ARTISTICO "" EMILIO GRECO"" CATANIA",VIA MAVILLA 37 - VICO BUONAFE' 9,95124,C351,CATANIA,NORMALE,LICEO ARTISTICO,SI,Non Disponibile,CTSL01000A@istruzione.it,ctsl01000a@pec.istruzione.it,www.liceoartisticocatania.gov.it,NO,95124,21758.67941040995,236190465.0,10855.0,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC815003,IC GUGLIELMINO - ROSSI,CTEE815015,I.C. F. GUGLIELMINO,VIA SCALE S. ANTONIO,95022,A027,ACI CATENA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC815003@istruzione.it,Non Disponibile,www.fguglielmino.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8A300B,IC LEONARDO DA VINCI-MASCALUCIA,CTAA8A3029,PLESSO VIA S. SPERA,VIA S. SPERA,95030,F005,MASCALUCIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8A300B@istruzione.it,Non Disponibile,www.vincimascalucia.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC89000R,IC GABELLI MISTERBIANCO,CTIC89000R,IC GABELLI MISTERBIANCO,VIA A.GRAMSCI,95045,F250,MISTERBIANCO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC89000R@istruzione.it,ctic89000r@pec.istruzione.it,www.aristidegabelli.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIS03800X,I.I.S. FERMI EREDIA,CTTA03801Q,F. EREDIA,VIA DEL BOSCO 43,95125,C351,CATANIA,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,CTIS03800X@istruzione.it,Non Disponibile,www.fermieredia.edu.it,NO,95125,24856.823729002113,446875977.0,17978.0,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC8AQ00E,I.C. S.VENERINA,CTEE8AQ05R,COSENTINI,VIA NUOVA S.N.,95010,I314,SANTA VENERINA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AQ00E@istruzione.it,Non Disponibile,www.icsantavenerina.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTPM03000Q,LICEO STATALE LOMBARDO RADICE,CTPM03000Q,LICEO STATALE LOMBARDO RADICE,VIA IMPERIA 21,95128,C351,CATANIA,NORMALE,ISTITUTO MAGISTRALE,SI,Non Disponibile,CTPM03000Q@istruzione.it,ctpm03000q@pec.istruzione.it,www.lombardoradicect.edu.it,NO,95128,28672.942256542257,334183142.0,11655.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8A200G,"I.C. ""CAN. VINCENZO BASCETTA""",CTAA8A202D,SCUOLA INFANZIA CAPPELLONE,VIA DEI DIRITTI DEL FANCIULLO 45,95031,A056,ADRANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.IC2ADRANO.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTMM80302V,GIOVANNI VERGA - RADDUSA,VIA FR.SCO SOLLIMA 7,95040,H154,RADDUSA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,www.scuolacasteldiiudica.gov.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIS01700V,IS G. B. VACCARINI,CTTF01701B,VACCARINI,VIA ORCHIDEA 9,95123,C351,CATANIA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS01700V@istruzione.it,Non Disponibile,www.vaccarinict.edu.it/,NO,95123,21151.818810386474,700548239.0,33120.0,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC815003,IC GUGLIELMINO - ROSSI,CTAA815032,VIA MAIORANA,VIA MAIORANA 28,95022,A027,ACI CATENA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,http//www.fguglielmino.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC85300T,I.C. VITTORINI-S.P.CLARENZA,CTAA85301P,INFANZIA BELVEDERE -,VIA PALERMO VILL. BELVEDERE,95030,I098,SAN PIETRO CLARENZA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC85300T@istruzione.it,Non Disponibile,WWW.icsvittorini.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC84700E,IC DE AMICIS - DON MILANI,CTAA84701B,GIOVANNI PAOLO II,VIA REGINA MARGHERITA,95036,H175,RANDAZZO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC84700E@istruzione.it,Non Disponibile,WWW.ICDEAMICISRANDAZZO.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC89000R,IC GABELLI MISTERBIANCO,CTEE89001V,IC A. GABELLI MISTERBIANCO,VIA A.GRAMSCI,95045,F250,MISTERBIANCO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC89000R@istruzione.it,Non Disponibile,www.aristidegabelli.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AQ00E,I.C. S.VENERINA,CTAA8AQ04E,DAGALA DEL RE,VIA S. PERTINI S.N.,95010,I314,SANTA VENERINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AQ00E@istruzione.it,Non Disponibile,www.icsantavenerina.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8A200G,"I.C. ""CAN. VINCENZO BASCETTA""",CTIC8A200G,"I.C. ""CAN. VINCENZO BASCETTA""",VIA ROMA 42,95031,A056,ADRANO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC8A200G@istruzione.it,ctic8a200g@pec.istruzione.it,www.ic2adrano.gov.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC89000R,IC GABELLI MISTERBIANCO,CTMM89001T,A.GABELLI,VIA GRAMSCI,95045,F250,MISTERBIANCO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC89000R@istruzione.it,Non Disponibile,www.aristidegabelli.edu.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC81900A,VI - I.C. GIOV. XXIII ACIREALE,CTAA819017,INFANZIA VIA A.BONACCORSI,VIA ANT. BONACCORSI,95024,A028,ACIREALE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC81900A@istruzione.it,Non Disponibile,www.icgiovanni23acireale.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80300R,IC L.DA VINCI-CASTEL DI IUDICA,CTEE80301V,I.C. L. DA VINCI,VIA PIAVE S.N,95040,C091,CASTEL DI IUDICA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC80300R@istruzione.it,Non Disponibile,www.icscasteldiiudica.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC815003,IC GUGLIELMINO - ROSSI,CTAA815043,DANTE ALIGHERI,VIA DANTE ALIGHERI 4,95022,A027,ACI CATENA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,http//www.fguglielmino.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS023006,IS CARLO GEMMELLARO,CTIS023006,IS CARLO GEMMELLARO,CORSO INDIPENDENZA229,95122,C351,CATANIA,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,CTIS023006@istruzione.it,ctis023006@pec.istruzione.it,www.iis-gemmellaro.edu.it,NO,95122,16136.755483908111,280279306.0,17369.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC858001,IC. DE AMICIS TREMESTIERI ETNEO,CTIC858001,IC. DE AMICIS TREMESTIERI ETNEO,VIA MAIORANA,95030,L369,TREMESTIERI ETNEO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC858001@istruzione.it,ctic858001@pec.istruzione.it,https//www.icdeamicistremestieri.edu.it/index.php/homepage,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTPC03000G,LC CL.ANNESSO CONV.NAZ. CUTELLI,CTPC03000G,LC CL.ANNESSO CONV.NAZ. CUTELLI,VIA VITTORIO EMANUELE 56,95131,C351,CATANIA,ANNESSO A CONVITTO,LICEO CLASSICO,NO,Non Disponibile,CTPC03000G@istruzione.it,ctvc01000n@pec.istruzione.it,www.convittonazionalemariocutelli.edu.it,NO,95131,20425.00226084499,144547741.0,7077.0,Liceo
