AnnoA;CorsoTIPO;AnnoNascita;SESSO;Isc
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;F;2270
2012/2013;Laurea - dm 270/04;1988;F;2096
2012/2013;Laurea - dm 270/04;1987;M;1837
2012/2013;Laurea Magistrale - dm 270/04;1985;F;1837
2012/2013;Laurea Magistrale - dm 270/04;1985;M;1650
2012/2013;Laurea - dm 270/04;1987;F;1495
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;M;1399
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;1356
2012/2013;Laurea - dm 270/04;1986;M;1335
2012/2013;Laurea Magistrale - dm 270/04;1984;F;1309
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;M;1207
2012/2013;Laurea - dm 270/04;1986;F;1093
2012/2013;Laurea Magistrale - dm 270/04;1991;F;1083
2012/2013;Laurea - dm 270/04;1985;M;1048
2012/2013;Laurea Magistrale - dm 270/04;1984;M;992
2012/2013;Laurea - dm 270/04;1985;F;923
2012/2013;Laurea Magistrale - dm 270/04;1983;F;885
2012/2013;Laurea - dm 270/04;1984;F;824
2012/2013;Laurea - dm 270/04;1984;M;791
2012/2013;Laurea Magistrale - dm 270/04;1991;M;776
2012/2013;Laurea Magistrale - dm 270/04;1983;M;736
2012/2013;Laurea - dm 270/04;1983;F;644
2012/2013;Laurea - dm 270/04;1983;M;642
2012/2013;Laurea Magistrale - dm 270/04;1982;F;624
2012/2013;Laurea - dm 270/04;1982;F;604
2012/2013;Laurea Magistrale - dm 270/04;1982;M;593
2012/2013;Laurea - dm 270/04;1982;M;570
2012/2013;Laurea - dm 270/04;1980;F;539
2012/2013;Laurea - dm 270/04;1981;M;515
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;513
2012/2013;Laurea - dm 270/04;1981;F;506
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;M;493
2012/2013;Laurea - dm 270/04;1980;M;491
2012/2013;Laurea Magistrale - dm 270/04;1981;F;450
2012/2013;Laurea - dm 270/04;1979;F;438
2012/2013;Laurea - dm 270/04;1979;M;438
2012/2013;Laurea - dm 270/04;1978;M;432
2012/2013;Laurea - dm 270/04;1977;M;427
2012/2013;Laurea - dm 270/04;1978;F;421
2012/2013;Laurea - dm 270/04;1976;F;412
2012/2013;Laurea - dm 270/04;1977;F;397
2012/2013;Laurea Magistrale - dm 270/04;1981;M;394
2012/2013;Laurea - dm 270/04;1975;F;382
2012/2013;Laurea - dm 270/04;1974;F;381
2012/2013;Laurea - dm 270/04;1976;M;367
2012/2013;Laurea - dm 270/04;1975;M;357
2012/2013;Laurea - dm 270/04;1973;F;355
2012/2013;Laurea - dm 270/04;1974;M;354
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;352
2012/2013;Laurea Magistrale - dm 270/04;1980;F;323
2012/2013;Laurea - dm 270/04;1972;F;310
2012/2013;Laurea Magistrale - dm 270/04;1980;M;305
2012/2013;Laurea - dm 270/04;1973;M;297
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;M;296
2012/2013;Laurea - dm 270/04;1972;M;293
2012/2013;Laurea - dm 270/04;1971;F;289
2012/2013;Laurea - dm 270/04;1970;F;275
2012/2013;Laurea - dm 270/04;1969;F;267
2012/2013;Laurea - dm 270/04;1970;M;261
2012/2013;Laurea - dm 270/04;1971;M;254
2012/2013;Laurea Magistrale - dm 270/04;1979;F;254
2012/2013;Laurea Magistrale - dm 270/04;1978;F;251
2012/2013;Laurea - dm 270/04;1967;F;246
2012/2013;Laurea Magistrale - dm 270/04;1979;M;233
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;F;228
2012/2013;Laurea - dm 270/04;1968;F;224
2012/2013;Laurea - dm 270/04;1965;F;223
2012/2013;Laurea - dm 270/04;1969;M;213
2012/2013;Laurea - dm 270/04;1968;M;210
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;F;209
2012/2013;Laurea Magistrale - dm 270/04;1977;F;209
2012/2013;Laurea - dm 270/04;1966;F;208
2012/2013;Laurea - dm 270/04;1967;M;207
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;M;202
2012/2013;Laurea - dm 270/04;1964;F;201
2012/2013;Laurea Magistrale - dm 270/04;1974;F;191
2012/2013;Laurea Magistrale - dm 270/04;1978;M;190
2012/2013;Laurea Magistrale - dm 270/04;1975;F;189
2012/2013;Laurea - dm 270/04;1965;M;179
2012/2013;Laurea - dm 270/04;1966;M;175
2012/2013;Laurea Magistrale - dm 270/04;1977;M;175
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;F;174
2012/2013;Laurea Magistrale - dm 270/04;1976;F;173
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;F;159
2012/2013;Laurea Magistrale - dm 270/04;1972;F;156
2012/2013;Laurea - dm 270/04;1964;M;154
2012/2013;Laurea - dm 270/04;1962;F;153
2012/2013;Laurea Magistrale - dm 270/04;1973;F;152
2012/2013;Laurea Magistrale - dm 270/04;1968;F;150
2012/2013;Laurea Magistrale - dm 270/04;1974;M;149
2012/2013;Laurea Magistrale - dm 270/04;1976;M;149
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;M;147
2012/2013;Laurea Magistrale - dm 270/04;1973;M;145
2012/2013;Laurea Magistrale - dm 270/04;1975;M;144
2012/2013;Laurea - dm 270/04;1963;F;142
2012/2013;Laurea Magistrale - dm 270/04;1969;F;139
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;F;139
2012/2013;Laurea Magistrale - dm 270/04;1970;F;137
2012/2013;Laurea Magistrale - dm 270/04;1971;F;137
2012/2013;Laurea Magistrale - dm 270/04;1966;F;135
2012/2013;Laurea Magistrale - dm 270/04;1967;F;128
2012/2013;Laurea Magistrale - dm 270/04;1965;F;126
2012/2013;Laurea  - dm 509/99;1993;M;124
2012/2013;Laurea Magistrale - dm 270/04;1963;F;120
2012/2013;Laurea - dm 270/04;1961;F;120
2012/2013;Laurea Magistrale - dm 270/04;1971;M;118
2012/2013;Laurea Specialistica - dm 509/99;1990;M;117
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;F;117
2012/2013;Laurea Magistrale - dm 270/04;1964;F;116
2012/2013;Laurea - dm 270/04;1962;M;112
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;F;110
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;M;110
2012/2013;Laurea - dm 270/04;1960;F;107
2012/2013;Laurea - dm 270/04;1963;M;107
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;F;105
2012/2013;Laurea Magistrale - dm 270/04;1966;M;104
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;M;103
2012/2013;Laurea Magistrale - dm 270/04;1962;F;102
2012/2013;Laurea Magistrale - dm 270/04;1968;M;98
2012/2013;Laurea  - dm 509/99;1992;M;98
2012/2013;Laurea Magistrale - dm 270/04;1972;M;96
2012/2013;Laurea - dm 270/04;1961;M;95
2012/2013;Laurea Magistrale - dm 270/04;1970;M;91
2012/2013;Laurea Magistrale - dm 270/04;1969;M;91
2012/2013;Laurea Magistrale - dm 270/04;1961;F;86
2012/2013;Laurea - dm 270/04;1959;F;83
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;F;82
2012/2013;Laurea Magistrale - dm 270/04;1960;F;79
2012/2013;Laurea - dm 270/04;1958;F;79
2012/2013;Laurea - dm 270/04;1959;M;75
2012/2013;Laurea Magistrale - dm 270/04;1967;M;75
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;F;73
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;M;72
2012/2013;Laurea - dm 270/04;1960;M;72
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;M;71
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;F;70
2012/2013;Laurea - dm 270/04;1958;M;70
2012/2013;Laurea Magistrale - dm 270/04;1965;M;69
2012/2013;Laurea Magistrale - dm 270/04;1964;M;68
2012/2013;Laurea Specialistica - dm 509/99;1989;M;67
2012/2013;Laurea Magistrale - dm 270/04;1963;M;65
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;M;61
2012/2013;Laurea  - dm 509/99;1991;M;60
2012/2013;Laurea - dm 270/04;1957;M;58
2012/2013;Laurea Magistrale - dm 270/04;1962;M;56
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;F;55
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;F;54
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;F;53
2012/2013;Laurea Magistrale - dm 270/04;1959;F;53
2012/2013;Laurea Magistrale - dm 270/04;1958;F;52
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;F;51
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;M;47
2012/2013;Laurea - dm 270/04;1956;M;47
2012/2013;Laurea - dm 270/04;1957;F;47
2012/2013;Laurea Magistrale - dm 270/04;1961;M;44
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;F;43
2012/2013;Laurea Specialistica - dm 509/99;1988;M;43
2012/2013;Laurea  - dm 509/99;1993;F;42
2012/2013;Laurea - dm 270/04;1956;F;42
2012/2013;Laurea Magistrale - dm 270/04;1957;F;42
2012/2013;Laurea - dm 270/04;1955;M;40
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;M;40
2012/2013;Laurea - dm 270/04;1955;F;39
2012/2013;Laurea Magistrale - dm 270/04;1960;M;39
2012/2013;Laurea Magistrale - dm 270/04;1958;M;38
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;F;38
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;M;38
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;M;37
2012/2013;Laurea Magistrale - dm 270/04;1959;M;37
2012/2013;Laurea - dm 270/04;1995;F;35
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;M;34
2012/2013;Laurea - dm 270/04;1954;M;32
2012/2013;Laurea Magistrale - dm 270/04;1957;M;31
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;M;30
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;M;30
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;M;29
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;M;28
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;F;28
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;M;28
2012/2013;Laurea Magistrale - dm 270/04;1956;F;27
2012/2013;Laurea Magistrale - dm 270/04;1956;M;27
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;M;26
2012/2013;Laurea  - dm 509/99;1990;M;26
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;M;25
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;M;25
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;M;24
2012/2013;Laurea - dm 270/04;1953;M;23
2012/2013;Laurea - dm 270/04;1951;M;23
2012/2013;Laurea Specialistica - dm 509/99;1990;F;23
2012/2013;Laurea Specialistica - dm 509/99;1987;M;22
2012/2013;Laurea - dm 270/04;1995;M;21
2012/2013;Laurea  - dm 509/99;1992;F;21
2012/2013;Laurea Magistrale - dm 270/04;1992;F;21
2012/2013;Laurea - dm 270/04;1952;F;21
2012/2013;Laurea - dm 270/04;1952;M;21
2012/2013;Laurea - dm 270/04;1949;M;21
2012/2013;Laurea Magistrale - dm 270/04;1955;F;20
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;F;20
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;F;20
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;F;19
2012/2013;Laurea - dm 270/04;1954;F;19
2012/2013;Laurea Specialistica - dm 509/99;1991;M;19
2012/2013;Laurea Magistrale - dm 270/04;1955;M;18
2012/2013;Laurea Magistrale - dm 270/04;1954;F;18
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;F;18
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;F;17
2012/2013;Laurea Magistrale - dm 270/04;1953;M;17
2012/2013;Laurea Magistrale - dm 270/04;1954;M;16
2012/2013;Laurea - dm 270/04;1950;M;16
2012/2013;Laurea - dm 270/04;1947;M;15
2012/2013;Laurea - dm 270/04;1953;F;15
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;15
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;15
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;15
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;M;14
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;F;14
2012/2013;Laurea - dm 270/04;1948;M;14
2012/2013;Laurea - dm 270/04;1946;M;14
2012/2013;Laurea Magistrale - dm 270/04;1992;M;14
2012/2013;Laurea Specialistica - dm 509/99;1989;F;14
2012/2013;Laurea  - dm 509/99;1989;M;13
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;13
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;12
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;M;12
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;M;12
2012/2013;Laurea Magistrale - dm 270/04;1951;M;12
2012/2013;Laurea Magistrale - dm 270/04;1953;F;12
2012/2013;Laurea  - dm 509/99;1991;F;12
2012/2013;Laurea  - dm 509/99;1994;M;11
2012/2013;Laurea Magistrale - dm 270/04;1952;F;11
2012/2013;Laurea Magistrale - dm 270/04;1952;M;11
2012/2013;Laurea Magistrale - dm 270/04;1950;M;10
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;M;10
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;10
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;F;10
2012/2013;Laurea - dm 270/04;1950;F;9
2012/2013;Laurea Magistrale - dm 270/04;1949;M;8
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;8
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;8
2012/2013;Laurea Magistrale - dm 270/04;1949;F;7
2012/2013;Laurea Magistrale - dm 270/04;1947;M;7
2012/2013;Laurea - dm 270/04;1947;F;7
2012/2013;Laurea Magistrale - dm 270/04;1950;F;7
2012/2013;Laurea - dm 270/04;1951;F;7
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;F;7
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;M;7
2012/2013;Laurea - dm 270/04;1945;M;7
2012/2013;Laurea Magistrale - dm 270/04;1943;M;7
2012/2013;Laurea Specialistica - dm 509/99;1986;M;7
2012/2013;Laurea Specialistica - dm 509/99;1985;M;6
2012/2013;Laurea - dm 270/04;1943;M;6
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;M;6
2012/2013;Laurea - dm 270/04;1949;F;6
2012/2013;Laurea Magistrale - dm 270/04;1948;M;6
2012/2013;Laurea - dm 270/04;1948;F;5
2012/2013;Laurea - dm 270/04;1946;F;5
2012/2013;Laurea Magistrale - dm 270/04;1951;F;5
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;F;5
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;F;5
2012/2013;Laurea - dm 270/04;1944;M;5
2012/2013;Laurea Magistrale - dm 270/04;1946;M;5
2012/2013;Laurea - dm 270/04;1940;M;5
2012/2013;Laurea  - dm 509/99;1988;M;5
2012/2013;Laurea Specialistica - dm 509/99;1988;F;5
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;M;4
2012/2013;Laurea  - dm 509/99;1994;F;4
2012/2013;Laurea - dm 270/04;1942;M;4
2012/2013;Laurea Magistrale - dm 270/04;1942;M;4
2012/2013;Laurea Magistrale - dm 270/04;1945;M;4
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;F;4
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;M;4
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;M;3
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;F;3
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1946;M;3
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1948;M;3
2012/2013;Laurea Magistrale - dm 270/04;1948;F;3
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;3
2012/2013;Laurea  - dm 509/99;1969;M;3
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1941;M;3
2012/2013;Laurea Magistrale - dm 270/04;1940;M;3
2012/2013;Laurea Specialistica - dm 509/99;1984;M;3
2012/2013;Laurea Specialistica - dm 509/99;1987;F;3
2012/2013;Laurea Specialistica - dm 509/99;1982;M;3
2012/2013;Laurea  - dm 509/99;1984;M;2
2012/2013;Laurea Specialistica - dm 509/99;1981;M;2
2012/2013;Laurea  - dm 509/99;1980;M;2
2012/2013;Laurea  - dm 509/99;1974;M;2
2012/2013;Laurea  - dm 509/99;1988;F;2
2012/2013;Laurea  - dm 509/99;1987;F;2
2012/2013;Laurea Specialistica - dm 509/99;1991;F;2
2012/2013;Laurea  - dm 509/99;1990;F;2
2012/2013;Laurea Magistrale - dm 270/04;1993;M;2
2012/2013;Laurea - dm 270/04;1996;F;2
2012/2013;Laurea - dm 270/04;1941;M;2
2012/2013;Laurea Magistrale - dm 270/04;1941;F;2
2012/2013;Laurea Magistrale - dm 270/04;1939;M;2
2012/2013;Laurea Magistrale - dm 270/04;1937;M;2
2012/2013;Laurea Magistrale - dm 270/04;1935;M;2
2012/2013;Laurea Magistrale - dm 270/04;1938;M;2
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1945;M;2
2012/2013;Laurea Magistrale - dm 270/04;1946;F;2
2012/2013;Laurea Specialistica - dm 509/99;1970;M;2
2012/2013;Laurea Specialistica - dm 509/99;1968;M;2
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1949;M;2
2012/2013;Laurea Magistrale - dm 270/04;1947;F;2
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1947;M;2
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;M;2
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;2
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;F;2
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;M;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;F;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;F;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;F;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;F;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;M;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;F;1
2012/2013;Laurea Specialistica - dm 509/99;1964;M;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1946;F;1
2012/2013;Laurea Magistrale - dm 270/04;1945;F;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1943;M;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1944;F;1
2012/2013;Laurea Magistrale a Ciclo Unico - dm 270/04;1944;M;1
2012/2013;Laurea - dm 270/04;1945;F;1
2012/2013;Laurea - dm 270/04;1939;F;1
2012/2013;Laurea - dm 270/04;1939;M;1
2012/2013;Laurea Magistrale - dm 270/04;1936;M;1
2012/2013;Laurea - dm 270/04;1937;F;1
2012/2013;Laurea Specialistica - dm 509/99;1937;M;1
2012/2013;Laurea - dm 270/04;1938;F;1
2012/2013;Laurea - dm 270/04;1938;M;1
2012/2013;Laurea - dm 270/04;1940;F;1
2012/2013;Laurea Magistrale - dm 270/04;1941;M;1
2012/2013;Laurea - dm 270/04;1922;M;1
2012/2013;Laurea Magistrale - dm 270/04;1927;M;1
2012/2013;Laurea - dm 270/04;1930;M;1
2012/2013;Laurea - dm 270/04;1933;M;1
2012/2013;Laurea - dm 270/04;1934;M;1
2012/2013;Laurea - dm 270/04;1935;M;1
2012/2013;Laurea - dm 270/04;1996;M;1
2012/2013;Laurea Magistrale - dm 270/04;1993;F;1
2012/2013;Laurea  - dm 509/99;1989;F;1
2012/2013;Laurea Specialistica - dm 509/99;1986;F;1
2012/2013;Laurea  - dm 509/99;1985;M;1
2012/2013;Laurea  - dm 509/99;1986;M;1
2012/2013;Laurea Specialistica - dm 509/99;1985;F;1
2012/2013;Laurea  - dm 509/99;1973;M;1
2012/2013;Laurea Specialistica - dm 509/99;1974;M;1
2012/2013;Laurea  - dm 509/99;1975;M;1
2012/2013;Laurea  - dm 509/99;1976;M;1
2012/2013;Laurea  - dm 509/99;1978;M;1
2012/2013;Laurea Specialistica - dm 509/99;1976;M;1
2012/2013;Laurea  - dm 509/99;1977;M;1
2012/2013;Laurea  - dm 509/99;1979;F;1
2012/2013;Laurea  - dm 509/99;1979;M;1
2012/2013;Laurea Specialistica - dm 509/99;1982;F;1
2012/2013;Laurea  - dm 509/99;1983;M;1
2011/2012;Laurea - dm 270/04;1992;F;84282
2011/2012;Laurea - dm 270/04;1992;M;62896
2011/2012;Laurea - dm 270/04;1991;F;28232
2011/2012;Laurea - dm 270/04;1991;M;23983
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;F;22386
2011/2012;Laurea Magistrale - dm 270/04;1989;F;15717
2011/2012;Laurea Magistrale - dm 270/04;1988;F;15205
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;M;12399
2011/2012;Laurea Magistrale - dm 270/04;1989;M;11154
2011/2012;Laurea Magistrale - dm 270/04;1988;M;10787
2011/2012;Laurea - dm 270/04;1990;M;10551
2011/2012;Laurea - dm 270/04;1990;F;10062
2011/2012;Laurea Magistrale - dm 270/04;1987;F;8298
2011/2012;Laurea Magistrale - dm 270/04;1987;M;6691
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;5850
2011/2012;Laurea - dm 270/04;1993;F;5699
2011/2012;Laurea - dm 270/04;1989;M;5495
2011/2012;Laurea - dm 270/04;1989;F;4668
2011/2012;Laurea Magistrale - dm 270/04;1986;F;4654
2011/2012;Laurea - dm 270/04;1993;M;4393
2011/2012;Laurea Magistrale - dm 270/04;1986;M;4104
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;M;4064
2011/2012;Laurea - dm 270/04;1988;M;3637
2011/2012;Laurea - dm 270/04;1988;F;3168
2011/2012;Laurea Magistrale - dm 270/04;1985;F;2914
2011/2012;Laurea Magistrale - dm 270/04;1985;M;2620
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;F;2551
2011/2012;Laurea - dm 270/04;1987;M;2423
2011/2012;Laurea - dm 270/04;1987;F;2226
2011/2012;Laurea - dm 270/04;1986;M;1892
2011/2012;Laurea Magistrale - dm 270/04;1984;F;1826
2011/2012;Laurea Magistrale - dm 270/04;1984;M;1725
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;M;1617
2011/2012;Laurea - dm 270/04;1986;F;1566
2011/2012;Laurea - dm 270/04;1985;M;1448
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;1394
2011/2012;Laurea - dm 270/04;1985;F;1373
2011/2012;Laurea Magistrale - dm 270/04;1983;F;1332
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;M;1246
2011/2012;Laurea - dm 270/04;1984;M;1197
2011/2012;Laurea Magistrale - dm 270/04;1983;M;1181
2011/2012;Laurea Magistrale - dm 270/04;1990;F;1117
2011/2012;Laurea - dm 270/04;1984;F;1005
2011/2012;Laurea - dm 270/04;1983;M;926
2011/2012;Laurea Magistrale - dm 270/04;1982;F;920
2011/2012;Laurea - dm 270/04;1983;F;906
2011/2012;Laurea - dm 270/04;1982;M;842
2011/2012;Laurea Magistrale - dm 270/04;1990;M;826
2011/2012;Laurea - dm 270/04;1982;F;810
2011/2012;Laurea Magistrale - dm 270/04;1982;M;800
2011/2012;Laurea - dm 270/04;1981;F;703
2011/2012;Laurea - dm 270/04;1981;M;677
2011/2012;Laurea - dm 270/04;1980;F;658
2011/2012;Laurea - dm 270/04;1979;M;626
2011/2012;Laurea - dm 270/04;1980;M;604
2011/2012;Laurea - dm 270/04;1979;F;602
2011/2012;Laurea - dm 270/04;1978;F;584
2011/2012;Laurea - dm 270/04;1978;M;584
2011/2012;Laurea Magistrale - dm 270/04;1981;F;580
2011/2012;Laurea - dm 270/04;1977;M;558
2011/2012;Laurea - dm 270/04;1977;F;537
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;530
2011/2012;Laurea - dm 270/04;1976;F;527
2011/2012;Laurea - dm 270/04;1975;F;521
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;M;521
2011/2012;Laurea Magistrale - dm 270/04;1981;M;512
2011/2012;Laurea - dm 270/04;1975;M;499
2011/2012;Laurea - dm 270/04;1974;F;474
2011/2012;Laurea - dm 270/04;1974;M;445
2011/2012;Laurea - dm 270/04;1976;M;444
2011/2012;Laurea - dm 270/04;1973;F;431
2011/2012;Laurea Magistrale - dm 270/04;1980;F;425
2011/2012;Laurea - dm 270/04;1972;F;421
2011/2012;Laurea - dm 270/04;1973;M;417
2011/2012;Laurea Magistrale - dm 270/04;1980;M;414
2011/2012;Laurea - dm 270/04;1971;F;412
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;F;395
2011/2012;Laurea - dm 270/04;1971;M;387
2011/2012;Laurea - dm 270/04;1972;M;386
2011/2012;Laurea - dm 270/04;1967;F;366
2011/2012;Laurea - dm 270/04;1969;M;365
2011/2012;Laurea - dm 270/04;1969;F;358
2011/2012;Laurea Magistrale - dm 270/04;1979;F;357
2011/2012;Laurea - dm 270/04;1970;F;351
2011/2012;Laurea - dm 270/04;1968;F;348
2011/2012;Laurea - dm 270/04;1970;M;343
2011/2012;Laurea Magistrale - dm 270/04;1979;M;308
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;M;305
2011/2012;Laurea Magistrale - dm 270/04;1978;F;304
2011/2012;Laurea - dm 270/04;1967;M;299
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;F;299
2011/2012;Laurea Magistrale - dm 270/04;1977;F;290
2011/2012;Laurea - dm 270/04;1968;M;286
2011/2012;Laurea - dm 270/04;1964;M;284
2011/2012;Laurea - dm 270/04;1965;F;283
2011/2012;Laurea - dm 270/04;1966;F;283
2011/2012;Laurea - dm 270/04;1965;M;277
2011/2012;Laurea Magistrale - dm 270/04;1976;F;269
2011/2012;Laurea Magistrale - dm 270/04;1978;M;265
2011/2012;Laurea - dm 270/04;1966;M;265
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;F;250
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;F;248
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;M;246
2011/2012;Laurea Magistrale - dm 270/04;1975;F;244
2011/2012;Laurea Magistrale - dm 270/04;1977;M;238
