ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_CORSI_SUP_VO;INTERVENTI_CORSI_ACCADEMICI_NO;INTERVENTI_CORSI_ACCADEMICI_NO_POST
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;074;Altri interventi di tipo finanziario - N. contributi straordinari;-1;-1;-1
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;77;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;013;Borse di studio - N. borse concesse;0;12;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;12;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;76;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;4;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;28;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;101;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;7;1
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;18;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;9;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;066101066049;Accademie delle Belle Arti;;L'AQUILA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;34;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;4;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;76;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;074;Altri interventi di tipo finanziario - N. contributi straordinari;2;16;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;013;Borse di studio - N. borse concesse;0;0;6
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;2
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;4
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;1;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;17;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;041;Interventi a favore di studenti con disabilità - N. domande;0;8;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;8;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;16;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;013;Borse di studio - N. borse concesse;0;6;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;6;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;26;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;4;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;61;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;27;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;013;Borse di studio - N. borse concesse;0;0;22
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;22
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;4;2
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;6;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;6;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;4;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;1;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;56;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;2;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;3;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;3;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;071101071024;Accademie delle Belle Arti;;FOGGIA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);013;Borse di studio - N. borse concesse;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
