ANNO_ACCADEMICO;TIPOLOGIA_COLLEGIO;CODICE_COLLEGIO;NOME_COLLEGIO;TIPOLOGIA_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;12;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;2;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;1;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;2;Posti a concorso e posti confermati - N° idonei;1;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;3;Posti a concorso e posti confermati - N° ammessi;1;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;1;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;44;7;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;2;Posti a concorso e posti confermati - N° idonei;22;7;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;3;Posti a concorso e posti confermati - N° ammessi;17;2;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;74;8;5;1
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;91;10;5;1
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;11;Mobilità internazionale - N° domande contributi;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;12;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;32;0;1;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;N;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;2;Posti a concorso e posti confermati - N° idonei;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;3;Posti a concorso e posti confermati - N° ammessi;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;2;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;2;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;86;80;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;2;Posti a concorso e posti confermati - N° idonei;80;75;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;3;Posti a concorso e posti confermati - N° ammessi;23;21;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;57;54;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;80;75;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;11;Mobilità internazionale - N° domande contributi;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;12;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;2;Posti a concorso e posti confermati - N° idonei;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;3;Posti a concorso e posti confermati - N° ammessi;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;1211;Associazione Cuir ;I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;2868;726;81;101
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;2;Posti a concorso e posti confermati - N° idonei;261;37;5;6
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;3;Posti a concorso e posti confermati - N° ammessi;176;25;2;4
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;315;19;10;1
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;5;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;400;42;12;3
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;86;2;0;2
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;11;Mobilità internazionale - N° domande contributi;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;12;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;2;Posti a concorso e posti confermati - N° idonei;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;3;Posti a concorso e posti confermati - N° ammessi;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;11;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;12;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;13;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;CLR;1212;Fondazione Rui - ROMA;I_AF;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;436;0;20;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;2;Posti a concorso e posti confermati - N° idonei;436;0;20;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;3;Posti a concorso e posti confermati - N° ammessi;13;0;6;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;50;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;69;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;7;Posti alloggio e contributi-alloggio - N° posti alloggio a retta intera;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;8;Posti alloggio e contributi-alloggio - N° contributi assegnati per alloggio esterno;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;9;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;10;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;11;Mobilità internazionale - N° domande contributi;2;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;12;Mobilità internazionale - N° contributi concessi;4;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;13;Mobilità internazionale - N° complessivo di mesi in mobilità;15;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;14;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;15;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;16;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;17;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;18;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;19;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;20;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I   ;21;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;1;Posti a concorso e posti confermati - N° candidati presenti alla prova di ammissione;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;2;Posti a concorso e posti confermati - N° idonei;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;3;Posti a concorso e posti confermati - N° ammessi;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;4;Posti a concorso e posti confermati - N° posti confermati dall'a.a precedente;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;5;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati gratuitamente;0;0;;
2024-2025 ;CLR;1214;Collegio Universitario Pozzani di Roma;I_AF;6;Posti alloggio e contributi-alloggio - N° posti alloggio a tariffa agevolata;0;0;;
