ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,TIPOPERCORSO,PERCORSO,INDIRIZZO,ALUNNIMASCHI,ALUNNIFEMMINE
202425,TVPL08500G,SCUOLA SECONDARIA II GRADO,1,LICEO,EUROPEO,ARTISTICO (LICEI LINGUISTICI EUROPEI PARITARI),0,4
202425,PASD005001,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,5,4
202425,CETF6B500H,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,6,5
202425,RMPSAS5006,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,16,10
202425,SATFOR500T,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,10,7
202425,FIPL8A500L,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,3,3
202425,VTPMI8500B,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,6,6
202425,RMPM5R5008,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,5,12
202425,MBTD37500N,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,11,3
202425,AVTD045005,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,0,4
202425,SATFIA500P,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,8,7
202425,PAPMO7500Q,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,4,11
202425,SATF4V500G,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,4,0
202425,AGRHUP500I,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,12,10
202425,MIPSPS500G,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,10,8
202425,NATD59500D,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,8,6
202425,NAPS25500C,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,3,8
202425,TOPS20500T,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,19,7
202425,MIPSQ55000,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,18,9
202425,BIPSCP500M,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,5,6
202425,NATL175003,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,19,3
202425,PAPLE05003,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,1,0
202425,CAPC005006,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,2,4
202425,LTPLCG500C,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,4,19
202425,VEPS04500V,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,15,5
202425,CTPC605004,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,2,3
202425,TOTF01500R,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,ENERGIA,13,0
202425,NAPM31500X,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,9,24
202425,RMPM9P500H,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,4,2
202425,SATD9L5009,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,5,4
202425,RMPLLD5008,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,7,8
202425,MIPS375001,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,32,14
202425,FIPSFU500L,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,5,3
202425,ISTFG35007,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,1,0
202425,NAPS355009,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,13,6
202425,FRTD0N500M,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,INFORMATICA,3,0
202425,PDPS77500P,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,11,12
202425,PASD005001,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO SCULTOREO,5,3
202425,MIPC18500P,SCUOLA SECONDARIA II GRADO,1,LICEO,CLASSICO,CLASSICO,12,10
202425,TVRA3C5009,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,9,4
202425,RNPL01500X,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,6,4
202425,CETFQ95001,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,INFORMATICA,22,13
202425,SAPL025004,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,1,0
202425,VAPS4N5008,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,22,7
202425,NAPMF15004,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,5,10
202425,APPM04500X,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,12,13
202425,TVPS035008,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,14,4
202425,RMPLO35009,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,1,6
202425,BSPSO5500G,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,9,8
202425,FRTF2T500E,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,ELETTRONICA,6,1
202425,CHTD035004,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,5,6
202425,SATF6H500T,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,INFORMATICA,55,9
202425,COPCCE5008,SCUOLA SECONDARIA II GRADO,1,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZIONE COREUTICA,0,13
202425,AGTD4Q5003,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,14,8
202425,TOPS19500C,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,10,6
202425,NARHR7500Q,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,8,0
202425,NATD255008,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,4,1
202425,RNTD02500G,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,7,0
202425,VEPS015003,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,8,0
202425,SATD4U500A,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,28,42
202425,GEPS70500C,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,19,8
202425,TARF2M500U,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,2,2
202425,RMPM045004,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,3,1
202425,NATFI8500A,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,8,0
202425,RMPS575007,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,2,1
202425,AVTF1Q5009,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,"TESSILE, ABBIGLIAMENTO E MODA",1,9
202425,BSTF01500P,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,ELETTR. ED ELETTROTEC.- BIENNIO COMUNE,29,0
202425,CORA025003,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",12,4
202425,RNPC015002,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,5,12
202425,MIPM1C500T,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,2,22
202425,LTPST2500E,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,15,3
202425,MIPS8E5005,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,2,5
202425,BNRHZS500C,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,4,4
202425,NATFZE5004,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,5,0
202425,MIPLVI500L,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,3,16
202425,TOTD08500R,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,5,2
202425,RMPMBG500A,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,7,3
202425,GEPL01500Q,SCUOLA SECONDARIA II GRADO,4,LICEO,INTERNAZIONALE,LINGUISTICO INTERNAZIONALE FRANCESE - ESABAC,1,24
202425,BOTF2S5000,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,47,1
202425,SATFIF5007,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,67,1
202425,SARH13500E,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2,3
202425,TOPSA6500N,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,3,3
202425,LCTDVP5000,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,16,4
202425,TVPL08500G,SCUOLA SECONDARIA II GRADO,3,LICEO,EUROPEO,GIURIDICO ECONOMICO (LICEI LINGUISTICI EUROPEI PARITARI),3,3
202425,PAPM25500A,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,2,6
202425,RMPL325007,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,1,4
202425,VRRI01500X,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: OTTICO,1,3
202425,TVPM8T500U,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,12,12
202425,VRPS01500P,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO OPZIONE SCIENZE APPLICATE QUADRIENNALE,9,4
202425,SAPMNB500P,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE QUADRIENNALE,0,10
202425,RMPC33500X,SCUOLA SECONDARIA II GRADO,1,LICEO,CLASSICO,CLASSICO,1,3
202425,SARHZG500U,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,4,9
202425,FITF265001,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,INFORMATICA,16,0
202425,VRTD04500A,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,10,6
202425,SARHGL500M,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,2,2
202425,CTTF04500E,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,INFORMATICA,8,1
202425,TOPS955001,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,5,2
202425,BSTF8F5009,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,MECC. MECCATRON. ENER. - BIENNIO COMUNE,11,0
202425,PAPC07500N,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,3,4
202425,NAPS555009,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,1,0
202425,METD065008,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,4,0
202425,SARFRQ500N,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,3,0
202425,RMPLB3500E,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,1,2
202425,NARF2D500G,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,1,2
202425,VRPM27500E,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,7,16
202425,VASLQ8500T,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,GRAFICA,2,4
202425,NOPSUI500C,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,4,3
202425,MOTD02500A,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,8,2
202425,CTPSNQ5002,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,5,3
202425,NAPMB5500T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,1,8
202425,METD065008,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,6,2
202425,APPC0Q500G,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,0,2
202425,PVPS345009,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,7,1
202425,GRPS005002,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,2,0
202425,TVPS065004,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,15,14
202425,CZPM00500Q,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,10
202425,RMPL07500N,SCUOLA SECONDARIA II GRADO,1,LICEO,EUROPEO,LINGUISTICO MODERNO (LICEI LINGUISTICI EUROPEI PARITARI),1,6
202425,LCTB00500V,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,TRASPORTI E LOGISTICA - BIENNIO COMUNE,3,0
202425,SAPMFG500M,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,2,2
202425,RMSL02500P,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,0,2
202425,VETFO1500N,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,4,0
202425,MIPL08500Q,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LINGUISTICO,1,13
202425,SRRHFP500H,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,4,5
202425,MIPL15500R,SCUOLA SECONDARIA II GRADO,3,LICEO,EUROPEO,LINGUISTICO MODERNO (LICEI LINGUISTICI EUROPEI PARITARI),4,10
202425,TOPL03500P,SCUOLA SECONDARIA II GRADO,1,LICEO,EUROPEO,GIURIDICO ECONOMICO (LICEI LINGUISTICI EUROPEI PARITARI),3,3
202425,FIPL005008,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,3,4
202425,TOPS105001,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,17,8
202425,NATF41500Q,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,61,3
202425,MITF005006,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,44,1
202425,SATD9H500H,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,9,4
202425,PVRFL2500T,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,3,4
202425,AGTD02500N,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,2,0
202425,TOPM09500L,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,0,7
202425,REPS00500P,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,6,1
202425,CZPC00500G,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,7,3
202425,RMTD78500B,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,1,1
202425,BGTFF0500O,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,19,15
202425,PIPS02500D,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,1,1
202425,BOPS02500L,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,9,16
202425,VIPMBL500I,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,3,4
202425,CSRFQA500F,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,1,4
202425,SVPM02500N,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE,8,15
202425,VAPS785001,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,7,8
202425,CERH015004,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,14,4
202425,TOPL03500P,SCUOLA SECONDARIA II GRADO,4,LICEO,EUROPEO,LINGUISTICO MODERNO QUADRIENNALE,0,2
202425,PSTF005006,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,INFORMATICA,20,1
202425,MIPM0O500U,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,6,6
202425,BGSLN6500G,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,4,6
202425,VRRI01500X,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: OTTICO,1,1
202425,TAPS02500A,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,3,2
202425,NATL27500X,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",0,4
202425,BATD105005,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,5,6
202425,BOPSHR500B,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,17,8
202425,TOPM035001,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,11,14
202425,CTSL0V500E,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,GRAFICA,1,6
202425,NATF25500E,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,3,0
202425,PEPMPL500U,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,34,12
202425,FIPL8A500L,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,1,4
202425,FRTD00500N,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,4,5
202425,PGPS00500G,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,2,0
202425,MCRF3O5008,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,0,1
202425,AVTDMI500Z,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,INFORMATICA,5,1
202425,NATFRU500B,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,INFORMATICA,49,14
202425,PSPC01500G,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,2,6
202425,RMTB04500X,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,CONDUZIONE DEL MEZZO AEREO - OPZIONE,15,2
202425,TEPS335003,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,3,6
202425,SATFH8500N,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,BIOTECNOLOGIE AMBIENTALI,3,10
202425,MBRH02500X,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,15,3
202425,RMSL3E5005,SCUOLA SECONDARIA II GRADO,3,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZ. MUSICALE,3,3
202425,LUPS025006,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO QUADRIENNALE,9,7
202425,NATDE6500C,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,3,1
202425,VIPM01500B,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,11,14
202425,SARFTV500I,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,3,0
202425,NARHV2500V,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,6,4
202425,RMPSE55000,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,36,13
202425,VRPSN9500T,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,14,5
202425,ATPL01500N,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,3,8
202425,PVTD05500P,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,26,5
202425,RMPC3Q500Z,SCUOLA SECONDARIA II GRADO,1,LICEO,INTERNAZIONALE,LICEO INTERNAZIONALE CLASSICO LINGUISTICO,2,2
202425,MBPS8T500R,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,21,11
202425,VATB01500D,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,CONDUZIONE DEL MEZZO AEREO - OPZIONE,13,5
202425,CERH4F500L,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,6,1
202425,BSPS88500T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,9,6
202425,MBSL05500V,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,AUDIOVISIVO MULTIMEDIA,1,13
202425,VARH01500A,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,18,9
202425,TATD055002,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,0,1
202425,NATFGP5005,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,5,0
