ANNO_ACCADEMICO;Area_Istituto;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_ISTITUTO;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';ISCRITTIx ETA'
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giacomo Puccini;GALLARATE (VA);7323;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giacomo Puccini;GALLARATE (VA);7323;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giacomo Puccini;GALLARATE (VA);7323;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;44
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;27
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;4
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;10
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;32
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;10
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;16
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;9
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Pietro Mascagni;LIVORNO;7298;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;14
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;9
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;22
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;42
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;26
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;22
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;23
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;16
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Luigi Boccherini;LUCCA;7268;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;22
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;7
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;18
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;16
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;39
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;57
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;16
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);7264;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;18
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;58
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;43
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;13
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;8
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;26
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;32
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;27
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;25
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;18
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;14
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;P.I. Tchaikovsky;NOCERA TERINESE (CZ);7253;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;22
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;9
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;24
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;24
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;18
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;35
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;25
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;11
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;28
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;14
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Franco Vittadini;PAVIA;7255;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;8
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;15
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;17
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;8
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giuseppe Verdi;RAVENNA;7225;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;4
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;35
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;32
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;8
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;7
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;14
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;7
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;17
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;13
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;11
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;6
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;35
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;19
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;4
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Arturo Toscanini;RIBERA (AG);7283;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;32
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;13
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;4
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;6
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;G. Lettimi;RIMINI;7319;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;6
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;6
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;45
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;25
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;6
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;12
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;16
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;1
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;R. Franci;SIENA;7226;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giovanni Paisiello;TARANTO;7261;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;21
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giovanni Paisiello;TARANTO;7261;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;80
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giovanni Paisiello;TARANTO;7261;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;10
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giovanni Paisiello;TARANTO;7261;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;24
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giovanni Paisiello;TARANTO;7261;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giovanni Paisiello;TARANTO;7261;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;17
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giovanni Paisiello;TARANTO;7261;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;9
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;8
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;35
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;23
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;6
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;12
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;34
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;26
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;16
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;7
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;8
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Gaetano Braga;TERAMO;7218;ABRUZZO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;22
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giulio Briccialdi;TERNI;7227;UMBRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;3
2013-2014;Area Musicale/Coreutica;Istituto Musicale Pareggiato;Giulio Briccialdi;TERNI;7227;UMBRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;25
