ANNOSCOLASTICO,ANNOFINANZIARIO,REGIONE,CODICESCUOLA,DATAAPPROVAZIONEDS,DATAAPPROVAZIONEGIUNTA,DATAAPPROVAZIONECONSIGLIO,TIPOLOGIAVOCE,CODICELIVELLO1,CODICELIVELLO2,IMPORTO,IMPORTOACCERTATOIMPEGNATO,IMPORTORISCOSSOPAGATO,IMPORTODARISCUOTEREDAPAGARE
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,04,03,500,500,500,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,07,07,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,06,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,07,03,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,04,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,05,05,0,550.4,550.4,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,06,08,400,400,400,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,12,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,A,A06,4092.19,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,05,06,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,08,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,08,06,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,P,P04,318.56,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,17,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,18,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,04,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,09,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,01,02,550655.41,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,03,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,13,01,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,09,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,10,02,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,08,02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,A,A05,37842.35,5261.46,5261.46,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,06,03,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,P,P01,1020.24,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,02,03,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,18,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,08,06,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,07,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,P,P05,3020.5,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,05,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,06,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,11,04,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,01,02,320050.76,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,03,04,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,08,8750,8750,0,8750
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,G,G04,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,A,A03,122854.63,41442.62,40317.5,1125.12
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,13,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,08,03,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,02,6300,1515,1515,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,04,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,03,05,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,06,05,1512.25,1512.25,1512.25,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,08,05,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,07,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,13,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,08,03,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,12,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,13,01,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,G,G03,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,G,G01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,10,02,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,10,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,04,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,05,02,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,20,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,01,02,526667.68,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,05,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,05,03,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,11,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,P,P05,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,08,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,G,G02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,03,06,9809.69,9809.69,9809.69,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,06,12,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,21,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,06,04,37767,37767,37767,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,A,A05,42571.58,24090.07,24090.07,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,05,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,05,04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,R,98,761.38,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,02,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,08,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,14,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,P,P02,98431.5,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,04,01,25379.57,25379.57,25379.57,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,06,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,05,06,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,05,01,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,10,04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,11,03,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,A,A02,25846.66,16190.81,12175.08,4015.73
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,06,08,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,15,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,05,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,10,02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,05,06,1000,1000,1000,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,06,07,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,12,02,0,0.01,0.01,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,13,01,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,11,01,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,03,01,17881.71,17881.71,17881.71,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,SPESA,P,P05,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,10,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,G,G04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,G,G03,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,03,04,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,03,02,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,19,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,08,04,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,11,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,04,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,A,A02,72276.46,24781.73,15277.73,9504
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,08,04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,04,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,08,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,05,04,2000,2000,0,2000
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,11,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,14,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,09,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,06,11,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,02,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,09,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,05,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,08,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,17,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,16,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,06,01,220,220,220,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,11,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,05,01,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,12,02,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,SPESA,A,A05,27960,21404.46,21404.46,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,03,06,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,08,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,A,A06,536.85,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,05,05,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,P,P01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,10,04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,03,04,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,12,02,0.01,0.01,0.01,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,07,06,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,05,05,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,04,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,A,A05,27060.68,2415,2415,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,12,03,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,11,01,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,14,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,13,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,03,05,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,04,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,01,01,119872.15,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,11,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,07,07,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,06,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,08,04,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,03,01,31843.32,31843.32,31843.32,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,SPESA,R,98,500,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,12,01,0.02,0.02,0.02,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,07,06,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,08,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,12,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,07,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,06,12,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,05,05,2740,2740,1440,1300
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,08,05,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,04,01,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,05,04,10015.71,10015.71,10015.71,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,04,03,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,03,01,10976.67,10976.67,10976.67,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,03,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,16,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,G,G01,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,10,01,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,A,A01,66563.72,2653.08,2653.08,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,06,03,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,16,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,19,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,12,02,0.01,0.01,0.01,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,A,A01,27478.5,2086.88,2086.88,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,06,02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,07,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,10,03,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,06,09,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,P,P04,5062.89,420,420,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,04,04,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,04,04,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,08,02,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,07,03,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,06,12,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,03,03,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,A,A05,31787.06,29745.58,29745.58,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,03,04,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,18,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,12,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,08,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,04,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,06,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,06,04,24093.5,24093.5,23933.5,160
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,10,04,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,03,04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,10,04,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,19,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,04,88639,88639,88639,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,07,03,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,05,04,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,06,04,28388,28388,28388,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,A,A02,35359.01,4609.56,4522.82,86.74
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,18,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,14,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,A,A03,227682.59,124233.09,123969,264.09
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,07,04,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,06,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,A,A04,11030.99,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,19,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,11,04,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,06,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,07,02,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,04,02,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,P,P04,10102.24,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,05,04,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,10,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,P,P03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,P,P01,49680,4242.76,2242.76,2000
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,05,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,17,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,03,01,22795.73,22795.73,22795.73,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,02,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,13,01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,13,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,03,06,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,11,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,08,02,0,0,0,0
