ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,TS1E001006,SCUOLA PRIMARIA,1,17,16,1,0,1
202425,MITL485005,SCUOLA SECONDARIA II GRADO,2,27,18,9,0,9
202425,CTTD365004,SCUOLA SECONDARIA II GRADO,5,26,26,0,0,0
202425,GE1M00300P,SCUOLA SECONDARIA I GRADO,2,25,23,2,1,1
202425,NATD48500T,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,VA1E010008,SCUOLA PRIMARIA,2,38,38,0,0,0
202425,CERIDA500F,SCUOLA SECONDARIA II GRADO,5,48,42,6,1,5
202425,TVTD02500D,SCUOLA SECONDARIA II GRADO,2,36,34,2,0,2
202425,NA1E1M500R,SCUOLA PRIMARIA,3,13,1,12,0,12
202425,TO1M050002,SCUOLA SECONDARIA I GRADO,3,55,42,13,4,9
202425,TO1E03600E,SCUOLA PRIMARIA,1,44,26,18,5,13
202425,AV1E010005,SCUOLA PRIMARIA,2,14,14,0,0,0
202425,MI1E088007,SCUOLA PRIMARIA,5,33,28,5,0,5
202425,CAPS8T5007,SCUOLA SECONDARIA II GRADO,5,17,17,0,0,0
202425,SATAIC500V,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
202425,NA1E121007,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,RMPLLD5008,SCUOLA SECONDARIA II GRADO,3,15,15,0,0,0
202425,MO1M006005,SCUOLA SECONDARIA I GRADO,2,98,98,0,0,0
202425,BG1E01000Q,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,SR1E009008,SCUOLA PRIMARIA,2,13,12,1,0,1
202425,POPS9T5004,SCUOLA SECONDARIA II GRADO,4,29,22,7,0,7
202425,RMPM55500G,SCUOLA SECONDARIA II GRADO,5,23,23,0,0,0
202425,SAPL65500L,SCUOLA SECONDARIA II GRADO,3,2,2,0,0,0
202425,FI1E03100R,SCUOLA PRIMARIA,3,18,17,1,0,1
202425,SATFP3500G,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
202425,LCPC00500V,SCUOLA SECONDARIA II GRADO,2,6,6,0,0,0
202425,RMPS455005,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,TO1EDV500F,SCUOLA PRIMARIA,5,18,16,2,1,1
202425,SASLFZ5001,SCUOLA SECONDARIA II GRADO,2,3,2,1,1,0
202425,BOPSVN5005,SCUOLA SECONDARIA II GRADO,4,19,18,1,0,1
202425,RM1MQH500U,SCUOLA SECONDARIA I GRADO,3,17,15,2,0,2
202425,CEPL00500E,SCUOLA SECONDARIA II GRADO,4,9,9,0,0,0
202425,NATF28500A,SCUOLA SECONDARIA II GRADO,5,33,33,0,0,0
202425,BS1EAP500V,SCUOLA PRIMARIA,2,12,11,1,1,0
202425,RM1M04700P,SCUOLA SECONDARIA I GRADO,2,20,20,0,0,0
202425,NARH9B500E,SCUOLA SECONDARIA II GRADO,5,100,99,1,0,1
202425,PA1EC8500U,SCUOLA PRIMARIA,1,18,15,3,0,3
202425,SATF4V500G,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,NATD0C5008,SCUOLA SECONDARIA II GRADO,4,16,16,0,0,0
202425,RMPS72500B,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,RM1E022005,SCUOLA PRIMARIA,5,10,8,2,0,2
202425,MI1M098003,SCUOLA SECONDARIA I GRADO,3,117,113,4,0,4
202425,MI1E09300P,SCUOLA PRIMARIA,3,12,10,2,2,0
202425,NAPS355009,SCUOLA SECONDARIA II GRADO,4,19,18,1,0,1
202425,CTTD315003,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
202425,BSTDPG5009,SCUOLA SECONDARIA II GRADO,1,11,8,3,1,2
202425,SATA2M500B,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,PS1M00200L,SCUOLA SECONDARIA I GRADO,1,22,22,0,0,0
202425,CZ1E00400N,SCUOLA PRIMARIA,4,6,6,0,0,0
202425,MIPM04500G,SCUOLA SECONDARIA II GRADO,1,26,26,0,0,0
202425,NAPS045004,SCUOLA SECONDARIA II GRADO,5,32,31,1,0,1
202425,GO1EUT5002,SCUOLA PRIMARIA,5,8,8,0,0,0
202425,CERHT0500Q,SCUOLA SECONDARIA II GRADO,3,8,1,7,0,7
202425,MIPM0O500U,SCUOLA SECONDARIA II GRADO,2,24,22,2,1,1
202425,MI1E00700E,SCUOLA PRIMARIA,2,48,48,0,0,0
202425,SA1E02200L,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,VE1EOS500N,SCUOLA PRIMARIA,5,7,7,0,0,0
202425,MIPSQ55000,SCUOLA SECONDARIA II GRADO,4,14,14,0,0,0
202425,NA1E14400X,SCUOLA PRIMARIA,4,16,16,0,0,0
202425,PE1E009003,SCUOLA PRIMARIA,4,37,36,1,1,0
202425,TVPL75500A,SCUOLA SECONDARIA II GRADO,3,14,14,0,0,0
202425,CTTD045008,SCUOLA SECONDARIA II GRADO,1,3,2,1,1,0
202425,NAPM455007,SCUOLA SECONDARIA II GRADO,5,63,60,3,0,3
202425,TOTF01500R,SCUOLA SECONDARIA II GRADO,5,54,53,1,1,0
202425,GE1E039008,SCUOLA PRIMARIA,2,20,18,2,0,2
202425,SR1M00200P,SCUOLA SECONDARIA I GRADO,3,18,15,3,0,3
202425,BS1E00600L,SCUOLA PRIMARIA,3,61,58,3,0,3
202425,MB1E05500R,SCUOLA PRIMARIA,3,64,59,5,2,3
202425,MI1E07900C,SCUOLA PRIMARIA,3,24,24,0,0,0
202425,BSPC12500Q,SCUOLA SECONDARIA II GRADO,2,18,17,1,1,0
202425,PD1EZU500F,SCUOLA PRIMARIA,2,22,20,2,0,2
202425,MI1M06100C,SCUOLA SECONDARIA I GRADO,2,61,51,10,1,9
202425,BSPMS9500M,SCUOLA SECONDARIA II GRADO,1,62,60,2,1,1
202425,VA1E9G500A,SCUOLA PRIMARIA,4,16,15,1,1,0
202425,CERH4F500L,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
202425,GE1M014005,SCUOLA SECONDARIA I GRADO,2,40,40,0,0,0
202425,RMTB00500D,SCUOLA SECONDARIA II GRADO,2,15,12,3,3,0
202425,CA1E00600X,SCUOLA PRIMARIA,3,16,14,2,1,1
202425,BGPL04500P,SCUOLA SECONDARIA II GRADO,4,33,33,0,0,0
202425,PR1M003001,SCUOLA SECONDARIA I GRADO,2,51,49,2,0,2
202425,RMPS0V500L,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,LC1M05000X,SCUOLA SECONDARIA I GRADO,2,63,63,0,0,0
202425,MI1M00200L,SCUOLA SECONDARIA I GRADO,2,22,21,1,0,1
202425,NO1E00300Q,SCUOLA PRIMARIA,1,48,46,2,1,1
202425,MI1M09400Q,SCUOLA SECONDARIA I GRADO,1,22,22,0,0,0
202425,MBRC4H500I,SCUOLA SECONDARIA II GRADO,4,15,14,1,1,0
202425,RMPL22500A,SCUOLA SECONDARIA II GRADO,1,10,10,0,0,0
202425,NATF2C500R,SCUOLA SECONDARIA II GRADO,5,61,55,6,2,4
202425,NAPS265003,SCUOLA SECONDARIA II GRADO,2,12,12,0,0,0
202425,CE1ELC500C,SCUOLA PRIMARIA,5,15,14,1,1,0
202425,BG1M01300C,SCUOLA SECONDARIA I GRADO,2,142,138,4,3,1
202425,MIPM06500R,SCUOLA SECONDARIA II GRADO,2,17,17,0,0,0
202425,BOPSHR500B,SCUOLA SECONDARIA II GRADO,3,39,39,0,0,0
202425,CS1E002006,SCUOLA PRIMARIA,4,24,24,0,0,0
202425,NA1M011001,SCUOLA SECONDARIA I GRADO,2,9,9,0,0,0
202425,PG1E4Q500B,SCUOLA PRIMARIA,1,8,8,0,0,0
202425,MIRC1N500Z,SCUOLA SECONDARIA II GRADO,2,8,6,2,0,2
202425,PV1M00200A,SCUOLA SECONDARIA I GRADO,3,28,27,1,0,1
202425,VRPS09500G,SCUOLA SECONDARIA II GRADO,5,20,20,0,0,0
202425,NA1E27400L,SCUOLA PRIMARIA,1,64,64,0,0,0
202425,VAPSDE500S,SCUOLA SECONDARIA II GRADO,4,21,21,0,0,0
202425,NA1E05500D,SCUOLA PRIMARIA,4,46,46,0,0,0
202425,BNPS3O5006,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,NA1E21700C,SCUOLA PRIMARIA,4,23,23,0,0,0
202425,COPL025008,SCUOLA SECONDARIA II GRADO,3,30,29,1,1,0
202425,CE1ECZ5004,SCUOLA PRIMARIA,4,10,10,0,0,0
202425,RM1M00600C,SCUOLA SECONDARIA I GRADO,3,27,26,1,1,0
202425,RM1E09600P,SCUOLA PRIMARIA,2,44,43,1,1,0
202425,VA1E00500R,SCUOLA PRIMARIA,4,44,43,1,0,1
202425,VA1E01300Q,SCUOLA PRIMARIA,2,25,25,0,0,0
202425,RM1M04100Q,SCUOLA SECONDARIA I GRADO,3,17,16,1,0,1
202425,BORC10500R,SCUOLA SECONDARIA II GRADO,3,48,45,3,0,3
202425,NA1E192009,SCUOLA PRIMARIA,5,10,10,0,0,0
202425,NARI11500A,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,AV1E008005,SCUOLA PRIMARIA,1,15,15,0,0,0
202425,TO1M056001,SCUOLA SECONDARIA I GRADO,3,85,83,2,1,1
202425,RM1E028004,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,BA1M006008,SCUOLA SECONDARIA I GRADO,1,25,24,1,0,1
202425,RM1E180002,SCUOLA PRIMARIA,5,27,24,3,0,3
202425,RM1E05300R,SCUOLA PRIMARIA,3,24,24,0,0,0
202425,BL1E00200B,SCUOLA PRIMARIA,5,36,34,2,0,2
202425,MEPS045007,SCUOLA SECONDARIA II GRADO,5,4,4,0,0,0
202425,LT1E00300L,SCUOLA PRIMARIA,4,15,14,1,0,1
202425,RM1M149007,SCUOLA SECONDARIA I GRADO,2,40,40,0,0,0
202425,PO1E01700E,SCUOLA PRIMARIA,1,15,7,8,1,7
202425,TV1E00100X,SCUOLA PRIMARIA,5,21,20,1,1,0
202425,SA1E01500D,SCUOLA PRIMARIA,5,15,15,0,0,0
202425,RM1E11800A,SCUOLA PRIMARIA,3,33,33,0,0,0
202425,BS1E011004,SCUOLA PRIMARIA,4,23,22,1,0,1
202425,PA1E02300V,SCUOLA PRIMARIA,1,7,7,0,0,0
202425,CRPSVN500C,SCUOLA SECONDARIA II GRADO,1,27,26,1,1,0
202425,MB1E029008,SCUOLA PRIMARIA,1,52,51,1,0,1
202425,MI1E047001,SCUOLA PRIMARIA,1,71,71,0,0,0
202425,CE1E008002,SCUOLA PRIMARIA,5,23,22,1,0,1
202425,PVPS5H500G,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,MIRF6M5002,SCUOLA SECONDARIA II GRADO,5,26,6,20,0,20
202425,NA1E26100E,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,SATD4U500A,SCUOLA SECONDARIA II GRADO,4,14,14,0,0,0
202425,LO1M010007,SCUOLA SECONDARIA I GRADO,1,39,38,1,0,1
202425,PD1E00900C,SCUOLA PRIMARIA,2,12,11,1,0,1
202425,NA1E214001,SCUOLA PRIMARIA,5,12,5,7,3,4
202425,NATF30500A,SCUOLA SECONDARIA II GRADO,5,64,58,6,1,5
202425,RMSLBH500V,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,BGPC02500G,SCUOLA SECONDARIA II GRADO,4,8,8,0,0,0
202425,PR1M008004,SCUOLA SECONDARIA I GRADO,2,48,48,0,0,0
202425,RMPS305007,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,MB1E06800V,SCUOLA PRIMARIA,3,11,10,1,0,1
202425,BGSLN6500G,SCUOLA SECONDARIA II GRADO,1,30,30,0,0,0
202425,PA1EDC5004,SCUOLA PRIMARIA,2,7,7,0,0,0
202425,RM1E08200R,SCUOLA PRIMARIA,1,4,2,2,0,2
202425,NARI11500A,SCUOLA SECONDARIA II GRADO,1,7,7,0,0,0
202425,RM1ERH5009,SCUOLA PRIMARIA,3,18,9,9,1,8
202425,BS1M02100X,SCUOLA SECONDARIA I GRADO,2,34,32,2,0,2
202425,TO1E02600X,SCUOLA PRIMARIA,5,43,40,3,0,3
202425,NARF0S5001,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
202425,VR1M00900B,SCUOLA SECONDARIA I GRADO,1,31,30,1,0,1
202425,BG1E019006,SCUOLA PRIMARIA,2,21,21,0,0,0
202425,SAPSM3500V,SCUOLA SECONDARIA II GRADO,4,1,1,0,0,0
202425,PA1M01700R,SCUOLA SECONDARIA I GRADO,1,15,14,1,1,0
202425,PR1E00800V,SCUOLA PRIMARIA,5,23,21,2,0,2
202425,LC1E004001,SCUOLA PRIMARIA,2,22,22,0,0,0
202425,VI1M008007,SCUOLA SECONDARIA I GRADO,3,27,23,4,0,4
202425,NATDLM500R,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,CSRH5I5000,SCUOLA SECONDARIA II GRADO,1,4,4,0,0,0
202425,NA1EM9500T,SCUOLA PRIMARIA,3,17,17,0,0,0
202425,TO1E02900B,SCUOLA PRIMARIA,2,21,21,0,0,0
202425,CE1E00600A,SCUOLA PRIMARIA,2,19,19,0,0,0
202425,PG1E00400E,SCUOLA PRIMARIA,5,13,11,2,0,2
202425,TV1E01000P,SCUOLA PRIMARIA,5,44,40,4,3,1
202425,NARH96500S,SCUOLA SECONDARIA II GRADO,3,21,21,0,0,0
202425,METAR6500G,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
202425,VAPSQF500T,SCUOLA SECONDARIA II GRADO,1,27,27,0,0,0
202425,VARFS2500Z,SCUOLA SECONDARIA II GRADO,3,23,23,0,0,0
202425,RM1E00800V,SCUOLA PRIMARIA,2,20,19,1,1,0
202425,RMPSPN500P,SCUOLA SECONDARIA II GRADO,4,29,29,0,0,0
202425,LETD075009,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
202425,MBPL20500D,SCUOLA SECONDARIA II GRADO,3,27,26,1,0,1
202425,NA1E17400Q,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,TO1M04600A,SCUOLA SECONDARIA I GRADO,2,56,54,2,1,1
202425,SATDH85000,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
202425,TO1E040006,SCUOLA PRIMARIA,5,46,43,3,1,2
202425,MIPSRS500B,SCUOLA SECONDARIA II GRADO,1,13,11,2,0,2
202425,SATD125002,SCUOLA SECONDARIA II GRADO,1,5,4,1,0,1
202425,MEPMEB500L,SCUOLA SECONDARIA II GRADO,1,3,2,1,0,1
202425,MN1M001009,SCUOLA SECONDARIA I GRADO,3,44,40,4,0,4
202425,RE1E00400N,SCUOLA PRIMARIA,4,25,23,2,1,1
202425,TOPLRN500U,SCUOLA SECONDARIA II GRADO,5,6,5,1,0,1
202425,NOSL015004,SCUOLA SECONDARIA II GRADO,1,1,1,0,0,0
202425,NATD21500T,SCUOLA SECONDARIA II GRADO,5,60,55,5,0,5
202425,SAPC005001,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,TO1M01400V,SCUOLA SECONDARIA I GRADO,1,26,24,2,1,1
202425,VEPL01500T,SCUOLA SECONDARIA II GRADO,1,5,5,0,0,0
202425,RM1E03300G,SCUOLA PRIMARIA,4,36,32,4,0,4
202425,CE1E015005,SCUOLA PRIMARIA,1,20,19,1,0,1
202425,NATNB7500P,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,TO1E00500V,SCUOLA PRIMARIA,3,16,6,10,3,7
202425,NAPS39500Q,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
202425,SARHRM500C,SCUOLA SECONDARIA II GRADO,3,8,7,1,0,1
202425,MI1E062003,SCUOLA PRIMARIA,1,54,50,4,1,3
202425,MEPCPD5001,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
202425,SSPL015003,SCUOLA SECONDARIA II GRADO,4,1,1,0,0,0
202425,NATF365002,SCUOLA SECONDARIA II GRADO,4,2,2,0,0,0
202425,LC1E00700C,SCUOLA PRIMARIA,3,21,21,0,0,0
202425,CT1E004001,SCUOLA PRIMARIA,5,26,24,2,0,2
202425,RCTD5M5009,SCUOLA SECONDARIA II GRADO,1,7,7,0,0,0
202425,SATDR35003,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,FIPS065005,SCUOLA SECONDARIA II GRADO,3,2,2,0,0,0
202425,MIRF105007,SCUOLA SECONDARIA II GRADO,3,21,19,2,0,2
202425,CA1EUL5004,SCUOLA PRIMARIA,1,4,3,1,0,1
202425,PVSL1E500O,SCUOLA SECONDARIA II GRADO,3,7,6,1,0,1
202425,NA1E114004,SCUOLA PRIMARIA,3,12,12,0,0,0
202425,RMPL48500Q,SCUOLA SECONDARIA II GRADO,5,27,26,1,0,1
202425,MO1E004008,SCUOLA PRIMARIA,1,25,25,0,0,0
202425,RM1M10900R,SCUOLA SECONDARIA I GRADO,3,17,16,1,0,1
202425,NA1E221004,SCUOLA PRIMARIA,1,6,6,0,0,0
202425,RM1E13800G,SCUOLA PRIMARIA,2,70,68,2,2,0
202425,AL1M006003,SCUOLA SECONDARIA I GRADO,3,38,36,2,1,1
202425,RM1M01400B,SCUOLA SECONDARIA I GRADO,3,45,45,0,0,0
202425,RM1E10300L,SCUOLA PRIMARIA,4,47,46,1,1,0
202425,NOPL6T5005,SCUOLA SECONDARIA II GRADO,2,14,12,2,1,1
202425,BGRF2Q5004,SCUOLA SECONDARIA II GRADO,4,25,23,2,0,2
202425,RM1EII500V,SCUOLA PRIMARIA,4,1,1,0,0,0
202425,RM1E077009,SCUOLA PRIMARIA,1,11,2,9,1,8
202425,ATPS715002,SCUOLA SECONDARIA II GRADO,5,27,25,2,1,1
202425,NAPC7C5006,SCUOLA SECONDARIA II GRADO,5,18,18,0,0,0
202425,CAPQ00500E,SCUOLA SECONDARIA II GRADO,3,21,20,1,1,0
202425,RM1E171007,SCUOLA PRIMARIA,5,21,18,3,3,0
202425,MBPS8T500R,SCUOLA SECONDARIA II GRADO,2,26,26,0,0,0
202425,FO1M00500P,SCUOLA SECONDARIA I GRADO,3,18,18,0,0,0
202425,COTAV75005,SCUOLA SECONDARIA II GRADO,5,22,22,0,0,0
202425,LU1E00700B,SCUOLA PRIMARIA,1,25,23,2,1,1
202425,MITFDH5000,SCUOLA SECONDARIA II GRADO,2,28,28,0,0,0
202425,LT1EUB500E,SCUOLA PRIMARIA,3,10,9,1,0,1
202425,BG1E00700X,SCUOLA PRIMARIA,4,71,61,10,2,8
202425,NA1E24000D,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,TV1E00400B,SCUOLA PRIMARIA,5,50,47,3,0,3
202425,UD1E008003,SCUOLA PRIMARIA,3,23,22,1,0,1
202425,CE1E06800N,SCUOLA PRIMARIA,1,10,10,0,0,0
202425,BO1M01300A,SCUOLA SECONDARIA I GRADO,2,60,60,0,0,0
202425,RM1M09800G,SCUOLA SECONDARIA I GRADO,2,19,18,1,0,1
202425,MB1M018003,SCUOLA SECONDARIA I GRADO,2,85,83,2,0,2
202425,TVPS05500D,SCUOLA SECONDARIA II GRADO,4,11,11,0,0,0
202425,TV1E00800P,SCUOLA PRIMARIA,5,31,28,3,0,3
202425,MI1E089003,SCUOLA PRIMARIA,1,7,6,1,0,1
202425,TV1E00700V,SCUOLA PRIMARIA,5,21,20,1,1,0
202425,FIPM69500H,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
202425,BSPSB05000,SCUOLA SECONDARIA II GRADO,4,20,19,1,0,1
202425,RMTDSN500S,SCUOLA SECONDARIA II GRADO,4,5,4,1,0,1
202425,SATAFU500S,SCUOLA SECONDARIA II GRADO,3,19,19,0,0,0
202425,GE1E01700B,SCUOLA PRIMARIA,4,17,13,4,0,4
202425,MO1E00200L,SCUOLA PRIMARIA,3,33,28,5,1,4
202425,LU1E003004,SCUOLA PRIMARIA,5,6,5,1,0,1
202425,GO1E00100A,SCUOLA PRIMARIA,3,30,29,1,1,0
202425,NA1E241009,SCUOLA PRIMARIA,5,9,8,1,0,1
202425,RMSL015004,SCUOLA SECONDARIA II GRADO,5,18,17,1,0,1
202425,RMPME45007,SCUOLA SECONDARIA II GRADO,4,14,13,1,1,0
202425,RMPSPG500N,SCUOLA SECONDARIA II GRADO,4,14,12,2,0,2
202425,MO1EF4500G,SCUOLA PRIMARIA,4,12,10,2,0,2
202425,MBPM005002,SCUOLA SECONDARIA II GRADO,5,26,26,0,0,0
202425,MB1EQT500D,SCUOLA PRIMARIA,4,15,15,0,0,0
202425,TO1M055005,SCUOLA SECONDARIA I GRADO,1,17,16,1,1,0
202425,PDTD01500R,SCUOLA SECONDARIA II GRADO,1,15,14,1,0,1
202425,NA1E17000C,SCUOLA PRIMARIA,3,14,14,0,0,0
202425,RMPS44500E,SCUOLA SECONDARIA II GRADO,5,15,14,1,0,1
202425,SSPS00500N,SCUOLA SECONDARIA II GRADO,1,1,1,0,0,0
202425,SARF6Q5004,SCUOLA SECONDARIA II GRADO,1,5,5,0,0,0
202425,PA1E00400D,SCUOLA PRIMARIA,2,27,27,0,0,0
202425,MIPMN45001,SCUOLA SECONDARIA II GRADO,2,9,6,3,0,3
202425,AVTFVM500N,SCUOLA SECONDARIA II GRADO,2,8,7,1,0,1
202425,SATF6H500T,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
202425,BATD01500V,SCUOLA SECONDARIA II GRADO,3,6,6,0,0,0
202425,LISL00500B,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,BG1EUA5004,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,VRPM01500Q,SCUOLA SECONDARIA II GRADO,2,39,37,2,1,1
202425,CERH015004,SCUOLA SECONDARIA II GRADO,3,23,22,1,0,1
202425,RMTB04500X,SCUOLA SECONDARIA II GRADO,4,13,12,1,1,0
202425,ALPS005007,SCUOLA SECONDARIA II GRADO,2,14,14,0,0,0
202425,RM1M002005,SCUOLA SECONDARIA I GRADO,3,11,11,0,0,0
202425,VR1E00700E,SCUOLA PRIMARIA,3,15,13,2,0,2
202425,UD1MD8500H,SCUOLA SECONDARIA I GRADO,1,9,9,0,0,0
202425,BS1E0E500A,SCUOLA PRIMARIA,1,10,9,1,0,1
202425,MB1E04900D,SCUOLA PRIMARIA,2,52,49,3,1,2
202425,MB1E04100V,SCUOLA PRIMARIA,2,45,44,1,0,1
202425,PGPSVU500T,SCUOLA SECONDARIA II GRADO,5,8,6,2,0,2
202425,CH1E005007,SCUOLA PRIMARIA,1,8,8,0,0,0
202425,MI1E08000L,SCUOLA PRIMARIA,2,16,13,3,0,3
202425,GE1E01000L,SCUOLA PRIMARIA,2,41,41,0,0,0
202425,NARF2D500G,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,BGTFUM500Z,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,FG1E00500G,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,MIPLVI500L,SCUOLA SECONDARIA II GRADO,1,25,24,1,1,0
202425,RMSL015004,SCUOLA SECONDARIA II GRADO,3,19,19,0,0,0
202425,VA1M018004,SCUOLA SECONDARIA I GRADO,2,5,2,3,0,3
202425,FG1E024001,SCUOLA PRIMARIA,3,13,10,3,2,1
202425,MB1E037007,SCUOLA PRIMARIA,1,52,51,1,1,0
202425,VBRH155008,SCUOLA SECONDARIA II GRADO,1,8,7,1,0,1
202425,CLTD095008,SCUOLA SECONDARIA II GRADO,5,28,27,1,1,0
202425,LE1M00400B,SCUOLA SECONDARIA I GRADO,2,31,28,3,1,2
202425,RM1E03800P,SCUOLA PRIMARIA,4,6,2,4,0,4
202425,NAPC095002,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,TV1M002001,SCUOLA SECONDARIA I GRADO,2,23,20,3,2,1
202425,NAPS4U500S,SCUOLA SECONDARIA II GRADO,5,23,21,2,0,2
202425,BG1E00400C,SCUOLA PRIMARIA,1,34,29,5,0,5
202425,TO1M004008,SCUOLA SECONDARIA I GRADO,1,69,66,3,2,1
202425,PATDEE500L,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,FIPC035006,SCUOLA SECONDARIA II GRADO,2,7,7,0,0,0
202425,MBPSIE500B,SCUOLA SECONDARIA II GRADO,3,22,20,2,0,2
202425,PRTD02500N,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
202425,BNTFOA500V,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,NA1E106005,SCUOLA PRIMARIA,5,31,30,1,0,1
202425,BG1M006009,SCUOLA SECONDARIA I GRADO,3,50,50,0,0,0
202425,PD1E006001,SCUOLA PRIMARIA,5,17,17,0,0,0
202425,MITDOT5002,SCUOLA SECONDARIA II GRADO,3,8,7,1,1,0
202425,GE1E033009,SCUOLA PRIMARIA,5,34,28,6,0,6
202425,RM1E12500D,SCUOLA PRIMARIA,4,20,19,1,0,1
202425,AT1M00200R,SCUOLA SECONDARIA I GRADO,1,10,9,1,0,1
202425,FI1E00900G,SCUOLA PRIMARIA,3,21,11,10,0,10
202425,REPS00500P,SCUOLA SECONDARIA II GRADO,4,12,12,0,0,0
202425,VA1E00700C,SCUOLA PRIMARIA,5,41,40,1,0,1
202425,RM1M07600P,SCUOLA SECONDARIA I GRADO,2,61,60,1,1,0
202425,PG1M001008,SCUOLA SECONDARIA I GRADO,2,22,21,1,0,1
202425,CR1M00200X,SCUOLA SECONDARIA I GRADO,2,40,38,2,0,2
202425,MIPSN6500B,SCUOLA SECONDARIA II GRADO,4,14,14,0,0,0
202425,RC1E01100G,SCUOLA PRIMARIA,3,10,9,1,0,1
202425,BGTB015001,SCUOLA SECONDARIA II GRADO,5,59,51,8,4,4
202425,MB1M01500G,SCUOLA SECONDARIA I GRADO,3,48,48,0,0,0
202425,MI1E038006,SCUOLA PRIMARIA,4,29,28,1,1,0
202425,NARHCV500Q,SCUOLA SECONDARIA II GRADO,5,105,100,5,1,4
202425,CE1E045001,SCUOLA PRIMARIA,4,14,14,0,0,0
202425,FIPS02500P,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,RMTD355004,SCUOLA SECONDARIA II GRADO,2,7,7,0,0,0
202425,PAPS3Q5009,SCUOLA SECONDARIA II GRADO,5,46,45,1,1,0
202425,MI1M09400Q,SCUOLA SECONDARIA I GRADO,2,24,24,0,0,0
202425,PC1E00300V,SCUOLA PRIMARIA,3,24,24,0,0,0
202425,AL1E005002,SCUOLA PRIMARIA,2,42,39,3,1,2
202425,GE1E019003,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,MNPC015004,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
202425,PT1M00200Q,SCUOLA SECONDARIA I GRADO,3,23,20,3,1,2
202425,RM1M11800G,SCUOLA SECONDARIA I GRADO,3,75,73,2,1,1
202425,RMRH12500C,SCUOLA SECONDARIA II GRADO,4,14,13,1,0,1
202425,PO1M02000G,SCUOLA SECONDARIA I GRADO,3,47,34,13,0,13
202425,SRRHFP500H,SCUOLA SECONDARIA II GRADO,4,3,3,0,0,0
202425,MIPMCF500Z,SCUOLA SECONDARIA II GRADO,1,15,12,3,2,1
202425,UDTFI2500I,SCUOLA SECONDARIA II GRADO,2,19,19,0,0,0
202425,PN1M00100D,SCUOLA SECONDARIA I GRADO,1,58,56,2,0,2
202425,BGPSH85002,SCUOLA SECONDARIA II GRADO,5,15,14,1,0,1
