STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ008_SQ003,Support social enterprises-Procurement authority,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ004,Gender equality and responsiveness,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_J2-SQ004,Regulatory and compliance risks,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_F2-SQ004_SQ002,Trainings-From central/federal budget,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D3-SQ005_SQ005,Human and labour rights-No prioritisation of objectives,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ010_SQ007,Promoting accessibility-We put in place a different institutional structure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ001_SQ002,Green public procurement-Inter-ministerial body,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A7-SQ002,Summary of preliminary market consultation(s),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ008_SQ005,Support social enterprises-An independent organisation,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_L1-SQ005,Mechanisms are in place to follow the execution (alignment between procurement and budgetary executions),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_J2-SQ005,Sustainability risks,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_B1-SQ003,Provisions that prevent the government from contracting with suppliers involved in corruption,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D3-SQ012_SQ005,Support for re-industrialisation-No prioritisation of objectives,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ005_SQ001,Human and labour rights-Line ministry,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A6-SQ005,Defence and national security-related procurement,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A1-SQ003,Tender announcement,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_G4-SQ001,No,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_B2-SQ007,Public procurement officials are prohibited from holding certain positions after leaving the office,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A7-SQ006,Technical specifications,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ003,Innovation procurement,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ001_SQ004,Green public procurement-Central purchasing body (CPB),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ006_SQ001,Support small and medium-sized enterprises (SMEs)-Line ministry,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ005_SQ002,Human and labour rights-Inter-ministerial body,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A7-SQ009,Shortlisted firms,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ008_SQ007,Support social enterprises-We put in place a different institutional structure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A7-SQ005,Bidding documents,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_E4-SQ004,Voluntary preliminary market consultation,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_B1-SQ001,Provisions that establish the principles of integrity* for the public procurement system(e.g. principle of integrity is included and clearly explained in the public procurement law),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H4-SQ016,Innovation procurement,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_D8-SQ005,Networking & events,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ012_SQ008,Support for re-industrialisation-Not clear/Not sure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A3-SQ003,"Obligation to declare infringement of laws (labour, human rights, etc.) during contract execution)",2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D3-SQ002_SQ005,Circular public procurement-No prioritisation of objectives,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ005_SQ005,Human and labour rights-An independent organisation,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ010,Promoting accessibility,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ010_SQ004,Promoting accessibility-Central purchasing body (CPB),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H4-SQ006,Market analysis and consultation,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ004_SQ007,Gender equality and responsiveness-We put in place a different institutional structure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_F3-SQ007,Contracts with options,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ003_SQ006,Innovation procurement-Competence centre* or similar,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_B1-SQ005,Provisions that ensure that government does not explicitly or inadvertently discriminate against specific groups of suppliers,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H4-SQ008,Contract award criteria (quality criteria),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_F2-SQ005_SQ004,Technical advice on individual procurement-Not applicable,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_F3-SQ001,Centralised purchasing,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A7-SQ001,Procurement plans (about forecasted government need),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ013_SQ008,Increased resilience (securing supply chains)-Not clear/Not sure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ005_SQ006,Human and labour rights-Competence centre* or similar,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_I2-SQ004,"Strategic (e.g. share of sustainable goods and services, share of procurement awarded to SMEs (in terms of number and volume), share of procurement involving innovation features)",2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_K1-SQ001,Ex ante control procedures (internal and external),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A4-SQ003,External audit,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_I2-SQ75615,"Efficiency (e.g.  savings (in terms of monetary value and time), level of market participation in specific procedures, duration of procurement processes (including vetting))",2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_C6-SQ009,Other,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_B1-SQ004,Provisions that ensure that private interests of the public procurement officials do not inappropriately impact public procurement decisions,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D3-SQ006_SQ001,Support small and medium-sized enterprises (SMEs)-Prioritisation based on product categories,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ003_SQ003,Innovation procurement-Procurement authority,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ008,Support social enterprises,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_C6-SQ003,Encouraging Joint-bidding/consortia,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D9-SQ005,The impact is not currently evaluated,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_B5-SQ002,"Measures to ensure appropriate supply-chain transparency (e.g. due diligence, certifications, etc.)",2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ009_SQ008,Indigenous people-Not clear/Not sure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_C1-SQ002,Yes as part of wider procurement strategy,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A2-SQ001,Online central platform,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_F2-SQ001_SQ003,Management of framework agreements / DPS-From user fees,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A7-SQ007,Evaluation criteria (selection and award),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_B4-SQ001,"Yes, with a fixed period (if so, how long)",2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H4-SQ015,Socially responsible public procurement,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_J3-SQ002,Dedicated guidance,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_C6-SQ002,Encouraging the division of processes into lots,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A1-SQ007,Notification of award,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ004_SQ005,Gender equality and responsiveness-An independent organisation,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_F1-SQ002,Sector specific (Health),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ006_SQ002,Support small and medium-sized enterprises (SMEs)-Inter-ministerial body,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_F6-SQ002,Standardised bidding documents,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D3-SQ007_SQ005,Support responsible business conduct-No prioritisation of objectives,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H4-SQ018,Negotiations,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H2-SQ002,Training course,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_F1-SQ001,National/Federal CPB (general commodities),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ005_SQ007,Human and labour rights-We put in place a different institutional structure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H2-SQ009,Help desk,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_F2-SQ001_SQ002,Management of framework agreements / DPS-From central/federal budget,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ008_SQ001,Support social enterprises-Line ministry,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ008_SQ002,Support social enterprises-Inter-ministerial body,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ001,Green public procurement*,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ010_SQ003,Promoting accessibility-Procurement authority,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ006_SQ004,Support small and medium-sized enterprises (SMEs)-Central purchasing body (CPB),2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H4-SQ004,Procurement planning,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ003_SQ001,Innovation procurement-Line ministry,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_J3-SQ003,Training,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_H4-SQ014,Green public procurement,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ007,Support responsible business conduct*,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ005,Human and labor rights,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_F3-SQ003,E-catalogues,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_A7-SQ008,Clarifications to bidders’ questions,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ007_SQ008,Support responsible business conduct-Not clear/Not sure,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_G6-SQ002,Budgeting systems,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MC_D1-SQ002,Circular public procurement,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_AN_D4-SQ003_SQ002,Innovation procurement-Inter-ministerial body,2024,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,BEL,Belgium,A,Annual,Q_MCC_F1-SQ003,Sector specific (ICT),2024,,1,,A,Normal value,0,Units
