ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202425,NAEE8BE02C,SCUOLA PRIMARIA,4,2,19,10
202425,NOEE82403L,SCUOLA PRIMARIA,1,1,4,10
202425,PCEE00403G,SCUOLA PRIMARIA,5,3,24,44
202425,NAMM8B301P,SCUOLA SECONDARIA I GRADO,2,5,44,38
202425,SOMM81301D,SCUOLA SECONDARIA I GRADO,3,2,26,22
202425,RCMM839014,SCUOLA SECONDARIA I GRADO,2,1,8,3
202425,BSEE88502C,SCUOLA PRIMARIA,4,1,14,9
202425,SREE85101C,SCUOLA PRIMARIA,2,2,19,13
202425,TOEE8BV01T,SCUOLA PRIMARIA,5,4,38,38
202425,SRMM83301T,SCUOLA SECONDARIA I GRADO,1,8,80,60
202425,FIEE86403X,SCUOLA PRIMARIA,4,1,16,7
202425,CAMM848093,SCUOLA SECONDARIA I GRADO,1,1,5,5
202425,CREE813053,SCUOLA PRIMARIA,4,2,19,16
202425,NAMM8FS019,SCUOLA SECONDARIA I GRADO,3,4,46,29
202425,APMM83701B,SCUOLA SECONDARIA I GRADO,1,6,59,88
202425,VCMM810016,SCUOLA SECONDARIA I GRADO,1,7,64,77
202425,PCMM00300G,SCUOLA SECONDARIA I GRADO,2,12,149,133
202425,TORC05401V,SCUOLA SECONDARIA II GRADO,3,5,28,69
202425,BREE848011,SCUOLA PRIMARIA,5,3,22,20
202425,AREE83602V,SCUOLA PRIMARIA,5,1,13,11
202425,NAEE8EW013,SCUOLA PRIMARIA,2,3,24,26
202425,RMEE8FF04Q,SCUOLA PRIMARIA,2,1,13,7
202425,NOEE82502B,SCUOLA PRIMARIA,4,1,8,10
202425,MSEE81906G,SCUOLA PRIMARIA,1,1,2,7
202425,LUEE84904A,SCUOLA PRIMARIA,2,1,9,11
202425,BATH040009,SCUOLA SECONDARIA II GRADO,1,5,100,16
202425,NAEE8F804C,SCUOLA PRIMARIA,4,1,8,6
202425,RMEE8G0029,SCUOLA PRIMARIA,1,2,15,15
202425,RMTF108014,SCUOLA SECONDARIA II GRADO,2,3,51,11
202425,BGEE87507E,SCUOLA PRIMARIA,3,1,15,6
202425,NUEE865056,SCUOLA PRIMARIA,3,1,3,5
202425,SAEE8BV02V,SCUOLA PRIMARIA,5,2,18,10
202425,GEEE843081,SCUOLA PRIMARIA,3,1,2,5
202425,BSEE82101C,SCUOLA PRIMARIA,4,3,20,26
202425,SSEE806023,SCUOLA PRIMARIA,2,3,20,26
202425,TOEE8AM02C,SCUOLA PRIMARIA,5,2,9,26
202425,CSRI07201X,SCUOLA SECONDARIA II GRADO,1,1,20,0
202425,FIMM83501R,SCUOLA SECONDARIA I GRADO,2,8,90,69
202425,APEE804015,SCUOLA PRIMARIA,2,1,14,15
202425,BLEE81804T,SCUOLA PRIMARIA,1,1,11,11
202425,PSEE83901Q,SCUOLA PRIMARIA,4,2,21,20
202425,RMMM89901V,SCUOLA SECONDARIA I GRADO,1,6,59,64
202425,CHEE034023,SCUOLA PRIMARIA,4,1,3,1
202425,MNEE806011,SCUOLA PRIMARIA,5,3,40,25
202425,TAMM87101G,SCUOLA SECONDARIA I GRADO,3,5,55,54
202425,PGEE05701T,SCUOLA PRIMARIA,4,3,29,29
202425,VCMM81302P,SCUOLA SECONDARIA I GRADO,3,1,7,10
202425,NOEE80801L,SCUOLA PRIMARIA,5,1,13,9
202425,PTEE81403L,SCUOLA PRIMARIA,2,1,13,12
202425,LEEE882015,SCUOLA PRIMARIA,4,2,15,18
202425,BAEE88202B,SCUOLA PRIMARIA,1,5,50,39
202425,VREE89304G,SCUOLA PRIMARIA,5,1,7,16
202425,ANEE81802D,SCUOLA PRIMARIA,1,2,24,15
202425,RMPS130017,SCUOLA SECONDARIA II GRADO,1,3,32,31
202425,LOEE81102L,SCUOLA PRIMARIA,3,1,5,12
202425,VETF04000T,SCUOLA SECONDARIA II GRADO,4,7,160,8
202425,MTRI014014,SCUOLA SECONDARIA II GRADO,2,1,17,0
202425,BGEE86602E,SCUOLA PRIMARIA,3,1,14,8
202425,VEEE868047,SCUOLA PRIMARIA,4,2,17,16
202425,MEEE83201N,SCUOLA PRIMARIA,3,1,10,9
202425,CAMM84803R,SCUOLA SECONDARIA I GRADO,3,1,1,0
202425,MCEE828062,SCUOLA PRIMARIA,2,1,3,7
202425,APEE81301X,SCUOLA PRIMARIA,2,1,8,12
202425,AVEE886014,SCUOLA PRIMARIA,1,1,11,10
202425,VEPM02000G,SCUOLA SECONDARIA II GRADO,4,13,96,203
202425,REEE83601V,SCUOLA PRIMARIA,5,1,9,10
202425,NUPC010006,SCUOLA SECONDARIA II GRADO,4,4,20,58
202425,FRPS010009,SCUOLA SECONDARIA II GRADO,2,11,140,102
202425,VIEE88103X,SCUOLA PRIMARIA,5,1,9,11
202425,CNEE84705A,SCUOLA PRIMARIA,3,1,2,6
202425,BSMM858012,SCUOLA SECONDARIA I GRADO,1,3,31,33
202425,CRPM02000E,SCUOLA SECONDARIA II GRADO,2,10,38,192
202425,CEEE8A3017,SCUOLA PRIMARIA,4,2,13,11
202425,BGEE817018,SCUOLA PRIMARIA,1,2,21,23
202425,NAEE8D901X,SCUOLA PRIMARIA,5,1,9,5
202425,PDMM870033,SCUOLA SECONDARIA I GRADO,3,3,32,38
202425,VBEE806044,SCUOLA PRIMARIA,4,1,6,7
202425,RMEE85101V,SCUOLA PRIMARIA,4,2,24,20
202425,SPEE806019,SCUOLA PRIMARIA,3,1,10,6
202425,NARH02101A,SCUOLA SECONDARIA II GRADO,2,5,81,41
202425,PIEE81901P,SCUOLA PRIMARIA,3,2,20,18
202425,BGEE81105D,SCUOLA PRIMARIA,3,2,26,23
202425,TVEE850031,SCUOLA PRIMARIA,1,1,13,9
202425,UDMM84505V,SCUOLA SECONDARIA I GRADO,2,1,11,5
202425,CREE82103X,SCUOLA PRIMARIA,1,1,13,8
202425,MOTD030507,SCUOLA SECONDARIA II GRADO,5,1,15,20
202425,GRTD00101G,SCUOLA SECONDARIA II GRADO,3,3,27,35
202425,BOTD01601P,SCUOLA SECONDARIA II GRADO,2,5,47,55
202425,PGEE82901L,SCUOLA PRIMARIA,3,1,7,6
202425,PAEE8AN01N,SCUOLA PRIMARIA,5,3,32,41
202425,PAPC12000A,SCUOLA SECONDARIA II GRADO,4,3,11,37
202425,CSRH07201C,SCUOLA SECONDARIA II GRADO,3,1,13,0
202425,GOEE810031,SCUOLA PRIMARIA,2,1,10,4
202425,ROEE81402G,SCUOLA PRIMARIA,3,1,11,12
202425,TOEE82802A,SCUOLA PRIMARIA,2,2,13,15
202425,MSRC00651P,SCUOLA SECONDARIA II GRADO,3,2,7,13
202425,CSMM84602N,SCUOLA SECONDARIA I GRADO,3,1,6,1
202425,CEEE849012,SCUOLA PRIMARIA,4,4,29,45
202425,VVRH00301C,SCUOLA SECONDARIA II GRADO,4,2,20,13
202425,CSEE831043,SCUOLA PRIMARIA,2,1,7,4
202425,PEPS05000V,SCUOLA SECONDARIA II GRADO,2,9,117,67
202425,RMEE83104R,SCUOLA PRIMARIA,2,1,11,11
202425,NUMM823042,SCUOLA SECONDARIA I GRADO,1,1,9,7
202425,BIEE80102C,SCUOLA PRIMARIA,3,1,13,8
202425,PSMM82601L,SCUOLA SECONDARIA I GRADO,2,3,31,33
202425,NAEE185011,SCUOLA PRIMARIA,2,2,16,22
202425,GEEE811016,SCUOLA PRIMARIA,4,4,52,39
202425,CNEE835043,SCUOLA PRIMARIA,7,2,15,13
202425,VREE89806R,SCUOLA PRIMARIA,2,2,18,10
202425,FGEE87401Q,SCUOLA PRIMARIA,1,5,48,46
202425,CTRA03801X,SCUOLA SECONDARIA II GRADO,1,2,24,16
202425,BLMM822019,SCUOLA SECONDARIA I GRADO,1,1,7,3
202425,PVMM813018,SCUOLA SECONDARIA I GRADO,2,3,36,40
202425,CZEE87402P,SCUOLA PRIMARIA,1,1,9,9
202425,VREE84304E,SCUOLA PRIMARIA,3,1,12,14
202425,GREE81801L,SCUOLA PRIMARIA,1,1,11,6
202425,RCRA01401V,SCUOLA SECONDARIA II GRADO,4,2,26,9
202425,MTEE83406R,SCUOLA PRIMARIA,1,3,23,18
202425,GEEE83603L,SCUOLA PRIMARIA,5,1,8,11
202425,FGEE873021,SCUOLA PRIMARIA,2,2,23,19
202425,BAPS029012,SCUOLA SECONDARIA II GRADO,1,1,10,11
202425,MIMM8FE017,SCUOLA SECONDARIA I GRADO,2,4,39,46
202425,TOEE82202B,SCUOLA PRIMARIA,3,1,13,11
202425,AVEE810053,SCUOLA PRIMARIA,3,1,5,5
202425,SAMM8AG03X,SCUOLA SECONDARIA I GRADO,3,1,6,6
202425,PNEE830012,SCUOLA PRIMARIA,2,1,10,12
202425,NUEE86702P,SCUOLA PRIMARIA,1,1,2,5
202425,PZEE894014,SCUOLA PRIMARIA,1,2,13,11
202425,NAMM8C9018,SCUOLA SECONDARIA I GRADO,3,6,62,47
202425,CBEE825092,SCUOLA PRIMARIA,2,2,15,10
202425,BGEE88801A,SCUOLA PRIMARIA,2,1,6,6
202425,CAMM889011,SCUOLA SECONDARIA I GRADO,2,7,74,55
202425,BSTD02801G,SCUOLA SECONDARIA II GRADO,4,1,11,11
202425,CHPC06000T,SCUOLA SECONDARIA II GRADO,3,4,22,61
202425,MIEE8B8019,SCUOLA PRIMARIA,4,3,32,26
202425,LIEE80702Q,SCUOLA PRIMARIA,5,1,2,2
202425,TARH070002,SCUOLA SECONDARIA II GRADO,2,4,39,26
202425,TOMM8BN02T,SCUOLA SECONDARIA I GRADO,1,5,58,37
202425,RMMM827011,SCUOLA SECONDARIA I GRADO,3,3,27,17
202425,PAEE8BS01R,SCUOLA PRIMARIA,2,5,59,55
202425,RMEE8DY035,SCUOLA PRIMARIA,5,2,18,18
202425,MCPS007018,SCUOLA SECONDARIA II GRADO,2,2,10,16
202425,TOEE8AS04V,SCUOLA PRIMARIA,3,1,6,6
202425,PIEE81402L,SCUOLA PRIMARIA,2,1,8,11
202425,PVEE81207Q,SCUOLA PRIMARIA,4,1,11,11
202425,PSEE83002A,SCUOLA PRIMARIA,2,1,7,11
202425,REMM82801V,SCUOLA SECONDARIA I GRADO,1,3,37,35
202425,VRMM845045,SCUOLA SECONDARIA I GRADO,3,1,1,2
202425,FOEE80803R,SCUOLA PRIMARIA,4,1,3,8
202425,TSEE806024,SCUOLA PRIMARIA,4,1,11,10
202425,MEEE869018,SCUOLA PRIMARIA,2,2,14,13
202425,LCRC02000L,SCUOLA SECONDARIA II GRADO,5,6,39,62
202425,BASD053019,SCUOLA SECONDARIA II GRADO,2,4,25,55
202425,BOPS02000D,SCUOLA SECONDARIA II GRADO,5,11,130,73
202425,MCTD00301R,SCUOLA SECONDARIA II GRADO,5,1,15,4
202425,METL00901B,SCUOLA SECONDARIA II GRADO,2,5,35,52
202425,VATF018017,SCUOLA SECONDARIA II GRADO,3,6,113,15
202425,BOMM868012,SCUOLA SECONDARIA I GRADO,3,7,86,69
202425,NOTA00302C,SCUOLA SECONDARIA II GRADO,5,2,13,11
202425,COTF00401G,SCUOLA SECONDARIA II GRADO,2,1,19,0
202425,RMMM8AF01E,SCUOLA SECONDARIA I GRADO,2,8,83,96
202425,COEE833011,SCUOLA PRIMARIA,5,3,30,33
202425,TOMM26100N,SCUOLA SECONDARIA I GRADO,2,12,129,121
202425,RCEE80617G,SCUOLA PRIMARIA,5,2,18,15
202425,VIEE857022,SCUOLA PRIMARIA,1,4,30,42
202425,CSPS07902E,SCUOLA SECONDARIA II GRADO,3,1,8,5
202425,TAEE815029,SCUOLA PRIMARIA,3,1,6,4
202425,LTEE813055,SCUOLA PRIMARIA,5,2,17,12
202425,SAMM88801X,SCUOLA SECONDARIA I GRADO,3,7,66,62
202425,MIEE8EJ02B,SCUOLA PRIMARIA,3,2,15,22
202425,TVEE84403N,SCUOLA PRIMARIA,3,1,14,6
202425,MIMM8EN01L,SCUOLA SECONDARIA I GRADO,3,3,27,30
202425,VIEE86303A,SCUOLA PRIMARIA,2,2,20,23
202425,PGEE02306X,SCUOLA PRIMARIA,5,1,3,8
202425,SIRH030008,SCUOLA SECONDARIA II GRADO,3,4,31,23
202425,CBEE81701P,SCUOLA PRIMARIA,2,1,3,7
202425,TORC02601P,SCUOLA SECONDARIA II GRADO,3,2,10,38
202425,CAMM824038,SCUOLA SECONDARIA I GRADO,1,1,11,3
202425,VIEE81202C,SCUOLA PRIMARIA,4,2,13,20
202425,BSMM881013,SCUOLA SECONDARIA I GRADO,2,7,91,78
202425,LUEE81703T,SCUOLA PRIMARIA,1,2,15,18
202425,APMM805054,SCUOLA SECONDARIA I GRADO,3,1,5,2
202425,CSMM8AX01L,SCUOLA SECONDARIA I GRADO,2,5,41,42
202425,CSEE81101P,SCUOLA PRIMARIA,3,2,23,21
202425,LUEE82807C,SCUOLA PRIMARIA,5,1,11,4
202425,TEEE81606Q,SCUOLA PRIMARIA,1,1,1,3
202425,MIEE8C401L,SCUOLA PRIMARIA,2,2,13,15
202425,BREE81101A,SCUOLA PRIMARIA,3,1,11,10
202425,MIEE8A1021,SCUOLA PRIMARIA,3,1,3,7
202425,PTEE81004A,SCUOLA PRIMARIA,4,1,13,10
202425,BSEE853021,SCUOLA PRIMARIA,3,1,7,7
202425,AQEE026104,SCUOLA PRIMARIA,3,1,1,1
202425,AVEE85708B,SCUOLA PRIMARIA,2,1,6,9
202425,AGEE812018,SCUOLA PRIMARIA,4,1,6,7
202425,MERI01150P,SCUOLA SECONDARIA II GRADO,1,1,7,1
202425,FIEE83102G,SCUOLA PRIMARIA,3,1,6,14
202425,PSEE837069,SCUOLA PRIMARIA,4,2,13,14
202425,TVEE87803R,SCUOLA PRIMARIA,2,1,12,9
202425,BATD01601Q,SCUOLA SECONDARIA II GRADO,3,3,20,25
202425,BNMM834049,SCUOLA SECONDARIA I GRADO,2,1,14,3
202425,CTEE8AR08Q,SCUOLA PRIMARIA,3,2,24,17
202425,CAEE833023,SCUOLA PRIMARIA,4,1,5,8
202425,LOEE805029,SCUOLA PRIMARIA,1,1,2,6
202425,CNEE85903E,SCUOLA PRIMARIA,5,1,6,4
202425,FGTA03701P,SCUOLA SECONDARIA II GRADO,1,6,126,16
202425,PEEE810055,SCUOLA PRIMARIA,5,1,3,0
202425,AREE83701N,SCUOLA PRIMARIA,5,1,8,14
202425,PCEE81205G,SCUOLA PRIMARIA,3,2,20,20
202425,VAEE81802N,SCUOLA PRIMARIA,5,1,10,11
202425,CTTD04902N,SCUOLA SECONDARIA II GRADO,5,2,17,12
202425,TOEE8BF01N,SCUOLA PRIMARIA,2,1,9,11
202425,AQEE83302R,SCUOLA PRIMARIA,4,2,11,19
202425,CAEE86301T,SCUOLA PRIMARIA,5,1,9,10
202425,MEEE8AB04G,SCUOLA PRIMARIA,4,1,9,6
202425,CAMM89301L,SCUOLA SECONDARIA I GRADO,3,6,54,62
202425,CTMM886016,SCUOLA SECONDARIA I GRADO,1,5,40,60
202425,RETF011015,SCUOLA SECONDARIA II GRADO,1,10,181,49
202425,MEEE87601B,SCUOLA PRIMARIA,5,1,12,9
202425,CZEE85815B,SCUOLA PRIMARIA,7,2,19,14
202425,GEEE825014,SCUOLA PRIMARIA,2,1,13,12
202425,UDMM835014,SCUOLA SECONDARIA I GRADO,2,4,40,45
202425,ANMM84001L,SCUOLA SECONDARIA I GRADO,3,4,43,37
202425,MIPS05801N,SCUOLA SECONDARIA II GRADO,1,5,27,104
202425,MNEE812029,SCUOLA PRIMARIA,5,1,11,13
202425,RMTD03201T,SCUOLA SECONDARIA II GRADO,3,3,63,15
202425,GRMM83201T,SCUOLA SECONDARIA I GRADO,3,5,50,52
202425,RMMM8A701A,SCUOLA SECONDARIA I GRADO,3,6,59,66
202425,CAMM80803A,SCUOLA SECONDARIA I GRADO,1,2,15,21
202425,RCEE86702A,SCUOLA PRIMARIA,1,2,14,11
202425,MEEE86202E,SCUOLA PRIMARIA,2,3,29,30
202425,RMEE8BY02V,SCUOLA PRIMARIA,5,3,22,31
202425,TOPS04000B,SCUOLA SECONDARIA II GRADO,1,11,130,144
202425,RMEE8GS032,SCUOLA PRIMARIA,4,1,9,8
202425,SAMM8BN01R,SCUOLA SECONDARIA I GRADO,1,5,46,41
202425,FETD08000Q,SCUOLA SECONDARIA II GRADO,4,7,68,84
202425,CTMM89701L,SCUOLA SECONDARIA I GRADO,2,5,41,43
202425,AGEE83806N,SCUOLA PRIMARIA,1,2,16,13
202425,MSEE816053,SCUOLA PRIMARIA,2,1,11,9
202425,RMEE86501R,SCUOLA PRIMARIA,4,4,47,37
202425,FGEE806015,SCUOLA PRIMARIA,1,2,20,9
202425,SAEE890066,SCUOLA PRIMARIA,5,1,8,15
202425,NAPS14601T,SCUOLA SECONDARIA II GRADO,4,2,27,8
202425,MITF07901R,SCUOLA SECONDARIA II GRADO,1,2,2,37
202425,ROEE81606B,SCUOLA PRIMARIA,1,1,9,7
202425,NAEE8HA03T,SCUOLA PRIMARIA,5,1,5,9
202425,SRMM81901G,SCUOLA SECONDARIA I GRADO,3,5,50,54
202425,TOEE88001A,SCUOLA PRIMARIA,5,2,17,17
202425,LEPS05201T,SCUOLA SECONDARIA II GRADO,5,9,96,90
202425,AVRH018504,SCUOLA SECONDARIA II GRADO,4,1,2,10
202425,RMEE833019,SCUOLA PRIMARIA,5,2,22,17
202425,SSMM848013,SCUOLA SECONDARIA I GRADO,2,4,43,31
202425,SATD06901X,SCUOLA SECONDARIA II GRADO,1,1,15,9
202425,PZEE88903P,SCUOLA PRIMARIA,2,4,35,28
202425,TOEE836029,SCUOLA PRIMARIA,4,2,25,18
202425,VCMM81503B,SCUOLA SECONDARIA I GRADO,2,1,7,15
202425,SOMM816011,SCUOLA SECONDARIA I GRADO,1,1,10,16
202425,COEE809025,SCUOLA PRIMARIA,2,1,7,8
202425,VBEE806044,SCUOLA PRIMARIA,3,1,4,6
202425,CLEE81702R,SCUOLA PRIMARIA,1,1,7,8
202425,CEEE85401D,SCUOLA PRIMARIA,3,1,5,7
202425,SREE808016,SCUOLA PRIMARIA,2,2,25,8
202425,SAPC120011,SCUOLA SECONDARIA II GRADO,2,1,9,8
202425,VAMM81901B,SCUOLA SECONDARIA I GRADO,2,4,39,40
202425,RMTF110003,SCUOLA SECONDARIA II GRADO,5,8,98,59
202425,CTEE8AM02A,SCUOLA PRIMARIA,2,1,10,15
202425,NAPC300002,SCUOLA SECONDARIA II GRADO,3,10,30,166
202425,RMEE8BT01T,SCUOLA PRIMARIA,2,3,31,23
202425,SRTF00301N,SCUOLA SECONDARIA II GRADO,4,1,22,0
202425,VATD22000N,SCUOLA SECONDARIA II GRADO,2,8,83,124
202425,VVEE82205Q,SCUOLA PRIMARIA,4,1,5,8
202425,VVEE80314R,SCUOLA PRIMARIA,1,1,9,9
202425,BGEE892034,SCUOLA PRIMARIA,2,1,6,2
202425,ANEE84603P,SCUOLA PRIMARIA,2,3,22,20
202425,PDTF02000E,SCUOLA SECONDARIA II GRADO,1,10,192,14
202425,VCRI01901B,SCUOLA SECONDARIA II GRADO,2,6,42,40
202425,CAMM81802X,SCUOLA SECONDARIA I GRADO,2,2,13,17
202425,VAMM83301N,SCUOLA SECONDARIA I GRADO,1,1,14,9
202425,BSEE836016,SCUOLA PRIMARIA,2,4,38,32
202425,LCTD003017,SCUOLA SECONDARIA II GRADO,2,3,35,17
202425,BNTN023013,SCUOLA SECONDARIA II GRADO,1,1,0,11
202425,BGEE81106E,SCUOLA PRIMARIA,5,2,17,29
202425,RARC00351G,SCUOLA SECONDARIA II GRADO,5,1,14,14
202425,AREE83702P,SCUOLA PRIMARIA,2,2,19,23
202425,SPMM81001X,SCUOLA SECONDARIA I GRADO,3,3,27,31
202425,BAEE838018,SCUOLA PRIMARIA,1,3,26,30
202425,AVPS018012,SCUOLA SECONDARIA II GRADO,4,1,9,7
202425,MTTD06001C,SCUOLA SECONDARIA II GRADO,3,1,14,0
202425,VAEE860024,SCUOLA PRIMARIA,2,2,19,21
202425,FIEE85902B,SCUOLA PRIMARIA,5,1,10,14
202425,TASD02000N,SCUOLA SECONDARIA II GRADO,5,4,26,50
202425,UDEE849024,SCUOLA PRIMARIA,3,4,44,47
202425,CNEE83802C,SCUOLA PRIMARIA,2,3,26,29
202425,MIEE8ES016,SCUOLA PRIMARIA,5,2,20,22
202425,CZPC09000X,SCUOLA SECONDARIA II GRADO,3,6,42,77
202425,CHTF01301E,SCUOLA SECONDARIA II GRADO,2,7,99,19
202425,PGMM025008,SCUOLA SECONDARIA I GRADO,3,3,25,25
202425,CHEE820046,SCUOLA PRIMARIA,5,1,5,3
202425,CNEE84503L,SCUOLA PRIMARIA,3,1,9,9
202425,BATD029528,SCUOLA SECONDARIA II GRADO,5,1,14,12
202425,CTEE8AR08Q,SCUOLA PRIMARIA,4,1,8,6
202425,RMEE8E0024,SCUOLA PRIMARIA,1,2,22,12
202425,TOPS01601G,SCUOLA SECONDARIA II GRADO,5,7,48,73
202425,TSEE806046,SCUOLA PRIMARIA,4,1,8,7
202425,VIEE871017,SCUOLA PRIMARIA,4,3,32,21
202425,VREE85001E,SCUOLA PRIMARIA,3,2,24,18
202425,TEEE841017,SCUOLA PRIMARIA,2,2,19,17
202425,RMTD03201T,SCUOLA SECONDARIA II GRADO,5,4,55,16
202425,CHEE820046,SCUOLA PRIMARIA,1,1,6,3
202425,PEEE82701A,SCUOLA PRIMARIA,1,3,29,26
202425,CTEE8AH01L,SCUOLA PRIMARIA,3,1,11,10
202425,GOEE815056,SCUOLA PRIMARIA,1,1,6,13
202425,CTSL020001,SCUOLA SECONDARIA II GRADO,4,3,21,50
202425,MTMM829013,SCUOLA SECONDARIA I GRADO,3,10,78,97
202425,MOTD01601L,SCUOLA SECONDARIA II GRADO,5,2,6,30
202425,MCSD01000D,SCUOLA SECONDARIA II GRADO,3,7,48,120
202425,CTMM82101B,SCUOLA SECONDARIA I GRADO,1,2,13,26
202425,VBTF00701B,SCUOLA SECONDARIA II GRADO,5,12,157,40
202425,ALMM81202V,SCUOLA SECONDARIA I GRADO,3,1,8,6
202425,NAPS02201C,SCUOLA SECONDARIA II GRADO,4,4,46,26
202425,MIEE845013,SCUOLA PRIMARIA,1,2,22,12
202425,VVEE82208V,SCUOLA PRIMARIA,3,2,19,16
202425,MCEE82801R,SCUOLA PRIMARIA,3,1,8,12
202425,SSEE855039,SCUOLA PRIMARIA,2,1,10,4
202425,POEE813011,SCUOLA PRIMARIA,3,2,24,25
202425,FISD03001N,SCUOLA SECONDARIA II GRADO,4,2,11,32
202425,LCPS01000D,SCUOLA SECONDARIA II GRADO,2,7,96,78
202425,PAEE8A8026,SCUOLA PRIMARIA,2,2,14,16
202425,FRMM82002C,SCUOLA SECONDARIA I GRADO,3,1,13,12
202425,SSMM80203Q,SCUOLA SECONDARIA I GRADO,2,2,21,4
202425,AVTD03151N,SCUOLA SECONDARIA II GRADO,5,1,4,2
202425,NAMM8EX01T,SCUOLA SECONDARIA I GRADO,3,5,59,37
202425,NARH06000X,SCUOLA SECONDARIA II GRADO,5,10,84,76
202425,BOMM80501V,SCUOLA SECONDARIA I GRADO,3,3,24,27
202425,BIEE802028,SCUOLA PRIMARIA,1,1,5,10
202425,PASD00801D,SCUOLA SECONDARIA II GRADO,3,3,11,20
202425,TAMM803011,SCUOLA SECONDARIA I GRADO,3,10,110,79
202425,CHEE83004R,SCUOLA PRIMARIA,7,2,16,14
202425,TVMM876023,SCUOLA SECONDARIA I GRADO,3,2,25,21
202425,FIMM85201E,SCUOLA SECONDARIA I GRADO,2,6,77,65
202425,FREE843048,SCUOLA PRIMARIA,5,1,4,8
202425,PCEE81502X,SCUOLA PRIMARIA,7,1,14,8
202425,BAMM89801V,SCUOLA SECONDARIA I GRADO,3,6,72,68
202425,COEE812032,SCUOLA PRIMARIA,4,1,11,10
202425,MIEE890022,SCUOLA PRIMARIA,5,2,22,16
202425,NAMM8GF017,SCUOLA SECONDARIA I GRADO,2,5,47,40
202425,VREE85505T,SCUOLA PRIMARIA,4,2,18,17
202425,MIEE8FR02L,SCUOLA PRIMARIA,4,2,25,21
202425,UDEE81704P,SCUOLA PRIMARIA,2,2,20,17
202425,REMM85201Q,SCUOLA SECONDARIA I GRADO,2,5,54,53
202425,LEEE840035,SCUOLA PRIMARIA,1,2,28,12
202425,UDMM84501P,SCUOLA SECONDARIA I GRADO,1,1,5,8
202425,LEEE89701V,SCUOLA PRIMARIA,3,3,20,36
202425,RMEE8FH03A,SCUOLA PRIMARIA,3,1,2,11
202425,MOEE83101A,SCUOLA PRIMARIA,3,2,14,20
202425,KRMM813014,SCUOLA SECONDARIA I GRADO,1,11,112,89
202425,GEEE85602R,SCUOLA PRIMARIA,1,1,7,10
202425,PGEE86501Q,SCUOLA PRIMARIA,4,1,10,6
202425,NATF11801Q,SCUOLA SECONDARIA II GRADO,2,3,11,31
202425,SAEE8BT016,SCUOLA PRIMARIA,2,1,12,13
202425,BOEE84301P,SCUOLA PRIMARIA,1,1,9,11
202425,NAMM839018,SCUOLA SECONDARIA I GRADO,2,6,48,56
202425,MEMM86701G,SCUOLA SECONDARIA I GRADO,1,6,51,48
202425,CSEE8AU049,SCUOLA PRIMARIA,3,1,10,8
202425,VAEE82203A,SCUOLA PRIMARIA,2,2,17,13
202425,LOEE81702G,SCUOLA PRIMARIA,1,2,16,27
202425,RIMM82501P,SCUOLA SECONDARIA I GRADO,1,6,47,50
202425,VRRI01001T,SCUOLA SECONDARIA II GRADO,4,1,18,0
202425,GERI01350X,SCUOLA SECONDARIA II GRADO,4,2,8,1
202425,GOTA006015,SCUOLA SECONDARIA II GRADO,1,2,29,4
202425,GREE831024,SCUOLA PRIMARIA,1,2,22,25
202425,MOMM152007,SCUOLA SECONDARIA I GRADO,1,12,150,152
202425,BNTD01350V,SCUOLA SECONDARIA II GRADO,4,1,16,6
202425,AQPC040007,SCUOLA SECONDARIA II GRADO,2,3,24,50
202425,CNEE83106T,SCUOLA PRIMARIA,1,2,23,12
202425,RMPC05000B,SCUOLA SECONDARIA II GRADO,5,11,31,191
202425,PAEE85201L,SCUOLA PRIMARIA,5,2,27,8
202425,CBPM01000C,SCUOLA SECONDARIA II GRADO,5,5,21,67
202425,CHMM83003P,SCUOLA SECONDARIA I GRADO,1,1,5,3
202425,BAPS06301D,SCUOLA SECONDARIA II GRADO,3,7,101,41
202425,ALEE83002D,SCUOLA PRIMARIA,5,1,3,1
202425,RMEE8CX01L,SCUOLA PRIMARIA,4,3,27,37
202425,RMMM8GZ01N,SCUOLA SECONDARIA I GRADO,2,5,51,54
202425,RMEE8EM02B,SCUOLA PRIMARIA,4,1,12,7
202425,SAMM8AZ01D,SCUOLA SECONDARIA I GRADO,1,6,58,65
202425,PAEE862017,SCUOLA PRIMARIA,1,2,13,14
202425,LIPC007014,SCUOLA SECONDARIA II GRADO,1,2,9,23
202425,PGTD010508,SCUOLA SECONDARIA II GRADO,5,1,13,6
202425,MEEE8AC06D,SCUOLA PRIMARIA,1,1,13,6
202425,RMEE8GD01G,SCUOLA PRIMARIA,3,5,53,40
202425,APEE81704A,SCUOLA PRIMARIA,4,1,6,10
202425,CSMM836023,SCUOLA SECONDARIA I GRADO,3,1,3,10
202425,RIMM82502Q,SCUOLA SECONDARIA I GRADO,3,2,15,18
202425,PDPS06000V,SCUOLA SECONDARIA II GRADO,2,9,111,105
202425,PZEE87101B,SCUOLA PRIMARIA,3,1,8,12
202425,CTEE89701N,SCUOLA PRIMARIA,2,2,16,10
202425,CZEE848037,SCUOLA PRIMARIA,4,1,9,7
202425,MIEE8DR01A,SCUOLA PRIMARIA,5,3,28,31
