ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA;CLASSE;CORSO;GENERE;ISCRITTI
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia di Belle Arti Michelangelo di AGRIGENTO;AGRIGENTO;35471;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;16
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;7244 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;12
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;7244 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;12
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;7244 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PROGETTAZIONE ARTISTICA PER L'IMPRESA;F;21
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;7244 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PROGETTAZIONE ARTISTICA PER L'IMPRESA;M;3
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;66
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;15
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE - Interior Design;F;82
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE - Interior Design;M;25
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;M;113
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;156
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;7
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;31
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;7
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;5
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Decorazione artistica;F;9
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Decorazione artistica;M;3
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Interior & Urban Design;F;41
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Interior & Urban Design;M;12
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA E COMUNICAZIONE;F;38
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA E COMUNICAZIONE;M;9
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA - Arti visive contemporanee;F;9
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA - Arti visive contemporanee;M;5
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA PUBBLICA MONUMENTALE;F;2
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA PUBBLICA MONUMENTALE;M;3
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO;F;12
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO;M;3
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE PER I MUSEI;F;24
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE PER I MUSEI;M;3
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;COMUNICAZIONE E DIDATTICA DELL'ARTE;F;19
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;COMUNICAZIONE E DIDATTICA DELL'ARTE;M;1
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;82
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;85
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PROGETTAZIONE ARTISTICA PER L'IMPRESA;F;52
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PROGETTAZIONE ARTISTICA PER L'IMPRESA;M;58
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;1
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;23
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;CREATIVE WEB SPECIALIST;F;4
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;CREATIVE WEB SPECIALIST;M;1
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA E TECNOLOGIE DELLO SPETTACOLO;F;5
2020-2021;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;7228 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA E TECNOLOGIE DELLO SPETTACOLO;M;1
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia di Costume e Moda di ROMA;ROMA;12161;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;COMUNICAZIONE DI MODA - Fashion Editor, Styling & Communication;F;77
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia di Costume e Moda di ROMA;ROMA;12161;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;COMUNICAZIONE DI MODA - Fashion Editor, Styling & Communication;M;16
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia di Costume e Moda di ROMA;ROMA;12161;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;COSTUME E MODA;F;111
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia di Costume e Moda di ROMA;ROMA;12161;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;COSTUME E MODA;M;38
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Internazionale di Teatro di ROMA;ROMA;30555;LAZIO;Arti del teatro;AFAM_Corso Diploma accademico 1L;RECITAZIONE;DADPL02;RECITAZIONE;F;61
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Internazionale di Teatro di ROMA;ROMA;30555;LAZIO;Arti del teatro;AFAM_Corso Diploma accademico 1L;RECITAZIONE;DADPL02;RECITAZIONE;M;58
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;F;42
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;M;13
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;107
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;18
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;M;16
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;F;32
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;F;42
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;M;14
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;GRAPHIC DESIGN;F;1
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;15848;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;GRAPHIC DESIGN;M;3
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;F;22
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;M;4
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DELLA MODA - Design del gioiello;F;3
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DELLA MODA - Design del gioiello;M;3
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;19
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;1
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;F;10
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;M;8
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN - Interior Design;F;1
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;15850;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN - Interior Design;M;1
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;48751;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;8
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;48751;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;27
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;48751;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION STYLING & COMMUNICATION;F;19
2020-2021;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;48751;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION STYLING & COMMUNICATION;M;2
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;30
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;12
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;44
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;M;27
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;123
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;46
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;21
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;18
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Arte pubblica;F;15
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Arte pubblica;M;4
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Spazi e Pratiche del Contemporaneo;F;3
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Spazi e Pratiche del Contemporaneo;M;1
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA;F;37
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA;M;12
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;66
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;46
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;M;14
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;19
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;M;4
2020-2021;Accademia di Belle Arti statale;Area Artistica;ALBERTINA;TORINO;7334 ;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;F;65
