ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
202425,AREE81307B,SCUOLA PRIMARIA,1,7 anni,1
202425,BOEE86902X,SCUOLA PRIMARIA,3,7 anni,2
202425,MITD02701T,SCUOLA SECONDARIA II GRADO,2,15 anni,54
202425,FEEE81201T,SCUOLA PRIMARIA,2,7 anni,42
202425,CEEE8AZ049,SCUOLA PRIMARIA,2,8 anni,1
202425,PDEE896049,SCUOLA PRIMARIA,2,9 anni,1
202425,NAEE8AP05L,SCUOLA PRIMARIA,3,7 anni,2
202425,ANTF011029,SCUOLA SECONDARIA II GRADO,2,15 anni,14
202425,MOPS00401E,SCUOLA SECONDARIA II GRADO,1,14 anni,95
202425,BTRC046011,SCUOLA SECONDARIA II GRADO,3,18 anni,3
202425,KRMM83201D,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,MIEE8F0015,SCUOLA PRIMARIA,2,6 anni,5
202425,FGRI020004,SCUOLA SECONDARIA II GRADO,3,15 anni,10
202425,FGEE84203A,SCUOLA PRIMARIA,2,7 anni,35
202425,SIMM814025,SCUOLA SECONDARIA I GRADO,2,12 anni,40
202425,NAMM820017,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202425,MBEE8AH01G,SCUOLA PRIMARIA,2,7 anni,38
202425,RMTF12101E,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,CSMM87501L,SCUOLA SECONDARIA I GRADO,2,13 anni,7
202425,BGRC01401T,SCUOLA SECONDARIA II GRADO,5,17 anni,4
202425,PZRI021014,SCUOLA SECONDARIA II GRADO,3,16 anni,11
202425,SRMM80501N,SCUOLA SECONDARIA I GRADO,2,13 anni,6
202425,CSEE873012,SCUOLA PRIMARIA,5,9 anni,1
202425,ARRI00701G,SCUOLA SECONDARIA II GRADO,4,18 anni,14
202425,TREE82303B,SCUOLA PRIMARIA,3,8 anni,12
202425,ALEE810017,SCUOLA PRIMARIA,3,8 anni,14
202425,BAMM882019,SCUOLA SECONDARIA I GRADO,3,13 anni,87
202425,CZEE86001Q,SCUOLA PRIMARIA,5,9 anni,2
202425,RMEE8G0018,SCUOLA PRIMARIA,3,8 anni,61
202425,BOEE82801L,SCUOLA PRIMARIA,2,8 anni,1
202425,BGMM83102E,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,CEMM89401V,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202425,CSMM86705T,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,2
202425,TOEE81702X,SCUOLA PRIMARIA,1,7 anni,5
202425,CSEE84802A,SCUOLA PRIMARIA,3,8 anni,1
202425,PTEE81401E,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,ROEE810039,SCUOLA PRIMARIA,5,10 anni,10
202425,RMPS12000G,SCUOLA SECONDARIA II GRADO,4,17 anni,129
202425,RMRH06102R,SCUOLA SECONDARIA II GRADO,1,15 anni,1
202425,PDEE84005A,SCUOLA PRIMARIA,2,6 anni,2
202425,NAPS08401Q,SCUOLA SECONDARIA II GRADO,2,15 anni,14
202425,CREE80801B,SCUOLA PRIMARIA,2,8 anni,1
202425,VEEE841025,SCUOLA PRIMARIA,5,10 anni,19
202425,TEEE82401D,SCUOLA PRIMARIA,5,10 anni,21
202425,MIEE8C6018,SCUOLA PRIMARIA,1,6 anni,32
202425,VREE894018,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,PVTD00101B,SCUOLA SECONDARIA II GRADO,2,15 anni,27
202425,PAMM82303N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,SVEE82201N,SCUOLA PRIMARIA,3,8 anni,7
202425,MNMM81501P,SCUOLA SECONDARIA I GRADO,3,13 anni,67
202425,GEPS01000T,SCUOLA SECONDARIA II GRADO,1,15 anni,1
202425,CERH03201V,SCUOLA SECONDARIA II GRADO,2,16 anni,9
202425,VAMM83401D,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,BOMM809016,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,VAEE86301E,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,PDEE84905R,SCUOLA PRIMARIA,2,7 anni,24
202425,PAEE8AW02E,SCUOLA PRIMARIA,1,< di 6 anni,5
202425,SAMM830018,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,CZEE856069,SCUOLA PRIMARIA,3,7 anni,2
202425,PGEE85403B,SCUOLA PRIMARIA,1,6 anni,22
202425,LUEE82002L,SCUOLA PRIMARIA,2,7 anni,21
202425,PGPS002015,SCUOLA SECONDARIA II GRADO,3,17 anni,1
202425,CEPC110012,SCUOLA SECONDARIA II GRADO,2,14 anni,3
202425,PVMM80302P,SCUOLA SECONDARIA I GRADO,1,11 anni,49
202425,BSTD012012,SCUOLA SECONDARIA II GRADO,4,16 anni,1
202425,BSSL036511,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,16
202425,BLEE82705N,SCUOLA PRIMARIA,4,9 anni,8
202425,CBEE80901Q,SCUOLA PRIMARIA,3,7 anni,2
202425,BAMM875016,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202425,MBSL10601G,SCUOLA SECONDARIA II GRADO,4,18 anni,8
202425,LTEE82403D,SCUOLA PRIMARIA,1,7 anni,1
202425,VEEE83203B,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,VEEE87403D,SCUOLA PRIMARIA,3,7 anni,2
202425,CLTD016018,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
202425,FREE83801N,SCUOLA PRIMARIA,3,7 anni,3
202425,APEE83602N,SCUOLA PRIMARIA,2,6 anni,1
202425,BSTD00101G,SCUOLA SECONDARIA II GRADO,2,14 anni,1
202425,RCEE87201R,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,MSTF018015,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,VAMM80901R,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,NAEE8D1019,SCUOLA PRIMARIA,1,6 anni,45
202425,AVPS02102V,SCUOLA SECONDARIA II GRADO,5,17 anni,2
202425,SAEE8AZ04N,SCUOLA PRIMARIA,5,9 anni,1
202425,CTRH00601L,SCUOLA SECONDARIA II GRADO,3,17 anni,11
202425,PGEE82202V,SCUOLA PRIMARIA,5,10 anni,7
202425,VEPC01000R,SCUOLA SECONDARIA II GRADO,4,16 anni,7
202425,SORI00801R,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
202425,RCTD120008,SCUOLA SECONDARIA II GRADO,4,16 anni,29
202425,BAEE876013,SCUOLA PRIMARIA,2,7 anni,118
202425,FGMM884019,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,31
202425,FIEE80902A,SCUOLA PRIMARIA,4,10 anni,1
202425,VAMM86801L,SCUOLA SECONDARIA I GRADO,2,12 anni,72
202425,RMRI09901N,SCUOLA SECONDARIA II GRADO,3,18 anni,3
202425,LTEE847047,SCUOLA PRIMARIA,4,8 anni,1
202425,AVTL02802X,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
202425,SVRI00601D,SCUOLA SECONDARIA II GRADO,1,15 anni,14
202425,NAEE899011,SCUOLA PRIMARIA,1,7 anni,2
202425,REEE82901Q,SCUOLA PRIMARIA,1,7 anni,3
202425,SPEE802012,SCUOLA PRIMARIA,3,7 anni,1
202425,AVEE87501N,SCUOLA PRIMARIA,4,8 anni,7
202425,RNEE80903C,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,BAEE834011,SCUOLA PRIMARIA,5,10 anni,65
202425,BGEE88602Q,SCUOLA PRIMARIA,5,10 anni,63
202425,LEEE875067,SCUOLA PRIMARIA,2,6 anni,4
202425,AGMM826048,SCUOLA SECONDARIA I GRADO,3,13 anni,15
202425,SAEE8A0069,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,CSTD04901D,SCUOLA SECONDARIA II GRADO,2,14 anni,3
202425,RERF070015,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,10
202425,MSMM81104T,SCUOLA SECONDARIA I GRADO,3,13 anni,16
202425,REMM84901X,SCUOLA SECONDARIA I GRADO,2,13 anni,5
202425,RAEE80604Q,SCUOLA PRIMARIA,1,6 anni,33
202425,FIEE876036,SCUOLA PRIMARIA,2,7 anni,14
202425,PDEE85104Q,SCUOLA PRIMARIA,5,9 anni,3
202425,LTMM82401A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
202425,OREE81901Q,SCUOLA PRIMARIA,5,10 anni,22
202425,NAMM8BX012,SCUOLA SECONDARIA I GRADO,3,13 anni,68
202425,AVMM848029,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202425,TOMM895013,SCUOLA SECONDARIA I GRADO,1,11 anni,57
202425,ISEE81515T,SCUOLA PRIMARIA,2,7 anni,26
202425,SVEE80104Q,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,LEEE82306E,SCUOLA PRIMARIA,4,10 anni,1
202425,BAEE825027,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,FGMM84601E,SCUOLA SECONDARIA I GRADO,3,12 anni,7
202425,MIEE8AU01E,SCUOLA PRIMARIA,3,8 anni,34
202425,RETN008011,SCUOLA SECONDARIA II GRADO,1,14 anni,49
202425,MEEE852053,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,MEEE88102X,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,CNEE85802N,SCUOLA PRIMARIA,4,10 anni,2
202425,TOEE88502E,SCUOLA PRIMARIA,3,8 anni,25
202425,NAMM8GG013,SCUOLA SECONDARIA I GRADO,2,11 anni,13
202425,NAMM8CF01R,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,MTRI01801B,SCUOLA SECONDARIA II GRADO,2,15 anni,34
202425,BSEE85003E,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,BREE820037,SCUOLA PRIMARIA,4,9 anni,10
202425,PVEE82104B,SCUOLA PRIMARIA,2,7 anni,8
202425,MTMM82602L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202425,ISMM82602L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,9
202425,SSMM84901V,SCUOLA SECONDARIA I GRADO,3,12 anni,6
202425,MEEE851057,SCUOLA PRIMARIA,2,7 anni,18
202425,GREE81805R,SCUOLA PRIMARIA,4,9 anni,8
202425,BGEE87305R,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,CNEE843086,SCUOLA PRIMARIA,1,6 anni,4
202425,MCMM804039,SCUOLA SECONDARIA I GRADO,3,13 anni,5
202425,VBEE00203R,SCUOLA PRIMARIA,4,9 anni,10
202425,BGTD014015,SCUOLA SECONDARIA II GRADO,1,14 anni,171
202425,ARPC001018,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,PDEE88003P,SCUOLA PRIMARIA,2,8 anni,1
202425,APTD00201T,SCUOLA SECONDARIA II GRADO,2,15 anni,25
202425,NUEE873011,SCUOLA PRIMARIA,3,7 anni,3
202425,BSEE84303B,SCUOLA PRIMARIA,1,7 anni,1
202425,RCEE847025,SCUOLA PRIMARIA,3,9 anni,1
202425,FEPC020005,SCUOLA SECONDARIA II GRADO,2,16 anni,9
202425,ROEE817023,SCUOLA PRIMARIA,1,6 anni,11
202425,CTEE8AJ041,SCUOLA PRIMARIA,4,9 anni,36
202425,FRPC00101C,SCUOLA SECONDARIA II GRADO,1,14 anni,80
202425,BGEE8AC033,SCUOLA PRIMARIA,1,7 anni,4
202425,PAMM811019,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
202425,AVEE86001X,SCUOLA PRIMARIA,2,8 anni,1
202425,MNMM83601Q,SCUOLA SECONDARIA I GRADO,2,13 anni,17
202425,CERC022013,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,24
202425,BGPM03401G,SCUOLA SECONDARIA II GRADO,1,14 anni,207
202425,BSEE8AK06V,SCUOLA PRIMARIA,2,8 anni,1
202425,VVMM81303T,SCUOLA SECONDARIA I GRADO,1,11 anni,17
202425,MOEE04510Q,SCUOLA PRIMARIA,3,8 anni,35
202425,RCPS030006,SCUOLA SECONDARIA II GRADO,4,18 anni,4
202425,UDEE81801B,SCUOLA PRIMARIA,3,8 anni,16
202425,RCMM839047,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,SARH07702T,SCUOLA SECONDARIA II GRADO,2,17 anni,4
202425,RIEE81901C,SCUOLA PRIMARIA,5,10 anni,6
202425,PZTL022011,SCUOLA SECONDARIA II GRADO,3,17 anni,3
202425,PVMM823042,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202425,POMM81601B,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,1
202425,ANMM81601Q,SCUOLA SECONDARIA I GRADO,3,13 anni,112
202425,ANTD008016,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
202425,PSEE82502V,SCUOLA PRIMARIA,3,8 anni,11
202425,BREE84501D,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,CSRA06402A,SCUOLA SECONDARIA II GRADO,3,18 anni,4
202425,KREE83203L,SCUOLA PRIMARIA,3,8 anni,1
202425,PNEE83303G,SCUOLA PRIMARIA,1,6 anni,20
202425,NAEE8EX031,SCUOLA PRIMARIA,4,10 anni,1
202425,MOEE841022,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,CSEE8AL01A,SCUOLA PRIMARIA,4,9 anni,6
202425,ANMM85201V,SCUOLA SECONDARIA I GRADO,3,13 anni,33
202425,RMEE8DK036,SCUOLA PRIMARIA,4,10 anni,1
202425,NARI084011,SCUOLA SECONDARIA II GRADO,2,16 anni,10
202425,CETD02951E,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,49
202425,PISD05000L,SCUOLA SECONDARIA II GRADO,3,16 anni,84
202425,PZEE88509N,SCUOLA PRIMARIA,3,8 anni,3
202425,GEPS02000C,SCUOLA SECONDARIA II GRADO,4,17 anni,121
202425,PZEE89601Q,SCUOLA PRIMARIA,1,6 anni,66
202425,PZPS12000V,SCUOLA SECONDARIA II GRADO,3,17 anni,4
202425,SARA01050E,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,34
202425,CNEE83101L,SCUOLA PRIMARIA,1,7 anni,1
202425,PREE83203G,SCUOLA PRIMARIA,2,6 anni,3
202425,NAMM15100Q,SCUOLA SECONDARIA I GRADO,3,13 anni,251
202425,MIMM8CK018,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,VBEE81210P,SCUOLA PRIMARIA,3,8 anni,3
202425,NAEE105025,SCUOLA PRIMARIA,3,7 anni,20
202425,VIEE81201B,SCUOLA PRIMARIA,3,8 anni,31
202425,ARMM820039,SCUOLA SECONDARIA I GRADO,2,12 anni,18
202425,APTD00401D,SCUOLA SECONDARIA II GRADO,3,18 anni,2
202425,ENEE82803L,SCUOLA PRIMARIA,4,8 anni,8
202425,RMTL05201D,SCUOLA SECONDARIA II GRADO,2,17 anni,1
202425,BSEE80302X,SCUOLA PRIMARIA,4,9 anni,25
202425,SREE86402G,SCUOLA PRIMARIA,3,8 anni,2
202425,RMRC03301A,SCUOLA SECONDARIA II GRADO,2,14 anni,1
202425,RMEE8B404N,SCUOLA PRIMARIA,5,9 anni,2
202425,KREE826039,SCUOLA PRIMARIA,4,8 anni,4
202425,BSTD011016,SCUOLA SECONDARIA II GRADO,2,16 anni,3
202425,PDEE83006R,SCUOLA PRIMARIA,3,8 anni,20
202425,COTL00301X,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
202425,NAEE218024,SCUOLA PRIMARIA,1,6 anni,31
202425,BGEE80601T,SCUOLA PRIMARIA,3,8 anni,53
202425,RMEE88104T,SCUOLA PRIMARIA,4,8 anni,2
202425,AREE83601T,SCUOLA PRIMARIA,4,9 anni,19
202425,MIEE8CF018,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,RMEE8CP02N,SCUOLA PRIMARIA,3,7 anni,1
202425,PREE80701R,SCUOLA PRIMARIA,1,7 anni,4
202425,TOTF05950X,SCUOLA SECONDARIA II GRADO,4,17 anni,1
202425,BRRC00801G,SCUOLA SECONDARIA II GRADO,3,16 anni,7
202425,PCEE807043,SCUOLA PRIMARIA,3,7 anni,3
202425,PDEE840016,SCUOLA PRIMARIA,2,7 anni,27
202425,FIMM83601L,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202425,VRMM865017,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,PREE826016,SCUOLA PRIMARIA,4,9 anni,57
202425,NAEE839019,SCUOLA PRIMARIA,4,9 anni,23
202425,VIEE85201T,SCUOLA PRIMARIA,3,6 anni,1
202425,SRRH040007,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,6
202425,MIMM858014,SCUOLA SECONDARIA I GRADO,2,12 anni,57
202425,BOEE81106C,SCUOLA PRIMARIA,2,7 anni,18
202425,VTMM805016,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,RMTN05301R,SCUOLA SECONDARIA II GRADO,2,14 anni,2
202425,FGMM82001A,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,BLMM81401A,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,PSPS020006,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,VITD05050V,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,21
202425,BGEE84902R,SCUOLA PRIMARIA,3,8 anni,31
202425,SAEE8B8019,SCUOLA PRIMARIA,5,10 anni,26
202425,CBEE828037,SCUOLA PRIMARIA,4,9 anni,5
202425,BGEE81106E,SCUOLA PRIMARIA,4,10 anni,3
202425,BAMM84301P,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,LTEE81403V,SCUOLA PRIMARIA,3,8 anni,10
202425,VEMM820012,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202425,SVEE818012,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,PREE81605Q,SCUOLA PRIMARIA,2,8 anni,1
202425,RCTF05000D,SCUOLA SECONDARIA II GRADO,1,14 anni,260
202425,NAEE8BC03T,SCUOLA PRIMARIA,3,8 anni,32
202425,LCMM829023,SCUOLA SECONDARIA I GRADO,2,12 anni,39
202425,LEEE853026,SCUOLA PRIMARIA,2,6 anni,7
202425,RMEE8BT01T,SCUOLA PRIMARIA,2,8 anni,2
202425,LEMM816037,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,APEE82703X,SCUOLA PRIMARIA,2,7 anni,3
202425,BLSL012015,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
202425,MIEE8EH015,SCUOLA PRIMARIA,4,9 anni,53
202425,MTPS012017,SCUOLA SECONDARIA II GRADO,3,16 anni,56
202425,MCEE835021,SCUOLA PRIMARIA,3,9 anni,4
202425,VREE89801G,SCUOLA PRIMARIA,1,6 anni,29
202425,BSPS01103C,SCUOLA SECONDARIA II GRADO,4,16 anni,2
202425,GEEE86403R,SCUOLA PRIMARIA,2,6 anni,2
202425,AREE81002P,SCUOLA PRIMARIA,2,8 anni,1
202425,BSEE87102E,SCUOLA PRIMARIA,3,8 anni,9
202425,SOMM81901C,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,LCEE82606R,SCUOLA PRIMARIA,4,9 anni,1
202425,ANTE021014,SCUOLA SECONDARIA II GRADO,1,14 anni,112
202425,CATD021014,SCUOLA SECONDARIA II GRADO,3,15 anni,3
202425,RMMM8B5019,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202425,PCEE81101G,SCUOLA PRIMARIA,2,7 anni,11
202425,REMM81602N,SCUOLA SECONDARIA I GRADO,2,12 anni,3
202425,SAMM8CJ036,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202425,FIEE85103T,SCUOLA PRIMARIA,5,9 anni,2
202425,NOEE82402G,SCUOLA PRIMARIA,1,7 anni,1
202425,BGEE813011,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,TAEE87703N,SCUOLA PRIMARIA,5,10 anni,49
202425,TPEE83503C,SCUOLA PRIMARIA,4,8 anni,1
202425,CTPS017019,SCUOLA SECONDARIA II GRADO,1,15 anni,4
202425,SATD03701C,SCUOLA SECONDARIA II GRADO,4,18 anni,2
202425,LIEE81002G,SCUOLA PRIMARIA,5,10 anni,21
202425,RMRF11301Q,SCUOLA SECONDARIA II GRADO,1,16 anni,3
202425,BOEE84403L,SCUOLA PRIMARIA,1,6 anni,31
202425,VEMM83401X,SCUOLA SECONDARIA I GRADO,1,12 anni,5
202425,RNEE81703B,SCUOLA PRIMARIA,1,6 anni,13
202425,FRTD02701G,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
202425,BNEE848059,SCUOLA PRIMARIA,5,10 anni,7
202425,RMMM8DJ017,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,TPRH033011,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,9
202425,FGEE87001C,SCUOLA PRIMARIA,3,10 anni,1
202425,PTEE82702N,SCUOLA PRIMARIA,3,8 anni,15
202425,MOTD00401A,SCUOLA SECONDARIA II GRADO,1,17 anni,1
202425,SVRC00601R,SCUOLA SECONDARIA II GRADO,2,17 anni,17
202425,AVMM873011,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202425,RMRH03101X,SCUOLA SECONDARIA II GRADO,5,17 anni,4
202425,SOPS00601X,SCUOLA SECONDARIA II GRADO,5,17 anni,1
202425,NATF010007,SCUOLA SECONDARIA II GRADO,1,16 anni,10
202425,LTEE83604R,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,BTEE89302E,SCUOLA PRIMARIA,3,8 anni,16
202425,VRRA02000Q,SCUOLA SECONDARIA II GRADO,3,18 anni,15
202425,MIEE8A901E,SCUOLA PRIMARIA,1,7 anni,1
202425,RGEE809048,SCUOLA PRIMARIA,5,10 anni,28
202425,SSRH07001G,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,SREE846033,SCUOLA PRIMARIA,5,9 anni,1
202425,SAMM880019,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,11
202425,FRMM82903X,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,MIMM8EK015,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,NAEE85101X,SCUOLA PRIMARIA,5,10 anni,45
202425,RATD00301D,SCUOLA SECONDARIA II GRADO,2,14 anni,6
202425,TPMM82101B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,25
202425,FOEE80901E,SCUOLA PRIMARIA,3,7 anni,1
202425,NARA06350L,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,43
202425,TVMM85701L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202425,CTEE860024,SCUOLA PRIMARIA,4,9 anni,6
202425,REEE84502P,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,MEPC03401P,SCUOLA SECONDARIA II GRADO,2,14 anni,7
202425,PZMM82601C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202425,BSMM864019,SCUOLA SECONDARIA I GRADO,1,11 anni,77
202425,TVEE87301G,SCUOLA PRIMARIA,5,10 anni,30
202425,SAMM8AP01T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202425,CNEE83602R,SCUOLA PRIMARIA,3,8 anni,19
202425,LTMM838018,SCUOLA SECONDARIA I GRADO,1,11 anni,122
202425,TOEE8A403D,SCUOLA PRIMARIA,3,8 anni,36
202425,ALEE82203G,SCUOLA PRIMARIA,4,10 anni,1
202425,OREE82206R,SCUOLA PRIMARIA,2,6 anni,1
202425,RCMM84301Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202425,CNPS02201A,SCUOLA SECONDARIA II GRADO,3,16 anni,14
202425,NAEE8CQ03G,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,AVEE85401L,SCUOLA PRIMARIA,1,7 anni,1
202425,BREE82202T,SCUOLA PRIMARIA,5,10 anni,32
202425,PZEE86203P,SCUOLA PRIMARIA,4,9 anni,19
202425,MOEE85102L,SCUOLA PRIMARIA,3,7 anni,3
202425,APEE84003A,SCUOLA PRIMARIA,3,8 anni,46
202425,CSRC06301C,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,KRMM81501Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
202425,CSRI063015,SCUOLA SECONDARIA II GRADO,2,17 anni,4
202425,ALMM83902V,SCUOLA SECONDARIA I GRADO,2,11 anni,7
202425,RMEE807051,SCUOLA PRIMARIA,5,9 anni,6
202425,CTEE88301Q,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,MSEE810065,SCUOLA PRIMARIA,3,8 anni,15
202425,MEEE8AA05R,SCUOLA PRIMARIA,4,8 anni,3
202425,TPEE829013,SCUOLA PRIMARIA,4,9 anni,21
202425,PSEE82002Q,SCUOLA PRIMARIA,2,7 anni,11
202425,BGRI15000D,SCUOLA SECONDARIA II GRADO,3,15 anni,3
202425,SAEE832033,SCUOLA PRIMARIA,1,7 anni,1
202425,IMRI00601X,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
202425,PZEE82101A,SCUOLA PRIMARIA,1,6 anni,11
202425,PVEE81802D,SCUOLA PRIMARIA,3,8 anni,10
202425,MNPS008026,SCUOLA SECONDARIA II GRADO,1,14 anni,10
202425,FGMM82501D,SCUOLA SECONDARIA I GRADO,3,13 anni,31
202425,CEPS02302B,SCUOLA SECONDARIA II GRADO,3,16 anni,32
202425,MNEE812018,SCUOLA PRIMARIA,1,6 anni,39
202425,CSSL07101Q,SCUOLA SECONDARIA II GRADO,3,16 anni,23
202425,ALMM811023,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202425,LCTF012018,SCUOLA SECONDARIA II GRADO,1,15 anni,8
202425,TOPM034016,SCUOLA SECONDARIA II GRADO,1,16 anni,2
202425,PGTF010005,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,CNEE81204A,SCUOLA PRIMARIA,5,10 anni,30
202425,CRRC011018,SCUOLA SECONDARIA II GRADO,2,16 anni,73
202425,VEEE82201P,SCUOLA PRIMARIA,5,10 anni,13
202425,ROTF007012,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
202425,PZTD011025,SCUOLA SECONDARIA II GRADO,2,15 anni,29
202425,NAEE8FB01A,SCUOLA PRIMARIA,2,7 anni,67
202425,GEEE82205R,SCUOLA PRIMARIA,1,6 anni,12
202425,NOEE80402A,SCUOLA PRIMARIA,3,8 anni,13
202425,SVEE81402Q,SCUOLA PRIMARIA,2,7 anni,41
202425,CEMM8A603Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,VIMM813016,SCUOLA SECONDARIA I GRADO,1,11 anni,53
202425,RGEE837019,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,NARM01702P,SCUOLA SECONDARIA II GRADO,5,17 anni,2
202425,LEPC13001P,SCUOLA SECONDARIA II GRADO,2,14 anni,5
202425,VREE836029,SCUOLA PRIMARIA,3,9 anni,1
202425,NAEE8DF01C,SCUOLA PRIMARIA,5,9 anni,7
202425,FIEE877054,SCUOLA PRIMARIA,1,6 anni,15
202425,BGEE82302L,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,PRRI00801A,SCUOLA SECONDARIA II GRADO,3,15 anni,2
202425,MITF09701A,SCUOLA SECONDARIA II GRADO,3,15 anni,3
202425,CZEE85608B,SCUOLA PRIMARIA,3,8 anni,13
202425,NAEE8G7014,SCUOLA PRIMARIA,2,6 anni,16
202425,RIPC009017,SCUOLA SECONDARIA II GRADO,2,15 anni,64
202425,VAEE84704Q,SCUOLA PRIMARIA,4,10 anni,2
202425,UDTD010004,SCUOLA SECONDARIA II GRADO,4,18 anni,38
202425,BSEE829013,SCUOLA PRIMARIA,5,10 anni,49
