AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2023/2024;5401;Perugia;LM-85 bis;Scienze della Formazione Primaria;54.0;54039;1;F;833
2024/2025;1301;Novedrate e-Campus - telematica;LMG/01;Giurisprudenza;13.0;13163;8;F;836
2024/2025;2301;Verona;L-31;Informatica;23.0;23091;10;M;836
2024/2025;1509;Milano Bicocca;L-14;Scienze dei Servizi Giuridici;15.0;15146;8;F;836
2024/2025;5801;Roma La Sapienza;L-1;Studi Storico-Artistici;58.0;58091;2;F;836
2024/2025;1801;Pavia;LM-41;Medicina e Chirurgia;18.0;18110;14;M;837
2023/2024;1501;Milano;L-31;Informatica;15.0;15146;10;M;837
2023/2024;1504;Milano Cattolica;LMG/01;Giurisprudenza;15.0;15146;8;M;838
2023/2024;2201;Trento;LMG/01;Giurisprudenza;22.0;22205;8;M;840
2023/2024;6901;Chieti e Pescara;L-22;Scienze delle Attività Motorie e Sportive;69.0;69022;15;M;840
2024/2025;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;1.0;1272;5;F;841
2023/2024;2301;Verona;L-31;Informatica;23.0;23091;10;M;841
2023/2024;5201;Siena;L-19;Scienze dell'Educazione e della Formazione;51.0;51002;1;F;841
2023/2024;5812;Roma Europea;LM-85 bis;Scienze della Formazione Primaria;58.0;58091;1;F;841
2023/2024;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;1.0;1272;5;F;842
2024/2025;8201;Palermo;L-33;Economia e Finanza;82.0;82053;7;M;843
2024/2025;101;Torino;L-20;Scienze della Comunicazione;1.0;1272;5;M;844
2024/2025;5601;Tuscia;L-36;Scienze Politiche e delle Relazioni Internazionali;56.0;56059;5;M;844
2023/2024;8201;Palermo;L-33;Economia e Finanza;82.0;82053;7;M;844
2023/2024;5814;Roma  Mercatorum - telematica;L-36;Scienze Politiche e Relazioni Internazionali;58.0;58091;5;F;845
2023/2024;9201;Cagliari;L-18;Economia e Gestione Aziendale;92.0;92009;7;M;847
2024/2025;5815;Roma UNICUSANO - telematica;LMG/01;Giurisprudenza;58.0;58091;8;M;848
2024/2025;7201;Bari;LMG/01;Giurisprudenza;72.0;72006;8;M;848
2023/2024;3701;Bologna;L-5;Filosofia;37.0;37006;3;F;849
2024/2025;3601;Modena e Reggio Emilia;L-9;Ingegneria del Veicolo;36.0;36023;12;M;850
2024/2025;6302;Napoli Parthenope;L-18;Management delle Imprese Internazionali;63.0;63049;7;F;850
2023/2024;3601;Modena e Reggio Emilia;L-9;Ingegneria del Veicolo;36.0;36023;12;M;850
2023/2024;1501;Milano;L-36;Scienze Internazionali e Istituzioni Europee;15.0;15146;5;F;851
2023/2024;3001;Udine;LM-85 bis;Scienze della Formazione Primaria;30.0;30129;1;F;852
2024/2025;5801;Roma La Sapienza;L-20;Comunicazione, Tecnologie e Culture Digitali;58.0;58091;5;F;853
2024/2025;1301;Novedrate e-Campus - telematica;LM-37;Lingue e Letterature Moderne e Traduzione Interculturale;13.0;13163;4;F;854
2024/2025;4201;Marche;L-33;Economia e Commercio;42.0;42002;7;M;854
2024/2025;8201;Palermo;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);82.0;82053;14;F;855
2023/2024;7201;Bari;LMG/01;Giurisprudenza;72.0;72006;8;M;855
2023/2024;4201;Marche;L-33;Economia e Commercio;42.0;42002;7;M;857
2024/2025;101;Torino;L-3;Dams (Discipline delle Arti, della Musica e dello Spettacolo);1.0;1272;2;F;858
2024/2025;6304;Napoli Benincasa;L-24;Scienze e Tecniche di Psicologia Cognitiva;63.0;63049;6;F;859
2023/2024;6501;Salerno;L-18;Economia e Management;65.0;65052;7;F;861
2024/2025;6307;Napoli Pegaso - telematica;LM-56;Economia, Digital Data Analysis, Amministrazioni Pubbliche;63.0;63049;7;M;862
2024/2025;5810;Roma Marconi - telematica;L-18;Economia Aziendale e Management;58.0;58091;7;F;864
2024/2025;1801;Pavia;LM-13;Farmacia;18.0;18110;14;F;866
2024/2025;6307;Napoli Pegaso - telematica;LM-56;Economia, Digital Data Analysis, Amministrazioni Pubbliche;63.0;63049;7;F;866
2023/2024;5803;Roma LUMSA;L-24;Scienze e Tecniche Psicologiche;58.0;58091;6;F;866
2024/2025;1502;Milano Politecnico;L-9;Ingegneria Energetica;15.0;15146;12;M;867
2023/2024;6501;Salerno;LMG/01;Giurisprudenza;65.0;65052;8;M;867
2024/2025;7501;Salento;LMG/01;Giurisprudenza;75.0;75035;8;F;868
2023/2024;3601;Modena e Reggio Emilia;L-19;Scienze dell'Educazione per il Nido e le Professioni Socio-Pedagogiche;35.0;35033;1;F;868
2024/2025;201;Piemonte Orientale;L-13;Scienze Biologiche;6.0;6003;9;F;869
2024/2025;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia 'B';58.0;58091;14;F;869
2024/2025;5801;Roma La Sapienza;L-40;Sociologia;58.0;58091;5;F;870
2023/2024;1504;Milano Cattolica;L-19;Scienze dell'Educazione e della Formazione;15.0;15146;1;F;870
2023/2024;1501;Milano;L-14;Scienze dei Servizi Giuridici;15.0;15146;8;F;871
2023/2024;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia;58.0;58091;14;F;871
2023/2024;5816;Roma San Raffaele - telematica;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;58.0;58091;14;F;871
2024/2025;6501;Salerno;L-18;Economia e Management;65.0;65052;7;F;872
2024/2025;2301;Verona;LM-41;Medicina e Chirurgia;23.0;23091;14;F;873
2024/2025;1510;Rozzano (MI) Humanitas University;LM-41;Medicina e Chirurgia;15.0;15173;14;F;873
2023/2024;5801;Roma La Sapienza;L-33;Economia e Finanza;58.0;58091;7;F;873
2023/2024;2301;Verona;L-19;Scienze dell'Educazione;23.0;23091;1;F;875
2024/2025;2101;Bolzano;LM-85 bis;Scienze della Formazione Primaria;21.0;21011;1;F;876
2024/2025;8701;Catania;L-8;Ingegneria Informatica;87.0;87015;12;M;876
2023/2024;8701;Catania;L-8;Ingegneria Informatica;87.0;87015;12;M;876
2023/2024;7801;Calabria;L-8;Ingegneria Informatica;78.0;78102;12;M;877
2023/2024;1801;Pavia;LM-13;Farmacia;18.0;18110;14;F;877
2024/2025;1301;Novedrate e-Campus - telematica;L-10;Letteratura, Arte, Musica e Spettacolo;13.0;13163;3;F;878
2024/2025;5810;Roma Marconi - telematica;L-18;Economia Aziendale e Management;58.0;58091;7;M;878
2023/2024;1501;Milano;L-22;Scienze Motorie, Sport e Salute;15.0;15146;15;M;878
2023/2024;6303;Napoli L'Orientale;L-11;Lingue e Culture Orientali e Africane;63.0;63049;4;F;879
2024/2025;1001;Genova;LMG/01;Giurisprudenza;10.0;10025;8;F;880
2024/2025;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia 'D';58.0;58091;14;F;880
2024/2025;8701;Catania;L-20;Scienze e Lingue per la Comunicazione;87.0;87015;5;F;880
2024/2025;7901;Catanzaro;L-24;Scienze e Tecniche di Psicologia Cognitiva;79.0;79023;6;F;880
2023/2024;8701;Catania;L-10;Lettere;87.0;87015;3;F;880
2023/2024;5801;Roma La Sapienza;L-20;Comunicazione, Tecnologie e Culture Digitali;58.0;58091;5;F;880
2024/2025;3001;Udine;LM-85 bis;Scienze della Formazione Primaria;30.0;30129;1;F;881
2024/2025;6901;Chieti e Pescara;L-22;Scienze delle Attività Motorie e Sportive;69.0;69022;15;M;881
2023/2024;5813;Roma UNINETTUNO - telematica;L-20;Scienze della Comunicazione;58.0;58091;5;F;881
2024/2025;5812;Roma Europea;LM-85 bis;Scienze della Formazione Primaria;58.0;58091;1;F;883
2023/2024;4201;Marche;L-13;Scienze Biologiche;42.0;42002;9;F;883
2023/2024;2801;Padova;L-8;Ingegneria Informatica;28.0;28060;12;M;883
2023/2024;1502;Milano Politecnico;L-9;Ingegneria Energetica;15.0;15146;12;M;884
2023/2024;1502;Milano Politecnico;L-8;Ingegneria Gestionale;15.0;15146;12;M;884
2024/2025;1501;Milano;L-12;Mediazione Linguistica e Culturale Applicata all'Ambito Economico, Giuridico e Sociale;15.0;15209;4;F;885
2023/2024;6301;Napoli Federico II;LM-4cu;Architettura;63.0;63049;11;F;885
2024/2025;5815;Roma UNICUSANO - telematica;L-18;Economia Aziendale e Management,;58.0;58091;7;F;886
2023/2024;6501;Salerno;L-11;Lingue e Culture Straniere;65.0;65052;4;F;886
2024/2025;5202;Siena Stranieri;L-12;Mediazione Linguistica e Culturale;52.0;52032;4;F;887
2024/2025;7801;Calabria;L-8;Ingegneria Informatica;78.0;78102;12;M;887
2024/2025;8701;Catania;L-18;Economia Aziendale;87.0;87015;7;F;887
2024/2025;5813;Roma UNINETTUNO - telematica;L-20;Scienze della Comunicazione;58.0;58091;5;F;890
2024/2025;2301;Verona;L-19;Scienze dell'Educazione;23.0;23091;1;F;891
2024/2025;6501;Salerno;L-11;Lingue e Culture Straniere;65.0;65052;4;F;893
2023/2024;5805;Roma Luiss;L-18;Economia e Management;58.0;58091;7;F;893
2023/2024;1501;Milano;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);15.0;15146;14;F;894
2023/2024;5807;Roma Tre;L-18;Economia e Gestione Aziendale;58.0;58091;7;F;895
2024/2025;1601;Bergamo;L-20;Scienze della Comunicazione;16.0;16024;5;F;896
2024/2025;4201;Marche;L-13;Scienze Biologiche;42.0;42002;9;F;897
2024/2025;1301;Novedrate e-Campus - telematica;L-13;Scienze Biologiche;13.0;13163;9;F;899
2024/2025;8701;Catania;L-10;Lettere;87.0;87015;3;F;899
2023/2024;9201;Cagliari;LMG/01;Giurisprudenza;92.0;92009;8;F;899
2024/2025;4301;Macerata;L-19;Scienze dell'Educazione e della Formazione;43.0;43023;1;F;901
2024/2025;8301;Messina;L-31;Informatica;83.0;83048;10;M;902
2023/2024;8301;Messina;L-22;Scienze Motorie, Sport e Salute;83.0;83048;15;M;902
2024/2025;5805;Roma Luiss;L-18;Economia e Management;58.0;58091;7;F;903
2024/2025;6301;Napoli Federico II;L-40;Sociologia;63.0;63049;5;F;904
2023/2024;8701;Catania;L-24;Scienze e Tecniche Psicologiche;87.0;87015;6;F;904
2024/2025;1501;Milano;LM-13;Farmacia;15.0;15146;14;F;905
2024/2025;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia;58.0;58091;14;F;906
2023/2024;1504;Milano Cattolica;LM-41;Medicina e Chirurgia;58.0;58091;14;M;910
2024/2025;9201;Cagliari;LMG/01;Giurisprudenza;92.0;92009;8;F;912
2023/2024;1601;Bergamo;L-20;Scienze della Comunicazione;16.0;16024;5;F;912
2024/2025;2701;Ca' Foscari Venezia;L-18;Economia Aziendale;27.0;27042;7;M;913
2024/2025;201;Piemonte Orientale;L-18;Economia Aziendale;3.0;3106;7;F;914
2024/2025;1503;Milano Bocconi;L-18;Economia Aziendale e Management;15.0;15146;7;F;915
2024/2025;2801;Padova;L-12;Lingue, Letterature e Mediazione Culturale;28.0;28060;4;F;916
2023/2024;5816;Roma San Raffaele - telematica;L-26;Scienze dell'Alimentazione e Gastronomia;58.0;58091;13;M;916
2024/2025;201;Piemonte Orientale;L-2;Biotecnologie;3.0;3106;9;F;917
2023/2024;1508;Milano San Raffaele;LM-41;Medicina e Chirurgia;15.0;15146;14;M;917
2023/2024;5807;Roma Tre;L-12;Lingue e Mediazione Linguistico-Culturale;58.0;58091;4;F;918
2024/2025;1501;Milano;L-14;Scienze dei Servizi Giuridici;15.0;15146;8;F;920
2023/2024;4301;Macerata;L-19;Scienze dell'Educazione e della Formazione;43.0;43023;1;F;921
2024/2025;5810;Roma Marconi - telematica;L-20;Scienze della Comunicazione e Media Digitali;58.0;58091;5;F;922
2023/2024;5801;Roma La Sapienza;L-40;Sociologia;58.0;58091;5;F;923
2024/2025;5807;Roma Tre;L-9;Ingegneria Meccanica;58.0;58091;12;M;926
2023/2024;5802;Roma Tor Vergata;L-18;Economia e Management;58.0;58091;7;M;926
2023/2024;6301;Napoli Federico II;L-40;Sociologia;63.0;63049;5;F;926
2024/2025;1501;Milano;L-22;Scienze Motorie, Sport e Salute;15.0;15146;15;M;927
2024/2025;5401;Perugia;LM-85 bis;Scienze della Formazione Primaria;54.0;54039;1;F;927
2024/2025;102;Torino Politecnico;LM-33;Ingegneria Meccanica;1.0;1272;12;M;929
2023/2024;5815;Roma UNICUSANO - telematica;LMG/01;Giurisprudenza;58.0;58091;8;F;929
2024/2025;6301;Napoli Federico II;L-9;Ingegneria Aerospaziale;63.0;63049;12;M;930
2023/2024;8701;Catania;L-19;Scienze dell'Educazione e della Formazione;87.0;87015;1;F;930
2024/2025;6301;Napoli Federico II;LM-4cu;Architettura;63.0;63049;11;F;931
2023/2024;7201;Bari;L-31;Informatica;72.0;72006;10;M;931
2024/2025;5810;Roma Marconi - telematica;L-24;Scienze e Tecniche Psicologiche;58.0;58091;6;M;932
2023/2024;201;Piemonte Orientale;L-2;Biotecnologie;3.0;3106;9;F;932
2024/2025;6302;Napoli Parthenope;L-18;Economia Aziendale;63.0;63049;7;F;933
2023/2024;4801;Firenze;L-36;Scienze Politiche;48.0;48017;5;F;934
2023/2024;2101;Bolzano;LM-85 bis;Scienze della Formazione Primaria;21.0;21011;1;F;936
2023/2024;8701;Catania;L-20;Scienze e Lingue per la Comunicazione;87.0;87015;5;F;936
2023/2024;1501;Milano;LM-13;Farmacia;15.0;15146;14;F;937
2023/2024;1509;Milano Bicocca;L-14;Scienze dei Servizi Giuridici;15.0;15146;8;F;938
2024/2025;3801;Ferrara;L-2;Biotecnologie Mediche;38.0;38008;9;F;940
2023/2024;102;Torino Politecnico;LM-33;Ingegneria Meccanica;1.0;1272;12;M;941
2023/2024;2801;Padova;L-18;Economia;28.0;28060;7;M;941
2024/2025;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;61.0;61022;14;M;942
2023/2024;2701;Ca' Foscari Venezia;L-18;Economia Aziendale;27.0;27042;7;M;942
2023/2024;7201;Bari;LM-13;Farmacia;72.0;72006;14;F;943
2023/2024;4201;Marche;LM-41;Medicina e Chirurgia;42.0;42002;14;F;944
2023/2024;101;Torino;L-11;Lingue e Letterature Moderne;1.0;1272;4;F;945
2024/2025;5807;Roma Tre;L-12;Lingue e Mediazione Linguistico-Culturale;58.0;58091;4;F;947
2024/2025;5802;Roma Tor Vergata;L-18;Economia e Management;58.0;58091;7;M;947
2023/2024;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;61.0;61022;14;M;947
2024/2025;4801;Firenze;L-36;Scienze Politiche;48.0;48017;5;F;948
2023/2024;5801;Roma La Sapienza;L-36;Scienze Politiche e Relazioni Internazionali;58.0;58091;5;M;948
2023/2024;2801;Padova;L-9;Ingegneria Gestionale;24.0;24116;12;M;949
2023/2024;1501;Milano;L-5;Filosofia;15.0;15146;3;M;950
2023/2024;5001;Pisa;L-18;Economia Aziendale;50.0;50026;7;F;951
2023/2024;101;Torino;LM-85 bis;Scienze della Formazione Primaria;1.0;1090;1;F;951
2023/2024;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;1.0;1272;12;M;954
2024/2025;5810;Roma Marconi - telematica;L-9;Ingegneria Industriale;58.0;58091;12;M;955
2023/2024;201;Piemonte Orientale;L-18;Economia Aziendale;3.0;3106;7;F;955
2024/2025;2801;Padova;L-8;Ingegneria Informatica;28.0;28060;12;M;957
2023/2024;5815;Roma UNICUSANO - telematica;L-18;Economia Aziendale e Management,;58.0;58091;7;F;960
2024/2025;1502;Milano Politecnico;L-9;Ingegneria Gestionale;15.0;15146;12;M;961
2024/2025;1301;Novedrate e-Campus - telematica;L-24;Scienze e Tecniche Psicologiche;13.0;13163;6;M;962
2024/2025;5401;Perugia;L-18;Economia Aziendale;54.0;54039;7;M;962
2024/2025;5807;Roma Tre;L-18;Economia e Gestione Aziendale;58.0;58091;7;F;963
2023/2024;4801;Firenze;L-9;Ingegneria Meccanica;48.0;48017;12;M;963
2024/2025;102;Torino Politecnico;L-17;Architettura;1.0;1272;11;F;965
2024/2025;1001;Genova;L-11;Lingue e Culture Moderne;10.0;10025;4;F;966
2024/2025;6301;Napoli Federico II;L-9;Ingegneria Meccanica;63.0;63049;12;M;966
2024/2025;2801;Padova;L-9;Ingegneria Gestionale;24.0;24116;12;M;967
2024/2025;1504;Milano Cattolica;LM-41;Medicina e Chirurgia;58.0;58091;14;M;972
2024/2025;5810;Roma Marconi - telematica;L-14;Scienze dei Servizi Giuridici;58.0;58091;8;F;972
2023/2024;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia 'A';58.0;58091;14;F;973
2024/2025;1301;Novedrate e-Campus - telematica;LM-85;Scienze Pedagogiche;13.0;13163;1;F;974
2024/2025;3601;Modena e Reggio Emilia;L-19;Scienze dell'Educazione per il Nido e le Professioni Socio-Pedagogiche;35.0;35033;1;F;974
2024/2025;5801;Roma La Sapienza;LM-13;Farmacia;58.0;58091;14;F;976
2023/2024;5202;Siena Stranieri;L-12;Mediazione Linguistica e Culturale;52.0;52032;4;F;976
2024/2025;6307;Napoli Pegaso - telematica;LM-56;Scienze Economiche;63.0;63049;7;M;977
2024/2025;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;1.0;1272;12;M;978
2023/2024;5401;Perugia;L-18;Economia Aziendale;54.0;54039;7;M;978
2023/2024;3601;Modena e Reggio Emilia;LM-85 bis;Scienze della Formazione Primaria;35.0;35033;1;F;978
2023/2024;102;Torino Politecnico;L-17;Architettura;1.0;1272;11;F;981
2023/2024;3801;Ferrara;L-2;Biotecnologie Mediche;38.0;38008;9;F;981
2024/2025;2801;Padova;L-18;Economia;28.0;28060;7;M;982
2024/2025;1501;Milano;L-5;Filosofia;15.0;15146;3;M;983
2023/2024;2801;Padova;L-12;Lingue, Letterature e Mediazione Culturale;28.0;28060;4;F;984
2024/2025;5814;Roma  Mercatorum - telematica;L-36;Scienze Politiche e Relazioni Internazionali;58.0;58091;5;F;985
2023/2024;5813;Roma UNINETTUNO - telematica;L-18;Economia e Gestione delle Imprese;58.0;58091;7;F;987
2024/2025;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;37.0;37006;5;F;988
2023/2024;4801;Firenze;LM-4cu;Architettura;48.0;48017;11;F;989
2023/2024;8301;Messina;LM-41;Medicina e Chirurgia;83.0;83048;14;M;991
2023/2024;7601;Basilicata;LM-85 bis;Scienze della Formazione Primaria;77.0;77014;1;F;991
2024/2025;4101;Urbino;L-22;Scienze Motorie, Sportive e della Salute;41.0;41067;15;M;992
2023/2024;1801;Pavia;LM-41;Medicina e Chirurgia;18.0;18110;14;F;993
2024/2025;3701;Bologna;L-42;Storia;37.0;37006;3;M;995
2023/2024;7201;Bari;LM-85 bis;Scienze della Formazione Primaria;72.0;72006;1;F;995
2023/2024;3701;Bologna;L-42;Storia;37.0;37006;3;M;996
2023/2024;5807;Roma Tre;L-3;Dams (Discipline delle Arti, della Musica e dello Spettacolo);58.0;58091;2;M;997
2023/2024;1701;Brescia;LM-41;Medicina e Chirurgia;17.0;17029;14;F;999
2024/2025;5801;Roma La Sapienza;L-36;Scienze Politiche e Relazioni Internazionali;58.0;58091;5;M;1000
2024/2025;6501;Salerno;L-10;Lettere;65.0;65052;3;F;1002
2024/2025;6901;Chieti e Pescara;L-40;Sociologia e Criminologia;69.0;69022;5;F;1002
2023/2024;1301;Novedrate e-Campus - telematica;LM-85;Scienze Pedagogiche;13.0;13163;1;F;1005
2024/2025;5801;Roma La Sapienza;L-3;Scienze della Moda e del Costume;58.0;58091;2;F;1008
2024/2025;5001;Pisa;L-18;Economia Aziendale;50.0;50026;7;F;1008
2024/2025;5807;Roma Tre;L-3;Dams (Discipline delle Arti, della Musica e dello Spettacolo);58.0;58091;2;M;1008
2024/2025;4801;Firenze;L-9;Ingegneria Meccanica;48.0;48017;12;M;1011
2023/2024;7901;Catanzaro;LM-41;Medicina e Chirurgia;79.0;79023;14;M;1012
2024/2025;5801;Roma La Sapienza;L-33;Economia e Finanza;58.0;58091;7;F;1013
2024/2025;6303;Napoli L'Orientale;L-11;Lingue, Letterature e Culture dell'Europa e delle Americhe;63.0;63049;4;F;1013
2023/2024;8201;Palermo;L-10;Lettere;82.0;82053;3;F;1013
2023/2024;1501;Milano;L-5;Filosofia;15.0;15146;3;F;1014
2024/2025;5801;Roma La Sapienza;L-11;Lingue, Culture, Letterature, Traduzione;58.0;58091;4;F;1015
2023/2024;101;Torino;L-14;Global Law And Transnational Legal Studies;1.0;1272;8;F;1017
2024/2025;8201;Palermo;L-10;Lettere;82.0;82053;3;F;1021
2023/2024;5805;Roma Luiss;LMG/01;Giurisprudenza;58.0;58091;8;M;1022
2023/2024;4101;Urbino;L-22;Scienze Motorie, Sportive e della Salute;41.0;41067;15;M;1022
2023/2024;1503;Milano Bocconi;L-18;Economia Aziendale e Management;15.0;15146;7;F;1025
2024/2025;3701;Bologna;L-3;Dams - Discipline delle Arti, della Musica e dello Spettacolo;37.0;37006;2;F;1027
2023/2024;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;37.0;37006;5;F;1027
2024/2025;7601;Basilicata;LM-85 bis;Scienze della Formazione Primaria;77.0;77014;1;F;1028
2024/2025;5813;Roma UNINETTUNO - telematica;L-18;Economia e Gestione delle Imprese;58.0;58091;7;F;1028
2024/2025;101;Torino;L-11;Lingue e Letterature Moderne;1.0;1272;4;F;1029
2023/2024;101;Torino;LMG/01;Giurisprudenza;1.0;1272;8;M;1030
2023/2024;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;63.0;63049;14;M;1031
2023/2024;6302;Napoli Parthenope;L-18;Economia Aziendale;63.0;63049;7;M;1032
2024/2025;101;Torino;LM-85 bis;Scienze della Formazione Primaria;1.0;1090;1;F;1033
2024/2025;101;Torino;L-33;Economia;1.0;1272;7;M;1034
2023/2024;6301;Napoli Federico II;L-31;Informatica;63.0;63049;10;M;1034
2024/2025;1508;Milano San Raffaele;LM-41;Medicina e Chirurgia;15.0;15146;14;M;1035
2024/2025;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;63.0;63049;14;M;1035
2023/2024;5803;Roma LUMSA;LM-85 bis;Scienze della Formazione Primaria;58.0;58091;1;F;1035
2023/2024;5802;Roma Tor Vergata;L-19;Scienze dell'Educazione e della Formazione;58.0;58091;1;F;1035
2023/2024;5001;Pisa;L-18;Economia Aziendale;50.0;50026;7;M;1035
2023/2024;3701;Bologna;L-3;Dams - Discipline delle Arti, della Musica e dello Spettacolo;37.0;37006;2;F;1039
2023/2024;6301;Napoli Federico II;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);63.0;63049;14;F;1040
2024/2025;3601;Modena e Reggio Emilia;LM-85 bis;Scienze della Formazione Primaria;35.0;35033;1;F;1041
2024/2025;5807;Roma Tre;LMG/01;Giurisprudenza;58.0;58091;8;M;1041
2024/2025;7201;Bari;L-31;Informatica;72.0;72006;10;M;1042
2023/2024;6301;Napoli Federico II;LMG/01;Giurisprudenza;63.0;63049;8;M;1044
2023/2024;5801;Roma La Sapienza;L-30;Fisica;58.0;58091;9;M;1044
2024/2025;3801;Ferrara;L-13;Scienze Biologiche;38.0;38008;9;F;1045
2023/2024;8001;Reggio Calabria;LM-85 bis;Scienze della Formazione Primaria;80.0;80063;1;F;1045
2024/2025;5805;Roma Luiss;LMG/01;Giurisprudenza;58.0;58091;8;M;1046
2024/2025;7201;Bari;LM-85 bis;Scienze della Formazione Primaria;72.0;72006;1;F;1047
2024/2025;5001;Pisa;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);50.0;50026;14;F;1050
2024/2025;1501;Milano;L-5;Filosofia;15.0;15146;3;F;1051
2023/2024;5401;Perugia;LM-41;Medicina e Chirurgia;54.0;54039;14;F;1052
2023/2024;1001;Genova;L-11;Lingue e Culture Moderne;10.0;10025;4;F;1053
2023/2024;6901;Chieti e Pescara;LM-41;Medicina e Chirurgia;69.0;69022;14;F;1055
2023/2024;8701;Catania;L-11;Lingue e Culture Europee Euroamericane ed Orientali;87.0;87015;4;F;1055
2023/2024;9201;Cagliari;LM-41;Medicina e Chirurgia;92.0;92009;14;F;1056
2023/2024;5801;Roma La Sapienza;L-3;Scienze della Moda e del Costume;58.0;58091;2;F;1056
2024/2025;2801;Padova;LM-41;Medicina e Chirurgia;28.0;28060;14;M;1057
2023/2024;5401;Perugia;L-22;Scienze Motorie e Sportive;54.0;54039;15;M;1057
2023/2024;3801;Ferrara;LM-41;Medicina e Chirurgia;38.0;38008;14;M;1058
2024/2025;7901;Catanzaro;LM-41;Medicina e Chirurgia;79.0;79023;14;M;1059
2023/2024;5001;Pisa;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);50.0;50026;14;F;1059
2024/2025;6301;Napoli Federico II;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);63.0;63049;14;F;1060
2023/2024;1502;Milano Politecnico;LM-33;Mechanical Engineering - Ingegneria Meccanica;15.0;15146;12;M;1060
2024/2025;3701;Bologna;L-11;Lingue e Letterature Straniere;37.0;37006;4;F;1061
2023/2024;2801;Padova;L-9;Ingegneria Aerospaziale;28.0;28060;12;M;1061
2024/2025;201;Piemonte Orientale;L-18;Economia Aziendale;3.0;3106;7;M;1062
2023/2024;5801;Roma La Sapienza;LM-13;Farmacia;58.0;58091;14;F;1062
2024/2025;101;Torino;LMG/01;Giurisprudenza;1.0;1272;8;M;1063
2023/2024;3801;Ferrara;L-13;Scienze Biologiche;38.0;38008;9;F;1063
2024/2025;6301;Napoli Federico II;L-11;Lingue, Culture e Letterature Moderne Europee;63.0;63049;4;F;1065
2024/2025;8301;Messina;LM-41;Medicina e Chirurgia;83.0;83048;14;M;1065
2023/2024;201;Piemonte Orientale;L-13;Scienze Biologiche;6.0;6003;9;F;1065
2024/2025;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia 'A';58.0;58091;14;F;1066
2024/2025;3701;Bologna;LM-41;Medicina e Chirurgia;37.0;37006;14;M;1068
2024/2025;8701;Catania;L-24;Scienze e Tecniche Psicologiche;87.0;87015;6;F;1068
2023/2024;3701;Bologna;L-11;Lingue e Letterature Straniere;37.0;37006;4;F;1068
2024/2025;6501;Salerno;L-19;Scienze dell'Educazione;65.0;65052;1;F;1069
2023/2024;6501;Salerno;L-19;Scienze dell'Educazione;65.0;65052;1;F;1070
2024/2025;8701;Catania;L-11;Lingue e Culture Europee Euroamericane ed Orientali;87.0;87015;4;F;1071
2024/2025;6301;Napoli Federico II;L-31;Informatica;63.0;63049;10;M;1071
2024/2025;5807;Roma Tre;L-3;Dams (Discipline delle Arti, della Musica e dello Spettacolo);58.0;58091;2;F;1076
2024/2025;1202;Insubria;L-20;Scienze della Comunicazione;12.0;12133;5;F;1077
2024/2025;5803;Roma LUMSA;LM-85 bis;Scienze della Formazione Primaria;58.0;58091;1;F;1077
2024/2025;4801;Firenze;LM-4cu;Architettura;48.0;48017;11;F;1080
2023/2024;1301;Novedrate e-Campus - telematica;LM-67;Scienze dell'Esercizio Fisico per il Benessere e la Salute;13.0;13163;14;M;1080
2023/2024;1202;Insubria;L-20;Scienze della Comunicazione;12.0;12133;5;F;1080
2024/2025;2701;Ca' Foscari Venezia;L-1;Conservazione e Gestione dei Beni e delle Attività Culturali;27.0;27042;2;F;1081
2024/2025;5801;Roma La Sapienza;L-30;Fisica;58.0;58091;9;M;1083
2023/2024;5807;Roma Tre;L-3;Dams (Discipline delle Arti, della Musica e dello Spettacolo);58.0;58091;2;F;1084
2023/2024;101;Torino;L-24;Scienze e Tecniche Psicologiche;1.0;1272;6;F;1087
2023/2024;8701;Catania;L-31;Informatica;87.0;87015;10;M;1087
