ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Didattica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCPL21;Didattica della Musica - Ind. Strumentale;F;11
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;Fagotto;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;Fagotto;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;M;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;9
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;Oboe;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;M;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL23;Eufonio;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;Trombone;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLARINETTO;-;Clarinetto;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLARINETTO;-;Clarinetto;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLARINETTO;-;Clarinetto - Clarinetto basso;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FLAUTO;-;Flauto;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FLAUTO;-;Flauto;F;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TROMBA;-;Tromba;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TROMBA;-;Tromba;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TROMBONE;-;Trombone;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CLARINETTO;-;Clarinetto;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);TROMBA;-;Tromba e trombone;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;21
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;18
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;M;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLAVICEMBALO;-;Clavicembalo;F;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A PERCUSSIONE;-;Strumenti a percussione;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;Arpa;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;Contrabbasso;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL55;Violino barocco;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL55;Violino barocco;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL58;Violoncello barocco;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL58;Violoncello barocco;F;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);ARPA;-;Arpa;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CONTRABBASSO;-;Contrabbasso;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A PIZZICO;-;Strumenti a pizzico;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A PIZZICO;-;Strumenti a pizzico;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLA;-;Viola;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;F;13
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLONCELLO;-;Violoncello;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLONCELLO;-;Violoncello;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);ARPA;-;Arpa;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLINO;-;Violino;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLONCELLO;-;Violoncello;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DISCIPLINE MUSICALI;-;Strumenti antichi;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DISCIPLINE MUSICALI;-;Strumenti antichi;F;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA CORALE E DIREZIONE DI CORO;-;Musica Sacra;M;10
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;Basso Elettrico;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;M;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;Contrabbasso Jazz;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL47;Tromba Jazz;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL50;Trombone Jazz;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Jazz;M;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Jazz;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;BASSO TUBA;DCPL04;Basso tuba;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;M;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;Fagotto;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;Oboe;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;M;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL23;Eufonio;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);BASSO TUBA;-;Basso tuba;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLARINETTO;-;Clarinetto;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLARINETTO;-;Clarinetto;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CORNO;-;Corno;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FAGOTTO;-;Fagotto;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FAGOTTO;-;Fagotto;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FLAUTO;-;Flauto;F;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);OBOE;-;Oboe;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);OBOE;-;Oboe;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TROMBA;-;Tromba;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TROMBONE;-;Trombone;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);BASSO TUBA;-;Basso tuba;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CLARINETTO;-;Clarinetto;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CORNO;-;Corno;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);FLAUTO;-;Flauto;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);FLAUTO;-;Flauto;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);TROMBA;-;Tromba e trombone;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;Fisarmonica;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;10
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;17
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;M;1
