ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;SPECIALIZZANDI
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;41
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;9
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;119
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;8
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1306
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;134
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;48
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;24
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;161
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;7
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;43
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1992
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;31
2023/2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;27
2023/2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;71
2023/2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;841
2023/2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;542
2023/2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;18
2023/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2023/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;8
2023/2024;05807;Roma - III Università degli studi;Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;6
2023/2024;05807;Roma - III Università degli studi;Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;330
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;1
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;298
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;7
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;31
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;31
2023/2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;4
2023/2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;1
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;13
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;24
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;69
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;40
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;20
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;1
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;9
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1238
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;2
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;9
2023/2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1067
2023/2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;10
2023/2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;8
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;27
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;70
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;830
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;942
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;13
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;12
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;3
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;4
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;7
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;20
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;315
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;4
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;6
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;27
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;12
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;249
2023/2024;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;14
2023/2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;28
2023/2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;3
2023/2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;298
2023/2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;13
2023/2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;11
2023/2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;277
2023/2024;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;49
2023/2024;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;1
2023/2024;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;5
2023/2024;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;44
2023/2024;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;77
2023/2024;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;38
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;22
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;279
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;398
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;7
2023/2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;58
2023/2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;2
2023/2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;42
2023/2024;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;249
2023/2024;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;8
2023/2024;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;375
2023/2024;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;33
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;5
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;108
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;12
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;3
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;64
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;35
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;12
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1087
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;764
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;11
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2023/2024;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;24
2023/2024;07202;Bari - Politecnico;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;4
2023/2024;07202;Bari - Politecnico;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;5
2023/2024;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;5
2023/2024;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;13
2023/2024;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;6
2023/2024;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;22
2023/2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;23
2023/2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;14
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;10
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;2
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;48
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;16
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;6
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;11
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;438
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;363
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;9
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2023/2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;925
2023/2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;39
2023/2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2023/2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;681
2023/2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;9
2023/2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;7
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;683
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;34
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;475
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;29
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;78
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;79
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;11
2023/2024;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;71
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;63
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;6
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;6
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;564
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;12
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;3
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;19
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;728
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;5
2023/2024;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;34
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;30
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;3
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;293
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;59
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;36
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;9
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;13
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;243
2023/2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;10
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;10
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;5
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;70
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;763
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;23
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;1
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;451
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;6
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;18
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;37
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;14
2023/2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;3
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;166
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;623
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;169
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;52
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;1744
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;536
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;01;Education;F;29
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;133
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;30066
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;274
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;307
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;695
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;22525
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;544
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;662
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;870
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;01;Education;M;4
2022/2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;137
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;6
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;43
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;31
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;60
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;18
2022/2023;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;10
