ANNO_ACCADEMICO;DES;CLASSE_RIF;ID_SESSO;Immatricolati
2012/2013;Scienze matematiche;L-35;F;30
2012/2013;Scienze matematiche;L-35;M;20
2012/2013;Scienze politiche e delle relazioni internazionali;L-36;F;221
2012/2013;Scienze politiche e delle relazioni internazionali;L-36;M;116
2012/2013;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;29
2012/2013;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;14
2012/2013;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;18
2012/2013;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;8
2012/2013;Servizio sociale;L-39;F;33
2012/2013;Servizio sociale;L-39;M;6
2012/2013;Sociologia;L-40;F;28
2012/2013;Sociologia;L-40;M;11
2012/2013;Specialistiche in architettura e ingegneria edile;LM-4;F;6
2012/2013;Specialistiche in architettura e ingegneria edile;LM-4;M;2
2012/2013;Specialistiche in farmacia e farmacia industriale;LM-13;F;7
2012/2013;Specialistiche in medicina e chirurgia;LM-41;F;22
2012/2013;Specialistiche in medicina e chirurgia;LM-41;M;7
2012/2013;Statistica;L-41;F;27
2012/2013;Statistica;L-41;M;19
2012/2013;Storia;L-42;F;17
2012/2013;Storia;L-42;M;18
2011/2012;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;33
2011/2012;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;23
2011/2012;Beni culturali;L-1;F;58
2011/2012;Beni culturali;L-1;M;22
2011/2012;Biotecnologie;L-2;F;31
2011/2012;Biotecnologie;L-2;M;27
2011/2012;Conservazione e restauro dei beni culturali;LMR/02;F;1
2011/2012;Diagnostica per la conservazione dei beni culturali;L-43;F;11
2011/2012;Diagnostica per la conservazione dei beni culturali;L-43;M;9
2011/2012;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;93
2011/2012;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;43
2011/2012;Disegno industriale;L-4;F;60
2011/2012;Disegno industriale;L-4;M;39
2011/2012;Farmacia e farmacia industriale;LM-13;F;143
2011/2012;Farmacia e farmacia industriale;LM-13;M;82
2011/2012;Filosofia;L-5;F;15
2011/2012;Filosofia;L-5;M;17
2011/2012;Geografia;L-6;F;2
2011/2012;Geografia;L-6;M;2
2011/2012;Ingegneria civile e ambientale;L-7;F;67
2011/2012;Ingegneria civile e ambientale;L-7;M;175
2011/2012;Ingegneria dell'informazione;L-8;F;142
2011/2012;Ingegneria dell'informazione;L-8;M;396
2011/2012;Ingegneria industriale;L-9;F;96
2011/2012;Ingegneria industriale;L-9;M;557
2011/2012;Lettere;L-10;F;89
2011/2012;Lettere;L-10;M;49
2011/2012;Lingue e culture moderne;L-11;F;441
2011/2012;Lingue e culture moderne;L-11;M;139
2011/2012;Magistrali in giurisprudenza;LMG/01;F;211
2011/2012;Magistrali in giurisprudenza;LMG/01;M;105
2011/2012;Mediazione linguistica;L-12;F;270
2011/2012;Mediazione linguistica;L-12;M;81
2011/2012;Medicina e chirurgia;LM-41;F;106
2011/2012;Medicina e chirurgia;LM-41;M;153
2011/2012;Medicina veterinaria;LM-42;F;8
2011/2012;Medicina veterinaria;LM-42;M;9
2011/2012;Odontoiatria e protesi dentaria;LM-46;F;8
2011/2012;Odontoiatria e protesi dentaria;LM-46;M;2
2011/2012;Professioni sanitarie della prevenzione;L/SNT4;F;6
2011/2012;Professioni sanitarie della riabilitazione;L/SNT2;F;40
2011/2012;Professioni sanitarie della riabilitazione;L/SNT2;M;33
2011/2012;Professioni sanitarie tecniche;L/SNT3;F;32
2011/2012;Professioni sanitarie tecniche;L/SNT3;M;13
2011/2012;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;272
2011/2012;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;64
2011/2012;Scienze biologiche;L-13;F;42
2011/2012;Scienze biologiche;L-13;M;34
2011/2012;Scienze dei servizi giuridici;L-14;F;90
2011/2012;Scienze dei servizi giuridici;L-14;M;36
2011/2012;Scienze del turismo;L-15;F;78
2011/2012;Scienze del turismo;L-15;M;51
2011/2012;Scienze della comunicazione;L-20;F;153
2011/2012;Scienze della comunicazione;L-20;M;45
2011/2012;Scienze della difesa e della sicurezza;L/DS;M;11
2011/2012;Scienze della formazione primaria;LM-85 bis;F;14
2011/2012;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;F;4
2011/2012;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;M;1
2011/2012;Scienze della mediazione linguistica;L-12;F;4
2011/2012;Scienze della mediazione linguistica;L-12;M;2
2011/2012;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;41
2011/2012;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;44
2011/2012;Scienze dell'amministrazione e dell'organizzazione;L-16;F;33
2011/2012;Scienze dell'amministrazione e dell'organizzazione;L-16;M;20
2011/2012;Scienze dell'architettura;L-17;F;78
2011/2012;Scienze dell'architettura;L-17;M;67
2011/2012;Scienze delle attivita motorie e sportive;L-22;F;2
2011/2012;Scienze delle attivita motorie e sportive;L-22;M;1
2011/2012;Scienze delle attività motorie e sportive;L-22;F;14
2011/2012;Scienze delle attività motorie e sportive;L-22;M;20
2011/2012;Scienze dell'economia e della gestione aziendale;L-18;F;520
2011/2012;Scienze dell'economia e della gestione aziendale;L-18;M;382
2011/2012;Scienze dell'educazione e della formazione;L-19;F;90
2011/2012;Scienze dell'educazione e della formazione;L-19;M;11
2011/2012;Scienze e tecniche dell'edilizia;L-23;F;61
2011/2012;Scienze e tecniche dell'edilizia;L-23;M;46
2011/2012;Scienze e tecniche psicologiche;L-24;F;66
2011/2012;Scienze e tecniche psicologiche;L-24;M;17
2011/2012;Scienze e tecnologie agrarie e forestali;L-25;F;15
2011/2012;Scienze e tecnologie agrarie e forestali;L-25;M;36
2011/2012;Scienze e tecnologie alimentari;L-26;F;55
2011/2012;Scienze e tecnologie alimentari;L-26;M;41
2011/2012;Scienze e tecnologie chimiche;L-27;F;58
2011/2012;Scienze e tecnologie chimiche;L-27;M;29
2011/2012;Scienze e tecnologie della navigazione;L-28;M;1
2011/2012;Scienze e tecnologie farmaceutiche;L-29;F;19
2011/2012;Scienze e tecnologie farmaceutiche;L-29;M;6
2011/2012;Scienze e tecnologie fisiche;L-30;F;13
2011/2012;Scienze e tecnologie fisiche;L-30;M;17
2011/2012;Scienze e tecnologie informatiche;L-31;F;35
2011/2012;Scienze e tecnologie informatiche;L-31;M;92
2011/2012;Scienze e tecnologie per l'ambiente e la natura;L-32;F;23
2011/2012;Scienze e tecnologie per l'ambiente e la natura;L-32;M;11
2011/2012;Scienze economiche;L-33;F;228
2011/2012;Scienze economiche;L-33;M;217
2011/2012;Scienze geologiche;L-34;F;8
2011/2012;Scienze geologiche;L-34;M;12
2011/2012;Scienze matematiche;L-35;F;15
2011/2012;Scienze matematiche;L-35;M;17
2011/2012;Scienze politiche e delle relazioni internazionali;L-36;F;186
2011/2012;Scienze politiche e delle relazioni internazionali;L-36;M;146
2011/2012;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;22
2011/2012;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;16
2011/2012;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;19
2011/2012;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;6
2011/2012;Servizio sociale;L-39;F;42
2011/2012;Servizio sociale;L-39;M;8
2011/2012;Sociologia;L-40;F;29
2011/2012;Sociologia;L-40;M;11
2011/2012;Specialistiche in architettura e ingegneria edile;LM-4;F;1
2011/2012;Specialistiche in farmacia e farmacia industriale;LM-13;F;13
2011/2012;Specialistiche in farmacia e farmacia industriale;LM-13;M;4
2011/2012;Specialistiche in medicina e chirurgia;LM-41;F;39
2011/2012;Specialistiche in medicina e chirurgia;LM-41;M;7
2011/2012;Specialistiche in medicina veterinaria;LM-42;F;2
2011/2012;Specialistiche in medicina veterinaria;LM-42;M;3
2011/2012;Specialistiche in odontoiatria e protesi dentaria;LM-46;F;2
2011/2012;Specialistiche in odontoiatria e protesi dentaria;LM-46;M;4
2011/2012;Statistica;L-41;F;26
2011/2012;Statistica;L-41;M;14
2011/2012;Storia;L-42;F;15
2011/2012;Storia;L-42;M;18
2010/2011;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;50
2010/2011;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;35
2010/2011;Beni culturali;L-1;F;66
2010/2011;Beni culturali;L-1;M;15
2010/2011;Biotecnologie;L-2;F;31
2010/2011;Biotecnologie;L-2;M;30
2010/2011;Diagnostica per la conservazione dei beni culturali;L-43;F;7
2010/2011;Diagnostica per la conservazione dei beni culturali;L-43;M;4
2010/2011;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;84
2010/2011;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;47
2010/2011;Disegno industriale;L-4;F;70
2010/2011;Disegno industriale;L-4;M;33
2010/2011;Farmacia e farmacia industriale;LM-13;F;143
2010/2011;Farmacia e farmacia industriale;LM-13;M;71
2010/2011;Filosofia;L-5;F;8
2010/2011;Filosofia;L-5;M;13
2010/2011;Geografia;L-6;F;3
2010/2011;Geografia;L-6;M;4
2010/2011;Ingegneria civile e ambientale;L-7;F;34
2010/2011;Ingegneria civile e ambientale;L-7;M;117
2010/2011;Ingegneria dell'informazione;L-8;F;92
2010/2011;Ingegneria dell'informazione;L-8;M;325
2010/2011;Ingegneria industriale;L-9;F;79
2010/2011;Ingegneria industriale;L-9;M;439
2010/2011;Lettere;L-10;F;84
2010/2011;Lettere;L-10;M;39
2010/2011;Lingue e culture moderne;L-11;F;479
2010/2011;Lingue e culture moderne;L-11;M;141
2010/2011;Magistrali in giurisprudenza;LMG/01;F;214
2010/2011;Magistrali in giurisprudenza;LMG/01;M;95
2010/2011;Mediazione linguistica;L-12;F;280
2010/2011;Mediazione linguistica;L-12;M;78
2010/2011;Medicina e chirurgia;LM-41;F;213
2010/2011;Medicina e chirurgia;LM-41;M;299
2010/2011;Medicina veterinaria;LM-42;F;20
2010/2011;Medicina veterinaria;LM-42;M;14
2010/2011;Odontoiatria e protesi dentaria;LM-46;F;20
2010/2011;Odontoiatria e protesi dentaria;LM-46;M;27
2010/2011;Professioni sanitarie della prevenzione;L/SNT4;F;10
2010/2011;Professioni sanitarie della prevenzione;L/SNT4;M;1
2010/2011;Professioni sanitarie della riabilitazione;L/SNT2;F;27
2010/2011;Professioni sanitarie della riabilitazione;L/SNT2;M;28
2010/2011;Professioni sanitarie tecniche;L/SNT3;F;19
2010/2011;Professioni sanitarie tecniche;L/SNT3;M;10
2010/2011;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;267
2010/2011;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;87
2010/2011;Scienze biologiche;L-13;F;58
2010/2011;Scienze biologiche;L-13;M;34
2010/2011;Scienze dei servizi giuridici;L-14;F;63
2010/2011;Scienze dei servizi giuridici;L-14;M;25
2010/2011;Scienze del servizio sociale;L-39;F;1
2010/2011;Scienze del turismo;L-15;F;84
2010/2011;Scienze del turismo;L-15;M;55
2010/2011;Scienze della comunicazione;L-20;F;170
2010/2011;Scienze della comunicazione;L-20;M;81
2010/2011;Scienze della difesa e della sicurezza;L/DS;M;18
2010/2011;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;F;11
2010/2011;Scienze della mediazione linguistica;L-12;F;6
2010/2011;Scienze della mediazione linguistica;L-12;M;1
2010/2011;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;47
2010/2011;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;28
2010/2011;Scienze dell'amministrazione e dell'organizzazione;L-16;F;28
2010/2011;Scienze dell'amministrazione e dell'organizzazione;L-16;M;16
2010/2011;Scienze dell'architettura;L-17;F;146
2010/2011;Scienze dell'architettura;L-17;M;134
2010/2011;Scienze delle attivita motorie e sportive;L-22;F;3
2010/2011;Scienze delle attività motorie e sportive;L-22;F;13
2010/2011;Scienze delle attività motorie e sportive;L-22;M;17
2010/2011;Scienze dell'economia e della gestione aziendale;L-18;F;648
2010/2011;Scienze dell'economia e della gestione aziendale;L-18;M;446
2010/2011;Scienze dell'educazione e della formazione;L-19;F;135
2010/2011;Scienze dell'educazione e della formazione;L-19;M;20
2010/2011;Scienze e tecniche dell'edilizia;L-23;F;21
2010/2011;Scienze e tecniche dell'edilizia;L-23;M;38
2010/2011;Scienze e tecniche psicologiche;L-24;F;83
2010/2011;Scienze e tecniche psicologiche;L-24;M;26
2010/2011;Scienze e tecnologie agrarie e forestali;L-25;F;23
2010/2011;Scienze e tecnologie agrarie e forestali;L-25;M;41
2010/2011;Scienze e tecnologie agrarie, agroalimentari e forestali;L-25/L-26;F;2
2010/2011;Scienze e tecnologie agrarie, agroalimentari e forestali;L-25/L-26;M;1
2010/2011;Scienze e tecnologie alimentari;L-26;F;30
2010/2011;Scienze e tecnologie alimentari;L-26;M;35
2010/2011;Scienze e tecnologie chimiche;L-27;F;29
2010/2011;Scienze e tecnologie chimiche;L-27;M;25
2010/2011;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;3
2010/2011;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;1
2010/2011;Scienze e tecnologie farmaceutiche;L-29;F;27
2010/2011;Scienze e tecnologie farmaceutiche;L-29;M;4
2010/2011;Scienze e tecnologie fisiche;L-30;F;7
2010/2011;Scienze e tecnologie fisiche;L-30;M;17
2010/2011;Scienze e tecnologie informatiche;L-31;F;29
2010/2011;Scienze e tecnologie informatiche;L-31;M;72
2010/2011;Scienze e tecnologie per l'ambiente e la natura;L-32;F;17
2010/2011;Scienze e tecnologie per l'ambiente e la natura;L-32;M;9
2010/2011;Scienze economiche;L-33;F;245
2010/2011;Scienze economiche;L-33;M;194
2010/2011;Scienze geologiche;L-34;F;7
2010/2011;Scienze geologiche;L-34;M;5
2010/2011;Scienze giuridiche;L-14;F;11
2010/2011;Scienze giuridiche;L-14;M;1
2010/2011;Scienze matematiche;L-35;F;20
2010/2011;Scienze matematiche;L-35;M;16
2010/2011;Scienze politiche e delle relazioni internazionali;L-36;F;195
2010/2011;Scienze politiche e delle relazioni internazionali;L-36;M;150
2010/2011;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;20
2010/2011;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;5
2010/2011;Scienze sociologiche;L-40;F;1
2010/2011;Scienze sociologiche;L-40;M;1
2010/2011;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;14
2010/2011;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;8
2010/2011;Servizio sociale;L-39;F;50
2010/2011;Servizio sociale;L-39;M;7
2010/2011;Sociologia;L-40;F;29
2010/2011;Sociologia;L-40;M;14
2010/2011;Specialistiche in farmacia e farmacia industriale;LM-13;F;24
2010/2011;Specialistiche in farmacia e farmacia industriale;LM-13;M;5
2010/2011;Specialistiche in medicina e chirurgia;LM-41;F;33
2010/2011;Specialistiche in medicina e chirurgia;LM-41;M;16
2010/2011;Specialistiche in medicina veterinaria;LM-42;F;2
2010/2011;Specialistiche in odontoiatria e protesi dentaria;LM-46;F;1
2010/2011;Specialistiche in odontoiatria e protesi dentaria;LM-46;M;1
2010/2011;Statistica;L-41;F;16
2010/2011;Statistica;L-41;M;11
2010/2011;Storia;L-42;F;13
2010/2011;Storia;L-42;M;14
2009/2010;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;39
2009/2010;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;48
2009/2010;Beni culturali;L-1;F;74
2009/2010;Beni culturali;L-1;M;25
2009/2010;Biotecnologie;L-2;F;37
2009/2010;Biotecnologie;L-2;M;15
2009/2010;Diagnostica per la conservazione dei beni culturali;L-43;F;7
2009/2010;Diagnostica per la conservazione dei beni culturali;L-43;M;2
2009/2010;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;90
2009/2010;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;36
2009/2010;Disegno industriale;L-4;F;59
2009/2010;Disegno industriale;L-4;M;53
2009/2010;Farmacia e farmacia industriale;LM-13;F;131
2009/2010;Farmacia e farmacia industriale;LM-13;M;70
2009/2010;Filosofia;L-5;F;13
2009/2010;Filosofia;L-5;M;12
2009/2010;Geografia;L-6;F;10
2009/2010;Geografia;L-6;M;4
2009/2010;Ingegneria civile e ambientale;L-7;F;35
2009/2010;Ingegneria civile e ambientale;L-7;M;124
2009/2010;Ingegneria dell'informazione;L-8;F;66
2009/2010;Ingegneria dell'informazione;L-8;M;380
2009/2010;Ingegneria industriale;L-9;F;71
2009/2010;Ingegneria industriale;L-9;M;376
2009/2010;Lettere;L-10;F;115
2009/2010;Lettere;L-10;M;51
2009/2010;Lingue e culture moderne;L-11;F;462
2009/2010;Lingue e culture moderne;L-11;M;123
2009/2010;Magistrali in giurisprudenza;LMG/01;F;223
2009/2010;Magistrali in giurisprudenza;LMG/01;M;117
2009/2010;Mediazione linguistica;L-12;F;244
2009/2010;Mediazione linguistica;L-12;M;90
2009/2010;Medicina e chirurgia;LM-41;F;150
2009/2010;Medicina e chirurgia;LM-41;M;205
2009/2010;Medicina veterinaria;LM-42;F;18
2009/2010;Medicina veterinaria;LM-42;M;10
2009/2010;Odontoiatria e protesi dentaria;LM-46;F;9
2009/2010;Odontoiatria e protesi dentaria;LM-46;M;17
2009/2010;Professioni sanitarie della prevenzione;L/SNT4;F;3
2009/2010;Professioni sanitarie della prevenzione;L/SNT4;M;1
2009/2010;Professioni sanitarie della riabilitazione;L/SNT2;F;21
2009/2010;Professioni sanitarie della riabilitazione;L/SNT2;M;25
2009/2010;Professioni sanitarie tecniche;L/SNT3;F;24
2009/2010;Professioni sanitarie tecniche;L/SNT3;M;16
2009/2010;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;356
2009/2010;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;83
2009/2010;Scienze biologiche;L-13;F;57
2009/2010;Scienze biologiche;L-13;M;36
2009/2010;Scienze dei beni culturali;L-1;M;1
2009/2010;Scienze dei servizi giuridici;L-14;F;53
2009/2010;Scienze dei servizi giuridici;L-14;M;27
2009/2010;Scienze del servizio sociale;L-39;F;5
2009/2010;Scienze del servizio sociale;L-39;M;1
2009/2010;Scienze del turismo;L-15;F;66
2009/2010;Scienze del turismo;L-15;M;48
2009/2010;Scienze della comunicazione;L-20;F;168
2009/2010;Scienze della comunicazione;L-20;M;72
2009/2010;Scienze della difesa e della sicurezza;L/DS;F;2
2009/2010;Scienze della difesa e della sicurezza;L/DS;M;18
2009/2010;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;F;15
2009/2010;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;M;1
2009/2010;Scienze della mediazione linguistica;L-12;F;21
2009/2010;Scienze della mediazione linguistica;L-12;M;6
2009/2010;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;24
2009/2010;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;16
2009/2010;Scienze della Terra;L-34;M;1
2009/2010;Scienze dell'amministrazione;L-16;F;1
2009/2010;Scienze dell'amministrazione;L-16;M;1
2009/2010;Scienze dell'amministrazione e dell'organizzazione;L-16;F;32
2009/2010;Scienze dell'amministrazione e dell'organizzazione;L-16;M;17
2009/2010;Scienze dell'architettura;L-17;F;108
2009/2010;Scienze dell'architettura;L-17;M;97
2009/2010;Scienze dell'architettura e dell'ingegneria edile;L-17/L-23;F;51
2009/2010;Scienze dell'architettura e dell'ingegneria edile;L-17/L-23;M;47
2009/2010;Scienze delle attivita motorie e sportive;L-22;F;11
2009/2010;Scienze delle attivita motorie e sportive;L-22;M;9
2009/2010;Scienze delle attività motorie e sportive;L-22;F;8
2009/2010;Scienze delle attività motorie e sportive;L-22;M;21
2009/2010;Scienze dell'economia e della gestione aziendale;L-18;F;700
2009/2010;Scienze dell'economia e della gestione aziendale;L-18;M;474
2009/2010;Scienze dell'educazione e della formazione;L-19;F;96
2009/2010;Scienze dell'educazione e della formazione;L-19;M;14
2009/2010;Scienze e tecniche dell'edilizia;L-23;F;12
2009/2010;Scienze e tecniche dell'edilizia;L-23;M;7
2009/2010;Scienze e tecniche psicologiche;L-24;F;92
2009/2010;Scienze e tecniche psicologiche;L-24;M;27
2009/2010;Scienze e tecnologie agrarie e forestali;L-25;F;18
2009/2010;Scienze e tecnologie agrarie e forestali;L-25;M;34
2009/2010;Scienze e tecnologie agrarie, agroalimentari e forestali;L-25/L-26;F;3
2009/2010;Scienze e tecnologie agrarie, agroalimentari e forestali;L-25/L-26;M;3
2009/2010;Scienze e tecnologie alimentari;L-26;F;35
2009/2010;Scienze e tecnologie alimentari;L-26;M;23
2009/2010;Scienze e tecnologie chimiche;L-27;F;21
2009/2010;Scienze e tecnologie chimiche;L-27;M;10
2009/2010;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;4
2009/2010;Scienze e tecnologie farmaceutiche;L-29;F;28
2009/2010;Scienze e tecnologie farmaceutiche;L-29;M;8
2009/2010;Scienze e tecnologie fisiche;L-30;F;17
2009/2010;Scienze e tecnologie fisiche;L-30;M;21
2009/2010;Scienze e tecnologie informatiche;L-31;F;32
2009/2010;Scienze e tecnologie informatiche;L-31;M;122
2009/2010;Scienze e tecnologie per l'ambiente e la natura;L-32;F;12
2009/2010;Scienze e tecnologie per l'ambiente e la natura;L-32;M;8
2009/2010;Scienze e tecnologie zootecniche e delle produzioni animali;L-38;F;3
2009/2010;Scienze e tecnologie zootecniche e delle produzioni animali;L-38;M;8
2009/2010;Scienze economiche;L-33;F;312
2009/2010;Scienze economiche;L-33;M;261
2009/2010;Scienze geologiche;L-34;F;1
2009/2010;Scienze geologiche;L-34;M;7
2009/2010;Scienze giuridiche;L-14;F;13
2009/2010;Scienze giuridiche;L-14;M;2
2009/2010;Scienze matematiche;L-35;F;10
2009/2010;Scienze matematiche;L-35;M;9
2009/2010;Scienze politiche e delle relazioni internazionali;L-36;F;187
2009/2010;Scienze politiche e delle relazioni internazionali;L-36;M;150
2009/2010;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;20
2009/2010;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;11
2009/2010;Scienze sociologiche;L-40;F;1
2009/2010;Scienze sociologiche;L-40;M;2
2009/2010;Scienze storiche;L-42;F;4
2009/2010;Scienze storiche;L-42;M;1
2009/2010;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;10
2009/2010;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;1
2009/2010;Servizio sociale;L-39;F;43
2009/2010;Servizio sociale;L-39;M;7
2009/2010;Sociologia;L-40;F;32
2009/2010;Sociologia;L-40;M;13
2009/2010;Specialistiche in architettura e ingegneria edile;LM-4;F;8
2009/2010;Specialistiche in architettura e ingegneria edile;LM-4;M;4
2009/2010;Specialistiche in farmacia e farmacia industriale;LM-13;F;80
2009/2010;Specialistiche in farmacia e farmacia industriale;LM-13;M;54
2009/2010;Specialistiche in medicina e chirurgia;LM-41;F;70
2009/2010;Specialistiche in medicina e chirurgia;LM-41;M;42
2009/2010;Specialistiche in medicina veterinaria;LM-42;F;2
2009/2010;Specialistiche in medicina veterinaria;LM-42;M;4
2009/2010;Specialistiche in odontoiatria e protesi dentaria;LM-46;F;1
2009/2010;Statistica;L-41;F;14
2009/2010;Statistica;L-41;M;6
2009/2010;Storia;L-42;F;13
2009/2010;Storia;L-42;M;10
2009/2010;Tecnologie per la conservazione e il restauro dei beni culturali;L-43;F;1
2009/2010;Urbanistica e scienze della pianificazione territoriale e ambientale;L-21;F;6
2009/2010;Urbanistica e scienze della pianificazione territoriale e ambientale;L-21;M;9
