freq,ref_area,ind_type,measure,tipologia_fam,ampiezza_comune,time_period,obs_value,year
A,ITFG,SOGLIA_POVASS,14,3,4,2012,512.65,2012
A,ITFG,SOGLIA_POVASS,14,3,4,2013,521.02,2013
A,ITFG,SOGLIA_POVASS,14,3,5,2010,458.74,2010
A,ITFG,SOGLIA_POVASS,14,3,5,2011,466.61,2011
A,ITFG,SOGLIA_POVASS,14,3,5,2012,477.22,2012
A,ITFG,SOGLIA_POVASS,14,3,5,2013,485.17,2013
A,ITFG,SOGLIA_POVASS,14,30,1,2010,1023.48,2010
A,ITFG,SOGLIA_POVASS,14,30,1,2011,1042.31,2011
A,ITFG,SOGLIA_POVASS,14,30,1,2012,1068.03,2012
A,ITFG,SOGLIA_POVASS,14,30,1,2013,1086.79,2013
A,ITFG,SOGLIA_POVASS,14,30,4,2010,992.62,2010
A,ITFG,SOGLIA_POVASS,14,30,4,2011,1011.02,2011
A,ITFG,SOGLIA_POVASS,14,30,4,2012,1036.3,2012
A,ITFG,SOGLIA_POVASS,14,30,4,2013,1054.7,2013
A,ITFG,SOGLIA_POVASS,14,30,5,2010,940.77,2010
A,ITFG,SOGLIA_POVASS,14,30,5,2011,958.46,2011
A,ITFG,SOGLIA_POVASS,14,30,5,2012,983.0,2012
A,ITFG,SOGLIA_POVASS,14,30,5,2013,1000.77,2013
A,ITFG,SOGLIA_POVASS,14,31,1,2010,1176.17,2010
A,ITFG,SOGLIA_POVASS,14,31,1,2011,1198.69,2011
A,ITFG,SOGLIA_POVASS,14,31,1,2012,1229.59,2012
A,ITFG,SOGLIA_POVASS,14,31,1,2013,1251.7,2013
A,ITFG,SOGLIA_POVASS,14,31,4,2010,1145.31,2010
A,ITFG,SOGLIA_POVASS,14,31,4,2011,1167.4,2011
A,ITFG,SOGLIA_POVASS,14,31,4,2012,1197.86,2012
A,ITFG,SOGLIA_POVASS,14,31,4,2013,1219.61,2013
A,ITFG,SOGLIA_POVASS,14,31,5,2010,1093.46,2010
A,ITFG,SOGLIA_POVASS,14,31,5,2011,1114.84,2011
A,ITFG,SOGLIA_POVASS,14,31,5,2012,1144.56,2012
A,ITFG,SOGLIA_POVASS,14,31,5,2013,1165.68,2013
A,ITFG,SOGLIA_POVASS,14,32,1,2010,1139.37,2010
A,ITFG,SOGLIA_POVASS,14,32,1,2011,1160.62,2011
A,ITFG,SOGLIA_POVASS,14,32,1,2012,1189.46,2012
A,ITFG,SOGLIA_POVASS,14,32,1,2013,1210.6,2013
A,ITFG,SOGLIA_POVASS,14,32,4,2010,1108.51,2010
A,ITFG,SOGLIA_POVASS,14,32,4,2011,1129.33,2011
A,ITFG,SOGLIA_POVASS,14,32,4,2012,1157.73,2012
A,ITFG,SOGLIA_POVASS,14,32,4,2013,1178.51,2013
A,ITFG,SOGLIA_POVASS,14,32,5,2010,1056.66,2010
A,ITFG,SOGLIA_POVASS,14,32,5,2011,1076.77,2011
A,ITFG,SOGLIA_POVASS,14,32,5,2012,1104.43,2012
A,ITFG,SOGLIA_POVASS,14,32,5,2013,1124.58,2013
A,ITFG,SOGLIA_POVASS,14,33,1,2010,1428.75,2010
A,ITFG,SOGLIA_POVASS,14,33,1,2011,1456.36,2011
A,ITFG,SOGLIA_POVASS,14,33,1,2012,1494.08,2012
A,ITFG,SOGLIA_POVASS,14,33,1,2013,1520.98,2013
A,ITFG,SOGLIA_POVASS,14,33,4,2010,1394.27,2010
A,ITFG,SOGLIA_POVASS,14,33,4,2011,1421.41,2011
A,ITFG,SOGLIA_POVASS,14,33,4,2012,1458.64,2012
A,ITFG,SOGLIA_POVASS,14,33,4,2013,1485.13,2013
A,ITFG,SOGLIA_POVASS,14,33,5,2010,1336.97,2010
A,ITFG,SOGLIA_POVASS,14,33,5,2011,1363.32,2011
A,ITFG,SOGLIA_POVASS,14,33,5,2012,1399.73,2012
A,ITFG,SOGLIA_POVASS,14,33,5,2013,1425.53,2013
A,ITFG,SOGLIA_POVASS,14,34,1,2010,1439.04,2010
A,ITFG,SOGLIA_POVASS,14,34,1,2011,1466.77,2011
A,ITFG,SOGLIA_POVASS,14,34,1,2012,1504.48,2012
A,ITFG,SOGLIA_POVASS,14,34,1,2013,1531.6,2013
A,ITFG,SOGLIA_POVASS,14,34,4,2010,1404.56,2010
A,ITFG,SOGLIA_POVASS,14,34,4,2011,1431.82,2011
A,ITFG,SOGLIA_POVASS,14,34,4,2012,1469.04,2012
A,ITFG,SOGLIA_POVASS,14,34,4,2013,1495.75,2013
A,ITFG,SOGLIA_POVASS,14,34,5,2010,1347.25,2010
A,ITFG,SOGLIA_POVASS,14,34,5,2011,1373.73,2011
A,ITFG,SOGLIA_POVASS,14,34,5,2012,1410.13,2012
A,ITFG,SOGLIA_POVASS,14,34,5,2013,1436.15,2013
A,ITFG,SOGLIA_POVASS,14,35,1,2010,1426.27,2010
A,ITFG,SOGLIA_POVASS,14,35,1,2011,1453.53,2011
A,ITFG,SOGLIA_POVASS,14,35,1,2012,1490.48,2012
A,ITFG,SOGLIA_POVASS,14,35,1,2013,1517.24,2013
A,ITFG,SOGLIA_POVASS,14,35,4,2010,1391.79,2010
A,ITFG,SOGLIA_POVASS,14,35,4,2011,1418.58,2011
A,ITFG,SOGLIA_POVASS,14,35,4,2012,1455.04,2012
A,ITFG,SOGLIA_POVASS,14,35,4,2013,1481.39,2013
A,ITFG,SOGLIA_POVASS,14,35,5,2010,1334.49,2010
A,ITFG,SOGLIA_POVASS,14,35,5,2011,1360.49,2011
A,ITFG,SOGLIA_POVASS,14,35,5,2012,1396.13,2012
A,ITFG,SOGLIA_POVASS,14,35,5,2013,1421.79,2013
A,ITFG,SOGLIA_POVASS,14,36,1,2010,1449.34,2010
A,ITFG,SOGLIA_POVASS,14,36,1,2011,1477.17,2011
A,ITFG,SOGLIA_POVASS,14,36,1,2012,1514.9,2012
A,ITFG,SOGLIA_POVASS,14,36,1,2013,1542.22,2013
A,ITFG,SOGLIA_POVASS,14,36,4,2010,1414.86,2010
A,ITFG,SOGLIA_POVASS,14,36,4,2011,1442.22,2011
A,ITFG,SOGLIA_POVASS,14,36,4,2012,1479.46,2012
A,ITFG,SOGLIA_POVASS,14,36,4,2013,1506.37,2013
A,ITFG,SOGLIA_POVASS,14,36,5,2010,1357.56,2010
A,ITFG,SOGLIA_POVASS,14,36,5,2011,1384.13,2011
A,ITFG,SOGLIA_POVASS,14,36,5,2012,1420.55,2012
A,ITFG,SOGLIA_POVASS,14,36,5,2013,1446.77,2013
A,ITFG,SOGLIA_POVASS,14,37,1,2010,1415.91,2010
A,ITFG,SOGLIA_POVASS,14,37,1,2011,1443.05,2011
A,ITFG,SOGLIA_POVASS,14,37,1,2012,1480.0,2012
A,ITFG,SOGLIA_POVASS,14,37,1,2013,1506.56,2013
A,ITFG,SOGLIA_POVASS,14,37,4,2010,1381.43,2010
A,ITFG,SOGLIA_POVASS,14,37,4,2011,1408.1,2011
A,ITFG,SOGLIA_POVASS,14,37,4,2012,1444.56,2012
A,ITFG,SOGLIA_POVASS,14,37,4,2013,1470.71,2013
A,ITFG,SOGLIA_POVASS,14,37,5,2010,1324.13,2010
A,ITFG,SOGLIA_POVASS,14,37,5,2011,1350.01,2011
A,ITFG,SOGLIA_POVASS,14,37,5,2012,1385.65,2012
A,ITFG,SOGLIA_POVASS,14,37,5,2013,1411.11,2013
A,ITFG,SOGLIA_POVASS,14,38,1,2010,1392.55,2010
A,ITFG,SOGLIA_POVASS,14,38,1,2011,1419.1,2011
A,ITFG,SOGLIA_POVASS,14,38,1,2012,1455.27,2012
A,ITFG,SOGLIA_POVASS,14,38,1,2013,1481.26,2013
A,ITFG,SOGLIA_POVASS,14,38,4,2010,1358.08,2010
A,ITFG,SOGLIA_POVASS,14,38,4,2011,1384.15,2011
A,ITFG,SOGLIA_POVASS,14,38,4,2012,1419.83,2012
A,ITFG,SOGLIA_POVASS,14,38,4,2013,1445.41,2013
A,ITFG,SOGLIA_POVASS,14,38,5,2010,1300.77,2010
A,ITFG,SOGLIA_POVASS,14,38,5,2011,1326.06,2011
A,ITFG,SOGLIA_POVASS,14,38,5,2012,1360.92,2012
A,ITFG,SOGLIA_POVASS,14,38,5,2013,1385.81,2013
A,ITFG,SOGLIA_POVASS,14,4,1,2010,810.71,2010
A,ITFG,SOGLIA_POVASS,14,4,1,2011,825.23,2011
A,ITFG,SOGLIA_POVASS,14,4,1,2012,844.42,2012
A,ITFG,SOGLIA_POVASS,14,4,1,2013,859.0,2013
A,ITFG,SOGLIA_POVASS,14,4,4,2010,787.55,2010
A,ITFG,SOGLIA_POVASS,14,4,4,2011,801.77,2011
A,ITFG,SOGLIA_POVASS,14,4,4,2012,820.62,2012
A,ITFG,SOGLIA_POVASS,14,4,4,2013,834.92,2013
A,ITFG,SOGLIA_POVASS,14,4,5,2010,747.71,2010
A,ITFG,SOGLIA_POVASS,14,4,5,2011,761.38,2011
A,ITFG,SOGLIA_POVASS,14,4,5,2012,779.66,2012
A,ITFG,SOGLIA_POVASS,14,4,5,2013,793.48,2013
A,ITFG,SOGLIA_POVASS,14,5,1,2010,761.62,2010
A,ITFG,SOGLIA_POVASS,14,5,1,2011,775.57,2011
A,ITFG,SOGLIA_POVASS,14,5,1,2012,794.45,2012
A,ITFG,SOGLIA_POVASS,14,5,1,2013,808.2,2013
A,ITFG,SOGLIA_POVASS,14,5,4,2010,738.47,2010
A,ITFG,SOGLIA_POVASS,14,5,4,2011,752.11,2011
A,ITFG,SOGLIA_POVASS,14,5,4,2012,770.65,2012
A,ITFG,SOGLIA_POVASS,14,5,4,2013,784.12,2013
A,ITFG,SOGLIA_POVASS,14,5,5,2010,698.62,2010
A,ITFG,SOGLIA_POVASS,14,5,5,2011,711.72,2011
A,ITFG,SOGLIA_POVASS,14,5,5,2012,729.69,2012
A,ITFG,SOGLIA_POVASS,14,5,5,2013,742.68,2013
A,ITFG,SOGLIA_POVASS,14,6,1,2010,702.29,2010
A,ITFG,SOGLIA_POVASS,14,6,1,2011,715.01,2011
A,ITFG,SOGLIA_POVASS,14,6,1,2012,732.31,2012
A,ITFG,SOGLIA_POVASS,14,6,1,2013,744.9,2013
A,ITFG,SOGLIA_POVASS,14,6,4,2010,679.14,2010
A,ITFG,SOGLIA_POVASS,14,6,4,2011,691.55,2011
A,ITFG,SOGLIA_POVASS,14,6,4,2012,708.51,2012
A,ITFG,SOGLIA_POVASS,14,6,4,2013,720.82,2013
A,ITFG,SOGLIA_POVASS,14,6,5,2010,639.29,2010
A,ITFG,SOGLIA_POVASS,14,6,5,2011,651.16,2011
A,ITFG,SOGLIA_POVASS,14,6,5,2012,667.55,2012
A,ITFG,SOGLIA_POVASS,14,6,5,2013,679.38,2013
A,ITFG,SOGLIA_POVASS,14,7,1,2010,731.72,2010
A,ITFG,SOGLIA_POVASS,14,7,1,2011,745.05,2011
A,ITFG,SOGLIA_POVASS,14,7,1,2012,763.14,2012
A,ITFG,SOGLIA_POVASS,14,7,1,2013,776.31,2013
A,ITFG,SOGLIA_POVASS,14,7,4,2010,708.57,2010
A,ITFG,SOGLIA_POVASS,14,7,4,2011,721.59,2011
A,ITFG,SOGLIA_POVASS,14,7,4,2012,739.34,2012
A,ITFG,SOGLIA_POVASS,14,7,4,2013,752.23,2013
A,ITFG,SOGLIA_POVASS,14,7,5,2010,668.72,2010
A,ITFG,SOGLIA_POVASS,14,7,5,2011,681.2,2011
A,ITFG,SOGLIA_POVASS,14,7,5,2012,698.38,2012
A,ITFG,SOGLIA_POVASS,14,7,5,2013,710.79,2013
A,ITFG,SOGLIA_POVASS,14,8,1,2010,754.94,2010
A,ITFG,SOGLIA_POVASS,14,8,1,2011,768.54,2011
A,ITFG,SOGLIA_POVASS,14,8,1,2012,786.75,2012
A,ITFG,SOGLIA_POVASS,14,8,1,2013,800.32,2013
A,ITFG,SOGLIA_POVASS,14,8,4,2010,731.79,2010
A,ITFG,SOGLIA_POVASS,14,8,4,2011,745.08,2011
A,ITFG,SOGLIA_POVASS,14,8,4,2012,762.95,2012
A,ITFG,SOGLIA_POVASS,14,8,4,2013,776.24,2013
A,ITFG,SOGLIA_POVASS,14,8,5,2010,691.94,2010
A,ITFG,SOGLIA_POVASS,14,8,5,2011,704.69,2011
A,ITFG,SOGLIA_POVASS,14,8,5,2012,721.99,2012
A,ITFG,SOGLIA_POVASS,14,8,5,2013,734.8,2013
A,ITFG,SOGLIA_POVASS,14,9,1,2010,785.61,2010
A,ITFG,SOGLIA_POVASS,14,9,1,2011,799.84,2011
A,ITFG,SOGLIA_POVASS,14,9,1,2012,818.87,2012
A,ITFG,SOGLIA_POVASS,14,9,1,2013,833.03,2013
A,ITFG,SOGLIA_POVASS,14,9,4,2010,762.46,2010
A,ITFG,SOGLIA_POVASS,14,9,4,2011,776.38,2011
A,ITFG,SOGLIA_POVASS,14,9,4,2012,795.07,2012
A,ITFG,SOGLIA_POVASS,14,9,4,2013,808.95,2013
A,ITFG,SOGLIA_POVASS,14,9,5,2010,722.62,2010
A,ITFG,SOGLIA_POVASS,14,9,5,2011,735.99,2011
A,ITFG,SOGLIA_POVASS,14,9,5,2012,754.11,2012
A,ITFG,SOGLIA_POVASS,14,9,5,2013,767.51,2013
