ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;ARPA;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL01;ARPA;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);7248 ;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;COMPOSIZIONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;6
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME - Musica da camera;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;BATTERIA E PERCUSSIONI JAZZ;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;M;6
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;PIANOFORTE JAZZ;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Basso Elettrico Pop/Rock;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Batteria e percussioni Pop/Rock;M;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Canto Pop/Rock;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Chitarra Pop/Rock;M;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL10;CHITARRA JAZZ;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL42;SAXOFONO JAZZ;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL23;EUFONIO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;BASSO TUBA;DCSL04;BASSO TUBA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;TROMBA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL23;EUFONIO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;CONTRABBASSO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);7283 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;F;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL66;ORGANO E MUSICA LITURGICA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;ORGANO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;CONTRABBASSO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;CONTRABBASSO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Claudio Monteverdi;CREMONA;7249 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;OBOE;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL23;EUFONIO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;TROMBONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CORNO;DCSL19;CORNO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;FAGOTTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;TROMBA;M;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;TROMBA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;STRUMENTI A PERCUSSIONE;DCSL44;STRUMENTI A PERCUSSIONE;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
