ANNO_ACCADEMICO;TIPO_ISTITUTO;AREA ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCR_STRANIERI
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);TROMBA;-;Tromba;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FISARMONICA;-;Fisarmonica;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Accompagnatore e Collaboratore al pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);FISARMONICA;-;Fisarmonica;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);FISARMONICA;-;Fisarmonica;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;6
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CONTRABBASSO;-;Contrabbasso;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CHITARRA;-;Chitarra;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CONTRABBASSO;-;Contrabbasso;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLONCELLO;-;Violoncello;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione videomusicale;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione videomusicale;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;M;4
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;3
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA D'INSIEME/DA CAMERA;-;Musica da camera;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CANTO;-;Canto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI AD ARCO;-;Strumenti ad arco;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CHITARRA;-;Chitarra;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLINO;-;Violino;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA CORALE E DIREZIONE DI CORO;-;Musica Corale e Direzione Coro;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;9
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;M;10
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;F;5
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CANTO;-;Canto;F;8
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CANTO;-;Canto;M;7
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale triennale_1L (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;F;8
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso sperimentale triennale_1L (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;M;3
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;F;13
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;M;15
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;F;3
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA ELETTRONICA;-;Tecnico del Suono;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A FIATO;-;Strumenti a fiato;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A FIATO;-;Strumenti a fiato;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A FIATO;-;Strumenti a fiato d'ottone;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);STRUMENTI A FIATO;-;Strumenti a fiato;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CLARINETTO;-;Clarinetto;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);FLAUTO;-;Flauto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);OBOE;-;Oboe;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);SAXOFONO;-;Saxofono;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;3
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;11
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);FISARMONICA;-;Fisarmonica;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CLAVICEMBALO;-;Clavicembalo;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A PIZZICO;-;Strumenti a pizzico;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A PIZZICO;-;Strumenti a pizzico;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI AD ARCO;-;Strumenti ad arco;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI AD ARCO;-;Strumenti ad arco;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);STRUMENTI A PIZZICO;-;Strumenti a pizzico;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);STRUMENTI A PIZZICO;-;Strumenti a pizzico;F;5
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);STRUMENTI AD ARCO;-;Strumenti ad arco;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);STRUMENTI AD ARCO;-;Strumenti ad arco;M;4
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLA;-;Viola;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);DIREZIONE D'ORCHESTRA;-;Direzione d'Orchestra;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);COMPOSIZIONE;-;Composizione;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);MUSICA CORALE E DIREZIONE DI CORO;-;Musica Corale e Direzione Coro;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.) Scuola sper. VO;COMPOSIZIONE;-;Composizione - sperimentale;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Canto e teatro musicale;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CANTO;-;Canto;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CORNO;-;Corno;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);FLAUTO;-;Flauto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);FLAUTO;-;Flauto;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale triennale_1L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CHITARRA;-;Chitarra;M;3
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CHITARRA;-;Chitarra;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;F;3
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso sperimentale triennale_1L (ad esaurim.);VIOLINO;-;Violino;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CONTRABBASSO;-;Contrabbasso;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PREPOLIFONIA;-;Prepolifonia;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);COMPOSIZIONE;-;Composizione;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);DIREZIONE D'ORCHESTRA;-;Direzione d'Orchestra;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);DIREZIONE D'ORCHESTRA;-;Direzione d'Orchestra;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);MUSICA CORALE E DIREZIONE DI CORO;-;Musica Corale e Direzione Coro;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Canto e teatro musicale;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CANTO;-;Canto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;F;3
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;M;13
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Musica antica;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DISCIPLINE MUSICALI;-;Strumenti antichi;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Musica antica;AFAM_Corso sperimentale triennale_1L (ad esaurim.);DISCIPLINE MUSICALI;-;Strumenti antichi;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);OBOE;-;Oboe;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TROMBA;-;Tromba;M;2
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);CLARINETTO;-;Clarinetto;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);FAGOTTO;-;Fagotto;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);TROMBONE;-;Trombone;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;F;5
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;M;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Guido Cantelli;NOVARA;7317;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLINO;-;Violino;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso sperimentale triennale_1L (ad esaurim.);FAGOTTO;-;Fagotto;F;1
2010-2011;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CORNO;-;Corno;M;1
