ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2012-2013;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;7
2012-2013;Area Artistica;EUROPA extra UE;Moldavia;F;20
2012-2013;Area Artistica;EUROPA extra UE;Moldavia;M;9
2012-2013;Area Artistica;EUROPA extra UE;Norvegia;F;34
2012-2013;Area Artistica;EUROPA extra UE;Norvegia;M;15
2012-2013;Area Artistica;EUROPA extra UE;San Marino;F;11
2012-2013;Area Artistica;EUROPA extra UE;San Marino;M;3
2012-2013;Area Artistica;EUROPA extra UE;Serbia;F;9
2012-2013;Area Artistica;EUROPA extra UE;Serbia;M;7
2012-2013;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;14
2012-2013;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;32
2012-2013;Area Artistica;EUROPA extra UE;Svizzera;M;26
2012-2013;Area Artistica;EUROPA extra UE;Svizzera;F;56
2012-2013;Area Artistica;EUROPA extra UE;Turchia;F;53
2012-2013;Area Artistica;EUROPA extra UE;Turchia;M;19
2012-2013;Area Artistica;EUROPA extra UE;Ucraina;F;33
2012-2013;Area Artistica;EUROPA extra UE;Ucraina;M;6
2012-2013;Area Artistica;EUROPA UE;Austria;F;3
2012-2013;Area Artistica;EUROPA UE;Austria;M;2
2012-2013;Area Artistica;EUROPA UE;Belgio;F;5
2012-2013;Area Artistica;EUROPA UE;Belgio;M;2
2012-2013;Area Artistica;EUROPA UE;Bulgaria;F;47
2012-2013;Area Artistica;EUROPA UE;Bulgaria;M;20
2012-2013;Area Artistica;EUROPA UE;Cipro;F;27
2012-2013;Area Artistica;EUROPA UE;Cipro;M;14
2012-2013;Area Artistica;EUROPA UE;Croazia;M;9
2012-2013;Area Artistica;EUROPA UE;Croazia;F;24
2012-2013;Area Artistica;EUROPA UE;Danimarca;F;1
2012-2013;Area Artistica;EUROPA UE;Estonia;F;5
2012-2013;Area Artistica;EUROPA UE;Finlandia;F;6
2012-2013;Area Artistica;EUROPA UE;Finlandia;M;1
2012-2013;Area Artistica;EUROPA UE;Francia;F;33
2012-2013;Area Artistica;EUROPA UE;Francia;M;10
2012-2013;Area Artistica;EUROPA UE;Germania;F;33
2012-2013;Area Artistica;EUROPA UE;Germania;M;27
2012-2013;Area Artistica;EUROPA UE;Grecia;M;16
2012-2013;Area Artistica;EUROPA UE;Grecia;F;18
2012-2013;Area Artistica;EUROPA UE;Irlanda;F;2
2012-2013;Area Artistica;EUROPA UE;Lettonia;F;3
2012-2013;Area Artistica;EUROPA UE;Lituania;F;11
2012-2013;Area Artistica;EUROPA UE;Lituania;M;3
2012-2013;Area Artistica;EUROPA UE;Lussemburgo;F;1
2012-2013;Area Artistica;EUROPA UE;Malta;F;1
2012-2013;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;5
2012-2013;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;11
2012-2013;Area Artistica;EUROPA UE;Polonia;F;28
2012-2013;Area Artistica;EUROPA UE;Polonia;M;13
2012-2013;Area Artistica;EUROPA UE;Portogallo;M;3
2012-2013;Area Artistica;EUROPA UE;Portogallo;F;4
2012-2013;Area Artistica;EUROPA UE;Regno Unito;F;14
2012-2013;Area Artistica;EUROPA UE;Regno Unito;M;1
2012-2013;Area Artistica;EUROPA UE;Repubblica Ceca;F;5
2012-2013;Area Artistica;EUROPA UE;Repubblica Ceca;M;1
2012-2013;Area Artistica;EUROPA UE;Romania;F;66
2012-2013;Area Artistica;EUROPA UE;Romania;M;49
2012-2013;Area Artistica;EUROPA UE;Slovacchia;F;4
2012-2013;Area Artistica;EUROPA UE;Slovacchia;M;1
2012-2013;Area Artistica;EUROPA UE;Slovenia;F;17
2012-2013;Area Artistica;EUROPA UE;Slovenia;M;6
2012-2013;Area Artistica;EUROPA UE;Spagna;F;32
2012-2013;Area Artistica;EUROPA UE;Spagna;M;14
2012-2013;Area Artistica;EUROPA UE;Svezia;F;21
2012-2013;Area Artistica;EUROPA UE;Svezia;M;7
2012-2013;Area Artistica;EUROPA UE;Ungheria;F;3
2012-2013;Area Artistica;EUROPA UE;Ungheria;M;2
2012-2013;Area Artistica;NORD AMERICA;Canada;F;11
2012-2013;Area Artistica;NORD AMERICA;Canada;M;5
2012-2013;Area Artistica;NORD AMERICA;Cuba;F;5
2012-2013;Area Artistica;NORD AMERICA;Cuba;M;1
2012-2013;Area Artistica;NORD AMERICA;Dominica;M;1
2012-2013;Area Artistica;NORD AMERICA;El Salvador;F;4
2012-2013;Area Artistica;NORD AMERICA;Giamaica;F;1
2012-2013;Area Artistica;NORD AMERICA;Guatemala;F;2
2012-2013;Area Artistica;NORD AMERICA;Guatemala;M;1
2012-2013;Area Artistica;NORD AMERICA;Honduras;M;2
2012-2013;Area Artistica;NORD AMERICA;Messico;F;23
2012-2013;Area Artistica;NORD AMERICA;Messico;M;8
2012-2013;Area Artistica;NORD AMERICA;Nicaragua;M;1
2012-2013;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;5
2012-2013;Area Artistica;NORD AMERICA;Stati Uniti di America;F;24
2012-2013;Area Artistica;NORD AMERICA;Stati Uniti di America;M;8
2012-2013;Area Artistica;OCEANIA;Australia;F;3
2012-2013;Area Artistica;OCEANIA;Nuova Zelanda;F;1
2012-2013;Area Artistica;SUD AMERICA;Argentina;F;10
2012-2013;Area Artistica;SUD AMERICA;Argentina;M;6
2012-2013;Area Artistica;SUD AMERICA;Bolivia;F;3
2012-2013;Area Artistica;SUD AMERICA;Bolivia;M;3
2012-2013;Area Artistica;SUD AMERICA;Brasile;F;36
2012-2013;Area Artistica;SUD AMERICA;Brasile;M;14
2012-2013;Area Artistica;SUD AMERICA;Cile;F;7
2012-2013;Area Artistica;SUD AMERICA;Cile;M;2
2012-2013;Area Artistica;SUD AMERICA;Colombia;F;26
2012-2013;Area Artistica;SUD AMERICA;Colombia;M;11
2012-2013;Area Artistica;SUD AMERICA;Ecuador;F;6
2012-2013;Area Artistica;SUD AMERICA;Ecuador;M;9
2012-2013;Area Artistica;SUD AMERICA;Perù;F;12
2012-2013;Area Artistica;SUD AMERICA;Perù;M;13
2012-2013;Area Artistica;SUD AMERICA;Uruguay;M;1
2012-2013;Area Artistica;SUD AMERICA;Venezuela;F;6
2012-2013;Area Artistica;SUD AMERICA;Venezuela;M;3
2012-2013;Area Musicale/Coreutica;AFRICA;Algeria;M;6
2012-2013;Area Musicale/Coreutica;AFRICA;Camerun;M;1
2012-2013;Area Musicale/Coreutica;AFRICA;Madagascar;M;1
2012-2013;Area Musicale/Coreutica;AFRICA;Somalia;F;1
2012-2013;Area Musicale/Coreutica;AFRICA;Sud Africa;F;1
2012-2013;Area Musicale/Coreutica;ASIA;Armenia;F;4
2012-2013;Area Musicale/Coreutica;ASIA;Armenia;M;3
2012-2013;Area Musicale/Coreutica;ASIA;Azerbaigian;F;1
2012-2013;Area Musicale/Coreutica;ASIA;Cina;F;233
2012-2013;Area Musicale/Coreutica;ASIA;Cina;M;180
2012-2013;Area Musicale/Coreutica;ASIA;Corea del Nord;F;2
2012-2013;Area Musicale/Coreutica;ASIA;Corea del Sud;F;226
2012-2013;Area Musicale/Coreutica;ASIA;Corea del Sud;M;147
2012-2013;Area Musicale/Coreutica;ASIA;Filippine;F;1
2012-2013;Area Musicale/Coreutica;ASIA;Georgia;F;13
2012-2013;Area Musicale/Coreutica;ASIA;Giappone;F;113
2012-2013;Area Musicale/Coreutica;ASIA;Giappone;M;18
2012-2013;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);F;1
2012-2013;Area Musicale/Coreutica;ASIA;Indonesia;M;1
2012-2013;Area Musicale/Coreutica;ASIA;Iran;F;8
2012-2013;Area Musicale/Coreutica;ASIA;Iran;M;29
2012-2013;Area Musicale/Coreutica;ASIA;Israele;F;1
2012-2013;Area Musicale/Coreutica;ASIA;Israele;M;1
2012-2013;Area Musicale/Coreutica;ASIA;Kazakistan;F;6
2012-2013;Area Musicale/Coreutica;ASIA;Kazakistan;M;4
2012-2013;Area Musicale/Coreutica;ASIA;Libano;M;1
2012-2013;Area Musicale/Coreutica;ASIA;Libano;F;1
2012-2013;Area Musicale/Coreutica;ASIA;Mongolia;F;3
2012-2013;Area Musicale/Coreutica;ASIA;Mongolia;M;3
2012-2013;Area Musicale/Coreutica;ASIA;Palestina;M;1
2012-2013;Area Musicale/Coreutica;ASIA;Singapore;F;1
2012-2013;Area Musicale/Coreutica;ASIA;Singapore;M;1
2012-2013;Area Musicale/Coreutica;ASIA;Siria;F;2
2012-2013;Area Musicale/Coreutica;ASIA;Siria;M;2
2012-2013;Area Musicale/Coreutica;ASIA;Taiwan;F;10
2012-2013;Area Musicale/Coreutica;ASIA;Taiwan;M;3
2012-2013;Area Musicale/Coreutica;ASIA;Thailandia;M;1
2012-2013;Area Musicale/Coreutica;ASIA;Uzbekistan;F;2
2012-2013;Area Musicale/Coreutica;ASIA;Uzbekistan;M;1
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;15
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;19
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;9
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;1
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;68
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;16
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Islanda;F;3
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Islanda;M;1
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;2
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;1
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;5
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;8
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;6
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;1
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;F;3
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;2
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;M;1
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;2
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;8
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;12
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;4
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;1
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;4
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;4
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;5
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;5
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;9
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;29
2012-2013;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;8
2012-2013;Area Musicale/Coreutica;EUROPA UE;Austria;F;6
2012-2013;Area Musicale/Coreutica;EUROPA UE;Austria;M;5
2012-2013;Area Musicale/Coreutica;EUROPA UE;Belgio;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;13
2012-2013;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;4
2012-2013;Area Musicale/Coreutica;EUROPA UE;Cipro;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Croazia;F;11
2012-2013;Area Musicale/Coreutica;EUROPA UE;Croazia;M;9
2012-2013;Area Musicale/Coreutica;EUROPA UE;Danimarca;F;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Estonia;F;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Francia;F;13
2012-2013;Area Musicale/Coreutica;EUROPA UE;Francia;M;6
2012-2013;Area Musicale/Coreutica;EUROPA UE;Germania;F;13
2012-2013;Area Musicale/Coreutica;EUROPA UE;Germania;M;9
2012-2013;Area Musicale/Coreutica;EUROPA UE;Grecia;F;4
2012-2013;Area Musicale/Coreutica;EUROPA UE;Grecia;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Irlanda;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;7
2012-2013;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Lituania;F;4
2012-2013;Area Musicale/Coreutica;EUROPA UE;Lituania;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Malta;M;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Polonia;F;11
2012-2013;Area Musicale/Coreutica;EUROPA UE;Polonia;M;9
2012-2013;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;7
2012-2013;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;5
2012-2013;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;F;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Romania;F;35
2012-2013;Area Musicale/Coreutica;EUROPA UE;Romania;M;10
2012-2013;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;2
2012-2013;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;4
2012-2013;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;6
2012-2013;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;8
2012-2013;Area Musicale/Coreutica;EUROPA UE;Spagna;F;14
2012-2013;Area Musicale/Coreutica;EUROPA UE;Spagna;M;14
2012-2013;Area Musicale/Coreutica;EUROPA UE;Svezia;F;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Svezia;M;1
2012-2013;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;21
2012-2013;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;6
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Canada;F;2
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;3
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;1
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;2
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;2
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Guatemala;M;1
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Messico;F;10
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Messico;M;26
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;6
2012-2013;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;5
2012-2013;Area Musicale/Coreutica;OCEANIA;Australia;F;4
2012-2013;Area Musicale/Coreutica;OCEANIA;Australia;M;1
2012-2013;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;M;1
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;7
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;5
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Bolivia;M;1
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;18
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;12
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Cile;F;1
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Cile;M;7
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;9
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;9
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;4
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;2
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Paraguay;M;3
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Perù;F;2
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Perù;M;5
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;2
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;7
2012-2013;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;1
2011-2012;Area Artistica;AFRICA;Algeria;F;1
2011-2012;Area Artistica;AFRICA;Camerun;F;3
2011-2012;Area Artistica;AFRICA;Camerun;M;3
2011-2012;Area Artistica;AFRICA;Congo;F;1
2011-2012;Area Artistica;AFRICA;Costa d Avorio;F;2
2011-2012;Area Artistica;AFRICA;Costa d Avorio;M;2
2011-2012;Area Artistica;AFRICA;Egitto;F;4
2011-2012;Area Artistica;AFRICA;Egitto;M;7
2011-2012;Area Artistica;AFRICA;Etiopia;M;1
2011-2012;Area Artistica;AFRICA;Etiopia;F;3
2011-2012;Area Artistica;AFRICA;Ghana;F;1
2011-2012;Area Artistica;AFRICA;Ghana;M;2
2011-2012;Area Artistica;AFRICA;Kenya;F;1
2011-2012;Area Artistica;AFRICA;Libia;F;1
2011-2012;Area Artistica;AFRICA;Libia;M;1
2011-2012;Area Artistica;AFRICA;Madagascar;M;1
2011-2012;Area Artistica;AFRICA;Marocco;F;5
2011-2012;Area Artistica;AFRICA;Marocco;M;3
2011-2012;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);F;1
2011-2012;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);M;1
2011-2012;Area Artistica;AFRICA;Senegal;M;1
2011-2012;Area Artistica;AFRICA;Sud Africa;F;5
2011-2012;Area Artistica;AFRICA;Tunisia;F;3
2011-2012;Area Artistica;AFRICA;Tunisia;M;3
2011-2012;Area Artistica;ASIA;Afghanistan;M;1
2011-2012;Area Artistica;ASIA;Armenia;F;5
2011-2012;Area Artistica;ASIA;Armenia;M;7
2011-2012;Area Artistica;ASIA;Azerbaigian;F;1
2011-2012;Area Artistica;ASIA;Azerbaigian;M;5
2011-2012;Area Artistica;ASIA;Bangladesh;F;1
2011-2012;Area Artistica;ASIA;Cina;F;627
2011-2012;Area Artistica;ASIA;Cina;M;462
2011-2012;Area Artistica;ASIA;Corea del Sud;F;84
2011-2012;Area Artistica;ASIA;Corea del Sud;M;32
2011-2012;Area Artistica;ASIA;Emirati Arabi Uniti;F;1
2011-2012;Area Artistica;ASIA;Filippine;F;3
2011-2012;Area Artistica;ASIA;Filippine;M;2
2011-2012;Area Artistica;ASIA;Georgia;M;1
2011-2012;Area Artistica;ASIA;Georgia;F;3
2011-2012;Area Artistica;ASIA;Giappone;F;50
2011-2012;Area Artistica;ASIA;Giappone;M;8
2011-2012;Area Artistica;ASIA;Giordania;M;1
2011-2012;Area Artistica;ASIA;India;F;6
2011-2012;Area Artistica;ASIA;India;M;5
2011-2012;Area Artistica;ASIA;Indonesia;F;4
2011-2012;Area Artistica;ASIA;Iran;F;255
2011-2012;Area Artistica;ASIA;Iran;M;92
2011-2012;Area Artistica;ASIA;Iraq;M;1
2011-2012;Area Artistica;ASIA;Iraq;F;2
2011-2012;Area Artistica;ASIA;Israele;M;11
2011-2012;Area Artistica;ASIA;Israele;F;12
2011-2012;Area Artistica;ASIA;Kazakistan;F;6
2011-2012;Area Artistica;ASIA;Kazakistan;M;1
2011-2012;Area Artistica;ASIA;Libano;F;1
2011-2012;Area Artistica;ASIA;Libano;M;1
2011-2012;Area Artistica;ASIA;Mongolia;F;3
2011-2012;Area Artistica;ASIA;Mongolia;M;3
2011-2012;Area Artistica;ASIA;Pakistan;F;2
2011-2012;Area Artistica;ASIA;Pakistan;M;1
2011-2012;Area Artistica;ASIA;Siria;F;2
2011-2012;Area Artistica;ASIA;Siria;M;6
2011-2012;Area Artistica;ASIA;Taiwan;F;7
2011-2012;Area Artistica;ASIA;Thailandia;M;1
2011-2012;Area Artistica;ASIA;Vietnam;M;1
2011-2012;Area Artistica;ASIA;Vietnam;F;1
2011-2012;Area Artistica;EUROPA extra UE;Albania;F;104
2011-2012;Area Artistica;EUROPA extra UE;Albania;M;69
2011-2012;Area Artistica;EUROPA extra UE;Bielorussia;F;8
2011-2012;Area Artistica;EUROPA extra UE;Bielorussia;M;6
2011-2012;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;3
2011-2012;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;1
2011-2012;Area Artistica;EUROPA extra UE;Federazione Russa;F;97
2011-2012;Area Artistica;EUROPA extra UE;Federazione Russa;M;12
2011-2012;Area Artistica;EUROPA extra UE;Islanda;M;1
2011-2012;Area Artistica;EUROPA extra UE;Islanda;F;4
2011-2012;Area Artistica;EUROPA extra UE;Kosovo;F;2
2011-2012;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;5
2011-2012;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;8
2011-2012;Area Artistica;EUROPA extra UE;Moldavia;F;15
2011-2012;Area Artistica;EUROPA extra UE;Moldavia;M;6
2011-2012;Area Artistica;EUROPA extra UE;Montenegro;M;1
2011-2012;Area Artistica;EUROPA extra UE;Norvegia;F;21
2011-2012;Area Artistica;EUROPA extra UE;Norvegia;M;4
2011-2012;Area Artistica;EUROPA extra UE;San Marino;F;10
2011-2012;Area Artistica;EUROPA extra UE;San Marino;M;2
2011-2012;Area Artistica;EUROPA extra UE;Serbia;F;11
2011-2012;Area Artistica;EUROPA extra UE;Serbia;M;7
2011-2012;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;45
2011-2012;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;25
2011-2012;Area Artistica;EUROPA extra UE;Svizzera;M;23
2011-2012;Area Artistica;EUROPA extra UE;Svizzera;F;45
2011-2012;Area Artistica;EUROPA extra UE;Turchia;F;47
2011-2012;Area Artistica;EUROPA extra UE;Turchia;M;19
2011-2012;Area Artistica;EUROPA extra UE;Ucraina;F;26
2011-2012;Area Artistica;EUROPA extra UE;Ucraina;M;6
2011-2012;Area Artistica;EUROPA UE;Austria;F;2
2011-2012;Area Artistica;EUROPA UE;Austria;M;1
2011-2012;Area Artistica;EUROPA UE;Belgio;F;4
2011-2012;Area Artistica;EUROPA UE;Belgio;M;3
2011-2012;Area Artistica;EUROPA UE;Bulgaria;M;16
2011-2012;Area Artistica;EUROPA UE;Bulgaria;F;26
2011-2012;Area Artistica;EUROPA UE;Cipro;M;7
2011-2012;Area Artistica;EUROPA UE;Cipro;F;35
2011-2012;Area Artistica;EUROPA UE;Croazia;F;29
2011-2012;Area Artistica;EUROPA UE;Croazia;M;8
2011-2012;Area Artistica;EUROPA UE;Estonia;F;4
2011-2012;Area Artistica;EUROPA UE;Estonia;M;1
2011-2012;Area Artistica;EUROPA UE;Finlandia;F;4
2011-2012;Area Artistica;EUROPA UE;Francia;F;33
2011-2012;Area Artistica;EUROPA UE;Francia;M;4
2011-2012;Area Artistica;EUROPA UE;Germania;F;35
2011-2012;Area Artistica;EUROPA UE;Germania;M;13
2011-2012;Area Artistica;EUROPA UE;Grecia;F;25
2011-2012;Area Artistica;EUROPA UE;Grecia;M;12
2011-2012;Area Artistica;EUROPA UE;Irlanda;F;1
2011-2012;Area Artistica;EUROPA UE;Lettonia;F;4
2011-2012;Area Artistica;EUROPA UE;Lituania;F;11
2011-2012;Area Artistica;EUROPA UE;Lituania;M;2
2011-2012;Area Artistica;EUROPA UE;Lussemburgo;F;1
2011-2012;Area Artistica;EUROPA UE;Lussemburgo;M;1
2011-2012;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;5
2011-2012;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;2
2011-2012;Area Artistica;EUROPA UE;Polonia;F;31
2011-2012;Area Artistica;EUROPA UE;Polonia;M;8
2011-2012;Area Artistica;EUROPA UE;Portogallo;M;4
2011-2012;Area Artistica;EUROPA UE;Portogallo;F;1
2011-2012;Area Artistica;EUROPA UE;Regno Unito;M;1
2011-2012;Area Artistica;EUROPA UE;Regno Unito;F;5
2011-2012;Area Artistica;EUROPA UE;Repubblica Ceca;F;3
2011-2012;Area Artistica;EUROPA UE;Romania;F;57
2011-2012;Area Artistica;EUROPA UE;Romania;M;33
2011-2012;Area Artistica;EUROPA UE;Slovacchia;F;4
2011-2012;Area Artistica;EUROPA UE;Slovenia;F;21
2011-2012;Area Artistica;EUROPA UE;Slovenia;M;6
2011-2012;Area Artistica;EUROPA UE;Spagna;F;30
2011-2012;Area Artistica;EUROPA UE;Spagna;M;11
2011-2012;Area Artistica;EUROPA UE;Svezia;F;8
2011-2012;Area Artistica;EUROPA UE;Svezia;M;1
2011-2012;Area Artistica;EUROPA UE;Ungheria;F;8
2011-2012;Area Artistica;EUROPA UE;Ungheria;M;1
2011-2012;Area Artistica;NON DEFINITO;Stato non definito;M;3
2011-2012;Area Artistica;NON DEFINITO;Stato non definito;F;7
2011-2012;Area Artistica;NORD AMERICA;Canada;F;8
2011-2012;Area Artistica;NORD AMERICA;Cuba;F;2
2011-2012;Area Artistica;NORD AMERICA;Cuba;M;2
2011-2012;Area Artistica;NORD AMERICA;Dominica;M;1
2011-2012;Area Artistica;NORD AMERICA;El Salvador;F;5
2011-2012;Area Artistica;NORD AMERICA;Guatemala;F;3
2011-2012;Area Artistica;NORD AMERICA;Honduras;M;1
2011-2012;Area Artistica;NORD AMERICA;Messico;F;18
2011-2012;Area Artistica;NORD AMERICA;Messico;M;8
2011-2012;Area Artistica;NORD AMERICA;Nicaragua;F;1
2011-2012;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;3
2011-2012;Area Artistica;NORD AMERICA;Saint Kitts e Nevis;F;1
2011-2012;Area Artistica;NORD AMERICA;Stati Uniti di America;F;30
2011-2012;Area Artistica;NORD AMERICA;Stati Uniti di America;M;1
2011-2012;Area Artistica;OCEANIA;Australia;F;2
2011-2012;Area Artistica;SUD AMERICA;Argentina;F;12
2011-2012;Area Artistica;SUD AMERICA;Argentina;M;8
2011-2012;Area Artistica;SUD AMERICA;Bolivia;F;2
2011-2012;Area Artistica;SUD AMERICA;Bolivia;M;2
2011-2012;Area Artistica;SUD AMERICA;Brasile;F;33
2011-2012;Area Artistica;SUD AMERICA;Brasile;M;15
2011-2012;Area Artistica;SUD AMERICA;Cile;M;2
2011-2012;Area Artistica;SUD AMERICA;Cile;F;9
2011-2012;Area Artistica;SUD AMERICA;Colombia;F;25
2011-2012;Area Artistica;SUD AMERICA;Colombia;M;14
2011-2012;Area Artistica;SUD AMERICA;Ecuador;F;3
2011-2012;Area Artistica;SUD AMERICA;Ecuador;M;7
2011-2012;Area Artistica;SUD AMERICA;Perù;F;14
2011-2012;Area Artistica;SUD AMERICA;Perù;M;9
2011-2012;Area Artistica;SUD AMERICA;Uruguay;M;1
2011-2012;Area Artistica;SUD AMERICA;Venezuela;F;8
2011-2012;Area Artistica;SUD AMERICA;Venezuela;M;6
2011-2012;Area Musicale/Coreutica;AFRICA;Algeria;M;4
