ANNO_ACCADEMICO;REGIONE_ISTITUTO;TIPO_ISTITUTO;Area_Istituto;PROVENIENZA_STUDENTE;ISCR_ITALIANI;;
2021-2022;UMBRIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SARDEGNA;1;;
2021-2022;UMBRIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;1;;
2021-2022;UMBRIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TOSCANA;1;;
2021-2022;UMBRIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;UMBRIA;10;;
2021-2022;VALLE D'AOSTA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;BASILICATA;1;;
2021-2022;VALLE D'AOSTA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CAMPANIA;1;;
2021-2022;VALLE D'AOSTA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LIGURIA;1;;
2021-2022;VALLE D'AOSTA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LOMBARDIA;2;;
2021-2022;VALLE D'AOSTA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PIEMONTE;25;;
2021-2022;VALLE D'AOSTA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PUGLIA;2;;
2021-2022;VALLE D'AOSTA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VALLE D'AOSTA;52;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;6;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;CALABRIA;6;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;4;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;22;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;FRIULI VENEZIA GIULIA;123;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;LAZIO;7;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;LIGURIA;7;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;43;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;MARCHE;11;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;MOLISE;2;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;8;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;PUGLIA;20;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;17;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;SICILIA;19;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;TOSCANA;14;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;25;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;UMBRIA;4;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;VALLE D'AOSTA;1;;
2021-2022;VENETO;Accademia di Belle Arti statale;Area Artistica;VENETO;770;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;ABRUZZO;1;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;CALABRIA;1;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;2;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;35;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;FRIULI VENEZIA GIULIA;10;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;LAZIO;3;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;1;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;98;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;MARCHE;2;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;MOLISE;1;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;3;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;5;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;SARDEGNA;2;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;8;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;3;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;TRENTINO-ALTO ADIGE;61;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;UMBRIA;1;;
2021-2022;VENETO;Accademia Legalmente Riconosciuta;Area Artistica;VENETO;460;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;10;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;10;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;7;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;144;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;93;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;15;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;6;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;92;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;22;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;6;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;17;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;18;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;Residenti all'Estero;7;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;12;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;32;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;30;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;26;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;6;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2021-2022;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;1570;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;262;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;BASILICATA;3;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;CALABRIA;1;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;7;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;1;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;LAZIO;47;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;1;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;MARCHE;1;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;MOLISE;1;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;PUGLIA;3;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;1;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;SICILIA;2;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;UMBRIA;4;;
2020-2021;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;VENETO;1;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;749;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;11;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;7;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;19;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;1;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;196;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;3;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;51;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;24;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;1;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;37;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;2;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;10;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;4;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;13;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;1;;
2020-2021;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;3;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;ABRUZZO;97;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;BASILICATA;3;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;CAMPANIA;1;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;LAZIO;3;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;MARCHE;11;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;MOLISE;10;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;PUGLIA;26;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;SICILIA;2;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;TOSCANA;1;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;UMBRIA;1;;
2020-2021;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;VENETO;1;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;1;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;332;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;12;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;37;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;2;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;2;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;207;;
2020-2021;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;2;;
2020-2021;CALABRIA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;602;;
2020-2021;CALABRIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;1;;
2020-2021;CALABRIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;2;;
2020-2021;CALABRIA;Accademia di Belle Arti statale;Area Artistica;SICILIA;62;;
2020-2021;CALABRIA;Accademia di Belle Arti statale;Area Artistica;VENETO;1;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;1;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;4;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;1103;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;5;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;1;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;1;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;3;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;1;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;3;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;2;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;1;;
2020-2021;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;38;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;ABRUZZO;3;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;BASILICATA;7;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CALABRIA;287;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CAMPANIA;12;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;EMILIA ROMAGNA;4;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LAZIO;2;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LOMBARDIA;1;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;MOLISE;3;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PIEMONTE;1;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PUGLIA;30;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;SARDEGNA;1;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;SICILIA;108;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2020-2021;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VENETO;1;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;14;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;BASILICATA;42;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;36;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;2655;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;2;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;LAZIO;36;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;6;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;MARCHE;3;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;MOLISE;24;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;6;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;54;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;6;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;SICILIA;18;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;21;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;UMBRIA;5;;
2020-2021;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;VENETO;1;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;25;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;64;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;3171;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;5;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;40;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;2;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;14;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;5;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;20;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;4;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;4;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;7;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;2;;
2020-2021;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;1;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;4;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;7;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;6;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;633;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;1;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;FRIULI VENEZIA GIULIA;1;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LAZIO;2;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;3;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MARCHE;1;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MOLISE;2;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PUGLIA;25;;
2020-2021;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;7;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;35;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;BASILICATA;18;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;19;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;26;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;583;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;FRIULI VENEZIA GIULIA;32;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;LAZIO;45;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;LIGURIA;12;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;61;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;MARCHE;64;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;MOLISE;8;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;35;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;67;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;34;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;SICILIA;64;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;107;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;27;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;UMBRIA;17;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;VALLE D'AOSTA;2;;
2020-2021;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;VENETO;107;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;ABRUZZO;3;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;1;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;68;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;LAZIO;2;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;1;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;2;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;MOLISE;1;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;1;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;4;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;3;;
2020-2021;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;TRENTINO-ALTO ADIGE;2;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;23;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;14;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;40;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;29;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;881;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;12;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;27;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;25;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;209;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;48;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;13;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;24;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;56;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;17;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;85;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;71;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;13;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;18;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2020-2021;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;68;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;ABRUZZO;7;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CALABRIA;5;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CAMPANIA;7;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;EMILIA ROMAGNA;322;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;1;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LAZIO;4;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LOMBARDIA;19;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;MARCHE;10;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PIEMONTE;2;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PUGLIA;6;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;SARDEGNA;9;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;SICILIA;8;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;TOSCANA;11;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;2;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;UMBRIA;3;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2020-2021;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VENETO;5;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;ABRUZZO;8;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;BASILICATA;1;;
