ANNO_ACCADEMICO;TIPO_ISTITUTO;AREA ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCR_STRANIERI
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;4
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO DOLCE;DCPL28;FLAUTO DOLCE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;TROMBONE;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO DOLCE;DCSL28;FLAUTO DOLCE;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;SAXOFONO;DCSL41;SAXOFONO;M;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;TROMBA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;CLAVICEMBALO E TASTIERE STORICHE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;CLAVICEMBALO E TASTIERE STORICHE;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;FISARMONICA;M;3
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;4
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;3
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;FISARMONICA;DCSL26;FISARMONICA;M;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;8
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;9
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;STRUMENTI A PERCUSSIONE;DCSL44;STRUMENTI A PERCUSSIONE;M;4
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;F;3
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;5
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;5
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL01;ARPA;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;CONTRABBASSO;M;3
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;F;7
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;9
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;DIREZIONE D'ORCHESTRA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;DIREZIONE DI CORO E COMPOSIZIONE CORALE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIREZIONE D'ORCHESTRA;DCSL22;DIREZIONE D'ORCHESTRA;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIREZIONE D'ORCHESTRA;DCSL22;DIREZIONE D'ORCHESTRA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289 ;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;MUSICA CORALE E DIREZIONE DI CORO;DCSL33;DIREZIONE DI CORO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;6
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;5
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;18
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;23
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;M;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Didattica della musica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA;DCPL21;DIDATTICA DELLA MUSICA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Didattica della musica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA;DCPL21;DIDATTICA DELLA MUSICA;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;BASSO ELETTRICO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;MUSICA ELETTRONICA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL03;BASSO ELETTRICO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL31;MAESTRO COLLABORATORE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;4
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;3
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;ORGANO;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;5
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;13
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;7
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;MUSICA VOCALE DA CAMERA - Cantanti;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;16
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;15
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL08;CANTO RINASCIMENTALE E BAROCCO;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL08;CANTO RINASCIMENTALE E BAROCCO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Didattica della musica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA;DCPL21;DIDATTICA DELLA MUSICA - Educazione Musicale di base;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Composizione;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL05;BATTERIA E PERCUSSIONI JAZZ;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL17;CONTRABBASSO JAZZ;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL40;PIANOFORTE JAZZ;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;CORNO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;FAGOTTO;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;TROMBA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;3
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;3
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;4
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;M;5
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;M;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;2
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;4
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL01;ARPA;F;1
2021-2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Giuseppe Verdi;MILANO;7250 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;MANDOLINO;DCSL32;MANDOLINO;F;1
