ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2021-2022;Area Artistica;ASIA;Armenia;M;2
2021-2022;Area Artistica;ASIA;Azerbaigian;F;6
2021-2022;Area Artistica;ASIA;Azerbaigian;M;2
2021-2022;Area Artistica;ASIA;Bangladesh;F;5
2021-2022;Area Artistica;ASIA;Bhutan;F;1
2021-2022;Area Artistica;ASIA;Cambogia;F;2
2021-2022;Area Artistica;ASIA;Cambogia;M;2
2021-2022;Area Artistica;ASIA;Cina;F;3661
2021-2022;Area Artistica;ASIA;Cina;M;2100
2021-2022;Area Artistica;ASIA;Corea del Nord;F;1
2021-2022;Area Artistica;ASIA;Corea del Sud;M;26
2021-2022;Area Artistica;ASIA;Corea del Sud;F;68
2021-2022;Area Artistica;ASIA;Emirati Arabi Uniti;F;1
2021-2022;Area Artistica;ASIA;Filippine;F;20
2021-2022;Area Artistica;ASIA;Filippine;M;16
2021-2022;Area Artistica;ASIA;Georgia;F;19
2021-2022;Area Artistica;ASIA;Georgia;M;3
2021-2022;Area Artistica;ASIA;Giappone;F;15
2021-2022;Area Artistica;ASIA;Giappone;M;2
2021-2022;Area Artistica;ASIA;Giordania;F;5
2021-2022;Area Artistica;ASIA;Hong Kong (Cina);F;2
2021-2022;Area Artistica;ASIA;Hong Kong (Cina);M;3
2021-2022;Area Artistica;ASIA;India;F;112
2021-2022;Area Artistica;ASIA;India;M;52
2021-2022;Area Artistica;ASIA;Indonesia;F;19
2021-2022;Area Artistica;ASIA;Indonesia;M;3
2021-2022;Area Artistica;ASIA;Iran;F;153
2021-2022;Area Artistica;ASIA;Iran;M;38
2021-2022;Area Artistica;ASIA;Iraq;F;1
2021-2022;Area Artistica;ASIA;Iraq;M;3
2021-2022;Area Artistica;ASIA;Israele;F;27
2021-2022;Area Artistica;ASIA;Israele;M;7
2021-2022;Area Artistica;ASIA;Kazakistan;F;17
2021-2022;Area Artistica;ASIA;Kazakistan;M;3
2021-2022;Area Artistica;ASIA;Kirghizistan;M;1
2021-2022;Area Artistica;ASIA;Kirghizistan;F;4
2021-2022;Area Artistica;ASIA;Libano;F;19
2021-2022;Area Artistica;ASIA;Libano;M;5
2021-2022;Area Artistica;ASIA;Macao (Cina);M;1
2021-2022;Area Artistica;ASIA;Malaysia;F;2
2021-2022;Area Artistica;ASIA;Mongolia;F;19
2021-2022;Area Artistica;ASIA;Mongolia;M;2
2021-2022;Area Artistica;ASIA;Nepal;F;4
2021-2022;Area Artistica;ASIA;Nepal;M;4
2021-2022;Area Artistica;ASIA;Pakistan;F;3
2021-2022;Area Artistica;ASIA;Pakistan;M;1
2021-2022;Area Artistica;ASIA;Singapore;F;1
2021-2022;Area Artistica;ASIA;Siria;F;3
2021-2022;Area Artistica;ASIA;Siria;M;5
2021-2022;Area Artistica;ASIA;Sri Lanka;F;4
2021-2022;Area Artistica;ASIA;Sri Lanka;M;2
2021-2022;Area Artistica;ASIA;Taiwan;F;22
2021-2022;Area Artistica;ASIA;Taiwan;M;15
2021-2022;Area Artistica;ASIA;Thailandia;F;25
2021-2022;Area Artistica;ASIA;Thailandia;M;14
2021-2022;Area Artistica;ASIA;Turkmenistan;F;3
2021-2022;Area Artistica;ASIA;Uzbekistan;F;3
2021-2022;Area Artistica;ASIA;Vietnam;F;14
2021-2022;Area Artistica;ASIA;Vietnam;M;9
2021-2022;Area Artistica;EUROPA extra UE;Albania;F;90
2021-2022;Area Artistica;EUROPA extra UE;Albania;M;47
2021-2022;Area Artistica;EUROPA extra UE;Bielorussia;F;24
2021-2022;Area Artistica;EUROPA extra UE;Bielorussia;M;1
2021-2022;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;3
2021-2022;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;1
2021-2022;Area Artistica;EUROPA extra UE;Federazione Russa;M;42
2021-2022;Area Artistica;EUROPA extra UE;Federazione Russa;F;159
2021-2022;Area Artistica;EUROPA extra UE;Islanda;F;11
2021-2022;Area Artistica;EUROPA extra UE;Islanda;M;2
2021-2022;Area Artistica;EUROPA extra UE;Kosovo;F;1
2021-2022;Area Artistica;EUROPA extra UE;Kosovo;M;1
2021-2022;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;8
2021-2022;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;4
2021-2022;Area Artistica;EUROPA extra UE;Moldavia;F;43
2021-2022;Area Artistica;EUROPA extra UE;Moldavia;M;9
2021-2022;Area Artistica;EUROPA extra UE;Monaco;F;5
2021-2022;Area Artistica;EUROPA extra UE;Montenegro;F;4
2021-2022;Area Artistica;EUROPA extra UE;Montenegro;M;2
2021-2022;Area Artistica;EUROPA extra UE;Norvegia;M;4
2021-2022;Area Artistica;EUROPA extra UE;Norvegia;F;26
2021-2022;Area Artistica;EUROPA extra UE;San Marino;F;18
2021-2022;Area Artistica;EUROPA extra UE;San Marino;M;10
2021-2022;Area Artistica;EUROPA extra UE;Serbia;F;25
2021-2022;Area Artistica;EUROPA extra UE;Serbia;M;3
2021-2022;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;3
2021-2022;Area Artistica;EUROPA extra UE;Svizzera;F;86
2021-2022;Area Artistica;EUROPA extra UE;Svizzera;M;37
2021-2022;Area Artistica;EUROPA extra UE;Turchia;F;198
2021-2022;Area Artistica;EUROPA extra UE;Turchia;M;53
2021-2022;Area Artistica;EUROPA extra UE;Ucraina;F;100
2021-2022;Area Artistica;EUROPA extra UE;Ucraina;M;34
2021-2022;Area Artistica;EUROPA UE;Austria;F;17
2021-2022;Area Artistica;EUROPA UE;Austria;M;6
2021-2022;Area Artistica;EUROPA UE;Belgio;F;14
2021-2022;Area Artistica;EUROPA UE;Belgio;M;4
2021-2022;Area Artistica;EUROPA UE;Bulgaria;F;84
2021-2022;Area Artistica;EUROPA UE;Bulgaria;M;18
2021-2022;Area Artistica;EUROPA UE;Cipro;M;8
2021-2022;Area Artistica;EUROPA UE;Cipro;F;11
2021-2022;Area Artistica;EUROPA UE;Croazia;F;10
2021-2022;Area Artistica;EUROPA UE;Croazia;M;2
2021-2022;Area Artistica;EUROPA UE;Danimarca;F;4
2021-2022;Area Artistica;EUROPA UE;Danimarca;M;2
2021-2022;Area Artistica;EUROPA UE;Estonia;F;3
2021-2022;Area Artistica;EUROPA UE;Finlandia;M;1
2021-2022;Area Artistica;EUROPA UE;Finlandia;F;7
2021-2022;Area Artistica;EUROPA UE;Francia;F;53
2021-2022;Area Artistica;EUROPA UE;Francia;M;21
2021-2022;Area Artistica;EUROPA UE;Germania;F;86
2021-2022;Area Artistica;EUROPA UE;Germania;M;20
2021-2022;Area Artistica;EUROPA UE;Grecia;F;29
2021-2022;Area Artistica;EUROPA UE;Grecia;M;5
2021-2022;Area Artistica;EUROPA UE;Irlanda;F;4
2021-2022;Area Artistica;EUROPA UE;Irlanda;M;1
2021-2022;Area Artistica;EUROPA UE;Lettonia;F;2
2021-2022;Area Artistica;EUROPA UE;Lituania;F;12
2021-2022;Area Artistica;EUROPA UE;Lussemburgo;F;8
2021-2022;Area Artistica;EUROPA UE;Lussemburgo;M;3
2021-2022;Area Artistica;EUROPA UE;Malta;F;2
2021-2022;Area Artistica;EUROPA UE;Malta;M;3
2021-2022;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;10
2021-2022;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;6
2021-2022;Area Artistica;EUROPA UE;Polonia;F;53
2021-2022;Area Artistica;EUROPA UE;Polonia;M;17
2021-2022;Area Artistica;EUROPA UE;Portogallo;F;29
2021-2022;Area Artistica;EUROPA UE;Portogallo;M;6
2021-2022;Area Artistica;EUROPA UE;Regno Unito;F;19
2021-2022;Area Artistica;EUROPA UE;Regno Unito;M;10
2021-2022;Area Artistica;EUROPA UE;Repubblica Ceca;F;10
2021-2022;Area Artistica;EUROPA UE;Romania;F;240
2021-2022;Area Artistica;EUROPA UE;Romania;M;93
2021-2022;Area Artistica;EUROPA UE;Slovacchia;F;9
2021-2022;Area Artistica;EUROPA UE;Slovacchia;M;2
2021-2022;Area Artistica;EUROPA UE;Slovenia;M;1
2021-2022;Area Artistica;EUROPA UE;Slovenia;F;7
2021-2022;Area Artistica;EUROPA UE;Spagna;M;13
2021-2022;Area Artistica;EUROPA UE;Spagna;F;68
2021-2022;Area Artistica;EUROPA UE;Svezia;F;18
2021-2022;Area Artistica;EUROPA UE;Svezia;M;9
2021-2022;Area Artistica;EUROPA UE;Ungheria;F;14
2021-2022;Area Artistica;EUROPA UE;Ungheria;M;3
2021-2022;Area Artistica;NORD AMERICA;Belize;M;3
2021-2022;Area Artistica;NORD AMERICA;Belize;F;1
2021-2022;Area Artistica;NORD AMERICA;Canada;F;8
2021-2022;Area Artistica;NORD AMERICA;Canada;M;3
2021-2022;Area Artistica;NORD AMERICA;Costa Rica;F;5
2021-2022;Area Artistica;NORD AMERICA;Costa Rica;M;2
2021-2022;Area Artistica;NORD AMERICA;Cuba;F;9
2021-2022;Area Artistica;NORD AMERICA;Cuba;M;2
2021-2022;Area Artistica;NORD AMERICA;Dominica;M;2
2021-2022;Area Artistica;NORD AMERICA;El Salvador;F;3
2021-2022;Area Artistica;NORD AMERICA;El Salvador;M;3
2021-2022;Area Artistica;NORD AMERICA;Guatemala;F;7
2021-2022;Area Artistica;NORD AMERICA;Guatemala;M;1
2021-2022;Area Artistica;NORD AMERICA;Haiti;F;1
2021-2022;Area Artistica;NORD AMERICA;Honduras;F;1
2021-2022;Area Artistica;NORD AMERICA;Messico;F;60
2021-2022;Area Artistica;NORD AMERICA;Messico;M;18
2021-2022;Area Artistica;NORD AMERICA;Panama;F;7
2021-2022;Area Artistica;NORD AMERICA;Panama;M;1
2021-2022;Area Artistica;NORD AMERICA;Repubblica Dominicana;M;3
2021-2022;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;16
2021-2022;Area Artistica;NORD AMERICA;Stati Uniti di America;F;60
2021-2022;Area Artistica;NORD AMERICA;Stati Uniti di America;M;29
2021-2022;Area Artistica;OCEANIA;Australia;F;4
2021-2022;Area Artistica;OCEANIA;Australia;M;1
2021-2022;Area Artistica;OCEANIA;Nuova Zelanda;M;1
2021-2022;Area Artistica;SUD AMERICA;Argentina;M;9
2021-2022;Area Artistica;SUD AMERICA;Argentina;F;19
2021-2022;Area Artistica;SUD AMERICA;Bolivia;F;20
2021-2022;Area Artistica;SUD AMERICA;Bolivia;M;6
2021-2022;Area Artistica;SUD AMERICA;Brasile;F;48
2021-2022;Area Artistica;SUD AMERICA;Brasile;M;23
2021-2022;Area Artistica;SUD AMERICA;Cile;F;14
2021-2022;Area Artistica;SUD AMERICA;Cile;M;4
2021-2022;Area Artistica;SUD AMERICA;Colombia;F;63
2021-2022;Area Artistica;SUD AMERICA;Colombia;M;26
2021-2022;Area Artistica;SUD AMERICA;Ecuador;F;33
2021-2022;Area Artistica;SUD AMERICA;Ecuador;M;17
2021-2022;Area Artistica;SUD AMERICA;Perù;F;43
2021-2022;Area Artistica;SUD AMERICA;Perù;M;19
2021-2022;Area Artistica;SUD AMERICA;Uruguay;F;3
2021-2022;Area Artistica;SUD AMERICA;Venezuela;M;6
2021-2022;Area Artistica;SUD AMERICA;Venezuela;F;18
2021-2022;Area Musicale/Coreutica;AFRICA;Algeria;M;3
2021-2022;Area Musicale/Coreutica;AFRICA;Congo;F;1
2021-2022;Area Musicale/Coreutica;AFRICA;Congo;M;2
2021-2022;Area Musicale/Coreutica;AFRICA;Egitto;F;1
2021-2022;Area Musicale/Coreutica;AFRICA;Ghana;F;1
2021-2022;Area Musicale/Coreutica;AFRICA;Madagascar;M;1
2021-2022;Area Musicale/Coreutica;AFRICA;Marocco;M;2
2021-2022;Area Musicale/Coreutica;AFRICA;Mozambico;M;1
2021-2022;Area Musicale/Coreutica;AFRICA;Nigeria;M;3
2021-2022;Area Musicale/Coreutica;AFRICA;Sud Africa;F;1
2021-2022;Area Musicale/Coreutica;AFRICA;Togo;M;1
2021-2022;Area Musicale/Coreutica;AFRICA;Tunisia;F;1
2021-2022;Area Musicale/Coreutica;AFRICA;Uganda;M;1
2021-2022;Area Musicale/Coreutica;ASIA;Afghanistan;M;2
2021-2022;Area Musicale/Coreutica;ASIA;Arabia Saudita;F;1
2021-2022;Area Musicale/Coreutica;ASIA;Armenia;F;4
2021-2022;Area Musicale/Coreutica;ASIA;Armenia;M;1
2021-2022;Area Musicale/Coreutica;ASIA;Cambogia;F;1
2021-2022;Area Musicale/Coreutica;ASIA;Cina;F;1038
2021-2022;Area Musicale/Coreutica;ASIA;Cina;M;765
2021-2022;Area Musicale/Coreutica;ASIA;Corea del Nord;M;1
2021-2022;Area Musicale/Coreutica;ASIA;Corea del Nord;F;4
2021-2022;Area Musicale/Coreutica;ASIA;Corea del Sud;F;93
2021-2022;Area Musicale/Coreutica;ASIA;Corea del Sud;M;57
2021-2022;Area Musicale/Coreutica;ASIA;Filippine;M;1
2021-2022;Area Musicale/Coreutica;ASIA;Georgia;F;13
2021-2022;Area Musicale/Coreutica;ASIA;Georgia;M;4
2021-2022;Area Musicale/Coreutica;ASIA;Giappone;F;63
2021-2022;Area Musicale/Coreutica;ASIA;Giappone;M;18
2021-2022;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);F;2
2021-2022;Area Musicale/Coreutica;ASIA;India;M;2
2021-2022;Area Musicale/Coreutica;ASIA;India;F;2
2021-2022;Area Musicale/Coreutica;ASIA;Indonesia;F;2
2021-2022;Area Musicale/Coreutica;ASIA;Iran;F;15
2021-2022;Area Musicale/Coreutica;ASIA;Iran;M;12
2021-2022;Area Musicale/Coreutica;ASIA;Iraq;M;1
2021-2022;Area Musicale/Coreutica;ASIA;Israele;M;5
2021-2022;Area Musicale/Coreutica;ASIA;Israele;F;5
2021-2022;Area Musicale/Coreutica;ASIA;Kazakistan;F;13
2021-2022;Area Musicale/Coreutica;ASIA;Kazakistan;M;5
2021-2022;Area Musicale/Coreutica;ASIA;Kirghizistan;F;2
2021-2022;Area Musicale/Coreutica;ASIA;Kirghizistan;M;2
2021-2022;Area Musicale/Coreutica;ASIA;Libano;M;1
2021-2022;Area Musicale/Coreutica;ASIA;Malaysia;M;1
2021-2022;Area Musicale/Coreutica;ASIA;Mongolia;F;6
2021-2022;Area Musicale/Coreutica;ASIA;Palestina;F;1
2021-2022;Area Musicale/Coreutica;ASIA;Palestina;M;2
2021-2022;Area Musicale/Coreutica;ASIA;Singapore;F;1
2021-2022;Area Musicale/Coreutica;ASIA;Taiwan;F;7
2021-2022;Area Musicale/Coreutica;ASIA;Taiwan;M;5
2021-2022;Area Musicale/Coreutica;ASIA;Uzbekistan;F;2
2021-2022;Area Musicale/Coreutica;ASIA;Vietnam;F;2
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;27
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;29
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;8
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;4
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;3
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;1
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;84
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;23
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;2
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;3
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;7
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;4
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;10
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;7
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Monaco;F;1
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Monaco;M;1
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;F;7
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;3
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;9
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;4
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;30
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;11
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;2
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;5
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;9
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;6
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;26
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;68
2021-2022;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;23
2021-2022;Area Musicale/Coreutica;EUROPA UE;Austria;F;3
2021-2022;Area Musicale/Coreutica;EUROPA UE;Austria;M;5
2021-2022;Area Musicale/Coreutica;EUROPA UE;Belgio;F;5
2021-2022;Area Musicale/Coreutica;EUROPA UE;Belgio;M;4
2021-2022;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;8
2021-2022;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;10
2021-2022;Area Musicale/Coreutica;EUROPA UE;Cipro;F;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Cipro;M;10
2021-2022;Area Musicale/Coreutica;EUROPA UE;Croazia;F;13
2021-2022;Area Musicale/Coreutica;EUROPA UE;Croazia;M;27
2021-2022;Area Musicale/Coreutica;EUROPA UE;Danimarca;F;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Estonia;F;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Francia;F;15
2021-2022;Area Musicale/Coreutica;EUROPA UE;Francia;M;7
2021-2022;Area Musicale/Coreutica;EUROPA UE;Germania;F;21
2021-2022;Area Musicale/Coreutica;EUROPA UE;Germania;M;17
2021-2022;Area Musicale/Coreutica;EUROPA UE;Grecia;M;2
2021-2022;Area Musicale/Coreutica;EUROPA UE;Grecia;F;7
2021-2022;Area Musicale/Coreutica;EUROPA UE;Irlanda;F;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;3
2021-2022;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;3
2021-2022;Area Musicale/Coreutica;EUROPA UE;Lituania;F;7
2021-2022;Area Musicale/Coreutica;EUROPA UE;Lituania;M;3
2021-2022;Area Musicale/Coreutica;EUROPA UE;Lussemburgo;F;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Malta;M;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;2
2021-2022;Area Musicale/Coreutica;EUROPA UE;Polonia;F;27
2021-2022;Area Musicale/Coreutica;EUROPA UE;Polonia;M;8
2021-2022;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;8
2021-2022;Area Musicale/Coreutica;EUROPA UE;Portogallo;M;5
2021-2022;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;7
2021-2022;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;5
2021-2022;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;M;2
2021-2022;Area Musicale/Coreutica;EUROPA UE;Romania;F;20
2021-2022;Area Musicale/Coreutica;EUROPA UE;Romania;M;27
2021-2022;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;2
2021-2022;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;4
2021-2022;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;23
2021-2022;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;19
2021-2022;Area Musicale/Coreutica;EUROPA UE;Spagna;M;20
2021-2022;Area Musicale/Coreutica;EUROPA UE;Spagna;F;27
2021-2022;Area Musicale/Coreutica;EUROPA UE;Svezia;F;1
2021-2022;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;11
2021-2022;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;5
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Canada;M;2
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;2
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;4
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;4
2021-2022;Area Musicale/Coreutica;NORD AMERICA;El Salvador;M;1
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Grenada;M;1
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Guatemala;M;1
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Haiti;M;1
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Honduras;F;1
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Messico;M;24
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Messico;F;14
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Nicaragua;F;1
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Panama;F;1
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Panama;M;16
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;4
2021-2022;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;5
2021-2022;Area Musicale/Coreutica;OCEANIA;Australia;F;1
2021-2022;Area Musicale/Coreutica;OCEANIA;Australia;M;1
2021-2022;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;F;1
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;8
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;7
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;5
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;15
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;21
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Cile;F;7
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Cile;M;9
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;6
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;7
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;1
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;4
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Paraguay;F;1
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Paraguay;M;2
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Perù;F;1
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Perù;M;5
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;1
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Uruguay;M;1
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;19
2021-2022;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;10
2020-2021;Area Artistica;AFRICA;Algeria;M;1
2020-2021;Area Artistica;AFRICA;Angola;F;2
2020-2021;Area Artistica;AFRICA;Burkina Faso;F;1
2020-2021;Area Artistica;AFRICA;Burkina Faso;M;1
2020-2021;Area Artistica;AFRICA;Camerun;F;6
2020-2021;Area Artistica;AFRICA;Camerun;M;3
2020-2021;Area Artistica;AFRICA;Congo;F;3
2020-2021;Area Artistica;AFRICA;Costa d Avorio;F;1
2020-2021;Area Artistica;AFRICA;Egitto;F;14
2020-2021;Area Artistica;AFRICA;Egitto;M;18
2020-2021;Area Artistica;AFRICA;Eritrea;M;1
2020-2021;Area Artistica;AFRICA;Etiopia;F;1
2020-2021;Area Artistica;AFRICA;Etiopia;M;3
2020-2021;Area Artistica;AFRICA;Ghana;F;1
2020-2021;Area Artistica;AFRICA;Ghana;M;1
2020-2021;Area Artistica;AFRICA;Kenya;F;2
2020-2021;Area Artistica;AFRICA;Libia;M;1
2020-2021;Area Artistica;AFRICA;Madagascar;F;1
2020-2021;Area Artistica;AFRICA;Marocco;M;7
2020-2021;Area Artistica;AFRICA;Marocco;F;18
2020-2021;Area Artistica;AFRICA;Mauritius;M;1
2020-2021;Area Artistica;AFRICA;Nigeria;F;2
2020-2021;Area Artistica;AFRICA;Nigeria;M;2
2020-2021;Area Artistica;AFRICA;Ruanda;F;4
2020-2021;Area Artistica;AFRICA;Ruanda;M;3
2020-2021;Area Artistica;AFRICA;Senegal;F;1
2020-2021;Area Artistica;AFRICA;Sud Africa;M;2
2020-2021;Area Artistica;AFRICA;Sud Africa;F;3
2020-2021;Area Artistica;AFRICA;Tunisia;F;11
2020-2021;Area Artistica;AFRICA;Tunisia;M;2
2020-2021;Area Artistica;AFRICA;Zimbabwe;M;1
2020-2021;Area Artistica;ASIA;Afghanistan;M;1
2020-2021;Area Artistica;ASIA;Armenia;F;5
2020-2021;Area Artistica;ASIA;Armenia;M;2
2020-2021;Area Artistica;ASIA;Azerbaigian;F;4
2020-2021;Area Artistica;ASIA;Bangladesh;F;2
2020-2021;Area Artistica;ASIA;Bangladesh;M;1
2020-2021;Area Artistica;ASIA;Bhutan;F;1
2020-2021;Area Artistica;ASIA;Cambogia;F;1
2020-2021;Area Artistica;ASIA;Cina;F;3787
2020-2021;Area Artistica;ASIA;Cina;M;2234
2020-2021;Area Artistica;ASIA;Corea del Nord;F;1
2020-2021;Area Artistica;ASIA;Corea del Sud;F;68
2020-2021;Area Artistica;ASIA;Corea del Sud;M;23
2020-2021;Area Artistica;ASIA;Emirati Arabi Uniti;F;1
2020-2021;Area Artistica;ASIA;Filippine;F;15
2020-2021;Area Artistica;ASIA;Filippine;M;14
2020-2021;Area Artistica;ASIA;Georgia;F;16
2020-2021;Area Artistica;ASIA;Georgia;M;2
2020-2021;Area Artistica;ASIA;Giappone;M;3
2020-2021;Area Artistica;ASIA;Giappone;F;18
2020-2021;Area Artistica;ASIA;Giordania;M;1
2020-2021;Area Artistica;ASIA;Giordania;F;3
2020-2021;Area Artistica;ASIA;Hong Kong (Cina);M;1
2020-2021;Area Artistica;ASIA;India;F;73
2020-2021;Area Artistica;ASIA;India;M;61
2020-2021;Area Artistica;ASIA;Indonesia;F;17
2020-2021;Area Artistica;ASIA;Indonesia;M;3
2020-2021;Area Artistica;ASIA;Iran;F;150
2020-2021;Area Artistica;ASIA;Iran;M;51
2020-2021;Area Artistica;ASIA;Iraq;M;8
2020-2021;Area Artistica;ASIA;Iraq;F;10
2020-2021;Area Artistica;ASIA;Israele;F;20
2020-2021;Area Artistica;ASIA;Israele;M;5
2020-2021;Area Artistica;ASIA;Kazakistan;F;13
2020-2021;Area Artistica;ASIA;Kazakistan;M;1
2020-2021;Area Artistica;ASIA;Kirghizistan;F;3
2020-2021;Area Artistica;ASIA;Kirghizistan;M;1
2020-2021;Area Artistica;ASIA;Libano;F;15
2020-2021;Area Artistica;ASIA;Libano;M;7
2020-2021;Area Artistica;ASIA;Mongolia;F;18
2020-2021;Area Artistica;ASIA;Mongolia;M;3
2020-2021;Area Artistica;ASIA;Nepal;M;4
2020-2021;Area Artistica;ASIA;Pakistan;F;7
2020-2021;Area Artistica;ASIA;Siria;F;3
2020-2021;Area Artistica;ASIA;Siria;M;1
2020-2021;Area Artistica;ASIA;Sri Lanka;F;2
2020-2021;Area Artistica;ASIA;Sri Lanka;M;1
