ANNO_ACCADEMICO;COD_Ateneo;NOME_ATENEO;CODICE_CLASSE;DESCRIZIONE_CLASSE;CONTRIBUZIONE_LAUREA;CONTRIBUZIONE_DOTTORATO;CONTRIBUZIONE_SPECIALIZZAZIONE;CONTRIBUZIONE_MASTER
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";12d;da 1.800,01 a 1.900,00;259;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";12e;da 1.900,01 a 2.000,00;360;0;3;17
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";13 ;da 2.000,01 a 2.500,00;2872;0;1;28
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";14 ;da 2.500,01 a 3.000,00;2464;0;0;58
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";15 ;da 3.000,01 a 3.500,00;430;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";21b;oltre 10.000,00;0;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";00 ;contribuzione non prevista (esclusi esoneri);0;132;0;260
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";01 ;da 0,01 a 100,00 (esclusi esoneri);5;0;0;6
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";02 ;da 100,01 a 200,00;2;2;0;4
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";03 ;da 200,01 a 300,00;30;0;0;25
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";04 ;da 300,01 a 400,00;0;0;0;829
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";05 ;da 400,01 a 500,00;11;11;0;2343
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";06 ;da 500,01 a 600,00;12;0;0;200
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";07 ;da 600,01 a 700,00;13;0;0;3394
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";08 ;da 700,01 a 800,00;48;0;0;6850
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";09 ;da 800,01 a 900,00;54;0;0;362
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";10 ;da 900,01 a 1.000,00;257;0;0;2354
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";11a;da 1.000,01 a 1.100,00;124;0;0;57
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";11b;da 1.100,01 a 1.200,00;223;0;0;2042
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";11c;da 1.200,01 a 1.300,00;297;0;0;396
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";11d;da 1.300,01 a 1.400,00;122;0;0;513
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";11e;da 1.400,01 a 1.500,00;888;0;0;140
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";12a;da 1.500,01 a 1.600,00;244;0;0;4
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";12b;da 1.600,01 a 1.700,00;2327;0;0;120
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";12c;da 1.700,01 a 1.800,00;10440;0;0;15
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";12d;da 1.800,01 a 1.900,00;4105;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";12e;da 1.900,01 a 2.000,00;34889;8;0;246
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";13 ;da 2.000,01 a 2.500,00;25992;0;0;125
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";14 ;da 2.500,01 a 3.000,00;5962;0;0;1
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";15 ;da 3.000,01 a 3.500,00;136;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";16 ;da 3.500,01 a 4.000,00;4;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";17 ;da 4.000,01 a 4.500,00;1;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06307;"Napoli - Università telematica ""Pegaso""";21b;oltre 10.000,00;4;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;04 ;da 300,01 a 400,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;05 ;da 400,01 a 500,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;08 ;da 700,01 a 800,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;09 ;da 800,01 a 900,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;10 ;da 900,01 a 1.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;11e;da 1.400,01 a 1.500,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;12a;da 1.500,01 a 1.600,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;12b;da 1.600,01 a 1.700,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;12d;da 1.800,01 a 1.900,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;13 ;da 2.000,01 a 2.500,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;14 ;da 2.500,01 a 3.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06308;Napoli - Scuola Superiore Meridionale;21b;oltre 10.000,00;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;25;49;20
2023-2024;06501;Salerno - Università degli studi;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);1;0;0;0
2023-2024;06501;Salerno - Università degli studi;02 ;da 100,01 a 200,00;1286;0;0;0
2023-2024;06501;Salerno - Università degli studi;03 ;da 200,01 a 300,00;80;0;0;0
2023-2024;06501;Salerno - Università degli studi;04 ;da 300,01 a 400,00;465;0;0;0
2023-2024;06501;Salerno - Università degli studi;05 ;da 400,01 a 500,00;619;0;2;0
2023-2024;06501;Salerno - Università degli studi;06 ;da 500,01 a 600,00;1525;0;0;0
2023-2024;06501;Salerno - Università degli studi;07 ;da 600,01 a 700,00;990;0;3;0
2023-2024;06501;Salerno - Università degli studi;08 ;da 700,01 a 800,00;544;0;19;7
2023-2024;06501;Salerno - Università degli studi;09 ;da 800,01 a 900,00;672;0;22;0
2023-2024;06501;Salerno - Università degli studi;10 ;da 900,01 a 1.000,00;352;0;1;0
2023-2024;06501;Salerno - Università degli studi;11a;da 1.000,01 a 1.100,00;340;0;21;0
2023-2024;06501;Salerno - Università degli studi;11b;da 1.100,01 a 1.200,00;1002;0;29;6
2023-2024;06501;Salerno - Università degli studi;11c;da 1.200,01 a 1.300,00;872;0;28;0
2023-2024;06501;Salerno - Università degli studi;11d;da 1.300,01 a 1.400,00;947;0;0;0
2023-2024;06501;Salerno - Università degli studi;11e;da 1.400,01 a 1.500,00;1176;0;18;3
2023-2024;06501;Salerno - Università degli studi;12a;da 1.500,01 a 1.600,00;254;0;54;0
2023-2024;06501;Salerno - Università degli studi;12b;da 1.600,01 a 1.700,00;3207;0;20;0
2023-2024;06501;Salerno - Università degli studi;12c;da 1.700,01 a 1.800,00;340;0;219;0
2023-2024;06501;Salerno - Università degli studi;12d;da 1.800,01 a 1.900,00;579;0;0;15
2023-2024;06501;Salerno - Università degli studi;12e;da 1.900,01 a 2.000,00;1242;0;162;30
2023-2024;06501;Salerno - Università degli studi;13 ;da 2.000,01 a 2.500,00;306;0;0;0
2023-2024;06501;Salerno - Università degli studi;14 ;da 2.500,01 a 3.000,00;0;0;0;26
2023-2024;06501;Salerno - Università degli studi;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;1
2023-2024;06501;Salerno - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06501;Salerno - Università degli studi;21b;oltre 10.000,00;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;2;3;0
2023-2024;06601;L'Aquila - Università degli studi;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);540;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;02 ;da 100,01 a 200,00;904;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;03 ;da 200,01 a 300,00;3638;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;04 ;da 300,01 a 400,00;212;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;05 ;da 400,01 a 500,00;207;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;06 ;da 500,01 a 600,00;222;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;07 ;da 600,01 a 700,00;334;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;08 ;da 700,01 a 800,00;317;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;09 ;da 800,01 a 900,00;340;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;10 ;da 900,01 a 1.000,00;540;0;0;71
2023-2024;06601;L'Aquila - Università degli studi;11a;da 1.000,01 a 1.100,00;606;0;580;0
2023-2024;06601;L'Aquila - Università degli studi;11b;da 1.100,01 a 1.200,00;777;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;11c;da 1.200,01 a 1.300,00;738;0;0;22
2023-2024;06601;L'Aquila - Università degli studi;11d;da 1.300,01 a 1.400,00;914;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;11e;da 1.400,01 a 1.500,00;337;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;12a;da 1.500,01 a 1.600,00;27;0;0;25
2023-2024;06601;L'Aquila - Università degli studi;12b;da 1.600,01 a 1.700,00;15;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;12c;da 1.700,01 a 1.800,00;869;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;12d;da 1.800,01 a 1.900,00;0;0;0;3
2023-2024;06601;L'Aquila - Università degli studi;12e;da 1.900,01 a 2.000,00;0;0;0;19
2023-2024;06601;L'Aquila - Università degli studi;13 ;da 2.000,01 a 2.500,00;0;0;0;24
2023-2024;06601;L'Aquila - Università degli studi;14 ;da 2.500,01 a 3.000,00;0;0;0;7
2023-2024;06601;L'Aquila - Università degli studi;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;13
2023-2024;06601;L'Aquila - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06601;L'Aquila - Università degli studi;21b;oltre 10.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;04 ;da 300,01 a 400,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;05 ;da 400,01 a 500,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;08 ;da 700,01 a 800,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;09 ;da 800,01 a 900,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;10 ;da 900,01 a 1.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;11e;da 1.400,01 a 1.500,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;12a;da 1.500,01 a 1.600,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;12b;da 1.600,01 a 1.700,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;12d;da 1.800,01 a 1.900,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;13 ;da 2.000,01 a 2.500,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;14 ;da 2.500,01 a 3.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06603;L'Aquila - Gran Sasso Science Institute;21b;oltre 10.000,00;0;0;0;0
2023-2024;06701;Teramo - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;4
2023-2024;06701;Teramo - Università degli studi;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06701;Teramo - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);13;0;0;0
2023-2024;06701;Teramo - Università degli studi;02 ;da 100,01 a 200,00;211;0;0;18
2023-2024;06701;Teramo - Università degli studi;03 ;da 200,01 a 300,00;82;0;0;0
2023-2024;06701;Teramo - Università degli studi;04 ;da 300,01 a 400,00;206;0;0;0
2023-2024;06701;Teramo - Università degli studi;05 ;da 400,01 a 500,00;196;0;0;0
2023-2024;06701;Teramo - Università degli studi;06 ;da 500,01 a 600,00;79;0;0;0
2023-2024;06701;Teramo - Università degli studi;07 ;da 600,01 a 700,00;56;0;0;0
2023-2024;06701;Teramo - Università degli studi;08 ;da 700,01 a 800,00;143;0;0;23
2023-2024;06701;Teramo - Università degli studi;09 ;da 800,01 a 900,00;187;0;0;2
2023-2024;06701;Teramo - Università degli studi;10 ;da 900,01 a 1.000,00;100;0;0;23
2023-2024;06701;Teramo - Università degli studi;11a;da 1.000,01 a 1.100,00;36;0;0;0
2023-2024;06701;Teramo - Università degli studi;11b;da 1.100,01 a 1.200,00;73;0;4;6
2023-2024;06701;Teramo - Università degli studi;11c;da 1.200,01 a 1.300,00;59;0;0;11
2023-2024;06701;Teramo - Università degli studi;11d;da 1.300,01 a 1.400,00;95;0;66;0
2023-2024;06701;Teramo - Università degli studi;11e;da 1.400,01 a 1.500,00;18;0;0;11
2023-2024;06701;Teramo - Università degli studi;12a;da 1.500,01 a 1.600,00;146;0;0;0
2023-2024;06701;Teramo - Università degli studi;12b;da 1.600,01 a 1.700,00;88;0;0;0
2023-2024;06701;Teramo - Università degli studi;12c;da 1.700,01 a 1.800,00;41;0;0;52
2023-2024;06701;Teramo - Università degli studi;12d;da 1.800,01 a 1.900,00;95;0;0;0
2023-2024;06701;Teramo - Università degli studi;12e;da 1.900,01 a 2.000,00;29;0;10;3
2023-2024;06701;Teramo - Università degli studi;13 ;da 2.000,01 a 2.500,00;806;0;0;45
2023-2024;06701;Teramo - Università degli studi;14 ;da 2.500,01 a 3.000,00;157;0;122;60
2023-2024;06701;Teramo - Università degli studi;15 ;da 3.000,01 a 3.500,00;0;0;0;1
2023-2024;06701;Teramo - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06701;Teramo - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06701;Teramo - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;36
2023-2024;06701;Teramo - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06701;Teramo - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06701;Teramo - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06701;Teramo - Università degli studi;21b;oltre 10.000,00;0;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;00 ;contribuzione non prevista (esclusi esoneri);0;7;0;17
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;01 ;da 0,01 a 100,00 (esclusi esoneri);69;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02 ;da 100,01 a 200,00;312;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03 ;da 200,01 a 300,00;1261;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;04 ;da 300,01 a 400,00;1751;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;05 ;da 400,01 a 500,00;719;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;06 ;da 500,01 a 600,00;650;0;2;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;07 ;da 600,01 a 700,00;421;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;08 ;da 700,01 a 800,00;361;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;09 ;da 800,01 a 900,00;325;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;10 ;da 900,01 a 1.000,00;411;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;11a;da 1.000,01 a 1.100,00;259;0;515;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;11b;da 1.100,01 a 1.200,00;196;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;11c;da 1.200,01 a 1.300,00;184;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;11d;da 1.300,01 a 1.400,00;169;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;11e;da 1.400,01 a 1.500,00;381;0;0;2
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;12a;da 1.500,01 a 1.600,00;136;0;28;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;12b;da 1.600,01 a 1.700,00;189;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;12c;da 1.700,01 a 1.800,00;85;0;0;28
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;12d;da 1.800,01 a 1.900,00;84;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;12e;da 1.900,01 a 2.000,00;1806;0;0;5
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;13 ;da 2.000,01 a 2.500,00;683;0;0;61
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;14 ;da 2.500,01 a 3.000,00;386;0;0;135
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;15 ;da 3.000,01 a 3.500,00;479;0;0;14
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;16 ;da 3.500,01 a 4.000,00;0;0;0;4
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;18 ;da 4.500,01 a 5.000,00;0;0;0;2
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;21b;oltre 10.000,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";00 ;contribuzione non prevista (esclusi esoneri);0;0;0;36
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";01 ;da 0,01 a 100,00 (esclusi esoneri);0;18;0;554
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03 ;da 200,01 a 300,00;2;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";04 ;da 300,01 a 400,00;2;0;0;37
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";05 ;da 400,01 a 500,00;5;0;0;55
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";06 ;da 500,01 a 600,00;11;0;0;2
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";07 ;da 600,01 a 700,00;0;0;0;1
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";08 ;da 700,01 a 800,00;4;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";09 ;da 800,01 a 900,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";10 ;da 900,01 a 1.000,00;3;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";11a;da 1.000,01 a 1.100,00;35;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";11b;da 1.100,01 a 1.200,00;4;0;0;0
