ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_ESONERO_TOTALE;DESCRIZIONE_ESONERO_TOTALE;ESONERO_TOTALE_LAUREA;ESONERO_TOTALE_DOTTORATO;ESONERO_TOTALE_SPECIALIZZAZIONE;ESONERO_TOTALE_MASTER
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);3274;11;19;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);1679;N;16;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";15 ;Altre tipologie non comprese nelle precedenti voci;4714;0;43;144
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;10589;;;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);16785;;;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);1829;0;N;35
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;3483;;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;441;;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;645;;;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;05801;"Roma - Università degli studi ""La Sapienza""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);1791;;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);252;0;0;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);1;0;0;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);344;N;0;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";15 ;Altre tipologie non comprese nelle precedenti voci;804;387;0;64
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;3701;;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;3;;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);7061;;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);47;0;0;0
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;1219;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;257;;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;05802;"Roma - Università degli studi di ""Tor Vergata""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);2111;;;
2023-2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);1056;1;1;
2023-2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);144;0;0;
2023-2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;25
2023-2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;78;;
2023-2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);672;0;0;
2023-2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);66;0;0;
2023-2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;15 ;Altre tipologie non comprese nelle precedenti voci;460;0;0;7
2023-2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);15;0;0;0
2023-2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;119;;
2023-2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;4;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);4;0;0;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);9;0;0;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";15 ;Altre tipologie non comprese nelle precedenti voci;11;0;0;0
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;246;;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);448;;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);33;0;0;0
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;37;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;7;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;34;;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;05806;"Roma - Università degli studi del ""Foro Italico""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);18;;;
2023-2024;05807;Roma - III Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);137;0;0;
2023-2024;05807;Roma - III Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);15;0;0;
2023-2024;05807;Roma - III Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);709;0;0;
2023-2024;05807;Roma - III Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;494;0;0;0
2023-2024;05807;Roma - III Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;2557;;;
2023-2024;05807;Roma - III Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;53;;;
2023-2024;05807;Roma - III Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);7481;;;
2023-2024;05807;Roma - III Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05807;Roma - III Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;493;;
2023-2024;05807;Roma - III Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;83;;
2023-2024;05807;Roma - III Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;228;;;
2023-2024;05807;Roma - III Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;8;;;
2023-2024;05807;Roma - III Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);908;;;
2023-2024;05808;"Roma - Università ""Campus Bio-Medico""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);129;0;0;
2023-2024;05808;"Roma - Università ""Campus Bio-Medico""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05808;"Roma - Università ""Campus Bio-Medico""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);42;0;8;
2023-2024;05808;"Roma - Università ""Campus Bio-Medico""";15 ;Altre tipologie non comprese nelle precedenti voci;71;0;0;75
2023-2024;05808;"Roma - Università ""Campus Bio-Medico""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05808;"Roma - Università ""Campus Bio-Medico""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;05808;"Roma - Università ""Campus Bio-Medico""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;40;;
2023-2024;05809;Roma - Università degli Studi Internazionali – UNINT;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);207;0;0;
2023-2024;05809;Roma - Università degli Studi Internazionali – UNINT;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);2;1;0;
2023-2024;05809;Roma - Università degli Studi Internazionali – UNINT;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);32;0;0;
2023-2024;05809;Roma - Università degli Studi Internazionali – UNINT;15 ;Altre tipologie non comprese nelle precedenti voci;4;0;0;14
2023-2024;05809;Roma - Università degli Studi Internazionali – UNINT;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05809;Roma - Università degli Studi Internazionali – UNINT;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;05809;Roma - Università degli Studi Internazionali – UNINT;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);10;0;0;
2023-2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;16;;
2023-2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);8;0;0;
2023-2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";15 ;Altre tipologie non comprese nelle precedenti voci;75;0;0;2411
2023-2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05812;Roma - Università Europea;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05812;Roma - Università Europea;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05812;Roma - Università Europea;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05812;Roma - Università Europea;15 ;Altre tipologie non comprese nelle precedenti voci;20;0;0;0
2023-2024;05812;Roma - Università Europea;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05812;Roma - Università Europea;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;21;;
2023-2024;05812;Roma - Università Europea;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);1;0;0;
2023-2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);511;N;0;
2023-2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";15 ;Altre tipologie non comprese nelle precedenti voci;103;0;0;0
2023-2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);385;0;0;14
2023-2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;14;;
2023-2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05814;Roma - Universitas telematica Mercatorum;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05814;Roma - Universitas telematica Mercatorum;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05814;Roma - Universitas telematica Mercatorum;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);211;0;0;
2023-2024;05814;Roma - Universitas telematica Mercatorum;15 ;Altre tipologie non comprese nelle precedenti voci;1380;0;0;0
2023-2024;05814;Roma - Universitas telematica Mercatorum;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);271;0;0;0
2023-2024;05814;Roma - Universitas telematica Mercatorum;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;48;;
2023-2024;05814;Roma - Universitas telematica Mercatorum;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;25;;
2023-2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);51;0;0;
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";15 ;Altre tipologie non comprese nelle precedenti voci;219;3;0;0
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;11;;
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05817;Roma - Link Campus University;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);1;0;0;
2023-2024;05817;Roma - Link Campus University;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05817;Roma - Link Campus University;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);26;0;0;
2023-2024;05817;Roma - Link Campus University;15 ;Altre tipologie non comprese nelle precedenti voci;80;0;0;85
2023-2024;05817;Roma - Link Campus University;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05817;Roma - Link Campus University;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;05817;Roma - Link Campus University;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05818;Roma - Saint Camillus International;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05818;Roma - Saint Camillus International;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05818;Roma - Saint Camillus International;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05818;Roma - Saint Camillus International;15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;05818;Roma - Saint Camillus International;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;15 ;Altre tipologie non comprese nelle precedenti voci;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;24;;
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);1185;0;0;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);134;0;0;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;15 ;Altre tipologie non comprese nelle precedenti voci;69;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;1022;;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);1446;;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;119;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;23;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;72;;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);46;;;
2023-2024;06201;Benevento - Università degli studi del Sannio;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);1;0;0;
2023-2024;06201;Benevento - Università degli studi del Sannio;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;06201;Benevento - Università degli studi del Sannio;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);27;0;0;
2023-2024;06201;Benevento - Università degli studi del Sannio;15 ;Altre tipologie non comprese nelle precedenti voci;19;68;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;429;;;
2023-2024;06201;Benevento - Università degli studi del Sannio;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06201;Benevento - Università degli studi del Sannio;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);910;;;
2023-2024;06201;Benevento - Università degli studi del Sannio;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);4;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;26;;
2023-2024;06201;Benevento - Università degli studi del Sannio;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;19;;
2023-2024;06201;Benevento - Università degli studi del Sannio;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;27;;;
2023-2024;06201;Benevento - Università degli studi del Sannio;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;06201;Benevento - Università degli studi del Sannio;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);240;;;
