ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE;INTERVENTI_MASTER
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;4;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;8,5;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;0,5;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;59;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);0;0;2;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;0;0;2;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;07001;Campobasso - Università degli studi del Molise;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);69;9;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;68;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;38;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;215;5;2;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;149;5;2;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;217;3;3;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;1223;21;27;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;11;0;104
2023-2024;07001;Campobasso - Università degli studi del Molise;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;71,84;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;30,33;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;3,5;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;5,33;0;0
2023-2024;07101;Foggia - Università degli studi;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;40;0;12;0;0
2023-2024;07101;Foggia - Università degli studi;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);305;2;43;1;0
2023-2024;07101;Foggia - Università degli studi;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;2;0;43;0;0
2023-2024;07101;Foggia - Università degli studi;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;3;0;0
2023-2024;07101;Foggia - Università degli studi;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;07101;Foggia - Università degli studi;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);522;235;0;0;0
2023-2024;07101;Foggia - Università degli studi;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;5;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;3;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;0;0;0
2023-2024;07101;Foggia - Università degli studi;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;2;0;0
2023-2024;07101;Foggia - Università degli studi;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;57;0;0
2023-2024;07101;Foggia - Università degli studi;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;10;0;0
2023-2024;07101;Foggia - Università degli studi;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;122;0;0
2023-2024;07101;Foggia - Università degli studi;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;10;0;0
2023-2024;07101;Foggia - Università degli studi;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;13;0;0
2023-2024;07201;Bari - Università degli studi;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;1064;10;17;1;0
2023-2024;07201;Bari - Università degli studi;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);315;6;185;0;1
2023-2024;07201;Bari - Università degli studi;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;0;0;3;0;0
2023-2024;07201;Bari - Università degli studi;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;1;0;28;0;0
2023-2024;07201;Bari - Università degli studi;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;168;;
2023-2024;07201;Bari - Università degli studi;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);368;16;0;0;0
2023-2024;07201;Bari - Università degli studi;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;122;0;0;0;0
2023-2024;07201;Bari - Università degli studi;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;152;3;0;0;0
2023-2024;07201;Bari - Università degli studi;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;791;42;5;15;3
2023-2024;07201;Bari - Università degli studi;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;528;18;4;11;0
2023-2024;07201;Bari - Università degli studi;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07201;Bari - Università degli studi;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;618;17;0;2;0
2023-2024;07201;Bari - Università degli studi;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;101,17;0;0
2023-2024;07201;Bari - Università degli studi;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;07201;Bari - Università degli studi;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;286,83;0;0
2023-2024;07201;Bari - Università degli studi;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;32;0;0
2023-2024;07201;Bari - Università degli studi;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;292,67;0;0
2023-2024;07201;Bari - Università degli studi;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;33,83;0;10
2023-2024;07201;Bari - Università degli studi;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;41,5;0;5
2023-2024;07202;Bari - Politecnico;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;1579;5;33;0;0
2023-2024;07202;Bari - Politecnico;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);189;1;3;0;0
2023-2024;07202;Bari - Politecnico;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;07202;Bari - Politecnico;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);188;44;4;0;0
2023-2024;07202;Bari - Politecnico;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;15;11;4;0;0
2023-2024;07202;Bari - Politecnico;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;5;5;0;0;0
2023-2024;07202;Bari - Politecnico;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;9;0;0;0;0
2023-2024;07202;Bari - Politecnico;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;61;0;0;0;0
2023-2024;07202;Bari - Politecnico;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;232;5;0;0;0
2023-2024;07202;Bari - Politecnico;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;121;5;0;0;0
2023-2024;07202;Bari - Politecnico;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;8;0;2;0;0
2023-2024;07202;Bari - Politecnico;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;07202;Bari - Politecnico;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;74,33;0;0
2023-2024;07202;Bari - Politecnico;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;07202;Bari - Politecnico;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;107,67;0;0
2023-2024;07202;Bari - Politecnico;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;29,83;0;0
2023-2024;07202;Bari - Politecnico;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;39;0;0
2023-2024;07202;Bari - Politecnico;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;16,5;0;0
2023-2024;07202;Bari - Politecnico;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;28,67;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);68;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;40;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);37;7;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;1;1;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;44;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;20,5;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;6;0;59
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;0;0;70
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;0,5;0;0
2023-2024;07501;Lecce - Università del Salento;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;143;1;0;0;0
2023-2024;07501;Lecce - Università del Salento;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);274;8;101;0;0
2023-2024;07501;Lecce - Università del Salento;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;10;1;98;0;0
2023-2024;07501;Lecce - Università del Salento;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;12;0;0
2023-2024;07501;Lecce - Università del Salento;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;92;;
2023-2024;07501;Lecce - Università del Salento;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);165;35;0;0;0
2023-2024;07501;Lecce - Università del Salento;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;13;12;0;0;0
2023-2024;07501;Lecce - Università del Salento;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;33;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;136;1;0;0;0
2023-2024;07501;Lecce - Università del Salento;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;136;1;0;0;0
2023-2024;07501;Lecce - Università del Salento;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;506;10;32;0;0
2023-2024;07501;Lecce - Università del Salento;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;454;7;26;0;0
2023-2024;07501;Lecce - Università del Salento;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;28,5;0;0
2023-2024;07501;Lecce - Università del Salento;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;07501;Lecce - Università del Salento;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;49,5;6;0
2023-2024;07501;Lecce - Università del Salento;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;6;0;0
2023-2024;07501;Lecce - Università del Salento;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;218;0;0
2023-2024;07501;Lecce - Università del Salento;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;22,5;0;0
2023-2024;07501;Lecce - Università del Salento;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;53,5;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);42;0;24;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;36;0;9;0;0
