REGIONE,PROVINCIA,DESCRIZIONECOMUNE,TIPOPERCORSO,INDIRIZZO,DISCIPLINA
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Scienze Motorie E Sportive
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Scienze E Tecnologie Applicate
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Diritto E Legislazione Socio-Sanitaria
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Geografia
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Lingua Inglese
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Organizzazione E Gestione Dei Processi Produttivi
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Disegno
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Elettrotecnica Ed Elettronica
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Anatomia Fisiologia Igiene
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Informatica
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Fondamenti Di Elettrotecnica Ed Elettronica
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Lingua E Letteratura Italiana
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Sistemi Automatici
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Filosofia
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Diritto Ed Economia
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,"Biologia, Microbiologia E Tecnologie Di Controllo Sanitario"
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Chimica
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Progettazione Multimediale
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Tecnologie Informatiche
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Teoria Della Comunicazione
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Telecomunicazioni
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Sistemi E Reti
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Storia E Geografia
Lombardia,Milano,Cinisello Balsamo,Tecnico,Biotecnologie Sanitarie,Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Tecnologie E Progettazione Di Sistemi Informatici E Di Telecomunicazioni
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Religione Cattolica/Attivita' Alternativa
Lombardia,Milano,Vittuone,Tecnico,Elettronica,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Milano,Vittuone,Tecnico,Elettronica,"Gestione Progetto, Organizzazione D'Impresa"
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Matematica
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Storia Dell'Arte
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Informatica E Reti Di Comunicazione
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Tecnologie E Progettazione Di Sistemi Elettrici Ed Elettronici
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Fisica
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Storia
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Scienze E Tecnologie Applicate
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Geografia
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Lingua Inglese
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Disegno
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Elettrotecnica Ed Elettronica
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Informatica
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Fondamenti Di Elettrotecnica Ed Elettronica
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Lingua E Letteratura Italiana
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Sistemi Automatici
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Filosofia
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Diritto Ed Economia
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Chimica
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Tecnologie Informatiche
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Telecomunicazioni
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Sistemi E Reti
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Storia E Geografia
Lombardia,Milano,Vittuone,Tecnico,Elettronica,Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Religione Cattolica/Attivita' Alternativa
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Diritto
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Matematica
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Scienze Umane
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Storia Dell'Arte
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Fisica
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Lingua E Cultura Straniera (Tedesco)
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Storia
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Scienze Motorie E Sportive
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Pedagogia
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Lingua Inglese
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Disegno
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Lingua Latina
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Lingua E Letteratura Italiana
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Scienze Umane E Sociali
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Filosofia
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Diritto Ed Economia
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Chimica
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Lingua E Cultura Straniera (Spagnolo)
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Storia E Geografia
Lombardia,Sondrio,Chiavenna,Liceo,Linguistico,Discipline Sportive
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Tecnologie E Progettazione Di Sistemi Informatici E Di Telecomunicazioni
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Religione Cattolica/Attivita' Alternativa
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Matematica
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Meccanica E Macchine
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Scienze Integrate (Scienze Della Terra E Biologia)
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Tecnologie E Progettazione Di Sistemi Elettrici Ed Elettronici
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Sistemi E Automazione
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Chimica Applicata
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Fisica
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Storia
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Scienze Motorie E Sportive
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Scienze E Tecnologie Applicate
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Diritto E Legislazione Socio-Sanitaria
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Geografia
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Lingua Inglese
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Disegno
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Elettrotecnica Ed Elettronica
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Anatomia Fisiologia Igiene
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Informatica
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Lingua E Letteratura Italiana
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Tecnologia Meccanica
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Sistemi Automatici
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Diritto Ed Economia
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,"Biologia, Microbiologia E Tecnologie Di Controllo Sanitario"
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Chimica
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Tecnologie Informatiche
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Telecomunicazioni
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Sistemi E Reti
Lombardia,Cremona,Cremona,Tecnico,Infor. Telecom. - Biennio Comune,Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Religione Cattolica/Attivita' Alternativa
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Diritto
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,"Progettazione, Costruzioni E Impianti"
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Matematica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Topografia
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Estimo
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Gestione Del Cantiere E Sicurezza Dell'Ambiente Di Lavoro
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Storia Dell'Arte
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Economia Politica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Fisica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Ecologia E Pedologia
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Scienze Sperimentali
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Storia
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Scienze Motorie E Sportive
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Geografia Turistica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Scienze E Tecnologie Applicate
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Geografia
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua Inglese
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Disegno
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Discipline Turistiche E Aziendali
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Informatica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua E Letteratura Italiana
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua E Cultura Straniera (Francese)
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Fondamenti Di Progettazione Edilizia E Ambiente
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Diritto Ed Economia
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Diritto E Legislazione Turistica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Lingua E Cultura Straniera (Spagnolo)
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Chimica
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Tecnologie Informatiche
Lombardia,Pavia,Voghera,Tecnico,Costruzioni Ambiente E Territorio - Triennio,Economia Aziendale
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Religione Cattolica/Attivita' Alternativa
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Storia Dell'Arte
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Fisica
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Lingua E Cultura Straniera (Tedesco)
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Geografia Turistica
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Relazioni Internazionali
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Discipline Turistiche E Aziendali
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Informatica
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Chimica
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Lingua E Cultura Straniera (Spagnolo)
Lombardia,Bergamo,Presezzo,Tecnico,Amministrazione Finanza E Marketing - Triennio,Diritto E Legislazione Turistica
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Chimica
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,"Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Diritto
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Economia Politica
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Tecnologie Informatiche
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Fisica
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Matematica
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Lingua Inglese
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Lingua E Letteratura Italiana
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Economia Aziendale
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Informatica
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Storia
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Lingua E Cultura Straniera (Francese)
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Diritto Ed Economia
Lombardia,Bergamo,Zogno,Tecnico,Amministrazione Finanza E Marketing - Triennio,Geografia Turistica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Religione Cattolica/Attivita' Alternativa
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.","Progettazione, Costruzioni E Impianti"
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.","Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Diritto
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Matematica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Topografia
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Estimo
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Gestione Del Cantiere E Sicurezza Dell'Ambiente Di Lavoro
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Storia Dell'Arte
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Economia Politica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Fisica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Ecologia E Pedologia
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Lingua E Cultura Straniera (Tedesco)
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Storia
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Scienze Motorie E Sportive
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Geografia Turistica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Scienze E Tecnologie Applicate
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Geografia
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Lingua Inglese
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Discipline Turistiche E Aziendali
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Informatica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Lingua E Letteratura Italiana
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Lingua E Cultura Straniera (Francese)
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Diritto Ed Economia
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Fondamenti Di Progettazione Edilizia E Ambiente
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Chimica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Diritto E Legislazione Turistica
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Tecnologie Informatiche
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Economia Aziendale
Lombardia,Como,Menaggio,Tecnico,"Costr., Amb. E Territorio - Biennio Com.",Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Religione Cattolica/Attivita' Alternativa
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno","Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Diritto
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno","Progettazione, Costruzioni E Impianti"
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Matematica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Topografia
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Genio Rurale
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Economia Agraria E Dello Sviluppo Territoriale
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Gestione Del Cantiere E Sicurezza Dell'Ambiente Di Lavoro
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Biotecnologie Agrarie
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Estimo
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Produzioni Animali
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Storia Dell'Arte
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Trasformazione Dei Prodotti
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Economia Politica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Ecologia E Pedologia
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Fisica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Chimica Applicata
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Tecnologia Del Legno E Falegnameria
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Enologia
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Lingua E Cultura Straniera (Tedesco)
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Storia
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Scienze Motorie E Sportive
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Geografia Turistica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Produzioni Vegetali
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Scienze E Tecnologie Applicate
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Geografia
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Gestione Dell'Ambiente E Del Territorio
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Lingua Inglese
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Disegno
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Relazioni Internazionali
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Discipline Turistiche E Aziendali
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Informatica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Lingua E Letteratura Italiana
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Lingua E Cultura Straniera (Francese)
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Diritto Ed Economia
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Diritto E Legislazione Turistica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Lingua E Cultura Straniera (Spagnolo)
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Chimica
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Tecnologie Informatiche
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Economia Aziendale
Lombardia,Brescia,Chiari,Tecnico,"Amministrazione, Finanza E Marketing - Art. 'Relazioni Internazionali' - Esabac Techno",Tecnologie E Tecniche Di Rappresentazione Grafica
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Religione Cattolica/Attivita' Alternativa
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.","Scienze Naturali (Biologia, Chimica, Scienze Della Terra)"
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Diritto
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.","Progettazione, Costruzioni E Impianti"
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Matematica
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Topografia
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Genio Rurale
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Economia Agraria E Dello Sviluppo Territoriale
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Biotecnologie Agrarie
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Produzioni Animali
Lombardia,Como,Erba,Tecnico,"Agraria, Agroal. E Agroind.-Biennio Com.",Gestione Del Cantiere E Sicurezza Dell'Ambiente Di Lavoro
