codice_ente,anno,importo_euro,codice_regione,codice_provincia,codice_comune,denominazione,mese
019048041,2025,101097.02,,,,,12
019048041,2026,43767.25,,,,,4
019048218,2025,13097.82,,,,,2
019048218,2026,66809.86,,,,,4
019048294,2024,150758.6,,,,,10
019048294,2025,141674.8,,,,,12
019048294,2026,52439.11,,,,,4
019048542,2024,76483.28,,,,,5
019048542,2025,126806.81,,,,,12
019048542,2026,74363.53,,,,,4
019049054,2024,82602.71,,,,,12
019049054,2025,31883.03,,,,,12
019049054,2026,37333.38,,,,,4
019049434,2023,47413.98,,,,,2
019049434,2024,204404.78,,,,,12
019049434,2025,106197.74,,,,,12
019049434,2026,231463.41,,,,,4
019049435,2023,35956.72,,,,,1
019049435,2024,169064.91999999998,,,,,12
019049435,2025,88560.2,,,,,12
019049435,2026,31854.61,,,,,4
019052729,2022,199870.99,,,,,5
019052729,2023,557109.51,,,,,12
019052729,2024,311724.19,,,,,12
019052729,2025,200314.38999999998,,,,,11
019052729,2026,154595.94999999998,,,,,4
019053144,2023,9350.89,,,,,1
019053144,2024,45738.97,,,,,12
019053144,2025,68373.85,,,,,12
019053144,2026,32934.09,,,,,4
019053609,2023,87493.26,,,,,7
019053609,2024,168387.16,,,,,12
019053609,2025,108947.41,,,,,12
019053609,2026,60164.08,,,,,4
019054582,2024,116863.16,,,,,5
019054582,2025,131366.28,,,,,12
019054582,2026,44944.96,,,,,4
019054585,2023,210741.3,,,,,12
019054585,2024,137064.91,,,,,12
019054585,2025,189884.16,,,,,12
019054585,2026,95079.51,,,,,4
019054587,2025,26232.44,,,,,4
019054587,2026,134460.46,,,,,4
019054656,2024,127551.09,,,,,11
019054656,2025,64752.76,,,,,11
019054656,2026,90575.57,,,,,4
019054661,2024,164928.48,,,,,12
019054661,2025,91874.15,,,,,12
019054661,2026,47783.08,,,,,4
019054832,2026,7054.76,,,,,1
019054845,2025,8989.77,,,,,1
019054845,2026,63073.8,,,,,4
019055168,2024,117898.40000000001,,,,,12
019055168,2025,128711.56,,,,,12
019055168,2026,43662.46,,,,,4
019055460,2026,48176.020000000004,,,,,3
019070372,2024,95329.56,,,,,10
019070372,2025,102248.01,,,,,12
019070372,2026,58426.03,,,,,4
019070373,2025,80980.04000000001,,,,,8
019070373,2026,72877.45,,,,,4
019071369,2025,145070.83,,,,,9
019071369,2026,152603.21,,,,,4
019071388,2025,47171.29,,,,,3
019071388,2026,86708.48999999999,,,,,4
019072439,2025,55793.23,,,,,5
019072439,2026,72174.67,,,,,4
019072719,2024,107016.92,,,,,6
019072719,2025,172074.15,,,,,12
019072719,2026,294800.49,,,,,4
019072900,2025,35792.58,,,,,7
019072900,2026,125078.87000000001,,,,,4
019072904,2025,148335.19,,,,,9
019072904,2026,370009.44999999995,,,,,4
019072941,2020,134601.54,,,,,6
019072941,2021,295312.27,,,,,12
019072941,2022,317212.01,,,,,12
019072941,2023,500649.91,,,,,12
019072941,2024,288090.68,,,,,12
019072941,2025,173579.06,,,,,12
019072941,2026,193079.24,,,,,4
019072944,2020,177738.81,,,,,6
019072944,2021,338855.17,,,,,12
019072944,2022,336089.07,,,,,12
019072944,2023,496481.97000000003,,,,,12
019072944,2024,343916.23,,,,,12
019072944,2025,282755.73,,,,,12
019072944,2026,192618.88,,,,,4
019072945,2020,205061.46,,,,,6
019072945,2021,285278.06,,,,,12
019072945,2022,295493.19,,,,,12
019072945,2023,426123.57,,,,,12
019072945,2024,322483.95,,,,,12
019072945,2025,133404.14,,,,,12
019072945,2026,188642.19999999998,,,,,4
019072955,2020,183771.68,,,,,6
019072955,2021,395816.43,,,,,12
019072955,2022,494393.33,,,,,12
019072955,2023,619739.34,,,,,12
019072955,2024,240278.24,,,,,12
019072955,2025,281202.64,,,,,12
019072955,2026,118091.22,,,,,4
019073636,2025,90433.6,,,,,9
019073636,2026,151433.56,,,,,4
019073688,2022,41308.87,,,,,2
019073688,2023,191577.34,,,,,12
019073688,2024,131740.21,,,,,12
019073688,2025,52221.28,,,,,12
019073688,2026,35105.71,,,,,4
019075093,2024,87208.15,,,,,9
019075093,2025,97355.15000000001,,,,,12
019075093,2026,169453.0,,,,,4
019075097,2026,12991.859999999999,,,,,1
019075714,2025,59221.15,,,,,9
019075714,2026,114273.29000000001,,,,,4
019076301,2024,189667.46,,,,,12
019076301,2025,128125.93,,,,,12
019076301,2026,80419.3,,,,,4
019076390,2020,206111.42,,,,,6
019076390,2021,326142.07,,,,,12
019076390,2022,351287.27999999997,,,,,12
019076390,2023,478288.68,,,,,12
019076390,2024,254451.01,,,,,12
019076390,2025,147753.77,,,,,12
019076390,2026,101581.59,,,,,4
019076394,2020,552485.22,,,,,6
019076394,2021,1386767.77,,,,,12
019076394,2022,1405851.83,,,,,12
019076394,2023,1654701.94,,,,,12
019076394,2024,1128596.66,,,,,12
019076394,2025,584638.0,,,,,12
019076394,2026,598913.86,,,,,4
019076542,2024,236488.30000000002,,,,,12
019076542,2025,441286.94,,,,,12
019076542,2026,264053.78,,,,,4
019076552,2025,158004.43,,,,,10
019076552,2026,117944.42,,,,,4
019076554,2024,128739.12,,,,,8
019076554,2025,80479.86,,,,,12
019076554,2026,39264.33,,,,,4
019092235,2026,6175.34,,,,,1
019098739,2024,45400.28,,,,,5
019098739,2025,68870.51000000001,,,,,11
019098739,2026,79589.04,,,,,4
019099203,2025,150843.75,,,,,11
019099203,2026,110921.09999999999,,,,,4
019099204,2024,110630.99,,,,,6
019099204,2025,269819.68,,,,,11
019099204,2026,73743.97,,,,,4
019099614,2023,120600.93,,,,,7
019099614,2024,222600.63999999998,,,,,12
019099614,2025,198504.99000000002,,,,,11
019099614,2026,73157.54,,,,,4
019100830,2023,193116.44,,,,,7
019100830,2024,268684.22000000003,,,,,12
019100830,2025,178292.58,,,,,12
019100830,2026,110097.79000000001,,,,,4
019100870,2026,59545.689999999995,,,,,4
019100972,2025,12369.49,,,,,2
019100972,2026,67161.25,,,,,4
019101036,2026,27037.12,,,,,1
019101743,2025,11142.69,,,,,2
019101743,2026,145631.09,,,,,4
019101794,2025,41359.42,,,,,5
019101794,2026,74685.65,,,,,4
019103154,2023,9304.109999999999,,,,,1
019103154,2024,172116.44,,,,,12
019103154,2025,103848.69,,,,,12
019103154,2026,132314.09,,,,,4
019104011,2025,603.87,,,,,1
019104011,2026,104947.23,,,,,4
019104377,2024,217444.87,,,,,11
019104377,2025,108150.03,,,,,11
019104377,2026,53175.12,,,,,4
019104380,2025,4329.48,,,,,2
019104380,2026,44338.41,,,,,3
019104383,2023,192436.36000000002,,,,,2
019104383,2024,415664.14,,,,,12
019104383,2025,238289.45,,,,,11
019104383,2026,159745.09,,,,,4
019105027,2025,113350.99,,,,,10
019105027,2026,96961.98,,,,,4
019105044,2024,226556.84,,,,,9
019105044,2025,140829.36000000002,,,,,12
019105044,2026,104619.18000000001,,,,,4
019105141,2024,366788.0,,,,,9
019105141,2025,124622.45,,,,,12
019105141,2026,244094.74,,,,,4
019105193,2025,51973.659999999996,,,,,11
019105193,2026,100339.29,,,,,4
019110273,2025,9077.9,,,,,3
019110273,2026,48807.66,,,,,4
019111896,2020,539357.83,,,,,6
019111896,2021,1417631.04,,,,,12
019111896,2022,1728639.59,,,,,12
019111896,2023,1756798.17,,,,,12
019111896,2024,1550315.8,,,,,12
019111896,2025,834309.77,,,,,12
019111896,2026,784267.81,,,,,4
019113683,2025,82341.28,,,,,5
019113683,2026,11922.35,,,,,4
019123956,2025,148872.71,,,,,9
019123956,2026,98774.92,,,,,4
019123965,2025,57829.44,,,,,8
019123965,2026,36861.21,,,,,4
019124026,2024,38034.83,,,,,3
019124026,2025,55195.71,,,,,12
019124026,2026,79940.05,,,,,4
019124027,2023,78545.39,,,,,1
019124027,2024,261509.66,,,,,12
019124027,2025,174248.61,,,,,12
019124027,2026,67893.61,,,,,4
019124106,2025,9730.53,,,,,2
019124106,2026,90556.47,,,,,4
019124207,2020,287792.29,,,,,6
019124207,2021,592997.23,,,,,12
019124207,2022,523963.15,,,,,12
019124207,2023,742265.84,,,,,12
019124207,2024,523891.13,,,,,12
019124207,2025,226048.9,,,,,12
019124207,2026,207366.18,,,,,4
019124213,2020,149803.94,,,,,6
019124213,2021,307395.48,,,,,12
019124213,2022,319592.36,,,,,12
019124213,2023,442844.04,,,,,12
019124213,2024,284040.49,,,,,12
019124213,2025,114840.85,,,,,12
019124213,2026,124256.78,,,,,4
019124272,2024,75914.26999999999,,,,,11
019124272,2025,63853.81,,,,,12
019124272,2026,36526.02,,,,,4
019124636,2024,123490.11,,,,,10
019124636,2025,102062.56,,,,,12
019124636,2026,33265.29,,,,,4
019124643,2023,11148.92,,,,,2
019124643,2024,141302.0,,,,,12
019124643,2025,22690.85,,,,,12
019124643,2026,39309.83,,,,,4
019124823,2024,116995.91,,,,,12
019124823,2025,86530.33,,,,,12
019124823,2026,95652.93000000001,,,,,4
019125255,2024,252327.44,,,,,5
019125255,2025,226150.05,,,,,12
019125255,2026,320897.58,,,,,4
019125259,2024,195971.4,,,,,8
019125259,2025,121351.11,,,,,11
019125259,2026,125183.38,,,,,4
019125263,2026,32171.93,,,,,2
019126436,2026,35781.799999999996,,,,,2
019126587,2025,28895.6,,,,,2
019126587,2026,31322.19,,,,,4
019126959,2024,128180.53,,,,,11
019126959,2025,62091.979999999996,,,,,12
019126959,2026,97955.02,,,,,4
019126963,2023,7899.99,,,,,1
019126963,2024,239784.66999999998,,,,,12
019126963,2025,173937.66,,,,,12
019126963,2026,92011.06,,,,,4
019126970,2024,33465.82,,,,,3
019126970,2025,51551.93,,,,,12
019126970,2026,56527.49,,,,,4
019126989,2023,81820.34,,,,,1
019126989,2024,222834.47,,,,,12
019126989,2025,122182.05,,,,,11
019126989,2026,56832.33,,,,,4
019132819,2025,136053.45,,,,,10
019132819,2026,65622.48999999999,,,,,3
019133198,2022,148468.0,,,,,6
019133198,2023,448278.28,,,,,12
019133198,2024,346794.62,,,,,12
019133198,2025,61185.18,,,,,12
019133198,2026,82158.3,,,,,4
019133655,2024,173235.11000000002,,,,,6
019133655,2025,195588.28999999998,,,,,11
019133655,2026,46333.69,,,,,4
019133902,2023,179566.63999999998,,,,,2
019133902,2024,105446.19,,,,,12
019133902,2025,37215.090000000004,,,,,11
019133902,2026,153548.19,,,,,4
019134163,2025,98303.79,,,,,11
019134163,2026,62343.97,,,,,4
019134170,2026,11392.800000000001,,,,,2
019134475,2025,47886.0,,,,,10
019134475,2026,50387.19,,,,,4
019134697,2025,60539.97,,,,,10
019134697,2026,77272.7,,,,,4
019134815,2026,41692.12,,,,,2
019134819,2024,13711.27,,,,,2
019134819,2025,29851.53,,,,,12
019134819,2026,85208.62,,,,,4
019134905,2025,68514.37,,,,,12
019134905,2026,55152.45,,,,,4
019134989,2025,70577.59,,,,,2
019134989,2026,433794.53,,,,,4
019135813,2023,173154.81,,,,,9
019135813,2024,177588.19999999998,,,,,11
019135813,2025,213070.72,,,,,12
019135813,2026,15082.85,,,,,4
019137172,2025,12318.36,,,,,2
019137172,2026,62077.74,,,,,4
019138134,2020,93610.24,,,,,5
019138134,2021,134153.56,,,,,12
019138134,2022,150910.1,,,,,11
019138134,2023,343421.86,,,,,12
019138134,2024,282280.87,,,,,12
019138134,2025,120251.66,,,,,12
019138134,2026,86563.84,,,,,4
019138138,2025,28406.45,,,,,9
019138138,2026,77183.48,,,,,3
019138144,2020,150418.68,,,,,6
019138144,2021,305501.82,,,,,12
019138144,2022,366260.20999999996,,,,,12
019138144,2023,542465.05,,,,,12
019138144,2024,386587.31,,,,,12
019138144,2025,281302.6,,,,,11
019138144,2026,149455.19,,,,,4
019138620,2025,21355.42,,,,,7
019138620,2026,120971.89,,,,,4
019138806,2025,70133.82,,,,,9
019138806,2026,66428.14,,,,,4
019139342,2025,46722.369999999995,,,,,8
019139342,2026,21037.94,,,,,4
019139656,2022,31698.83,,,,,3
019139656,2023,146776.1,,,,,12
019139656,2024,106392.54000000001,,,,,12
019139656,2025,29806.97,,,,,12
019139656,2026,103047.55,,,,,4
019139657,2025,19665.9,,,,,3
019139657,2026,78295.33,,,,,4
019139707,2023,163981.36,,,,,10
019139707,2024,97392.81,,,,,12
019139707,2025,56673.64,,,,,12
019139707,2026,42320.44,,,,,4
019141730,2026,33334.36,,,,,1
019164077,2024,208440.86,,,,,10
019164077,2025,236565.74000000002,,,,,11
019164077,2026,76938.68,,,,,4
019164110,2023,19276.41,,,,,1
019164110,2024,148551.76,,,,,12
019164110,2025,92037.26,,,,,12
019164110,2026,75269.99,,,,,3
019164120,2023,1353.56,,,,,1
019164120,2024,85994.01,,,,,12
019164201,2023,13030.89,,,,,2
019164201,2024,390311.93,,,,,11
019164201,2025,51249.09,,,,,12
019164201,2026,172772.71,,,,,4
019165335,2024,22683.32,,,,,6
019165335,2025,63951.31,,,,,12
019165335,2026,159378.29,,,,,4
019165337,2026,40996.810000000005,,,,,1
019165457,2025,5755.01,,,,,2
019165457,2026,90672.28,,,,,4
019165459,2024,20191.989999999998,,,,,6
019165459,2025,125346.2,,,,,12
019165459,2026,65336.22,,,,,4
019165468,2022,95034.09,,,,,5
019165468,2023,469427.66,,,,,12
019165468,2024,220797.82,,,,,12
019165468,2025,151990.47,,,,,12
019165468,2026,88023.1,,,,,4
019165525,2024,347902.16000000003,,,,,6
019165525,2025,454066.6,,,,,12
019165525,2026,444018.01,,,,,4
019171320,2022,222313.29,,,,,6
019171320,2023,511433.41000000003,,,,,12
019171320,2024,230904.94,,,,,12
019171320,2025,189126.02,,,,,12
019171320,2026,90348.22,,,,,4
019171388,2025,6408.75,,,,,1
019171388,2026,133962.63999999998,,,,,4
019172529,2025,357471.39,,,,,11
019172529,2026,191539.96000000002,,,,,3
019172719,2025,57273.08000000001,,,,,9
019172719,2026,78069.98,,,,,4
019172831,2025,15329.88,,,,,3
019172831,2026,88226.58,,,,,4
019172864,2020,182185.7,,,,,6
019172864,2021,370809.45,,,,,12
019172864,2022,555235.37,,,,,12
019172864,2023,643907.12,,,,,12
019172864,2024,368772.25,,,,,12
019172864,2025,206549.73,,,,,12
019172864,2026,229145.22,,,,,4
019172867,2020,274170.14,,,,,6
019172867,2021,574410.04,,,,,11
019172867,2022,752618.04,,,,,12
019172867,2023,892590.13,,,,,12
019172867,2024,576276.6900000001,,,,,12
019172867,2025,310881.42,,,,,12
019172867,2026,289276.3,,,,,4
019172868,2020,140266.88,,,,,6
019172868,2021,253867.88,,,,,12
019172868,2022,268112.9,,,,,12
019172868,2023,352341.54,,,,,12
019172868,2024,246801.77000000002,,,,,12
019172868,2025,103542.27,,,,,12
019172868,2026,149684.48,,,,,4
019172872,2020,253808.12,,,,,6
019172872,2021,491615.38,,,,,12
019172872,2022,526404.42,,,,,12
019172872,2023,687190.3,,,,,12
019172872,2024,361660.31,,,,,12
019172872,2025,355129.03,,,,,12
019172872,2026,188944.09,,,,,4
019172874,2020,263909.95,,,,,6
019172874,2021,365808.04,,,,,12
019172874,2022,457303.33,,,,,12
019172874,2023,602516.63,,,,,12
019172874,2024,475695.35,,,,,12
019172874,2025,237106.74,,,,,12
019172874,2026,148277.44,,,,,4
019173583,2023,29212.420000000002,,,,,1
019173583,2024,408379.17,,,,,12
019173583,2025,181938.09,,,,,12
019173583,2026,117175.98,,,,,4
019174752,2024,163832.81,,,,,9
019174752,2025,98262.5,,,,,12
019174752,2026,31072.39,,,,,4
019174761,2023,113516.91000000002,,,,,1
019174761,2024,286940.08,,,,,12
019174761,2025,227928.3,,,,,12
019174761,2026,99450.55,,,,,4
019174908,2020,332900.53,,,,,6
019174908,2021,328266.92,,,,,12
019174908,2022,625170.11,,,,,12
019174908,2023,672222.84,,,,,12
019174908,2024,560652.61,,,,,12
019174908,2025,170482.99,,,,,12
019174908,2026,191334.32,,,,,4
019174909,2020,279997.42,,,,,6
019174909,2021,346697.36,,,,,12
019174909,2022,371155.69,,,,,12
019174909,2023,502925.81,,,,,12
019174909,2024,333808.93,,,,,12
019174909,2025,184268.13,,,,,12
019174909,2026,162219.44,,,,,4
019174910,2020,80440.98,,,,,6
019174910,2021,103353.32,,,,,12
019174910,2022,169272.71,,,,,12
019174910,2023,215061.98,,,,,12
019174910,2024,136512.9,,,,,12
019174910,2025,78205.71,,,,,11
019174910,2026,65254.5,,,,,4
019175801,2024,33987.79,,,,,3
019175801,2025,46724.03,,,,,12
019175801,2026,130893.79,,,,,4
019175803,2024,56995.43,,,,,5
019175803,2025,117547.37000000001,,,,,12
019175803,2026,81236.31,,,,,4
019176238,2024,54044.020000000004,,,,,2
019176238,2025,80885.89,,,,,12
019176238,2026,30273.8,,,,,3
019176287,2025,30566.07,,,,,8
019176287,2026,96920.54,,,,,3
019176734,2025,245140.59,,,,,11
019176734,2026,354817.61,,,,,4
019176735,2024,54168.46,,,,,5
019176735,2025,68771.54,,,,,12
019176735,2026,118296.09,,,,,4
019177268,2025,828.67,,,,,1
019177268,2026,16242.199999999999,,,,,3
019177901,2024,117345.78,,,,,6
019177901,2025,219600.97,,,,,12
019177901,2026,134562.27,,,,,4
019177912,2023,11025.06,,,,,1
019177912,2024,112294.72,,,,,12
019177912,2025,50669.29,,,,,12
019177912,2026,61592.88,,,,,4
019178119,2020,185271.25,,,,,6
019178119,2021,366609.25,,,,,12
019178119,2022,429991.8,,,,,12
019178119,2023,531646.45,,,,,12
019178119,2024,348093.43,,,,,12
019178119,2025,75754.84999999999,,,,,12
019178119,2026,141916.25,,,,,4
019178200,2024,728.3199999999999,,,,,2
019178200,2025,99119.47,,,,,12
019178200,2026,77260.23,,,,,4
019191382,2025,61633.090000000004,,,,,10
019191382,2026,153219.12,,,,,4
019192821,2026,51928.53,,,,,1
019192822,2024,476144.25,,,,,12
019192822,2025,116939.06,,,,,12
019192822,2026,135668.46,,,,,4
019193014,2023,213235.34,,,,,10
019193014,2024,255612.11,,,,,12
019193014,2025,265615.6,,,,,12
019193014,2026,108620.55,,,,,4
019193019,2024,296922.07,,,,,12
019193019,2025,92674.12,,,,,11
019193019,2026,43210.63,,,,,4
019201078,2024,49065.42,,,,,7
019201078,2025,120872.45,,,,,12
019201078,2026,36846.350000000006,,,,,4
019204598,2024,8904.06,,,,,2
019204598,2025,82239.36,,,,,11
019204598,2026,35802.83,,,,,4
019204926,2026,101424.31,,,,,3
019204930,2024,68320.28,,,,,7
019204930,2025,84380.58,,,,,12
019204930,2026,73012.96,,,,,4
019205232,2024,135808.72,,,,,10
019205232,2025,179710.53,,,,,11
019205232,2026,108036.11,,,,,4
019206171,2025,55653.97,,,,,11
019206171,2026,88149.44,,,,,4
019206194,2025,68965.24,,,,,9
019206194,2026,43291.16,,,,,4
019707010,2023,275445.81,,,,,7
019707010,2024,296231.46,,,,,12
019707010,2025,286217.63,,,,,12
019707010,2026,162303.53,,,,,4
019707774,2024,77876.92,,,,,3
019707774,2025,136893.71,,,,,11
019707774,2026,107483.36,,,,,4
019718779,2024,18757.32,,,,,2
019718779,2025,121358.01,,,,,12
019718779,2026,101362.48,,,,,4
019724439,2024,81265.94,,,,,5
019724439,2025,282636.32,,,,,12
019724439,2026,107324.46,,,,,4
019733492,2024,73863.14,,,,,6
019733492,2025,378995.45999999996,,,,,12
019733492,2026,293939.3,,,,,4
019736688,2023,13074.8,,,,,2
019736688,2024,202542.73,,,,,12
019736688,2025,159948.05,,,,,12
019736688,2026,91721.67,,,,,4
019736691,2024,135189.9,,,,,11
019736691,2025,172568.59,,,,,12
019736691,2026,76118.06,,,,,4
019736692,2024,7832.860000000001,,,,,2
019736692,2025,211159.54,,,,,11
019736692,2026,56449.67,,,,,4
019740200,2024,37999.87,,,,,5
019740200,2025,155284.22,,,,,12
019740200,2026,157559.78,,,,,4
019742113,2025,167955.03,,,,,9
019742113,2026,345819.03,,,,,4
019745927,2024,6432.99,,,,,1
019745927,2025,213251.21,,,,,12
019745927,2026,241143.5,,,,,4
019749460,2023,71459.03,,,,,8
019749460,2024,263640.54000000004,,,,,12
019749473,2024,256708.13999999998,,,,,6
019749473,2025,228471.73,,,,,12
019749473,2026,246915.46,,,,,4
019749501,2024,101905.48,,,,,6
019749501,2025,28776.33,,,,,12
019749501,2026,22179.22,,,,,4
019751550,2024,114404.54000000001,,,,,6
019751550,2025,76669.2,,,,,12
019751550,2026,105392.6,,,,,4
019751603,2025,5070.83,,,,,1
019751603,2026,170582.13999999998,,,,,4
020210305,2024,114106.33,,,,,10
020210305,2025,43478.09,,,,,11
020210305,2026,36738.29,,,,,4
020925866,2020,233998.09,,,,,5
020925866,2021,710973.6,,,,,12
020925866,2022,820050.67,,,,,12
020925866,2023,1173501.43,,,,,12
020925866,2024,676021.05,,,,,12
020925866,2025,655950.21,,,,,12
020925866,2026,375509.59,,,,,4
020960186,2024,32389.91,,,,,7
020960186,2025,155287.12,,,,,12
020960186,2026,92656.22,,,,,4
020962162,2024,84101.73,,,,,10
020962162,2025,50516.28,,,,,12
020962162,2026,24679.2,,,,,4
020966881,2025,5291.79,,,,,1
020966881,2026,44509.28,,,,,4
020972067,2025,16583.21,,,,,2
020972067,2026,89907.32,,,,,4
020972856,2025,191174.12,,,,,9
020972856,2026,297040.08999999997,,,,,4
020974967,2025,148090.84,,,,,9
020974967,2026,104333.65,,,,,4
020986701,2025,114234.62,,,,,11
020986701,2026,65496.35,,,,,4
020986713,2025,73409.2,,,,,7
020986713,2026,26399.09,,,,,2
020986745,2024,0.0,,,,,1
020986745,2025,58671.89,,,,,11
020986745,2026,80225.91,,,,,4
020988776,2023,273618.66,,,,,8
020988776,2024,200665.46,,,,,12
020988776,2025,128304.18,,,,,12
020988776,2026,54017.96,,,,,4
021010133,2024,176321.05,,,,,9
021010133,2025,137155.34,,,,,12
021010133,2026,33756.8,,,,,4
021010135,2025,97449.51,,,,,3
021010135,2026,317206.35,,,,,4
021021750,2024,45190.88,,,,,9
021021750,2025,56613.21,,,,,12
021023023,2025,42238.53,,,,,6
021023023,2026,135743.52,,,,,4
021023025,2024,17917.030000000002,,,,,1
021023025,2025,304573.91,,,,,12
021023025,2026,356014.95,,,,,4
021023036,2025,33073.71,,,,,2
021023036,2026,238261.78,,,,,4
021025716,2025,58070.630000000005,,,,,10
021025716,2026,145055.8,,,,,4
021321554,2024,384888.52,,,,,11
021321554,2025,241687.04,,,,,12
021321554,2026,103984.03,,,,,4
021621199,2024,93754.89,,,,,5
021621199,2025,229095.71,,,,,12
021621199,2026,156981.43,,,,,4
021623115,2023,169949.5,,,,,7
021623115,2024,139093.28,,,,,11
021623115,2025,61290.35,,,,,12
021623115,2026,137961.22,,,,,4
021644144,2025,26094.18,,,,,9
021644144,2026,47017.45,,,,,4
021653148,2025,140657.3,,,,,9
021653148,2026,65077.79,,,,,4
021654094,2025,113841.36,,,,,8
021654094,2026,339242.58,,,,,4
021655533,2024,235409.73,,,,,12
021655533,2025,148114.19,,,,,12
021655533,2026,46807.78,,,,,3
021681471,2025,141300.06,,,,,9
021681471,2026,72868.32,,,,,4
022305876,2024,347122.26,,,,,6
022305876,2025,520654.88,,,,,12
022305876,2026,416728.42,,,,,4
023204241,2020,338055.09,,,,,6
023204241,2021,858656.02,,,,,12
023204241,2022,611791.82,,,,,12
023204241,2023,1191370.28,,,,,12
023204241,2024,546278.53,,,,,12
023204241,2025,401870.95,,,,,12
023204241,2026,380903.21,,,,,4
023380029,2025,189524.69999999998,,,,,11
023380029,2026,210118.19,,,,,4
023392162,2023,307772.36,,,,,10
023392162,2024,227630.38,,,,,12
023392162,2025,77172.68,,,,,12
023392162,2026,53974.770000000004,,,,,4
023392442,2020,1033808.27,,,,,6
023392442,2021,939979.41,,,,,12
023392442,2022,828376.5,,,,,12
023392442,2023,1150719.92,,,,,12
023392442,2024,514322.47,,,,,12
023392442,2025,332393.96,,,,,12
023392442,2026,353422.67,,,,,4
023395382,2024,89338.47,,,,,9
023395382,2025,69342.71,,,,,12
023395382,2026,73551.11,,,,,4
023401129,2025,41179.75,,,,,3
023401129,2026,69993.61,,,,,4
024199550,2023,91936.69,,,,,3
024199550,2024,169067.39,,,,,12
024199550,2025,75967.64,,,,,12
024199550,2026,88963.98999999999,,,,,4
024205421,2024,184148.55,,,,,10
024205421,2025,77217.37,,,,,12
024205421,2026,58882.36,,,,,4
024205423,2024,234377.62,,,,,10
024205423,2025,150362.65,,,,,12
024205423,2026,184431.97,,,,,4
024258678,2025,55022.77,,,,,9
024258678,2026,98341.75,,,,,4
024259170,2024,184598.45,,,,,9
024259170,2025,124219.39,,,,,12
024259170,2026,83427.49,,,,,4
024261375,2025,55568.32,,,,,9
024261375,2026,44620.69,,,,,4
024262053,2026,90681.16,,,,,4
024265485,2025,110072.7,,,,,3
024265485,2026,94137.09,,,,,4
024265488,2024,111025.03,,,,,10
024265488,2025,139407.56,,,,,12
024265488,2026,26264.11,,,,,4
024265503,2023,231291.03,,,,,12
024265503,2024,188481.11000000002,,,,,12
024265503,2025,173372.21000000002,,,,,11
024265503,2026,98595.81999999999,,,,,4
024288570,2024,126950.14,,,,,10
024288570,2025,157015.84,,,,,12
024288570,2026,95678.02,,,,,4
024613316,2023,169700.66999999998,,,,,2
024613316,2024,92248.75,,,,,12
024613316,2025,54422.29,,,,,12
024613316,2026,33371.13,,,,,4
024615455,2023,34933.94,,,,,3
024615455,2024,83374.37,,,,,12
024615455,2025,77392.92,,,,,12
024615455,2026,175132.77,,,,,4
024619735,2024,18288.44,,,,,5
024619735,2025,39821.7,,,,,11
024619735,2026,26623.760000000002,,,,,4
024721926,2024,212328.73,,,,,6
024721926,2025,407419.15,,,,,12
024721926,2026,461661.94,,,,,4
025135028,2024,68902.56999999999,,,,,5
025135028,2025,263494.82,,,,,12
025135028,2026,148770.1,,,,,4
025136551,2023,113550.66,,,,,2
025136551,2024,31890.37,,,,,12
025180325,2025,12429.519999999999,,,,,2
025180325,2026,120376.48000000001,,,,,3
025233175,2023,32772.75,,,,,2
025233175,2024,87429.97,,,,,12
025233175,2025,21059.13,,,,,11
025233175,2026,44403.67,,,,,4
025242329,2020,135284.1,,,,,6
025242329,2021,262472.1,,,,,12
025242329,2022,252521.78,,,,,12
025242329,2023,281891.34,,,,,12
025242329,2024,315339.96,,,,,12
025242329,2025,99406.92,,,,,12
025242329,2026,139809.21,,,,,4
026044547,2024,265065.69,,,,,12
026044547,2025,69807.55,,,,,11
026044547,2026,42300.42,,,,,4
026053239,2025,320486.37,,,,,5
026053239,2026,214732.63999999998,,,,,4
026078354,2024,432532.58,,,,,11
026078354,2025,329963.42,,,,,12
026078354,2026,232718.41999999998,,,,,4
026078732,2024,138992.59,,,,,8
026078732,2025,60996.56,,,,,12
026078732,2026,138828.41999999998,,,,,4
026084044,2024,62790.75,,,,,6
026084044,2025,70609.11,,,,,12
026084044,2026,124675.37,,,,,4
026111852,2026,252781.72,,,,,2
026112441,2026,53474.299999999996,,,,,1
026113813,2024,144020.52000000002,,,,,5
026113813,2025,235660.7,,,,,12
026113813,2026,293346.11,,,,,4
026115764,2023,209525.14,,,,,8
026115764,2024,467567.54,,,,,12
026115764,2025,162737.1,,,,,12
026115764,2026,361929.76,,,,,4
026319531,2024,252305.82,,,,,12
026319531,2025,93762.36,,,,,12
026319531,2026,60461.46,,,,,4
026321613,2025,207429.73,,,,,11
026321613,2026,301632.39999999997,,,,,4
026321657,2026,24824.63,,,,,3
026322645,2024,212258.57,,,,,10
026322645,2025,122204.82,,,,,12
026322645,2026,49681.799999999996,,,,,4
026323700,2023,167704.53999999998,,,,,3
026323700,2024,153354.17,,,,,12
026323700,2025,78689.41,,,,,12
026323700,2026,87140.39,,,,,4
026323719,2024,314515.54,,,,,10
026323719,2025,99443.79000000001,,,,,12
026323719,2026,58502.950000000004,,,,,4
026324838,2024,792542.47,,,,,12
026324838,2025,506142.17,,,,,12
