STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2016,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2017,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2018,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2019,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2020,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2021,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IE,Ireland,2022,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2013,,732.3,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2014,,834.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2015,,955.6,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2016,,1113.6,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2017,,1352.4,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2018,,1376.7,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2019,,1370.4,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2020,,1292.8,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2021,,1416.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IS,Iceland,2022,,1663.3,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2013,,68275.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2014,,67433.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2015,,68419.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2016,,64930.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2017,,70772.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2018,,74289.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2019,,73987.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2020,,73270.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2021,,76932.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,IT,Italy,2022,,80914.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LI,Liechtenstein,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LI,Liechtenstein,2014,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LI,Liechtenstein,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LI,Liechtenstein,2016,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2014,,1683.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2015,,1653.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2016,,1579.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2017,,1624.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2018,,1767.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2019,,1934.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2020,,2208.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2021,,2294.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2022,,2806.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2013,,1690.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2014,,1916.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2015,,1939.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2016,,1757.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2017,,2000.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2018,,1970.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2019,,2184.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2020,,2330.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2021,,2507.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2022,,2705.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2013,,891.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2014,,958.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2015,,979.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2016,,961.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2017,,991.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2018,,1028.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2019,,1107.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2020,,1133.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2021,,1177.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2022,,1250.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2013,,359.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2014,,346.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2015,,383.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2016,,416.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2017,,424.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2018,,483.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2019,,515.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2020,,541.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2021,,573.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2022,,561.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2013,,33586.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2014,,34168.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2015,,34752.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2016,,35444.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2017,,36286.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2018,,37669.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2019,,39145.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2020,,41287.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2021,,11733.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2022,,13066.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2013,,20088.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2014,,19254.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2015,,19015.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2016,,19027.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2017,,20134.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PUBL,Public institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2018,,20013.0,,,,,
