ANNO;CL_ETA';COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;347
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;407
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;498
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;751
2019;>= 65;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;196
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;9
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;85
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;142
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;162
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;141
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;116
2019;>= 65;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;15
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;7
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;66
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;115
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;148
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;111
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;89
2019;>= 65;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;27
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;19
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;141
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;235
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;158
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;83
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;49
2019;>= 65;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;11
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;8
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;97
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;168
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;194
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;175
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;110
2019;>= 65;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;31
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;11
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;98
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;198
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;165
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;120
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;86
2019;>= 65;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;26
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;21
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;203
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;277
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;250
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;140
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;95
2019;>= 65;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;12
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;21
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;175
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;221
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;170
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;104
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;58
2019;>= 65;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;9
2019;35 - 39;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;6
2019;40 - 44;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;55
2019;45 - 49;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;89
2019;50 - 54;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;94
2019;55 - 59;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;63
2019;60 - 64;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;36
2019;>= 65;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;9
2019;< 25;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;8
2019;25 - 29;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;167
2019;30 - 34;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;267
2019;35 - 39;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;92
2019;40 - 44;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;33
2019;45 - 49;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;24
2019;50 - 54;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;2
2019;55 - 59;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;3
2019;60 - 64;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;2
2019;< 25;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;7
2019;25 - 29;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;222
2019;30 - 34;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;349
2019;35 - 39;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;137
2019;40 - 44;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;47
2019;45 - 49;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;33
2019;50 - 54;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;7
2019;55 - 59;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;2
2019;>= 65;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;2
2019;< 25;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;9
2019;25 - 29;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;228
2019;30 - 34;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;327
2019;35 - 39;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;103
2019;40 - 44;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;36
2019;45 - 49;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;16
2019;50 - 54;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;2
2019;55 - 59;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;4
2019;>= 65;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;1
2019;25 - 29;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;50
2019;30 - 34;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;117
2019;35 - 39;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;62
2019;40 - 44;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;21
2019;45 - 49;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;8
2019;50 - 54;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;4
2019;55 - 59;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;1
2019;60 - 64;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;1
2019;< 25;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;8
2019;25 - 29;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;249
2019;30 - 34;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;629
2019;35 - 39;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;352
2019;40 - 44;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;143
2019;45 - 49;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;52
2019;50 - 54;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;14
2019;55 - 59;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;3
2019;60 - 64;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;3
2019;>= 65;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;1
2019;< 25;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;4
2019;25 - 29;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;191
2019;30 - 34;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;765
2019;35 - 39;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;562
2019;40 - 44;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;221
2019;45 - 49;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;84
2019;50 - 54;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;38
2019;55 - 59;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;15
2019;60 - 64;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;13
2019;>= 65;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;8
2019;< 25;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;4
2019;25 - 29;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;184
2019;30 - 34;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;356
2019;35 - 39;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;196
2019;40 - 44;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;100
2019;45 - 49;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;43
2019;50 - 54;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;16
2019;55 - 59;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;6
2019;60 - 64;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;3
2019;>= 65;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;2
2019;< 25;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;5
2019;25 - 29;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;275
2019;30 - 34;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;468
2019;35 - 39;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;249
2019;40 - 44;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;107
2019;45 - 49;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;53
2019;50 - 54;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;23
2019;55 - 59;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;10
2019;60 - 64;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;5
2019;>= 65;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;1
2019;< 25;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;50
2019;25 - 29;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;1272
2019;30 - 34;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;1088
2019;35 - 39;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;393
2019;40 - 44;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;174
2019;45 - 49;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;94
2019;50 - 54;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;32
2019;55 - 59;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;9
2019;60 - 64;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;5
2019;>= 65;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;3
2019;< 25;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1
2019;25 - 29;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;35
2019;30 - 34;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;290
2019;35 - 39;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;218
2019;40 - 44;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;108
2019;45 - 49;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;39
2019;50 - 54;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;19
2019;55 - 59;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;11
2019;60 - 64;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;2
2019;>= 65;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1
2019;25 - 29;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;78
2019;30 - 34;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;355
2019;35 - 39;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;283
2019;40 - 44;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;132
2019;45 - 49;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;64
2019;50 - 54;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;22
2019;55 - 59;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;16
2019;60 - 64;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;7
2019;25 - 29;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;72
2019;30 - 34;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;269
2019;35 - 39;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;140
2019;40 - 44;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;58
2019;45 - 49;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;19
2019;50 - 54;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;5
2019;55 - 59;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;1
2019;< 25;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;2
2019;25 - 29;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;147
2019;30 - 34;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;359
2019;35 - 39;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;174
2019;40 - 44;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;62
2019;45 - 49;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;35
2019;50 - 54;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;11
2019;55 - 59;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;5
2019;60 - 64;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;1
2019;>= 65;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;1
2019;< 25;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;1
2019;25 - 29;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;22
2019;30 - 34;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;128
2019;35 - 39;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;128
2019;40 - 44;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;72
2019;45 - 49;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;30
2019;50 - 54;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;11
2019;55 - 59;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;6
2019;60 - 64;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;1
2019;25 - 29;4AR;Titolare di assegno di ricerca;99 - Non definito;9
2019;30 - 34;4AR;Titolare di assegno di ricerca;99 - Non definito;24
2019;35 - 39;4AR;Titolare di assegno di ricerca;99 - Non definito;4
2019;40 - 44;4AR;Titolare di assegno di ricerca;99 - Non definito;4
2019;45 - 49;4AR;Titolare di assegno di ricerca;99 - Non definito;1
2019;50 - 54;4AR;Titolare di assegno di ricerca;99 - Non definito;1
2020;35 - 39;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;8
2020;40 - 44;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;39
2020;45 - 49;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;94
2020;50 - 54;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;155
2020;55 - 59;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;213
2020;60 - 64;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;201
2020;>= 65;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;147
2020;35 - 39;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;1
2020;40 - 44;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;12
2020;45 - 49;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;46
2020;50 - 54;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;96
2020;55 - 59;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;165
2020;60 - 64;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;124
2020;>= 65;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;117
2020;35 - 39;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;2
2020;40 - 44;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;9
2020;45 - 49;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;50
2020;50 - 54;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;96
2020;55 - 59;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;150
2020;60 - 64;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;165
2020;>= 65;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;116
2020;35 - 39;1PO;Professore I fascia (ordinario);04 - Scienze della terra;1
2020;45 - 49;1PO;Professore I fascia (ordinario);04 - Scienze della terra;10
2020;50 - 54;1PO;Professore I fascia (ordinario);04 - Scienze della terra;25
2020;55 - 59;1PO;Professore I fascia (ordinario);04 - Scienze della terra;73
2020;60 - 64;1PO;Professore I fascia (ordinario);04 - Scienze della terra;68
2020;>= 65;1PO;Professore I fascia (ordinario);04 - Scienze della terra;44
2020;35 - 39;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;1
2020;40 - 44;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;11
2020;45 - 49;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;59
2020;50 - 54;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;124
2020;55 - 59;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;235
2020;60 - 64;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;307
2020;>= 65;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;246
2020;35 - 39;1PO;Professore I fascia (ordinario);06 - Scienze mediche;2
2020;40 - 44;1PO;Professore I fascia (ordinario);06 - Scienze mediche;23
2020;45 - 49;1PO;Professore I fascia (ordinario);06 - Scienze mediche;86
2020;50 - 54;1PO;Professore I fascia (ordinario);06 - Scienze mediche;193
2020;55 - 59;1PO;Professore I fascia (ordinario);06 - Scienze mediche;387
2020;60 - 64;1PO;Professore I fascia (ordinario);06 - Scienze mediche;639
2020;>= 65;1PO;Professore I fascia (ordinario);06 - Scienze mediche;615
2020;40 - 44;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;10
2020;45 - 49;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;34
2020;50 - 54;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;74
2020;55 - 59;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;211
2020;60 - 64;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;268
2020;>= 65;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;129
2020;35 - 39;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;1
2020;40 - 44;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;16
2020;45 - 49;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;53
2020;50 - 54;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;118
2020;55 - 59;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;266
2020;60 - 64;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;208
2020;>= 65;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;168
2020;35 - 39;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;4
2020;40 - 44;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;60
2020;45 - 49;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;211
2020;50 - 54;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;345
2020;55 - 59;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;463
2020;60 - 64;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;377
2020;>= 65;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;244
2020;35 - 39;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;2
2020;40 - 44;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;6
2020;45 - 49;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;56
2020;50 - 54;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;170
2020;55 - 59;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;252
2020;60 - 64;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;303
2020;>= 65;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;284
2020;35 - 39;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;4
2020;40 - 44;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;18
2020;45 - 49;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;70
2020;50 - 54;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;157
2020;55 - 59;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;269
2020;60 - 64;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;287
2020;>= 65;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;293
2020;35 - 39;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;7
2020;40 - 44;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;61
2020;45 - 49;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;202
2020;50 - 54;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;387
2020;55 - 59;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;403
2020;60 - 64;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;317
2020;>= 65;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;221
2020;35 - 39;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;6
2020;40 - 44;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;91
2020;45 - 49;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;208
2020;50 - 54;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;402
2020;55 - 59;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;403
2020;60 - 64;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;345
2020;>= 65;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;160
2020;35 - 39;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;1
2020;40 - 44;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;6
2020;45 - 49;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;35
2020;50 - 54;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;72
2020;55 - 59;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;92
2020;60 - 64;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;86
2020;>= 65;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;86
2020;30 - 34;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;4
2020;35 - 39;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;80
2020;40 - 44;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;253
2020;45 - 49;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;317
2020;50 - 54;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;280
2020;55 - 59;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;202
2020;60 - 64;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;92
2020;>= 65;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;68
2020;35 - 39;2PA;Professore II fascia (associato);02 - Scienze fisiche;51
2020;40 - 44;2PA;Professore II fascia (associato);02 - Scienze fisiche;177
2020;45 - 49;2PA;Professore II fascia (associato);02 - Scienze fisiche;238
2020;50 - 54;2PA;Professore II fascia (associato);02 - Scienze fisiche;230
