ANNO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;101
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;97
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;17
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;46
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;194
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;169
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;185
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;276
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;89
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;103
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;98
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;120
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;90
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;309
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;198
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;176
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;159
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;181
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;100
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;111
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;136
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;186
2018;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;54
2018;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;73
2018;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;291
2018;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;354
2018;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;244
2018;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;101
2018;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;244
2018;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;439
2018;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;87
2018;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;156
2018;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;930
2018;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;469
2018;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1193
2018;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1494
2018;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;370
2018;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;395
2018;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;416
2018;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;284
2018;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;196
2018;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;646
2018;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;599
2018;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;359
2018;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;405
2018;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;490
2018;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;575
2018;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;574
2018;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;427
2018;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;433
2018;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;213
2018;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;217
2018;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;152
2018;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;430
2018;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;222
2018;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;518
2018;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;334
2018;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;408
2018;F;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;112
2018;M;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;169
2018;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;961
2018;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;471
2018;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;537
2018;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;1460
2018;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;402
2018;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;516
2018;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;519
2018;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;606
2018;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;858
2018;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;2096
2018;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;443
2018;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;281
2018;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;548
2018;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;387
2018;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;257
2018;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;258
2018;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;403
2018;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;367
2018;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;196
2018;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;165
2018;M;4AR;Titolare di assegno di ricerca;99 - Non definito;14
2018;F;4AR;Titolare di assegno di ricerca;99 - Non definito;15
2019;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;164
2019;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;679
2019;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;73
2019;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;451
2019;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;168
2019;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;399
2019;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;170
2019;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;38
2019;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;614
2019;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;335
2019;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;336
2019;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;1541
2019;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;149
2019;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;558
2019;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;192
2019;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;610
2019;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;177
2019;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1439
2019;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;455
2019;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;588
2019;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;683
2019;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;408
2019;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;409
2019;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1133
2019;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;381
2019;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1166
2019;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;109
2019;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;260
2019;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;790
2019;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;439
2019;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;826
2019;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;231
2019;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;631
2019;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;651
2019;F;2PA;Professore II fascia (associato);04 - Scienze della terra;149
2019;M;2PA;Professore II fascia (associato);04 - Scienze della terra;329
2019;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;983
2019;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;833
2019;F;2PA;Professore II fascia (associato);06 - Scienze mediche;1014
2019;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2253
2019;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;525
2019;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;696
2019;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;1013
2019;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;516
2019;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;429
2019;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;1817
2019;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1196
2019;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;921
2019;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;913
2019;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1025
2019;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;644
2019;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;893
2019;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;794
2019;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;1077
2019;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;284
2019;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;411
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;70
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;01 - Scienze matematiche e informatiche;1
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;140
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;199
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;53
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;73
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;40
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;149
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;171
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;109
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;105
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;122
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;92
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;30
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;22
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;49
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;55
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;152
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;1
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;180
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;246
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;1
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;214
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;390
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;237
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;336
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;338
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;128
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;107
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;136
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;97
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;07 - Scienze agrarie e veterinarie;1
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;169
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;2
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;136
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;118
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;153
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;3
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;3
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;172
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;113
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;7
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;501
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;369
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;4
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;191
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;138
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;169
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;211
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;161
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;202
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;188
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;9
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;188
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;101
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;112
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;5
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;133
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;145
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;2
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;2
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;194
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;182
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;2
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;173
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;160
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;91
2019;F;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;2
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;60
2019;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;72
2019;M;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;4
2019;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;67
2019;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;304
2019;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;244
2019;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;81
2019;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;204
2019;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;380
2019;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;209
2019;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;69
2019;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;131
2019;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;813
2019;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;399
2019;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1066
2019;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1274
2019;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;324
2019;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;346
2019;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;230
2019;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;333
2019;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;155
2019;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;541
2019;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;491
2019;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;292
2019;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;391
2019;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;313
2019;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;497
2019;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;501
2019;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;375
2019;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;383
2019;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;180
2019;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;172
2019;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;162
2019;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;436
2019;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;235
2019;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;571
2019;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;392
2019;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;334
2019;F;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;112
2019;M;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;152
2019;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;967
2019;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;487
2019;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;1384
2019;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;517
2019;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;501
2019;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;409
2019;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;584
2019;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;612
2019;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;2214
2019;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;906
2019;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;428
2019;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;296
2019;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;571
2019;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;386
2019;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;290
2019;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;274
2019;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;417
2019;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;380
2019;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;226
2019;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;173
2019;M;4AR;Titolare di assegno di ricerca;99 - Non definito;23
2019;F;4AR;Titolare di assegno di ricerca;99 - Non definito;20
2020;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;686
2020;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;171
2020;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;82
2020;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;479
2020;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;189
2020;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;399
2020;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;44
2020;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;177
2020;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;347
2020;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;636
2020;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;367
2020;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;1578
2020;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;555
2020;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;171
2020;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;199
2020;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;631
2020;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;196
2020;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1508
2020;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;471
2020;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;602
2020;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;415
2020;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;683
2020;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;428
2020;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1170
2020;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;412
2020;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1203
2020;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;110
2020;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;268
2020;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;462
2020;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;834
2020;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;237
2020;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;846
2020;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;671
2020;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;663
2020;F;2PA;Professore II fascia (associato);04 - Scienze della terra;145
2020;M;2PA;Professore II fascia (associato);04 - Scienze della terra;342
