AnnoA;CorsoTIPO;ClasseNUMERO;ClasseNOME;Diploma_tipo;SESSO;Imm
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo linguistico;F;16
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo scientifico;F;53
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo professionale;F;8
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo tecnico;F;20
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Altro diploma;M;2
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo artistico;M;3
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo classico;M;6
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo delle scienze umane;M;1
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo scientifico;M;16
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo professionale;M;6
2013/2014;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo tecnico;M;12
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Altro diploma;F;28
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo artistico;F;38
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo classico;F;393
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo delle scienze umane;F;276
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo linguistico;F;115
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo scientifico;F;338
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma in indirizzo professionale;F;41
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma in indirizzo tecnico;F;144
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Altro diploma;M;33
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo artistico;M;19
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo classico;M;329
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo delle scienze umane;M;92
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo linguistico;M;47
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo scientifico;M;524
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma in indirizzo professionale;M;50
2013/2014;Laurea - dm 270/04;L-5;Filosofia;Diploma in indirizzo tecnico;M;166
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo artistico;F;5
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo classico;F;5
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo delle scienze umane;F;7
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo linguistico;F;8
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo scientifico;F;13
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma in indirizzo professionale;F;8
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma in indirizzo tecnico;F;25
2013/2014;Laurea - dm 270/04;L-6;Geografia;Altro diploma;M;1
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo artistico;M;2
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo classico;M;6
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo delle scienze umane;M;4
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo linguistico;M;3
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma di liceo scientifico;M;22
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma in indirizzo professionale;M;9
2013/2014;Laurea - dm 270/04;L-6;Geografia;Diploma in indirizzo tecnico;M;23
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Altro diploma;F;80
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo artistico;F;23
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo classico;F;231
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo delle scienze umane;F;57
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo linguistico;F;42
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo scientifico;F;1087
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma in indirizzo professionale;F;17
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma in indirizzo tecnico;F;434
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Altro diploma;M;319
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo artistico;M;12
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo classico;M;157
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo delle scienze umane;M;19
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo linguistico;M;11
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma di liceo scientifico;M;1797
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma in indirizzo professionale;M;63
2013/2014;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;Diploma in indirizzo tecnico;M;2140
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Altro diploma;F;132
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo artistico;F;7
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo classico;F;388
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo delle scienze umane;F;79
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo linguistico;F;82
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo scientifico;F;1737
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma in indirizzo professionale;F;41
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma in indirizzo tecnico;F;328
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Altro diploma;M;404
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo artistico;M;13
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo classico;M;415
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo delle scienze umane;M;52
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo linguistico;M;56
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma di liceo scientifico;M;5201
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma in indirizzo professionale;M;293
2013/2014;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;Diploma in indirizzo tecnico;M;3192
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Altro diploma;F;122
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo artistico;F;14
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo classico;F;480
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo delle scienze umane;F;66
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo linguistico;F;119
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo scientifico;F;2715
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma in indirizzo professionale;F;24
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma in indirizzo tecnico;F;371
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Altro diploma;M;613
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo artistico;M;21
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo classico;M;729
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo delle scienze umane;M;66
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo linguistico;M;59
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma di liceo scientifico;M;9123
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma in indirizzo professionale;M;392
2013/2014;Laurea - dm 270/04;L-9;Ingegneria industriale;Diploma in indirizzo tecnico;M;3690
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Altro diploma;F;130
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo artistico;F;18
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo classico;F;1070
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo delle scienze umane;F;237
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo linguistico;F;184
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo scientifico;F;2575
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma in indirizzo professionale;F;73
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma in indirizzo tecnico;F;242
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Altro diploma;M;64
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo artistico;M;4
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo classico;M;314
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo delle scienze umane;M;29
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo linguistico;M;16
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma di liceo scientifico;M;1155
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma in indirizzo professionale;M;67
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;Diploma in indirizzo tecnico;M;238
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Altro diploma;F;192
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo artistico;F;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo classico;F;764
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo delle scienze umane;F;24
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo linguistico;F;55
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo scientifico;F;1287
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma in indirizzo professionale;F;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma in indirizzo tecnico;F;19
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Altro diploma;M;162
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo artistico;M;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo classico;M;485
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo delle scienze umane;M;3
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo linguistico;M;9
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma di liceo scientifico;M;1670
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma in indirizzo professionale;M;8
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;Diploma in indirizzo tecnico;M;30
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Altro diploma;F;15
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo artistico;F;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo classico;F;22
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo delle scienze umane;F;4
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo linguistico;F;4
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo scientifico;F;74
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma in indirizzo tecnico;F;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Altro diploma;M;5
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo classico;M;17
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo linguistico;M;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma di liceo scientifico;M;55
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma in indirizzo professionale;M;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;Diploma in indirizzo tecnico;M;7
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Altro diploma;F;8
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo classico;F;48
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo delle scienze umane;F;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo linguistico;F;3
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo scientifico;F;86
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma in indirizzo professionale;F;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma in indirizzo tecnico;F;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Altro diploma;M;4
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo classico;M;24
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo delle scienze umane;M;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo linguistico;M;3
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma di liceo scientifico;M;141
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma in indirizzo professionale;M;5
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;Diploma in indirizzo tecnico;M;5
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Altro diploma;F;51
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo artistico;F;73
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo classico;F;295
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo delle scienze umane;F;36
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo linguistico;F;50
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo scientifico;F;848
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma in indirizzo professionale;F;7
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma in indirizzo tecnico;F;184
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Altro diploma;M;46
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo artistico;M;59
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo classico;M;94
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo delle scienze umane;M;6
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo linguistico;M;6
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma di liceo scientifico;M;616
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma in indirizzo professionale;M;11
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);Diploma in indirizzo tecnico;M;383
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Altro diploma;F;89
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo artistico;F;16
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo classico;F;305
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo delle scienze umane;F;895
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo linguistico;F;157
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo scientifico;F;695
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma in indirizzo professionale;F;72
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma in indirizzo tecnico;F;239
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Altro diploma;M;3
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo artistico;M;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo classico;M;12
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo delle scienze umane;M;24
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo linguistico;M;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma di liceo scientifico;M;49
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma in indirizzo professionale;M;10
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;Diploma in indirizzo tecnico;M;22
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Altro diploma;F;387
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo artistico;F;89
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo classico;F;4751
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo delle scienze umane;F;1507
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo linguistico;F;911
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo scientifico;F;3780
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma in indirizzo professionale;F;347
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma in indirizzo tecnico;F;1787
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Altro diploma;M;211
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo artistico;M;32
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo classico;M;2444
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo delle scienze umane;M;217
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo linguistico;M;194
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma di liceo scientifico;M;3376
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma in indirizzo professionale;M;240
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;Diploma in indirizzo tecnico;M;1684
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Altro diploma;F;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma di liceo artistico;F;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma di liceo classico;F;16
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma di liceo delle scienze umane;F;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma di liceo linguistico;F;1
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma di liceo scientifico;F;4
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma in indirizzo tecnico;F;11
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma di liceo artistico;M;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma di liceo scientifico;M;2
2013/2014;Laurea Magistrale a Ciclo Unico - dm 270/04;LMR/02;Conservazione e restauro dei beni culturali;Diploma in indirizzo tecnico;M;5
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;14/S;Specialistiche in farmacia e farmacia industriale;Altro diploma;F;11
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;14/S;Specialistiche in farmacia e farmacia industriale;Altro diploma;M;3
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;14/S;Specialistiche in farmacia e farmacia industriale;Diploma in indirizzo professionale;M;1
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;4/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;Altro diploma;F;3
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;4/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;Altro diploma;M;8
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;46/S;Specialistiche in medicina e chirurgia;Altro diploma;F;33
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;46/S;Specialistiche in medicina e chirurgia;Altro diploma;M;4
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;46/S;Specialistiche in medicina e chirurgia;Diploma di liceo classico;M;1
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;52/S;Specialistiche in odontoiatria e protesi dentaria;Altro diploma;F;2
2013/2014;Laurea Specialistica a Ciclo Unico - dm 509/99;52/S;Specialistiche in odontoiatria e protesi dentaria;Altro diploma;M;1
2012/2013;Corso di Laurea - vecchio ordinamento;18-bis;Scienze della Formazione Primaria - Quadriennale;Diploma di liceo delle scienze umane;M;1
2012/2013;Laurea  - dm 509/99;8;Ingegneria civile e ambientale;Diploma di liceo scientifico;M;1
2012/2013;Laurea  - dm 509/99;8;Ingegneria civile e ambientale;Diploma in indirizzo tecnico;M;5
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Altro diploma;F;2
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Diploma di liceo classico;F;10
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Diploma di liceo delle scienze umane;F;10
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Diploma di liceo linguistico;F;3
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Diploma di liceo scientifico;F;25
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Diploma in indirizzo professionale;F;2
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Diploma in indirizzo tecnico;F;12
2012/2013;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;Altro diploma;M;10
