AnnoA;AteneoNOME;CorsoTIPO;ClasseNUMERO;ClasseNOME;SESSO;Isc
2011/2012;Pisa;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;98
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-42;Storia;F;98
2011/2012;Salento;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;98
2011/2012;Roma Tre;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;F;98
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;98
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;98
2011/2012;Ferrara;Laurea - dm 270/04;L-9;Ingegneria industriale;M;98
2011/2012;Genova;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;98
2011/2012;Bologna;Laurea - dm 270/04;L-1;Beni culturali;F;98
2011/2012;Bari;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;98
2011/2012;Bari;Laurea - dm 270/04;L-2;Biotecnologie;F;97
2011/2012;Bari;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;97
2011/2012;Bologna;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;97
2011/2012;Ferrara;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;97
2011/2012;Catania;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;97
2011/2012;Cassino;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;97
2011/2012;Roma Tre;Laurea - dm 270/04;L-17;Scienze dell'architettura;F;97
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;97
2011/2012;Sassari;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;97
2011/2012;Trieste;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;97
2011/2012;Trieste;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;97
2011/2012;Padova;Laurea - dm 270/04;L-1;Beni culturali;F;97
2011/2012;Padova;Laurea - dm 270/04;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;97
2011/2012;Messina;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;97
2011/2012;Milano;Laurea - dm 270/04;L-42;Storia;F;97
2011/2012;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-25;Ingegneria dell'automazione;M;97
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;M;96
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;M;96
2011/2012;Milano Bicocca;Laurea - dm 270/04;L-40;Sociologia;M;96
2011/2012;Marche;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;96
2011/2012;Macerata;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;96
2011/2012;Torino;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;F;96
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;96
2011/2012;Roma LUMSA;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;96
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;96
2011/2012;Catania;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;F;96
2011/2012;Firenze;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;96
2011/2012;L'Aquila;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;96
2011/2012;Cagliari;Laurea - dm 270/04;L-10;Lettere;F;96
2011/2012;Bologna;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;96
2011/2012;Bologna;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;M;95
2011/2012;Insubria;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;95
2011/2012;Salento;Laurea - dm 270/04;L-10;Lettere;F;95
2011/2012;Salerno;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;95
2011/2012;Salerno;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;95
2011/2012;Salerno;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;95
2011/2012;Torino;Laurea Specialistica - dm 509/99;DS1/S;Specialistiche nelle scienze della difesa e della sicurezza;M;95
2011/2012;Sassari;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;95
2011/2012;Messina;Laurea - dm 270/04;L-33;Scienze economiche;F;95
2011/2012;Messina;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;95
2011/2012;Napoli Benincasa;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;95
2011/2012;Milano IULM;Laurea - dm 270/04;L-15;Scienze del turismo;F;95
2011/2012;Padova;Laurea - dm 270/04;L-41;Statistica;M;95
2011/2012;Perugia;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;95
2011/2012;Padova;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;M;94
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L-4;Disegno industriale;F;94
2011/2012;Milano IULM;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;94
2011/2012;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-44;Modellistica matematico-fisica per l'ingegneria;M;94
2011/2012;Milano San Raffaele;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;M;94
2011/2012;Milano;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;M;94
2011/2012;Milano Bicocca;Laurea - dm 270/04;L-41;Statistica;M;94
2011/2012;Torino;Laurea - dm 270/04;L-5;Filosofia;M;94
2011/2012;Salento;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;94
2011/2012;Salento;Laurea - dm 270/04;L-40;Sociologia;F;94
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;94
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-2;Archeologia;F;94
2011/2012;Verona;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;94
2011/2012;Catania;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;94
2011/2012;Camerino;Laurea - dm 270/04;L-13;Scienze biologiche;F;94
2011/2012;Chieti e Pescara;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;94
2011/2012;Bologna;Laurea - dm 270/04;L-41;Statistica;F;94
2011/2012;Bologna;Laurea - dm 270/04;L-41;Statistica;M;93
2011/2012;Bari;Laurea - dm 270/04;L-28;Scienze e tecnologie della navigazione;M;93
2011/2012;Cagliari;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;93
2011/2012;Firenze;Laurea - dm 270/04;L-11;Lingue e culture moderne;M;93
2011/2012;Catania;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;93
2011/2012;Insubria;Laurea - dm 270/04;L-13;Scienze biologiche;F;93
2011/2012;L'Aquila;Laurea - dm 270/04;L-13;Scienze biologiche;M;93
2011/2012;Genova;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;93
2011/2012;Firenze;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;F;93
2011/2012;Salerno;Laurea - dm 270/04;L-33;Scienze economiche;F;93
2011/2012;Messina;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;93
2011/2012;Messina;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;93
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-5;Filosofia;F;93
2011/2012;Napoli Federico II;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;93
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-87;Servizio sociale e politiche sociali;F;93
2011/2012;Perugia;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;93
2011/2012;Parma;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;92
2011/2012;Messina;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;92
2011/2012;Milano;Laurea Magistrale - dm 270/04;LM-84;Scienze storiche;M;92
2011/2012;Milano;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;92
2011/2012;Roma UNITELMA - telematica;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;92
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;92
2011/2012;Pisa;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;92
2011/2012;Pisa;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;92
2011/2012;Torino;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;92
2011/2012;Torino;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;92
2011/2012;Genova;Laurea - dm 270/04;L-1;Beni culturali;F;92
2011/2012;Catania;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;92
2011/2012;Cassino;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;92
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;92
2011/2012;Basilicata;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;F;92
2011/2012;Bologna;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;F;91
2011/2012;Bologna;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;91
2011/2012;Bologna;Laurea - dm 270/04;L-13;Scienze biologiche;F;91
2011/2012;Catania;Laurea - dm 270/04;L-33;Scienze economiche;F;91
2011/2012;Chieti e Pescara;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;91
2011/2012;Genova;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;91
2011/2012;Foggia;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;91
2011/2012;Torino;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;91
2011/2012;Trento;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;91
2011/2012;Venezia Iuav;Laurea - dm 270/04;L-4;Disegno industriale;M;91
2011/2012;Urbino;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;91
2011/2012;Urbino;Laurea - dm 270/04;L-10;Lettere;F;91
2011/2012;Roma Luiss;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;91
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-5;Filosofia;M;91
2011/2012;Milano Cattolica;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;91
2011/2012;Perugia;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;91
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L-2;Biotecnologie;F;91
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;91
2011/2012;Napoli Vanvitelli;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;91
2011/2012;Padova;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;91
2011/2012;Palermo;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;90
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L-33;Scienze economiche;M;90
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;90
2011/2012;Pavia;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;90
2011/2012;Milano Cattolica;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;90
2011/2012;Reggio Calabria;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;90
2011/2012;Roma Tre;Laurea - dm 270/04;L-40;Sociologia;F;90
2011/2012;Salento;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;90
2011/2012;Salento;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;90
2011/2012;Udine;Laurea - dm 270/04;L-12;Mediazione linguistica;F;90
2011/2012;Urbino;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;90
2011/2012;Torino;Laurea - dm 270/04;L-35;Scienze matematiche;M;90
2011/2012;Torino;Laurea - dm 270/04;L-33;Scienze economiche;F;90
2011/2012;Torino;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;90
2011/2012;Torino;Laurea - dm 270/04;L-15;Scienze del turismo;M;90
2011/2012;Torino;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;90
2011/2012;Torino;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;90
2011/2012;Sassari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;F;90
2011/2012;Genova;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;90
2011/2012;Bologna;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;90
2011/2012;Bari;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;90
2011/2012;Bari;Laurea - dm 270/04;L-11;Lingue e culture moderne;M;90
2011/2012;Brescia;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;90
2011/2012;Calabria;Laurea - dm 270/04;L-15;Scienze del turismo;M;90
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;89
2011/2012;Bologna;Laurea - dm 270/04;L-39;Servizio sociale;F;89
2011/2012;Bari Politecnico;Laurea - dm 270/04;L-9;Ingegneria industriale;F;89
2011/2012;Genova;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;89
2011/2012;Firenze;Laurea - dm 270/04;L-39;Servizio sociale;F;89
2011/2012;Sassari;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;89
2011/2012;Urbino;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;89
2011/2012;Verona;Laurea - dm 270/04;L-10;Lettere;F;89
2011/2012;Roma Tre;Laurea Magistrale - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;89
2011/2012;Roma Tre;Laurea - dm 270/04;L-17;Scienze dell'architettura;M;89
2011/2012;Roma Tre;Laurea - dm 270/04;L-42;Storia;M;89
2011/2012;Pisa;Laurea - dm 270/04;L-11;Lingue e culture moderne;M;89
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-35;Scienze matematiche;F;89
2011/2012;Milano Cattolica;Laurea - dm 270/04;L-40;Sociologia;F;89
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;89
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;89
2011/2012;Napoli Benincasa;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;89
2011/2012;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;89
2011/2012;Palermo;Laurea - dm 270/04;L-39;Servizio sociale;F;89
2011/2012;Padova;Laurea - dm 270/04;L-41;Statistica;F;89
2011/2012;Pavia;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;88
2011/2012;Modena e Reggio Emilia;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;88
2011/2012;Milano;Laurea - dm 270/04;L-35;Scienze matematiche;M;88
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-17;Scienze dell'architettura;F;88
2011/2012;Pisa;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;88
2011/2012;Sannio;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;88
2011/2012;Catania;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;M;88
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;M;88
2011/2012;Cagliari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;M;88
2011/2012;Cagliari;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;88
2011/2012;Ca' Foscari Venezia;Laurea Magistrale - dm 270/04;LM-36;Lingue e letterature dell'Africa e dell'Asia;F;87
2011/2012;Bari;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;87
2011/2012;Chieti e Pescara;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;87
2011/2012;Firenze;Laurea - dm 270/04;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;87
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-34;Scienze geologiche;M;87
2011/2012;Roma Tre;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;87
2011/2012;Salento;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;87
2011/2012;Milano Bicocca;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;87
2011/2012;Marche;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;M;87
2011/2012;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;M;87
2011/2012;Parma;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;F;87
2011/2012;Parma;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;87
2011/2012;Perugia;Laurea - dm 270/04;L-13;Scienze biologiche;F;87
2011/2012;Padova;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;87
2011/2012;Palermo;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;87
2011/2012;Padova;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;87
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-6;Biologia;M;86
2011/2012;Padova;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;86
2011/2012;Padova;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;F;86
2011/2012;Palermo;Laurea Magistrale - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;86
2011/2012;Molise;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;F;86
2011/2012;Napoli Federico II;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;86
2011/2012;Messina;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;86
2011/2012;Milano;Laurea - dm 270/04;L-13;Scienze biologiche;M;86
2011/2012;Roma Tre;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;86
2011/2012;Roma Tre;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;M;86
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-41;Statistica;M;86
2011/2012;Torino Politecnico;Laurea - dm 270/04;L-4;Disegno industriale;F;86
2011/2012;Trento;Laurea - dm 270/04;L-40;Sociologia;M;86
2011/2012;Trieste;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;86
2011/2012;Ferrara;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;86
2011/2012;Enna KORE;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;86
2011/2012;Catania;Laurea - dm 270/04;L-1;Beni culturali;F;86
2011/2012;Bari;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;86
2011/2012;Bari Politecnico;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;86
2011/2012;Brescia;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;86
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-6;Biologia;M;86
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;86
2011/2012;Cagliari;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;86
2011/2012;Bari;Laurea - dm 270/04;L-12;Mediazione linguistica;M;85
2011/2012;Salerno;Laurea - dm 270/04;L-10;Lettere;M;85
2011/2012;Marche;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;M;85
2011/2012;Marche;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;85
2011/2012;Milano Bocconi;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;85
2011/2012;Milano Cattolica;Laurea Magistrale - dm 270/04;LM-50;Programmazione e gestione dei servizi educativi;F;85
2011/2012;Perugia;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;M;85
2011/2012;Perugia;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;85
2011/2012;Piemonte Orientale;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;85
2011/2012;Padova;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;M;85
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;85
2011/2012;Napoli Pegaso - telematica;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;84
2011/2012;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;M;84
2011/2012;Parma;Laurea - dm 270/04;L-39;Servizio sociale;F;84
2011/2012;Parma;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;84
2011/2012;Pavia;Laurea - dm 270/04;L-13;Scienze biologiche;F;84
2011/2012;Milano Cattolica;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;84
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;M;84
2011/2012;L'Aquila;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;84
2011/2012;Milano;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;84
2011/2012;Milano Bicocca;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;F;84
2011/2012;Roma UNICUSANO - telematica;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;84
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;M;84
2011/2012;Roma Marconi - telematica;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;84
2011/2012;Pisa;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;M;84
2011/2012;Udine;Laurea Magistrale - dm 270/04;LM-94;Traduzione specialistica e interpretariato;F;84
2011/2012;Bari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;F;84
2011/2012;Catania;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;84
2011/2012;Catania;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;84
2011/2012;Catanzaro;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;84
2011/2012;Catanzaro;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;M;83
2011/2012;Cagliari;Laurea - dm 270/04;L-33;Scienze economiche;M;83
2011/2012;Cagliari;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;83
2011/2012;Udine;Laurea - dm 270/04;L-33;Scienze economiche;M;83
2011/2012;Udine;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;83
2011/2012;Trieste;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;83
2011/2012;Torino;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;83
2011/2012;Torino;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;M;83
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-15;Scienze del turismo;M;83
2011/2012;Roma Tre;Laurea - dm 270/04;L-1;Beni culturali;M;83
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L-11;Lingue e culture moderne;M;83
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;83
2011/2012;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;83
2011/2012;Parma;Laurea - dm 270/04;L-1;Beni culturali;F;83
2011/2012;Perugia;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;83
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;83
2011/2012;Padova;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;M;83
2011/2012;Palermo;Laurea - dm 270/04;L-4;Disegno industriale;F;83
2011/2012;Napoli Parthenope;Laurea - dm 270/04;L-28;Scienze e tecnologie della navigazione;M;82
2011/2012;Perugia;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;82
2011/2012;Palermo;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;82
2011/2012;Parma;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;M;82
2011/2012;Milano Politecnico;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;82
2011/2012;Milano Politecnico;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;82
2011/2012;Salento;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;82
2011/2012;Udine;Laurea - dm 270/04;L-33;Scienze economiche;F;82
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-94;Traduzione specialistica e interpretariato;F;82
2011/2012;Bologna;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;82
2011/2012;Bari;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;82
2011/2012;Firenze;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;82
2011/2012;Camerino;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;82
2011/2012;Firenze;Laurea - dm 270/04;L-4;Disegno industriale;F;82
2011/2012;Firenze;Laurea Magistrale - dm 270/04;LM-50;Programmazione e gestione dei servizi educativi;F;82
2011/2012;Firenze;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;82
2011/2012;Genova;Laurea Magistrale - dm 270/04;LM-34;Ingegneria navale;M;82
2011/2012;Genova;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;81
2011/2012;Foggia;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;81
2011/2012;Firenze;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;81
2011/2012;Firenze;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;81
2011/2012;Catania;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;81
2011/2012;Bologna;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;F;81
