AnnoA;AteneoNOME;AteneoCOD;Diploma_Paese;Continente;Imm_D
2014/2015;Marche;4201;Libano;Asia;2
2014/2015;Milano;1501;Libano;Asia;3
2014/2015;Milano Bocconi;1503;Libano;Asia;1
2014/2015;Milano Politecnico;1502;Libano;Asia;2
2014/2015;Modena e Reggio Emilia;3601;Libano;Asia;2
2014/2015;Padova;2801;Libano;Asia;7
2014/2015;Parma;3401;Libano;Asia;1
2014/2015;Pavia;1801;Libano;Asia;9
2014/2015;Perugia;5401;Libano;Asia;1
2014/2015;Pisa;5001;Libano;Asia;2
2014/2015;Roma La Sapienza;5801;Libano;Asia;1
2014/2015;Roma Luiss;5805;Libano;Asia;1
2014/2015;Torino Politecnico;102;Libano;Asia;26
2014/2015;Trieste;3201;Libano;Asia;12
2014/2015;Udine;3001;Libano;Asia;1
2014/2015;Milano;1501;Mongolia;Asia;2
2014/2015;Modena e Reggio Emilia;3601;Mongolia;Asia;1
2014/2015;Roma La Sapienza;5801;Mongolia;Asia;1
2014/2015;Udine;3001;Mongolia;Asia;1
2014/2015;Modena e Reggio Emilia;3601;Myanmar/Birmania;Asia;1
2014/2015;Bologna;3701;Nepal;Asia;1
2014/2015;Milano;1501;Nepal;Asia;1
2014/2015;Milano Cattolica;1504;Nepal;Asia;1
2014/2015;Bologna;3701;Pakistan;Asia;1
2014/2015;Brescia;1701;Pakistan;Asia;1
2014/2015;Camerino;4302;Pakistan;Asia;1
2014/2015;Milano;1501;Pakistan;Asia;1
2014/2015;Milano Bocconi;1503;Pakistan;Asia;1
2014/2015;Padova;2801;Pakistan;Asia;1
2014/2015;Pavia;1801;Pakistan;Asia;1
2014/2015;Roma LUMSA;5803;Pakistan;Asia;1
2014/2015;Siena;5201;Pakistan;Asia;1
2014/2015;Torino;101;Pakistan;Asia;3
2014/2015;Torino Politecnico;102;Pakistan;Asia;55
2014/2015;Verona;2301;Pakistan;Asia;2
2014/2015;Bologna;3701;Palestina;Asia;1
2014/2015;Milano;1501;Palestina;Asia;1
2014/2015;Padova;2801;Palestina;Asia;1
2014/2015;Perugia;5401;Palestina;Asia;4
2014/2015;Milano;1501;Qatar;Asia;2
2014/2015;Bra Scienze Gastronomiche;401;Siria;Asia;1
2014/2015;Ca' Foscari Venezia;2701;Siria;Asia;1
2014/2015;Firenze;4801;Siria;Asia;2
2014/2015;Milano Cattolica;1504;Siria;Asia;1
2014/2015;Milano Politecnico;1502;Siria;Asia;2
2014/2015;Napoli Vanvitelli;6306;Siria;Asia;1
2014/2015;Pavia;1801;Siria;Asia;1
2014/2015;Piemonte Orientale;201;Siria;Asia;1
2014/2015;Roma La Sapienza;5801;Siria;Asia;2
2014/2015;Torino;101;Siria;Asia;1
2014/2015;Torino Politecnico;102;Siria;Asia;4
2014/2015;Brescia;1701;Sri Lanka;Asia;1
2014/2015;Milano;1501;Sri Lanka;Asia;3
2014/2015;Napoli Vanvitelli;6306;Sri Lanka;Asia;1
2014/2015;Roma La Sapienza;5801;Sri Lanka;Asia;1
2014/2015;Trento;2201;Sri Lanka;Asia;1
2014/2015;Milano;1501;Tagikistan;Asia;1
2014/2015;Bra Scienze Gastronomiche;401;Taiwan;Asia;1
2014/2015;Milano;1501;Taiwan;Asia;4
2014/2015;Milano Politecnico;1502;Taiwan;Asia;1
2014/2015;Milano San Raffaele;1508;Taiwan;Asia;1
2014/2015;Bolzano;2101;Thailandia;Asia;1
2014/2015;Milano;1501;Thailandia;Asia;1
2014/2015;Modena e Reggio Emilia;3601;Thailandia;Asia;1
2014/2015;Parma;3401;Thailandia;Asia;1
2014/2015;Ca' Foscari Venezia;2701;Uzbekistan;Asia;1
2014/2015;Firenze;4801;Uzbekistan;Asia;1
2014/2015;Milano;1501;Uzbekistan;Asia;1
2014/2015;Roma La Sapienza;5801;Uzbekistan;Asia;1
2014/2015;Torino Politecnico;102;Uzbekistan;Asia;153
2014/2015;Bologna;3701;Vietnam;Asia;3
2014/2015;Brescia;1701;Vietnam;Asia;1
2014/2015;Calabria;7801;Vietnam;Asia;5
2014/2015;Genova;1001;Vietnam;Asia;1
2014/2015;Milano Bocconi;1503;Vietnam;Asia;3
2014/2015;Padova;2801;Vietnam;Asia;1
2014/2015;Pisa;5001;Vietnam;Asia;4
2014/2015;Roma UNICUSANO - telematica;5815;Vietnam;Asia;1
2014/2015;Salerno;6501;Vietnam;Asia;5
2014/2015;Trieste;3201;Vietnam;Asia;2
2014/2015;Urbino;4101;Vietnam;Asia;2
2014/2015;Torino Politecnico;102;Yemen;Asia;1
2014/2015;Aosta;701;Albania;Europa;1
2014/2015;Bari;7201;Albania;Europa;6
2014/2015;Bari Politecnico;7202;Albania;Europa;1
2014/2015;Bergamo;1601;Albania;Europa;7
2014/2015;Bologna;3701;Albania;Europa;23
2014/2015;Bolzano;2101;Albania;Europa;5
2014/2015;Brescia;1701;Albania;Europa;4
2014/2015;Ca' Foscari Venezia;2701;Albania;Europa;3
2014/2015;Camerino;4302;Albania;Europa;4
2014/2015;Chieti e Pescara;6901;Albania;Europa;3
2014/2015;Ferrara;3801;Albania;Europa;2
2014/2015;Firenze;4801;Albania;Europa;34
2014/2015;Genova;1001;Albania;Europa;15
2014/2015;Insubria;1202;Albania;Europa;9
2014/2015;L'Aquila;6601;Albania;Europa;2
2014/2015;Marche;4201;Albania;Europa;4
2014/2015;Milano;1501;Albania;Europa;24
2014/2015;Milano Bicocca;1509;Albania;Europa;11
2014/2015;Milano Bocconi;1503;Albania;Europa;3
2014/2015;Milano Cattolica;1504;Albania;Europa;5
2014/2015;Milano Politecnico;1502;Albania;Europa;11
2014/2015;Milano San Raffaele;1508;Albania;Europa;1
2014/2015;Modena e Reggio Emilia;3601;Albania;Europa;9
2014/2015;Napoli Federico II;6301;Albania;Europa;1
2014/2015;Novedrate e-Campus - telematica;1301;Albania;Europa;4
2014/2015;Padova;2801;Albania;Europa;22
2014/2015;Parma;3401;Albania;Europa;5
2014/2015;Pavia;1801;Albania;Europa;5
2014/2015;Perugia;5401;Albania;Europa;2
2014/2015;Piemonte Orientale;201;Albania;Europa;8
2014/2015;Pisa;5001;Albania;Europa;10
2014/2015;Roma La Sapienza;5801;Albania;Europa;21
2014/2015;Roma Link Campus;5817;Albania;Europa;1
2014/2015;Roma Tre;5807;Albania;Europa;1
2014/2015;Roma UNICUSANO - telematica;5815;Albania;Europa;1
2014/2015;Salento;7501;Albania;Europa;3
2014/2015;Siena;5201;Albania;Europa;11
2014/2015;Torino;101;Albania;Europa;26
2014/2015;Torino Politecnico;102;Albania;Europa;7
2014/2015;Trento;2201;Albania;Europa;6
2014/2015;Trieste;3201;Albania;Europa;7
2014/2015;Udine;3001;Albania;Europa;2
2014/2015;Urbino;4101;Albania;Europa;2
2014/2015;Venezia Iuav;2702;Albania;Europa;1
2014/2015;Verona;2301;Albania;Europa;12
2014/2015;Bolzano;2101;Austria;Europa;7
2014/2015;Catania;8701;Austria;Europa;1
2014/2015;Ferrara;3801;Austria;Europa;1
2014/2015;Milano;1501;Austria;Europa;1
2014/2015;Milano Bocconi;1503;Austria;Europa;4
2014/2015;Novedrate e-Campus - telematica;1301;Austria;Europa;1
2014/2015;Roma Link Campus;5817;Austria;Europa;1
2014/2015;Roma Luiss;5805;Austria;Europa;1
2014/2015;Trieste;3201;Austria;Europa;2
2014/2015;Ca' Foscari Venezia;2701;Belgio;Europa;2
2014/2015;Castellanza LIUC;1201;Belgio;Europa;1
2014/2015;Ferrara;3801;Belgio;Europa;1
2014/2015;Firenze;4801;Belgio;Europa;2
2014/2015;Insubria;1202;Belgio;Europa;1
2014/2015;L'Aquila;6601;Belgio;Europa;1
2014/2015;Milano Bicocca;1509;Belgio;Europa;1
2014/2015;Milano Bocconi;1503;Belgio;Europa;12
2014/2015;Milano IULM;1505;Belgio;Europa;1
2014/2015;Milano Politecnico;1502;Belgio;Europa;3
2014/2015;Napoli L'Orientale;6303;Belgio;Europa;1
2014/2015;Padova;2801;Belgio;Europa;1
2014/2015;Parma;3401;Belgio;Europa;2
2014/2015;Piemonte Orientale;201;Belgio;Europa;1
2014/2015;Pisa;5001;Belgio;Europa;1
2014/2015;Roma Biomedico;5808;Belgio;Europa;1
2014/2015;Roma La Sapienza;5801;Belgio;Europa;1
2014/2015;Roma Luiss;5805;Belgio;Europa;1
2014/2015;Roma UNICUSANO - telematica;5815;Belgio;Europa;1
2014/2015;Sassari;9001;Belgio;Europa;1
2014/2015;Siena;5201;Belgio;Europa;1
2014/2015;Torino;101;Belgio;Europa;1
2014/2015;Trieste;3201;Belgio;Europa;2
2014/2015;Urbino;4101;Belgio;Europa;1
2014/2015;Verona;2301;Belgio;Europa;1
2014/2015;Bari;7201;Bielorussia;Europa;2
2014/2015;Bologna;3701;Bielorussia;Europa;3
2014/2015;Brescia;1701;Bielorussia;Europa;1
2014/2015;Genova;1001;Bielorussia;Europa;1
2014/2015;Insubria;1202;Bielorussia;Europa;1
2014/2015;Marche;4201;Bielorussia;Europa;1
2014/2015;Milano;1501;Bielorussia;Europa;9
2014/2015;Palermo;8201;Bielorussia;Europa;1
2014/2015;Pavia;1801;Bielorussia;Europa;1
2014/2015;Perugia Stranieri;5403;Bielorussia;Europa;1
2014/2015;Pisa;5001;Bielorussia;Europa;1
2014/2015;Roma Foro Italico;5806;Bielorussia;Europa;1
2014/2015;Roma La Sapienza;5801;Bielorussia;Europa;2
2014/2015;Roma Tre;5807;Bielorussia;Europa;4
2014/2015;Salerno;6501;Bielorussia;Europa;3
2014/2015;Torino;101;Bielorussia;Europa;1
2014/2015;Torino Politecnico;102;Bielorussia;Europa;2
2014/2015;Trento;2201;Bielorussia;Europa;1
2014/2015;Verona;2301;Bielorussia;Europa;1
2014/2015;Bergamo;1601;Bosnia-Erzegovina;Europa;1
2014/2015;Bologna;3701;Bosnia-Erzegovina;Europa;1
2014/2015;Ca' Foscari Venezia;2701;Bosnia-Erzegovina;Europa;1
2014/2015;Messina;8301;Bosnia-Erzegovina;Europa;1
2014/2015;Milano;1501;Bosnia-Erzegovina;Europa;1
2014/2015;Milano Bocconi;1503;Bosnia-Erzegovina;Europa;2
2014/2015;Padova;2801;Bosnia-Erzegovina;Europa;1
2014/2015;Roma La Sapienza;5801;Bosnia-Erzegovina;Europa;1
2014/2015;Torino;101;Bosnia-Erzegovina;Europa;1
2014/2015;Torino Politecnico;102;Bosnia-Erzegovina;Europa;1
2014/2015;Trento;2201;Bosnia-Erzegovina;Europa;2
2014/2015;Udine;3001;Bosnia-Erzegovina;Europa;1
2014/2015;Bari;7201;Bulgaria;Europa;1
2014/2015;Bergamo;1601;Bulgaria;Europa;1
2014/2015;Bologna;3701;Bulgaria;Europa;2
2014/2015;Bolzano;2101;Bulgaria;Europa;3
2014/2015;Ca' Foscari Venezia;2701;Bulgaria;Europa;1
2014/2015;Calabria;7801;Bulgaria;Europa;1
2014/2015;Firenze;4801;Bulgaria;Europa;2
2014/2015;Genova;1001;Bulgaria;Europa;2
2014/2015;Marche;4201;Bulgaria;Europa;1
2014/2015;Milano;1501;Bulgaria;Europa;11
2014/2015;Milano Bocconi;1503;Bulgaria;Europa;8
2014/2015;Milano Cattolica;1504;Bulgaria;Europa;15
2014/2015;Milano Politecnico;1502;Bulgaria;Europa;3
2014/2015;Padova;2801;Bulgaria;Europa;2
2014/2015;Pavia;1801;Bulgaria;Europa;1
2014/2015;Roma La Sapienza;5801;Bulgaria;Europa;1
2014/2015;Roma Luiss;5805;Bulgaria;Europa;1
2014/2015;Roma UNICUSANO - telematica;5815;Bulgaria;Europa;1
2014/2015;Torino;101;Bulgaria;Europa;1
2014/2015;Trento;2201;Bulgaria;Europa;1
2014/2015;Urbino;4101;Bulgaria;Europa;1
2014/2015;Verona;2301;Bulgaria;Europa;1
2014/2015;Bari;7201;Cipro;Europa;1
2014/2015;Camerino;4302;Cipro;Europa;4
2014/2015;Firenze;4801;Cipro;Europa;2
2014/2015;Milano;1501;Cipro;Europa;2
2014/2015;Milano Politecnico;1502;Cipro;Europa;1
2014/2015;Padova;2801;Cipro;Europa;1
2014/2015;Reggio Calabria;8001;Cipro;Europa;1
2014/2015;Roma La Sapienza;5801;Cipro;Europa;3
2014/2015;Torino;101;Cipro;Europa;2
2014/2015;Torino Politecnico;102;Cipro;Europa;1
2014/2015;Urbino;4101;Cipro;Europa;2
2014/2015;Venezia Iuav;2702;Cipro;Europa;1
2014/2015;Bergamo;1601;Croazia;Europa;1
2014/2015;Bologna;3701;Croazia;Europa;1
2014/2015;Ca' Foscari Venezia;2701;Croazia;Europa;2
2014/2015;Insubria;1202;Croazia;Europa;1
2014/2015;Milano Bocconi;1503;Croazia;Europa;2
2014/2015;Milano Cattolica;1504;Croazia;Europa;1
2014/2015;Milano Politecnico;1502;Croazia;Europa;1
2014/2015;Padova;2801;Croazia;Europa;1
2014/2015;Perugia Stranieri;5403;Croazia;Europa;1
2014/2015;Roma La Sapienza;5801;Croazia;Europa;1
2014/2015;Roma UNICUSANO - telematica;5815;Croazia;Europa;2
2014/2015;Torino;101;Croazia;Europa;1
2014/2015;Torino Politecnico;102;Croazia;Europa;1
2014/2015;Trieste;3201;Croazia;Europa;58
2014/2015;Udine;3001;Croazia;Europa;7
2014/2015;Urbino;4101;Croazia;Europa;1
2014/2015;Genova;1001;Danimarca;Europa;1
2014/2015;Camerino;4302;Estonia;Europa;1
2014/2015;Milano Bocconi;1503;Estonia;Europa;1
2014/2015;Milano Cattolica;1504;Estonia;Europa;2
2014/2015;Salerno;6501;Estonia;Europa;1
2014/2015;Bari;7201;Federazione russa;Europa;4
2014/2015;Bari Politecnico;7202;Federazione russa;Europa;1
2014/2015;Bergamo;1601;Federazione russa;Europa;3
2014/2015;Bologna;3701;Federazione russa;Europa;11
2014/2015;Bolzano;2101;Federazione russa;Europa;1
2014/2015;Brescia;1701;Federazione russa;Europa;2
2014/2015;Ca' Foscari Venezia;2701;Federazione russa;Europa;1
2014/2015;Cagliari;9201;Federazione russa;Europa;2
2014/2015;Calabria;7801;Federazione russa;Europa;3
2014/2015;Camerino;4302;Federazione russa;Europa;1
2014/2015;Chieti e Pescara;6901;Federazione russa;Europa;1
2014/2015;Firenze;4801;Federazione russa;Europa;4
2014/2015;Genova;1001;Federazione russa;Europa;9
2014/2015;Insubria;1202;Federazione russa;Europa;1
2014/2015;Macerata;4301;Federazione russa;Europa;2
2014/2015;Marche;4201;Federazione russa;Europa;1
2014/2015;Messina;8301;Federazione russa;Europa;4
2014/2015;Milano;1501;Federazione russa;Europa;24
2014/2015;Milano Bicocca;1509;Federazione russa;Europa;2
2014/2015;Milano Bocconi;1503;Federazione russa;Europa;4
2014/2015;Milano Cattolica;1504;Federazione russa;Europa;7
2014/2015;Milano IULM;1505;Federazione russa;Europa;2
2014/2015;Milano Politecnico;1502;Federazione russa;Europa;17
2014/2015;Modena e Reggio Emilia;3601;Federazione russa;Europa;1
2014/2015;Napoli Vanvitelli;6306;Federazione russa;Europa;2
2014/2015;Novedrate e-Campus - telematica;1301;Federazione russa;Europa;1
2014/2015;Padova;2801;Federazione russa;Europa;1
2014/2015;Palermo;8201;Federazione russa;Europa;1
2014/2015;Parma;3401;Federazione russa;Europa;1
2014/2015;Perugia;5401;Federazione russa;Europa;1
2014/2015;Perugia Stranieri;5403;Federazione russa;Europa;5
2014/2015;Pisa;5001;Federazione russa;Europa;5
2014/2015;Reggio Calabria - Dante Alighieri;8003;Federazione russa;Europa;1
2014/2015;Roma La Sapienza;5801;Federazione russa;Europa;20
2014/2015;Roma Luiss;5805;Federazione russa;Europa;1
2014/2015;Roma Tre;5807;Federazione russa;Europa;6
2014/2015;Roma UNICUSANO - telematica;5815;Federazione russa;Europa;1
2014/2015;Roma UNINETTUNO - telematica;5813;Federazione russa;Europa;1
2014/2015;Sassari;9001;Federazione russa;Europa;1
2014/2015;Siena;5201;Federazione russa;Europa;1
2014/2015;Siena Stranieri;5202;Federazione russa;Europa;7
2014/2015;Torino;101;Federazione russa;Europa;12
2014/2015;Trieste;3201;Federazione russa;Europa;4
2014/2015;Udine;3001;Federazione russa;Europa;1
2014/2015;Urbino;4101;Federazione russa;Europa;2
2014/2015;Venezia Iuav;2702;Federazione russa;Europa;1
2014/2015;Verona;2301;Federazione russa;Europa;1
2014/2015;Ca' Foscari Venezia;2701;Finlandia;Europa;1
2014/2015;Milano Cattolica;1504;Finlandia;Europa;1
2014/2015;Torino;101;Finlandia;Europa;1
2014/2015;Aosta;701;Francia;Europa;4
2014/2015;Bari;7201;Francia;Europa;3
2014/2015;Bologna;3701;Francia;Europa;5
2014/2015;Bolzano;2101;Francia;Europa;1
2014/2015;Brescia;1701;Francia;Europa;1
2014/2015;Ca' Foscari Venezia;2701;Francia;Europa;2
2014/2015;Catania;8701;Francia;Europa;1
2014/2015;Ferrara;3801;Francia;Europa;1
2014/2015;Firenze;4801;Francia;Europa;17
2014/2015;Genova;1001;Francia;Europa;5
2014/2015;Insubria;1202;Francia;Europa;1
2014/2015;Milano;1501;Francia;Europa;5
2014/2015;Milano Bocconi;1503;Francia;Europa;53
2014/2015;Milano Cattolica;1504;Francia;Europa;16
2014/2015;Milano IULM;1505;Francia;Europa;3
2014/2015;Milano Politecnico;1502;Francia;Europa;2
2014/2015;Napoli Federico II;6301;Francia;Europa;1
2014/2015;Padova;2801;Francia;Europa;1
2014/2015;Parma;3401;Francia;Europa;1
2014/2015;Pavia;1801;Francia;Europa;2
2014/2015;Perugia;5401;Francia;Europa;1
2014/2015;Piemonte Orientale;201;Francia;Europa;1
2014/2015;Pisa;5001;Francia;Europa;1
2014/2015;Reggio Calabria;8001;Francia;Europa;1
2014/2015;Roma La Sapienza;5801;Francia;Europa;16
2014/2015;Roma Luiss;5805;Francia;Europa;14
2014/2015;Roma LUMSA;5803;Francia;Europa;4
2014/2015;Rozzano (MI) Humanitas University;1510;Francia;Europa;1
2014/2015;Salento;7501;Francia;Europa;1
2014/2015;Salerno;6501;Francia;Europa;4
2014/2015;Siena;5201;Francia;Europa;3
2014/2015;Torino;101;Francia;Europa;14
2014/2015;Torino Politecnico;102;Francia;Europa;5
2014/2015;Trieste;3201;Francia;Europa;2
2014/2015;Venezia Iuav;2702;Francia;Europa;2
2014/2015;Bari;7201;Germania;Europa;2
2014/2015;Basilicata;7601;Germania;Europa;1
2014/2015;Bologna;3701;Germania;Europa;4
2014/2015;Bolzano;2101;Germania;Europa;39
2014/2015;Bra Scienze Gastronomiche;401;Germania;Europa;3
2014/2015;Ca' Foscari Venezia;2701;Germania;Europa;2
2014/2015;Cagliari;9201;Germania;Europa;1
2014/2015;Camerino;4302;Germania;Europa;1
2014/2015;Ferrara;3801;Germania;Europa;1
2014/2015;Firenze;4801;Germania;Europa;1
2014/2015;Genova;1001;Germania;Europa;2
2014/2015;Insubria;1202;Germania;Europa;1
2014/2015;Messina;8301;Germania;Europa;1
2014/2015;Milano;1501;Germania;Europa;4
2014/2015;Milano Bicocca;1509;Germania;Europa;1
2014/2015;Milano Bocconi;1503;Germania;Europa;13
2014/2015;Milano Cattolica;1504;Germania;Europa;8
2014/2015;Milano IULM;1505;Germania;Europa;1
2014/2015;Milano Politecnico;1502;Germania;Europa;1
2014/2015;Modena e Reggio Emilia;3601;Germania;Europa;2
2014/2015;Padova;2801;Germania;Europa;1
2014/2015;Parma;3401;Germania;Europa;1
2014/2015;Pavia;1801;Germania;Europa;1
2014/2015;Perugia Stranieri;5403;Germania;Europa;1
2014/2015;Pisa;5001;Germania;Europa;2
2014/2015;Roma La Sapienza;5801;Germania;Europa;7
2014/2015;Roma Luiss;5805;Germania;Europa;5
2014/2015;Roma LUMSA;5803;Germania;Europa;1
2014/2015;Roma San Raffaele - telematica;5816;Germania;Europa;1
2014/2015;Roma Tre;5807;Germania;Europa;3
2014/2015;Roma UNINT;5809;Germania;Europa;1
2014/2015;Salento;7501;Germania;Europa;1
2014/2015;Sannio;6201;Germania;Europa;1
2014/2015;Sassari;9001;Germania;Europa;1
2014/2015;Siena;5201;Germania;Europa;1
2014/2015;Torino;101;Germania;Europa;3
2014/2015;Torino Politecnico;102;Germania;Europa;3
2014/2015;Trento;2201;Germania;Europa;2
2014/2015;Trieste;3201;Germania;Europa;1
2014/2015;Venezia Iuav;2702;Germania;Europa;1
2014/2015;Verona;2301;Germania;Europa;1
2014/2015;Bra Scienze Gastronomiche;401;Gibilterra;Europa;1
2014/2015;Rozzano (MI) Humanitas University;1510;Gibilterra;Europa;1
2014/2015;Bari;7201;Grecia;Europa;3
2014/2015;Bologna;3701;Grecia;Europa;8
2014/2015;Brescia;1701;Grecia;Europa;2
2014/2015;Ca' Foscari Venezia;2701;Grecia;Europa;2
2014/2015;Camerino;4302;Grecia;Europa;9
2014/2015;Chieti e Pescara;6901;Grecia;Europa;11
2014/2015;Ferrara;3801;Grecia;Europa;5
2014/2015;Firenze;4801;Grecia;Europa;5
2014/2015;Genova;1001;Grecia;Europa;3
2014/2015;L'Aquila;6601;Grecia;Europa;1
2014/2015;Marche;4201;Grecia;Europa;6
2014/2015;Milano;1501;Grecia;Europa;6
2014/2015;Milano Bicocca;1509;Grecia;Europa;2
2014/2015;Milano Bocconi;1503;Grecia;Europa;12
2014/2015;Modena e Reggio Emilia;3601;Grecia;Europa;1
2014/2015;Napoli Federico II;6301;Grecia;Europa;1
2014/2015;Napoli Vanvitelli;6306;Grecia;Europa;1
2014/2015;Padova;2801;Grecia;Europa;4
2014/2015;Parma;3401;Grecia;Europa;2
2014/2015;Pavia;1801;Grecia;Europa;1
2014/2015;Perugia;5401;Grecia;Europa;5
2014/2015;Pisa;5001;Grecia;Europa;1
2014/2015;Roma La Sapienza;5801;Grecia;Europa;12
2014/2015;Roma Tre;5807;Grecia;Europa;1
2014/2015;Rozzano (MI) Humanitas University;1510;Grecia;Europa;2
2014/2015;Salento;7501;Grecia;Europa;2
2014/2015;Siena;5201;Grecia;Europa;2
2014/2015;Teramo;6701;Grecia;Europa;1
2014/2015;Torino;101;Grecia;Europa;4
2014/2015;Torino Politecnico;102;Grecia;Europa;2
2014/2015;Trieste;3201;Grecia;Europa;1
2014/2015;Urbino;4101;Grecia;Europa;9
2014/2015;Bologna;3701;Irlanda;Europa;1
2014/2015;Bolzano;2101;Irlanda;Europa;1
2014/2015;Ca' Foscari Venezia;2701;Irlanda;Europa;1
2014/2015;Cassino;6001;Irlanda;Europa;2
2014/2015;Ferrara;3801;Irlanda;Europa;1
2014/2015;Firenze;4801;Irlanda;Europa;1
2014/2015;Milano;1501;Irlanda;Europa;1
2014/2015;Milano Bicocca;1509;Irlanda;Europa;1
2014/2015;Milano San Raffaele;1508;Irlanda;Europa;2
2014/2015;Padova;2801;Irlanda;Europa;2
2014/2015;Pavia;1801;Irlanda;Europa;2
2014/2015;Trento;2201;Irlanda;Europa;1
2014/2015;Udine;3001;Irlanda;Europa;1
2014/2015;Urbino;4101;Irlanda;Europa;1
2014/2015;Siena;5201;Islanda;Europa;1
2014/2015;Bergamo;1601;Jogoslavia;Europa;1
2014/2015;Firenze;4801;Jogoslavia;Europa;1
2014/2015;Genova;1001;Jogoslavia;Europa;1
2014/2015;Bolzano;2101;Kosovo;Europa;1
2014/2015;Ca' Foscari Venezia;2701;Kosovo;Europa;2
2014/2015;Perugia;5401;Kosovo;Europa;1
2014/2015;Trieste;3201;Kosovo;Europa;2
2014/2015;Catania;8701;Lettonia;Europa;1
2014/2015;Macerata;4301;Lettonia;Europa;1
2014/2015;Milano IULM;1505;Lettonia;Europa;1
2014/2015;Novedrate e-Campus - telematica;1301;Lettonia;Europa;1
2014/2015;Bologna;3701;Lituania;Europa;1
2014/2015;Milano;1501;Lituania;Europa;1
2014/2015;Milano Bocconi;1503;Lituania;Europa;2
2014/2015;Padova;2801;Lituania;Europa;1
2014/2015;Pisa;5001;Lituania;Europa;1
2014/2015;Roma La Sapienza;5801;Lituania;Europa;1
2014/2015;Roma UNINT;5809;Lituania;Europa;1
2014/2015;Bari;7201;Lussemburgo;Europa;1
2014/2015;Bologna;3701;Lussemburgo;Europa;1
2014/2015;Insubria;1202;Lussemburgo;Europa;1
2014/2015;Milano Bocconi;1503;Lussemburgo;Europa;1
2014/2015;Milano Politecnico;1502;Lussemburgo;Europa;1
2014/2015;Pisa;5001;Lussemburgo;Europa;1
2014/2015;Bologna;3701;Macedonia del Nord;Europa;1
2014/2015;Calabria;7801;Macedonia del Nord;Europa;1
2014/2015;Genova;1001;Macedonia del Nord;Europa;1
2014/2015;Milano;1501;Macedonia del Nord;Europa;2
2014/2015;Milano Bocconi;1503;Macedonia del Nord;Europa;1
2014/2015;Milano Cattolica;1504;Macedonia del Nord;Europa;1
2014/2015;Milano Politecnico;1502;Macedonia del Nord;Europa;4
2014/2015;Napoli Vanvitelli;6306;Macedonia del Nord;Europa;1
2014/2015;Padova;2801;Macedonia del Nord;Europa;2
2014/2015;Parma;3401;Macedonia del Nord;Europa;1
2014/2015;Torino;101;Macedonia del Nord;Europa;1
2014/2015;Torino Politecnico;102;Macedonia del Nord;Europa;2
2014/2015;Trento;2201;Macedonia del Nord;Europa;1
2014/2015;Udine;3001;Macedonia del Nord;Europa;3
2014/2015;Milano Bocconi;1503;Malta;Europa;1
2014/2015;Roma La Sapienza;5801;Malta;Europa;2
2014/2015;Udine;3001;Malta;Europa;1
2014/2015;Bergamo;1601;Moldova;Europa;2
2014/2015;Bologna;3701;Moldova;Europa;12
2014/2015;Bolzano;2101;Moldova;Europa;1
2014/2015;Brescia;1701;Moldova;Europa;5
2014/2015;Ca' Foscari Venezia;2701;Moldova;Europa;5
2014/2015;Ferrara;3801;Moldova;Europa;3
2014/2015;Firenze;4801;Moldova;Europa;3
2014/2015;Genova;1001;Moldova;Europa;1
2014/2015;Insubria;1202;Moldova;Europa;1
2014/2015;L'Aquila;6601;Moldova;Europa;1
2014/2015;Macerata;4301;Moldova;Europa;1
2014/2015;Milano;1501;Moldova;Europa;10
2014/2015;Milano Bocconi;1503;Moldova;Europa;1
2014/2015;Milano Cattolica;1504;Moldova;Europa;1
2014/2015;Milano IULM;1505;Moldova;Europa;1
2014/2015;Milano Politecnico;1502;Moldova;Europa;1
2014/2015;Modena e Reggio Emilia;3601;Moldova;Europa;2
2014/2015;Napoli L'Orientale;6303;Moldova;Europa;1
2014/2015;Novedrate e-Campus - telematica;1301;Moldova;Europa;2
2014/2015;Padova;2801;Moldova;Europa;10
2014/2015;Parma;3401;Moldova;Europa;4
2014/2015;Pavia;1801;Moldova;Europa;3
2014/2015;Perugia;5401;Moldova;Europa;2
2014/2015;Piemonte Orientale;201;Moldova;Europa;1
2014/2015;Pisa;5001;Moldova;Europa;2
2014/2015;Roma La Sapienza;5801;Moldova;Europa;9
2014/2015;Roma LUMSA;5803;Moldova;Europa;2
2014/2015;Roma Tre;5807;Moldova;Europa;1
2014/2015;Salento;7501;Moldova;Europa;1
2014/2015;Siena;5201;Moldova;Europa;1
2014/2015;Siena Stranieri;5202;Moldova;Europa;1
2014/2015;Torino;101;Moldova;Europa;8
2014/2015;Trento;2201;Moldova;Europa;3
2014/2015;Trieste;3201;Moldova;Europa;5
2014/2015;Udine;3001;Moldova;Europa;1
2014/2015;Verona;2301;Moldova;Europa;10
2014/2015;Genova;1001;Monaco;Europa;1
2014/2015;Bari;7201;Montenegro;Europa;13
2014/2015;Bari Politecnico;7202;Montenegro;Europa;2
2014/2015;Bologna;3701;Montenegro;Europa;1
2014/2015;Ca' Foscari Venezia;2701;Montenegro;Europa;1
2014/2015;Camerino;4302;Montenegro;Europa;1
2014/2015;Firenze;4801;Montenegro;Europa;1
2014/2015;Milano Cattolica;1504;Montenegro;Europa;2
2014/2015;Milano Politecnico;1502;Montenegro;Europa;3
2014/2015;Padova;2801;Montenegro;Europa;1
