STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,ACTIVITY,Economic activity,SECTOR,Institutional sector,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-01,,62.42563,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-02,,62.42563,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-03,,62.42563,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-04,,62.60373,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-05,,62.60373,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-06,,62.60373,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-07,,62.87089,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-08,,62.87089,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-09,,62.87089,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-10,,63.13805,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-11,,63.2271,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1997-12,,63.2271,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-01,,63.31615,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-02,,63.31615,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-03,,64.20667,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-04,,64.38478,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-05,,64.38478,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-06,,64.38478,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-07,,64.47383,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-08,,64.83004,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-09,,64.83004,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-10,,65.0972,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-11,,65.0972,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1998-12,,65.0972,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-01,,65.36436,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-02,,65.36436,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-03,,65.36436,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-04,,65.54246,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-05,,65.54246,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-06,,65.45341,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-07,,66.16582,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-08,,66.16582,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-09,,66.25488,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-10,,66.34393,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-11,,66.34393,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1999-12,,66.34393,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-01,,66.52203,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-02,,66.52203,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-03,,66.52203,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-04,,67.05634,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-05,,67.23445,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-06,,67.41255,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-07,,67.41255,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-08,,67.50161,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-09,,67.50161,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-10,,67.50161,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-11,,67.50161,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2000-12,,67.59066,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-01,,67.76876,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-02,,67.94687,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-03,,67.94687,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-04,,68.12497,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-05,,68.12497,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-06,,68.21403,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-07,,68.92645,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-08,,68.92645,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-09,,68.92645,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-10,,69.0155,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-11,,69.10455,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2001-12,,69.10455,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-01,,69.1936,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-02,,69.1936,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-03,,70.08412,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-04,,70.35128,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-05,,70.35128,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-06,,70.52938,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-07,,70.52938,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-08,,70.52938,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-09,,70.61844,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-10,,70.97465,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-11,,70.97465,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2002-12,,70.97465,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-01,,71.2418,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-02,,71.33086,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-03,,71.33086,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-04,,71.59801,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-05,,71.59801,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-06,,71.68707,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-07,,72.84474,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-08,,72.84474,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-09,,72.93379,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-10,,72.93379,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-11,,72.93379,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2003-12,,72.93379,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2004-01,,73.02285,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2004-02,,73.73527,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2004-03,,73.73527,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,ITA,Italy,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,M,Monthly,2004-04,,74.26958,,2015,,A,Normal value,0,Units,2,Two
