ANNO_ACCADEMICO;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;16;Puglia;1600;ADISU Puglia;072403072030;"Conservatorio ''Nino Rota"" di Monopoli (Ba)";AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;40;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;072403072030;"Conservatorio ''Nino Rota"" di Monopoli (Ba)";AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;30;9;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;072403072030;"Conservatorio ''Nino Rota"" di Monopoli (Ba)";AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);29;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;1;Borse di studio - N° domande;42;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);31;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);31;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;1;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;1;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;1;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;1;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;1;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);1;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;15;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;14;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;2;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;073401073027;"Conservatorio statale ''Giovanni Paisiello"" di Taranto";AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);15;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;1;Borse di studio - N° domande;7126;100;3;10
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;2;Borse di studio - N° idonei (beneficiari e non beneficiari);5661;56;2;6
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);5661;56;2;6
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;6;Mobilità internazionale - N° domande contributi;150;9;1;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;7;Mobilità internazionale - N° contributi concessi;116;5;1;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;8;Mobilità internazionale - N° complessivo di mesi in mobilità;772;34;6;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;785;50;1;2
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;444;18;0;1
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;444;18;0;1
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;387;7;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;3998;29;2;5
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;1276;20;0;1
2024-2025 ;16;Puglia;1600;ADISU Puglia;07501;Università del Salento;Ateneo;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);2259;10;0;0
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;1;Borse di studio - N° domande;317;2;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);255;2;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);255;2;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;6;Mobilità internazionale - N° domande contributi;4;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;7;Mobilità internazionale - N° contributi concessi;4;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;13;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;50;1;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;30;1;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;30;1;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;16;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;152;1;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;87;1;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075101075035;Accademia di Belle Arti di Lecce;AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);64;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;1;Borse di studio - N° domande;106;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);76;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);76;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;6;Mobilità internazionale - N° domande contributi;2;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;8;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;4;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;4;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;4;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;60;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;12;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;075402075035;"Conservatorio ''Tito Schipa"" di Lecce";AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);9;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;1;Borse di studio - N° domande;93;2;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;2;Borse di studio - N° idonei (beneficiari e non beneficiari);75;2;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);75;2;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;6;Mobilità internazionale - N° domande contributi;2;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;7;Mobilità internazionale - N° contributi concessi;2;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;8;Mobilità internazionale - N° complessivo di mesi in mobilità;10;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;5;1;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;2;0;;
