Year,Series,Subject,Region,Local authority,Sex,Ethnicity,Ethnic group,Special educational needs (SEN) status,Disadvantaged status,Free school meal status,First language,Unit measure,Observation status,GeoCode,Value
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Sefton,,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Female,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,St. Helens,,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Female,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Stockport,,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Female,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Tameside,,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Female,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Trafford,,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,Mixed,,,,,,Percentage (%),Missing value,E12000002,
