codice_ente,data_inizio,data_fine,codice_fiscale,denominazione,codice_regione,codice_provincia,codice_comune,sottocomparto
018568555,2024-11-04,9999-12-31,91021300313,ISTITUTO COMPRENSIVO GIOVANNI PASCOLI,002,031,N.A.,ENTI_VOL_FIN_IS
018568567,2023-12-07,9999-12-31,91021420319,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE COSSAR - LEONARDO DA VINCI,007,031,N.A.,ENTI_VOL_FIN_IS
018568569,2024-07-05,9999-12-31,91021440317,ISTITUTO SUPERIORE STATALE SIMON GREGORCIC (L.SLOVENA),007,031,N.A.,ENTI_VOL_FIN_IS
018572849,2023-11-10,9999-12-31,91066040337,ISTITUTO COMPRENSIVO E. CARELLA,033,033,N.A.,ENTI_VOL_FIN_IS
018600991,2024-05-30,9999-12-31,90038920402,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE - MARIE CURIE,045,040,N.A.,ENTI_VOL_FIN_IS
018631034,2026-03-17,9999-12-31,90016190481,ISTITUTO COMPRENSIVO STEFANO CATANI,002,048,N.A.,ENTI_VOL_FIN_IS
018632488,2025-12-05,9999-12-31,94076180481,ISTITUTO COMPRENSIVO ERNESTO BALDUCCI,015,048,N.A.,ENTI_VOL_FIN_IS
018647939,2025-02-03,9999-12-31,92041670537,POLO TECNOLOGICO MANETTI - PORCIATTI,011,053,N.A.,ENTI_VOL_FIN_IS
018734806,2025-09-29,9999-12-31,91019970671,ISTITUTO COMPRENSIVO NERETO - S.OMERO,031,067,N.A.,ENTI_VOL_FIN_IS
018734950,2025-03-03,9999-12-31,92024400670,ISTITUTO COMPRENSIVO STATALE VALLE DEL FINO,013,067,N.A.,ENTI_VOL_FIN_IS
020972067,2025-10-17,9999-12-31,90108060279,ISTITUTO COMPRENSIVO STATALE GALILEO GALILEI - MARTINI,037,027,N.A.,ENTI_VOL_FIN_IS
020972856,2025-04-04,9999-12-31,90142270736,ISTITUTO DI ISTRUZIONE SUPERIORE QUINTO ORAZIO FLACCO,003,073,N.A.,ENTI_VOL_FIN_IS
020974967,2025-04-04,9999-12-31,91014190176,ISTITUTO COMPRENSIVO GIULIO BEVILACQUA,046,017,N.A.,ENTI_VOL_FIN_IS
023204241,2020-05-01,9999-12-31,01944590221,ISTITUTO DI FORMAZIONE PROFESSIONALE SANDRO PERTINI SERVIZI ALLA PERSONA E DEL LEGNO,205,022,N.A.,ENTI_VOL_FIN_IS
019075714,2025-04-11,9999-12-31,91067060599,ISTITUTO COMPRENSIVO L. DA VINCI E ROCCASECCA VOLSCI,029,059,N.A.,ENTI_VOL_FIN_IS
019076301,2023-03-29,9999-12-31,91013590921,ISTITUTO COMPRENSIVO E. PUXEDDU VILLASOR,071,118,N.A.,ENTI_VOL_FIN_IS
019076390,2020-05-01,9999-12-31,91012240221,ISTITUTO COMPRENSIVO PREDAZZO-TESERO-PANCHIA'-ZIANO,147,022,N.A.,ENTI_VOL_FIN_IS
019076394,2020-05-01,9999-12-31,91012250220,SCUOLA LADINA DI FASSA,250,022,N.A.,ENTI_VOL_FIN_IS
019076542,2024-01-10,9999-12-31,91005710917,ISTITUTO DI ISTRUZIONE SUPERIORE DI TORTOLI,017,116,N.A.,ENTI_VOL_FIN_IS
019076552,2025-03-03,9999-12-31,91005260202,ISTITUTO COMPRENSIVO IL MILIONE,065,020,N.A.,ENTI_VOL_FIN_IS
019076554,2024-04-22,9999-12-31,91005270201,ISTITUTO COMPRENSIVO SUZZARA 1 MARGHERITA HACK,065,020,N.A.,ENTI_VOL_FIN_IS
019092235,2026-04-10,9999-12-31,92018540630,ISTITUTO COMPRENSIVO STATALE G. CARDUCCI,042,063,N.A.,ENTI_VOL_FIN_IS
019098739,2024-07-15,9999-12-31,99003200781,ISTITUTO COMPRENSIVO TORANO CASTELLO - SAN MARTINO DI FINITA - CERZETO,148,078,N.A.,ENTI_VOL_FIN_IS
019099203,2025-02-03,9999-12-31,97272320157,ISTITUTO COMPRENSIVO G. DEZZA,140,015,N.A.,ENTI_VOL_FIN_IS
019099204,2024-07-11,9999-12-31,97272330156,ISTITUTO COMPRENSIVO PAOLO FRISI,140,015,N.A.,ENTI_VOL_FIN_IS
019740200,2024-08-01,9999-12-31,93528430155,ISTITUTO COMPRENSIVO VIA LAMARMORA DI LAINATE,116,015,N.A.,ENTI_VOL_FIN_IS
019742113,2025-04-04,9999-12-31,94050340275,ISTITUTO SUPERIORE BENEDETTI TOMMASEO,042,027,N.A.,ENTI_VOL_FIN_IS
019745927,2024-11-15,9999-12-31,95018790584,LICEO SCIENTIFICO STATALE ASCANIO LANDI,111,058,N.A.,ENTI_VOL_FIN_IS
019749460,2023-03-29,2024-09-30,96013460637,SCUOLA SECONDARIA STATALE DI I GRADO GIACINTO DIANO,060,063,N.A.,ENTI_VOL_FIN_IS
019749473,2024-07-05,9999-12-31,96013520794,LICEO SCIENTIFICO G.BERTO,047,102,N.A.,ENTI_VOL_FIN_IS
019749501,2024-07-01,9999-12-31,96013670631,DIREZIONE DIDATTICA STATALE II CIRCOLO QUARTO,063,063,N.A.,ENTI_VOL_FIN_IS
019751550,2023-12-04,9999-12-31,97168730824,ISTITUTO COMPRENSIVO BEATO DON PINO PUGLISI,080,082,N.A.,ENTI_VOL_FIN_IS
019751603,2025-12-05,9999-12-31,97169260821,ISTITUTO COMPRENSIVO CIMINNA - DON RIZZO,030,082,N.A.,ENTI_VOL_FIN_IS
020986701,2024-12-12,9999-12-31,91234980372,ISTITUTO COMPRENSIVO 1 DECIMA PERSICETO,053,037,N.A.,ENTI_VOL_FIN_IS
020986713,2025-05-26,9999-12-31,91235100376,ISTITUTO COMPRENSIVO CRESPELLANO,061,037,N.A.,ENTI_VOL_FIN_IS
020986745,2024-12-12,9999-12-31,91235430377,ISTITUTO COMPRENSIVO 2 SAN GIOVANNI IN PERSICETO,053,037,N.A.,ENTI_VOL_FIN_IS
020988776,2023-03-29,9999-12-31,92016770585,ISTITUTO COMPRENSIVO GIOVANNI FALCONE,046,058,N.A.,ENTI_VOL_FIN_IS
021010133,2024-03-08,9999-12-31,94007010179,ISTITUTO COMPRENSIVO DI CALVISANO,034,017,N.A.,ENTI_VOL_FIN_IS
021010135,2025-09-29,9999-12-31,94007030177,ISTITUTO OMNICOMPRENSIVO REMEDELLO - BONSIGNORI,160,017,N.A.,ENTI_VOL_FIN_IS
012511814,2024-07-05,9999-12-31,80209830589,LICEO SCIENTIFICO STATALE IGNAZIO VIAN,013,058,N.A.,ENTI_VOL_FIN_IS
012511895,2024-09-30,9999-12-31,80213970587,LICEO CLASSICO STATALE SPERIMENTALE BERTRAND RUSSELL,091,058,N.A.,ENTI_VOL_FIN_IS
012512262,2024-07-07,9999-12-31,80233190588,ISTITUTO COMPRENSIVO M.CALDERINI - G. TUCCIMEI,091,058,N.A.,ENTI_VOL_FIN_IS
012512293,2023-03-29,9999-12-31,80234310581,ISTITUTO COMPRENSIVO LIDO DEL FARO,120,058,N.A.,ENTI_VOL_FIN_IS
012512390,2024-07-22,9999-12-31,80240330581,LICEO CLASSICO STATALE ENNIO QUIRINO VISCONTI,091,058,N.A.,ENTI_VOL_FIN_IS
012512466,2020-11-13,9999-12-31,80243410588,LICEO GINNASIO STATALE LUCIANO MANARA,091,058,N.A.,ENTI_VOL_FIN_IS
012512671,2025-01-03,9999-12-31,80253350583,LICEO SCIENTIFICO STATALE C. CAVOUR,091,058,N.A.,ENTI_VOL_FIN_IS
011142239,2024-07-27,9999-12-31,83001350848,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE T. FAZELLO,041,084,N.A.,ENTI_VOL_FIN_IS
011100720,2026-01-19,9999-12-31,91153540371,ISTITUTO COMPRENSIVO DI SAN PIETRO IN CASALE,055,037,N.A.,ENTI_VOL_FIN_IS
011100732,2026-01-19,9999-12-31,92028510854,ISTITUTO COMPRENSIVO SANTA CATERINA - RESUTTANO,017,085,N.A.,ENTI_VOL_FIN_IS
011141382,2025-09-29,9999-12-31,82002070843,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE UGO FOSCOLO,011,084,N.A.,ENTI_VOL_FIN_IS
011135847,2026-03-02,9999-12-31,80002410696,LICEO STATALE FILIPPO MASCI CHIETI,022,069,N.A.,ENTI_VOL_FIN_IS
011137987,2020-05-01,9999-12-31,80013190220,LICEO SCIENTIFICO GALILEO GALILEI DI TRENTO,205,022,N.A.,ENTI_VOL_FIN_IS
011097440,2024-07-05,9999-12-31,82002470290,ISTITUTO COMPRENSIVO BADIA POLESINE - TRECENTA,004,029,N.A.,ENTI_VOL_FIN_IS
011097451,2022-12-14,9999-12-31,82003850144,ISTITUTO COMPRENSIVO DI TRAONA,069,014,N.A.,ENTI_VOL_FIN_IS
011097558,2022-07-14,9999-12-31,83003730062,ISTITUTO COMPRENSIVO ARQUATA SCRIVIA - VIGNOLE BORBERA,009,006,N.A.,ENTI_VOL_FIN_IS
011097582,2025-03-03,9999-12-31,84002650764,ISTITUTO COMPRENSIVO STATALE C. GENNARI,044,076,N.A.,ENTI_VOL_FIN_IS
011097611,2024-07-29,9999-12-31,85003310183,ISTITUTO COMPRENSIVO GIULIO E GIUSEPPE ROBECCHI,068,018,N.A.,ENTI_VOL_FIN_IS
011097636,2025-04-04,9999-12-31,86002300787,ISTITUTO COMPRENSIVO BELMONTE CALABRO,013,078,N.A.,ENTI_VOL_FIN_IS
011097694,2024-05-30,9999-12-31,90007890701,ISTITUTO COMPRENSIVO JOHN DEWEY,069,070,N.A.,ENTI_VOL_FIN_IS
011097739,2024-07-01,9999-12-31,90028640408,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE LEONARDO DA VINCI,008,040,N.A.,ENTI_VOL_FIN_IS
011097842,2026-01-19,9999-12-31,91153370373,ISTITUTO COMPRENSIVO N.3 LAME,006,037,N.A.,ENTI_VOL_FIN_IS
011097843,2025-04-04,9999-12-31,91153580377,ISTITUTO COMPRENSIVO DI PIEVE DI CENTO,048,037,N.A.,ENTI_VOL_FIN_IS
011097920,2024-02-23,9999-12-31,92050240370,ISTITUTO COMPRENSIVO SALVO D'ACQUISTO,027,037,N.A.,ENTI_VOL_FIN_IS
011097932,2023-04-24,9999-12-31,92517390156,ISTITUTO COMPRENSIVO DUCA DEGLI ABRUZZI DI BORGHETTO LODIGIANO,004,098,N.A.,ENTI_VOL_FIN_IS
011097963,2023-03-29,9999-12-31,93014290915,ISTITUTO COMPRENSIVO STATALE E.D'ARBOREA - TORPE,053,114,N.A.,ENTI_VOL_FIN_IS
011097965,2025-02-03,9999-12-31,93014450915,ISTITUTO COMPRENSIVO STATALE BUDONI - SAN TEODORO,009,113,N.A.,ENTI_VOL_FIN_IS
011098070,2026-04-10,9999-12-31,94092190639,ISTITUTO COMPRENSIVO STATALE SALVATORE QUASIMODO,030,063,N.A.,ENTI_VOL_FIN_IS
011098085,2024-04-05,9999-12-31,94566360155,ISTITUTO STATALE COMPRENSIVO AD ORDINAMENTO MUSICALE,081,015,N.A.,ENTI_VOL_FIN_IS
011098239,2024-12-12,9999-12-31,97119160154,ISTITUTO COMPRENSIVO VIA SCIALOIA,146,015,N.A.,ENTI_VOL_FIN_IS
011099225,2024-09-30,9999-12-31,81003130176,ISTITUTO COMPRENSIVO ESINE,070,017,N.A.,ENTI_VOL_FIN_IS
011099259,2024-09-30,9999-12-31,83011470156,ISTITUTO COMPRENSIVO VIA PACE,027,108,N.A.,ENTI_VOL_FIN_IS
011099268,2024-07-18,9999-12-31,80011190347,ISTITUTO COMPRENSIVO G. MICHELI,027,034,N.A.,ENTI_VOL_FIN_IS
011099317,2024-07-05,9999-12-31,83000760369,ISTITUTO SECONDARIO DI I GRADO MONTECUCCOLI,030,036,N.A.,ENTI_VOL_FIN_IS
011099325,2026-03-02,9999-12-31,80010970368,ISTITUTO COMPRENSIVO CASTELVETRO,008,036,N.A.,ENTI_VOL_FIN_IS
011099339,2024-11-04,9999-12-31,81004130316,ISTITUTO COMPRENSIVO DOBERDO' IN LINGUA SLOVENA,003,031,N.A.,ENTI_VOL_FIN_IS
011100490,2025-05-05,9999-12-31,80003800598,ISTITUTO COMPRENSIVO MILANI,032,059,N.A.,ENTI_VOL_FIN_IS
011100665,2025-07-28,9999-12-31,81001730282,ISTITUTO COMPRENSIVO DI SAN MARTINO DI LUPARI,077,028,N.A.,ENTI_VOL_FIN_IS
011100670,2025-10-17,9999-12-31,81004350286,ISTITUTO TECNICO ECONOMICO TECNOLOGICO GIACINTO GIRARDI,032,028,N.A.,ENTI_VOL_FIN_IS
011100677,2025-07-28,9999-12-31,82001820545,ISTITUTO PROFESSIONALE E. ORFINI,018,054,N.A.,ENTI_VOL_FIN_IS
011100688,2023-03-29,9999-12-31,90007190342,ISTITUTO COMPRENSIVO DI BEDONIA,003,034,N.A.,ENTI_VOL_FIN_IS
011100689,2025-03-24,9999-12-31,90008170335,ISTITUTO COMPRENSIVO STATALE DI LUGAGNANO VAL D'ARDA,026,033,N.A.,ENTI_VOL_FIN_IS
000711168,2025-03-03,9999-12-31,80023560636,ISTITUTO COMPRENSIVO NICOLA ROMEO,021,063,N.A.,ENTI_VOL_FIN_IS
000707695,2024-11-30,9999-12-31,80012030427,ISTITUTO DI ISTRUZIONE SUPERIORE LAENG - MEUCCI,034,042,N.A.,ENTI_VOL_FIN_IS
000702315,2024-04-29,9999-12-31,80004460814,"ISTITUTO ISTRUZIONE SECONDARIA SUPERIORE """"L. DA VINCI"""" TRAPANI",021,081,N.A.,ENTI_VOL_FIN_IS
000702480,2024-11-04,9999-12-31,80004680338,ISTITUTO SUPERIORE G. RAINERI,032,033,N.A.,ENTI_VOL_FIN_IS
000705392,2026-04-10,9999-12-31,80008290936,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE LINO ZANUSSI,033,093,N.A.,ENTI_VOL_FIN_IS
000700107,2025-05-06,9999-12-31,80001970252,ISTITUTO DI ISTRUZIONE SUPERIORE SEGATO,006,025,N.A.,ENTI_VOL_FIN_IS
000706971,2024-04-15,9999-12-31,80010700260,LICEO ARTISTICO STATALE DI TREVISO,086,026,N.A.,ENTI_VOL_FIN_IS
000706408,2024-06-16,9999-12-31,80009820285,ISTITUTO TECNICO INDUSTRIALE ITI MARCONI PADOVA,060,028,N.A.,ENTI_VOL_FIN_IS
000702169,2025-04-01,9999-12-31,80004290419,ISTITUTO PROFESSIONALE DI STATO PER L'INDUSTRIA E L'ARTIGIANATO G. BENELLI,044,041,N.A.,ENTI_VOL_FIN_IS
000712216,2024-07-01,9999-12-31,80031940168,ISTITUTO STATALE D'ISTRUZIONE SUPERIORE GIULIO NATTA,024,016,N.A.,ENTI_VOL_FIN_IS
000712975,2026-02-18,9999-12-31,80043970104,ISTITUTO DI ISTRUZIONE SUPERIORE GASTALDI - ABBA,025,010,N.A.,ENTI_VOL_FIN_IS
000713119,2024-09-23,9999-12-31,80047910106,LICEO ARTISTICO STATALE LAS PAUL KLEE - NICOLO' BARABINO,025,010,N.A.,ENTI_VOL_FIN_IS
029360202,2025-01-01,9999-12-31,91142600401,ISTITUTO COMPRENSIVO STATALE XX SETTEMBRE,014,099,N.A.,ENTI_VOL_FIN_IS
029386729,2025-01-02,9999-12-31,93049110252,ISTITUTO COMPRENSIVO 1 BELLUNO,006,025,N.A.,ENTI_VOL_FIN_IS
029389644,2024-10-01,9999-12-31,91143450400,ISTITUTO COMPRENSIVO STATALE ALIGHIERI,014,099,N.A.,ENTI_VOL_FIN_IS
029390690,2026-03-02,9999-12-31,96069460184,ISTITUTO COMPRENSIVO DI VIA ACERBI,110,018,N.A.,ENTI_VOL_FIN_IS
029393165,2024-02-23,9999-12-31,91360430374,ISTITUTO COMPRENSIVO N.21 BOLOGNA,006,037,N.A.,ENTI_VOL_FIN_IS
029396725,2024-11-04,9999-12-31,96035990173,ISTITUTO COMPRENSIVO VALTENESI,102,017,N.A.,ENTI_VOL_FIN_IS
029396987,2025-07-28,9999-12-31,97771210016,ISTITUTO COMPRENSIVO STATALE AMEDEO PEYRON - RE UMBERTO I,272,001,N.A.,ENTI_VOL_FIN_IS
029396988,2024-04-29,9999-12-31,97771220015,ISTITUTO COMPRENSIVO STATALE VITTORINO DA FELTRE,272,001,N.A.,ENTI_VOL_FIN_IS
029397937,2024-03-08,9999-12-31,93055700194,ISTITUTO COMPRENSIVO STATALE CREMONA UNO,036,019,N.A.,ENTI_VOL_FIN_IS
029398906,2025-07-28,9999-12-31,92080690396,ISTITUTO COMPRENSIVO STATALE RANDI,014,039,N.A.,ENTI_VOL_FIN_IS
029399395,2024-07-11,9999-12-31,91014910201,ISTITUTO COMPRENSIVO VIADANA VANONI,066,020,N.A.,ENTI_VOL_FIN_IS
029399411,2024-11-25,9999-12-31,93056730638,ISTITUTO COMPRENSIVO 2 DE FILIPPO - VICO,005,063,N.A.,ENTI_VOL_FIN_IS
030540227,2024-05-01,9999-12-31,90024320773,ISTITUTO COMPRENSIVO PITAGORA,003,077,N.A.,ENTI_VOL_FIN_IS
030540228,2025-12-05,9999-12-31,90024330772,ISTITUTO COMPRENSIVO VALSINNI - TURSI,030,077,N.A.,ENTI_VOL_FIN_IS
030540229,2024-08-01,9999-12-31,90024340771,ISTITUTO DI ISTRUZIONE SUPERIORE BERNALDA FERRANDINA,003,077,N.A.,ENTI_VOL_FIN_IS
000713200,2025-05-26,9999-12-31,80049790100,ISTITUTO PROFESSIONALE STATALE PER L'ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA M. POLO,025,010,N.A.,ENTI_VOL_FIN_IS
026044547,2024-01-10,9999-12-31,91011520201,ISTITUTO COMPRENSIVO STATALE MATILDE DI CANOSSA,055,020,N.A.,ENTI_VOL_FIN_IS
026053239,2025-07-18,9999-12-31,93042570635,LICEO STATALE N. BRAUCCI,011,063,N.A.,ENTI_VOL_FIN_IS
026078354,2024-01-01,9999-12-31,92150850342,LICEO SCIENTIFICO - MUSICALE - SPORTIVO ATTILIO BERTOLUCCI,027,034,N.A.,ENTI_VOL_FIN_IS
026078732,2024-04-22,9999-12-31,93015970580,ISTITUTO COMPRENSIVO RITA LEVI MONTALCINI,114,058,N.A.,ENTI_VOL_FIN_IS
026084044,2024-07-24,9999-12-31,90023670616,ISTITUTO COMPRENSIVO LUCA TOZZI,037,061,N.A.,ENTI_VOL_FIN_IS
026111852,2026-03-02,9999-12-31,97505070157,ISTITUTO COMPRENSIVO LOCATELLI - QUASIMODO,146,015,N.A.,ENTI_VOL_FIN_IS
026112441,2026-03-17,9999-12-31,93118320428,ISTITUTO COMPRENSIVO MARIA MONTESSORI - RITA LEVI - MONTALCINI,014,042,N.A.,ENTI_VOL_FIN_IS
026113813,2024-07-18,9999-12-31,97505190153,ISTITUTO COMPRENSIVO ILARIA ALPI,146,015,N.A.,ENTI_VOL_FIN_IS
026115764,2023-04-24,9999-12-31,97505860151,ISTITUTO COMPRENSIVO STATALE IQBAL MASIH,146,015,N.A.,ENTI_VOL_FIN_IS
030542852,2024-11-25,9999-12-31,90042400946,CENTRO PROVINCIALE ISTRUZIONE ADULTI ISERNIA,023,094,N.A.,ENTI_VOL_FIN_IS
030546373,2024-07-11,9999-12-31,90087920634,ISTITUTO COMPRENSIVO GIAN BATTISTA DELLA PORTA,086,063,N.A.,ENTI_VOL_FIN_IS
030546470,2024-05-30,9999-12-31,90088810081,CPIA PROVINCIA DI IMPERIA,031,008,N.A.,ENTI_VOL_FIN_IS
030546933,2023-03-20,9999-12-31,90102140721,CENTRO PROVINCIALE PER L'ISTRUZIONE DEGLI ADULTI GINO STRADA,001,110,N.A.,ENTI_VOL_FIN_IS
030548261,2026-03-17,9999-12-31,90235690733,ISTITUTO DI ISTRUZIONE SUPERIORE PRINCIPESSA MARIA PIA,027,073,N.A.,ENTI_VOL_FIN_IS
030550035,2023-03-20,9999-12-31,91025590927,CPIA 2 SERRAMANNA-ORISTANO,018,117,N.A.,ENTI_VOL_FIN_IS
030552696,2024-07-11,9999-12-31,91052780797,CENTRO PROVINCIALE ISTRUZIONE ADULTI CROTONE,010,101,N.A.,ENTI_VOL_FIN_IS
030554624,2024-11-25,9999-12-31,91087200118,CENTRO PROVINCIALE PER L'ISTRUZIONE DEGLI ADULTI LA SPEZIA,015,011,N.A.,ENTI_VOL_FIN_IS
030557332,2024-03-19,9999-12-31,91171510356,CPIA REGGIO NORD,020,035,N.A.,ENTI_VOL_FIN_IS
030557726,2024-09-30,9999-12-31,91378910375,CPIA CASTIGLIONE D.P. - VERGATO,015,037,N.A.,ENTI_VOL_FIN_IS
030557728,2024-04-22,9999-12-31,91378930373,ISTITUTO COMPRENSIVO N.22 BOLOGNA,006,037,N.A.,ENTI_VOL_FIN_IS
030558702,2025-12-05,9999-12-31,91587340158,ISTITUTO DI ISTRUZIONE SUPERIORE ARGENTIA - MAJORANA,108,015,N.A.,ENTI_VOL_FIN_IS
030560840,2024-02-01,9999-12-31,92040000884,ISTITUTO D'ISTRUZIONE SUPERIORE G.B. VICO-UMBERTO I-R. GAGLIARDI,009,088,N.A.,ENTI_VOL_FIN_IS
030561354,2026-03-17,9999-12-31,92049490631,ISTITUTO COMPRENSIVO STATALE B. COZZOLINO - L. D'AVINO,066,063,N.A.,ENTI_VOL_FIN_IS
030564024,2025-02-03,9999-12-31,92071940701,CPIA MAESTRO ALBERTO MANZI,059,070,N.A.,ENTI_VOL_FIN_IS
030564179,2024-02-01,9999-12-31,92072640136,ISTITUTO DI ISTRUZIONE SUPERIORE MEDARDO ROSSO,042,097,N.A.,ENTI_VOL_FIN_IS
000715634,2024-10-21,9999-12-31,80195290582,ISTITUTO TECNICO INDUSTRIALE STATALE E. FERMI,091,058,N.A.,ENTI_VOL_FIN_IS
000716685,2026-04-10,9999-12-31,81000470849,LICEO CLASSICO STATALE VINCENZO LINARES,021,084,N.A.,ENTI_VOL_FIN_IS
032441972,2023-03-20,9999-12-31,90014930383,ISTITUTO COMPRENSIVO TERRE DEL RENO,028,038,N.A.,ENTI_VOL_FIN_IS
032442031,2025-07-28,9999-12-31,90019750679,ISTITUTO DI ISTRUZIONE SUPERIORE ADONE ZOLI,004,067,N.A.,ENTI_VOL_FIN_IS
032442049,2026-04-10,9999-12-31,90022300827,ISTITUTO DI ISTRUZIONE SUPERIORE G. D' ALESSANDRO,006,082,N.A.,ENTI_VOL_FIN_IS
032442525,2024-03-08,9999-12-31,90043150714,LICEO ZINGARELLI - SACRO CUORE CERIGNOLA,020,071,N.A.,ENTI_VOL_FIN_IS
032443588,2023-04-24,9999-12-31,90111850724,ISTITUTO TECNICO ECONOMICO E TECNOLOGICO CASSANDRO FERMI NERVI,002,110,N.A.,ENTI_VOL_FIN_IS
032444846,2024-02-23,9999-12-31,91055130701,ISTITUTO COMPRENSIVO M. BRIGIDA - V. CUOCO,078,070,N.A.,ENTI_VOL_FIN_IS
032444847,2024-11-04,9999-12-31,91055140700,ISTITUTO COMPRENSIVO SCHWEITZER,078,070,N.A.,ENTI_VOL_FIN_IS
032444848,2023-07-10,9999-12-31,91055150709,ISTITUTO COMPRENSIVO ACHILLE PACE- GIOVANNI PAOLO II,078,070,N.A.,ENTI_VOL_FIN_IS
032448481,2024-09-01,9999-12-31,92523300017,ISTITUTO COMPRENSIVO STATALE VALPERGA,287,001,N.A.,ENTI_VOL_FIN_IS
032449186,2024-02-23,9999-12-31,93075600200,ISTITUTO COMPRENSIVO MARCARIA - SABBIONETA,031,020,N.A.,ENTI_VOL_FIN_IS
032449559,2025-06-23,9999-12-31,93101890668,ISTITUTO COMPRENSIVO STATALE DI CELANO,032,066,N.A.,ENTI_VOL_FIN_IS
032454705,2024-07-16,9999-12-31,97343610826,ISTITUTO COMPRENSIVO MANERI - INGRASSIA - DON MILANI,053,082,N.A.,ENTI_VOL_FIN_IS
026319531,2024-01-10,9999-12-31,97567620584,ISTITUTO COMPRENSIVO RITA LEVI MONTALCINI,091,058,N.A.,ENTI_VOL_FIN_IS
026321613,2025-01-02,9999-12-31,93043790257,ISTITUTO DI ISTRUZIONE SUPERIORE GALILEI - TIZIANO,006,025,N.A.,ENTI_VOL_FIN_IS
026321657,2026-02-18,9999-12-31,93043800254,ISTITUTO COMPRENSIVO A. PERTILE,001,025,N.A.,ENTI_VOL_FIN_IS
026322645,2024-02-23,9999-12-31,91313540378,ISTITUTO COMPRENSIVO N.17 GANDINO GUIDI,006,037,N.A.,ENTI_VOL_FIN_IS
026323700,2023-09-28,9999-12-31,90019150177,ISTITUTO COMPRENSIVO DI EDOLO,068,017,N.A.,ENTI_VOL_FIN_IS
026323719,2024-03-19,9999-12-31,96030340176,ISTITUTO COMPRENSIVO - G. BERTOLOTTI - GAVARDO,077,017,N.A.,ENTI_VOL_FIN_IS
032929699,2023-06-09,9999-12-31,91045840344,ISTITUTO COMPRENSIVO DI FIDENZA,014,034,N.A.,ENTI_VOL_FIN_IS
032930940,2024-08-01,9999-12-31,92059320413,"ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E DELLA RISTORAZIONE """"S.MARTA",044,041,N.A.,ENTI_VOL_FIN_IS
032932266,2025-09-29,9999-12-31,93076680631,ISTITUTO SUPERIORE CARLO ALBERTO DALLA CHIESA,002,063,N.A.,ENTI_VOL_FIN_IS
032932531,2025-09-29,9999-12-31,93105540665,ISTITUTO COMPRENSIVO GIUSEPPE MAZZINI,049,066,N.A.,ENTI_VOL_FIN_IS
032932534,2025-10-31,9999-12-31,93105570662,ISTITUTO COMPRENSIVO T. PATINI,049,066,N.A.,ENTI_VOL_FIN_IS
032932592,2025-10-31,9999-12-31,93117040613,ISTITUTO COMPRENSIVO P. GIANNONE - E. DE AMICIS,022,061,N.A.,ENTI_VOL_FIN_IS
032932593,2024-05-01,9999-12-31,93117050612,ISTITUTO COMPRENSIVO L. DA VINCI - LORENZINI,022,061,N.A.,ENTI_VOL_FIN_IS
032934013,2025-12-05,9999-12-31,95182800656,ISTITUTO COMPRENSIVO MEDAGLIE D'ORO,116,065,N.A.,ENTI_VOL_FIN_IS
032991390,2020-10-19,9999-12-31,94047190221,ISTITUTO COMPRENSIVO DI BRENTONICO,025,022,N.A.,ENTI_VOL_FIN_IS
032991391,2020-10-19,9999-12-31,90018790221,ISTITUTO DI FORMAZIONE PROFESSIONALE ALBERGHIERO DI LEVICO TERME,104,022,N.A.,ENTI_VOL_FIN_IS
033457456,2023-10-27,9999-12-31,93032590148,POLO LICEALE CITTA DI SONDRIO,061,014,N.A.,ENTI_VOL_FIN_IS
033462250,2023-05-11,9999-12-31,95300290632,ISTITUTO SUPERIORE DI ISTRUZIONE SECONDARIA ENRICO CARUSO,049,063,N.A.,ENTI_VOL_FIN_IS
033462562,2024-07-17,9999-12-31,96033120823,LICEO MAGISTRALE STATALE MONS. TEOTISTA PANZECA,014,082,N.A.,ENTI_VOL_FIN_IS
033464245,2025-11-10,9999-12-31,97135960835,ISTITUTO DI ISTRUZIONE SUPERIORE JACI - DUILIO,048,083,N.A.,ENTI_VOL_FIN_IS
026324838,2024-01-10,9999-12-31,93044790637,ISTITUTO DI ISTRUZIONE SUPERIORE ANDREA TORRENTE,023,063,N.A.,ENTI_VOL_FIN_IS
026325508,2024-05-30,9999-12-31,91040740705,ISTITUTO OMNICOMPRENSIVO GIULIO RIVERA,029,070,N.A.,ENTI_VOL_FIN_IS
026325568,2025-03-03,9999-12-31,91040770702,ISTITUTO OMNICOMPRENSIVO SANTA CROCE DI MAGLIANO,072,070,N.A.,ENTI_VOL_FIN_IS
026327179,2023-06-23,9999-12-31,92058790137,ISTITUTO COMPRENSIVO DI MOLTENO,051,097,N.A.,ENTI_VOL_FIN_IS
026327182,2023-12-14,9999-12-31,92058750131,ISTITUTO COMPRENSIVO MARCO D'OGGIONO,057,097,N.A.,ENTI_VOL_FIN_IS
